Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Jeff Allen,G,62,100%,0,0%,4,12%
Geoff Schwartz,T,62,100%,0,0%,4,12%
Branden Albert,T,61,98%,0,0%,4,12%
Rodney Hudson,C,61,98%,0,0%,4,12%
Eric Fisher,T,61,98%,0,0%,4,12%
Alex Smith,QB,61,98%,0,0%,0,0%
Anthony Fasano,TE,56,90%,0,0%,4,12%
Donnie Avery,WR,56,90%,0,0%,0,0%
Dwayne Bowe,WR,53,85%,0,0%,0,0%
Jamaal Charles,RB,36,58%,0,0%,0,0%
Dexter McCluster,WR,33,53%,0,0%,11,34%
Anthony Sherman,FB,26,42%,0,0%,9,28%
Knile Davis,RB,15,24%,0,0%,1,3%
Sean McGrath,TE,12,19%,0,0%,4,12%
Cyrus Gray,RB,10,16%,0,0%,28,88%
Junior Hemingway,WR,6,10%,0,0%,18,56%
A.J. Jenkins,WR,6,10%,0,0%,0,0%
Donald Stephenson,T,3,5%,0,0%,4,12%
Eric Kush,C,1,2%,0,0%,0,0%
Chase Daniel,QB,1,2%,0,0%,0,0%
Kendrick Lewis,FS,0,0%,71,100%,0,0%
Justin Houston,LB,0,0%,65,92%,3,9%
Derrick Johnson,LB,0,0%,63,89%,0,0%
Eric Berry,SS,0,0%,62,87%,10,31%
Brandon Flowers,CB,0,0%,62,87%,0,0%
Dontari Poe,NT,0,0%,62,87%,0,0%
Sean Smith,CB,0,0%,62,87%,0,0%
Tamba Hali,LB,0,0%,62,87%,0,0%
Quintin Demps,SS,0,0%,41,58%,20,62%
Husain Abdullah,FS,0,0%,40,56%,28,88%
Akeem Jordan,LB,0,0%,34,48%,22,69%
Mike DeVito,DE,0,0%,34,48%,0,0%
Mike Catapano,DE,0,0%,31,44%,1,3%
Tyson Jackson,DE,0,0%,28,39%,0,0%
Dunta Robinson,CB,0,0%,24,34%,1,3%
Marcus Cooper,CB,0,0%,9,13%,27,84%
Frank Zombo,LB,0,0%,9,13%,22,69%
Ron Parker,DB,0,0%,8,11%,28,88%
Dezman Moses,LB,0,0%,6,8%,25,78%
Jaye Howard,NT,0,0%,6,8%,0,0%
Anthony Toribio,DE,0,0%,2,3%,0,0%
James-Michael Johnson,LB,0,0%,0,0%,28,88%
Dustin Colquitt,P,0,0%,0,0%,15,47%
Thomas Gafford,LS,0,0%,0,0%,14,44%
Ryan Succop,K,0,0%,0,0%,9,28%
