Quarter,Time,Down,ToGo,Location,NYJ,MIA,Detail,EPB,EPA
1,0:56,,,MIA 30,0,10,"Olindo Mare kicks off 63 yards, returned by Chad Morton for 3 yards (tackle by Tommy Hendricks). Penalty on Scott Galyon: Offside on Free Kick, 5 yards (no play)",0.000,0.000
1,0:56,,,MIA 25,0,10,"Olindo Mare kicks off 77 yards, returned by Chad Morton for 39 yards (tackle by Travis Minor). Penalty on Jerald Sowell: Offensive Holding, 10 yards",0.000,-0.380
1,0:39,1,10,NYJ 10,0,10,"Curtis Martin right tackle for no gain (tackle by Zach Thomas and Jermaine Haley). Penalty on Santana Moss: Illegal Block Above the Waist, 5 yards (no play)",-0.380,-0.570
1,0:06,1,15,NYJ 5,0,10,Vinny Testaverde pass complete to Wayne Chrebet for 15 yards (tackle by Trent Gamble),-0.570,0.280
Quarter,Time,Down,ToGo,Location,NYJ,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NYJ 20,0,10,Vinny Testaverde pass incomplete intended for Wayne Chrebet is intercepted by Derrick Rodgers at NYJ-19 and returned for 7 yards,0.280,-4.780
2,14:51,1,10,NYJ 12,0,10,Ricky Williams left guard for 1 yard (tackle by John Abraham),4.780,4.270
2,14:12,2,9,NYJ 11,0,10,Ricky Williams right end for 4 yards (tackle by Jason Ferguson),4.270,4.160
2,13:28,3,5,NYJ 7,0,10,Jay Fiedler pass incomplete intended for Robert Edwards,4.160,2.980
2,13:20,4,5,NYJ 7,0,13,Olindo Mare 25 yard field goal good,2.980,3.000
2,13:20,,,MIA 30,0,13,"Olindo Mare kicks off 52 yards, returned by Chad Morton for 24 yards (tackle by Ray Green)",0.000,1.730
2,13:08,1,10,NYJ 42,0,13,Vinny Testaverde pass complete to Richie Anderson for 7 yards (tackle by Morlon Greenwood),1.730,2.130
2,12:38,2,3,NYJ 49,0,13,Curtis Martin middle for 2 yards (tackle by Derrick Rodgers),2.130,1.690
2,11:57,3,1,MIA 49,0,13,"Vinny Testaverde pass incomplete intended for Santana Moss (defended by Sam Madison). Penalty on Sam Madison: Defensive Holding, 5 yards (no play)",1.690,2.650
2,11:49,1,10,MIA 44,0,13,"Vinny Testaverde pass incomplete intended for Santana Moss. Penalty on Jamar Fletcher: Defensive Pass Interference, 25 yards (no play)",2.650,4.310
2,11:42,1,10,MIA 19,0,13,LaMont Jordan left end for 13 yards (tackle by Brock Marion and Arturo Freeman),4.310,5.830
2,11:07,1,6,MIA 6,0,13,LaMont Jordan right tackle for 1 yard (tackle by Derrick Rodgers),5.830,5.150
2,10:24,2,5,MIA 5,0,13,Vinny Testaverde pass incomplete intended for Wayne Chrebet (defended by Jason Taylor),5.150,4.260
2,10:19,2,5,MIA 5,,,Timeout #1 by New York Jets,5.150,4.260
2,10:19,3,5,MIA 5,0,13,"Penalty on Anthony Becht: False Start, 5 yards (no play)",4.260,3.130
2,10:19,3,10,MIA 10,0,13,Vinny Testaverde pass complete to Richie Anderson for 8 yards (tackle by Shawn Wooden),3.130,3.250
2,9:38,4,2,MIA 2,3,13,John Hall 20 yard field goal good,3.250,3.000
2,9:38,,,NYJ 30,3,13,"John Hall kicks off 79 yards, touchback",0.000,0.280
2,9:34,1,10,MIA 20,3,13,"Penalty on Todd Wade: False Start, 5 yards (no play)",0.280,-0.310
2,9:34,1,15,MIA 15,3,13,Ricky Williams left guard for 2 yards (tackle by Shaun Ellis),-0.310,-0.790
2,8:53,2,13,MIA 17,3,13,Jay Fiedler pass complete to Randy McMichael for 36 yards (tackle by Sam Garnes and Sam Cowart),-0.790,2.460
2,8:05,1,10,NYJ 47,3,13,Jay Fiedler pass incomplete intended for Oronde Gadsden,2.460,1.910
2,7:57,2,10,NYJ 47,3,13,Jay Fiedler pass complete to Dedric Ward for 5 yards (tackle by Jason Ferguson),1.910,1.880
2,7:13,3,5,NYJ 42,3,13,Jay Fiedler middle for 1 yard (tackle by Jason Ferguson and John Abraham),1.880,0.530
2,6:35,4,4,NYJ 41,3,13,"Mark Royals punts 41 yards, touchback. Penalty on NYJ: Illegal Substitution, 5 yards",0.530,0.220
2,6:19,1,10,NYJ 15,3,13,Curtis Martin left end for 10 yards (tackle by Sam Madison),-0.220,0.610
2,5:39,1,10,NYJ 25,3,13,Curtis Martin right tackle for 2 yards (tackle by Derrick Rodgers),0.610,0.330
2,4:56,2,8,NYJ 27,3,13,Vinny Testaverde pass complete to Richie Anderson for 7 yards (tackle by Derrick Rodgers),0.330,0.560
2,4:21,3,1,NYJ 34,3,13,Vinny Testaverde pass incomplete intended for Wayne Chrebet,0.560,-1.110
2,4:13,4,1,NYJ 34,3,13,"Matt Turk punts 43 yards, returned by Albert Johnson for 4 yards (tackle by Jason Glenn)",-1.110,-0.740
2,4:01,1,10,MIA 27,3,13,Jay Fiedler pass incomplete intended for Rob Konrad,0.740,0.200
2,3:56,2,10,MIA 27,3,13,Ricky Williams right guard for 8 yards (tackle by Marvin Jones),0.200,0.560
2,3:13,3,2,MIA 35,3,13,Jay Fiedler pass incomplete intended for Chris Chambers,0.560,-1.040
2,3:07,4,2,MIA 35,3,13,"Mark Royals punts 39 yards, returned by Santana Moss for 19 yards (tackle by Travis Minor). Penalty on Bryan Thomas: Defensive Holding, 10 yards",-1.040,0.140
2,2:54,1,10,NYJ 16,3,13,Vinny Testaverde pass incomplete intended for Richie Anderson,-0.140,-0.660
2,2:47,2,10,NYJ 16,3,13,Vinny Testaverde pass complete to Wayne Chrebet for 4 yards (tackle by Jamar Fletcher),-0.660,-0.820
2,2:04,3,6,NYJ 20,3,13,Vinny Testaverde pass complete to LaMont Jordan for -1 yards (tackle by Sam Madison),-0.820,-2.140
2,1:57,4,7,NYJ 19,3,13,"Matt Turk punts 65 yards, returned by Albert Johnson for 13 yards (tackle by Nick Ferguson)",-2.140,-0.870
2,1:45,1,10,MIA 29,3,13,Robert Edwards middle for 3 yards (tackle by John Abraham),0.870,0.730
2,1:29,2,7,MIA 32,3,13,Jay Fiedler pass complete to Chris Chambers for 5 yards,0.730,0.700
2,1:24,3,2,MIA 37,3,13,Jay Fiedler pass complete to Robert Edwards for 4 yards (tackle by James Darling),0.700,1.660
2,1:19,1,10,MIA 41,3,13,Jay Fiedler pass complete to Ricky Williams for 10 yards (tackle by Ray Mickens),1.660,2.320
2,1:09,1,10,MIA 41,,,Timeout #1 by Miami Dolphins,1.660,2.320
2,1:09,1,10,NYJ 49,3,13,Jay Fiedler pass incomplete intended for Dedric Ward,2.320,1.780
2,1:03,2,10,NYJ 49,3,13,Jay Fiedler pass complete to Oronde Gadsden for 23 yards (tackle by Nick Ferguson),1.780,3.840
2,0:52,2,10,NYJ 49,,,Timeout #2 by Miami Dolphins,1.780,3.840
2,0:52,1,10,NYJ 26,3,13,"Penalty on MIA: Delay of Game, 5 yards (no play)",3.840,3.510
2,0:52,1,15,NYJ 31,3,13,Jay Fiedler pass complete to Rob Konrad for 6 yards (tackle by Sam Cowart and Mo Lewis),3.510,3.430
2,0:35,2,9,NYJ 25,3,13,Jay Fiedler pass incomplete intended for Randy McMichael,3.430,2.740
2,0:30,3,9,NYJ 25,3,13,Jay Fiedler pass complete to Dedric Ward for 12 yards,2.740,4.710
2,0:24,1,10,NYJ 13,3,13,Jay Fiedler pass incomplete intended for Randy McMichael,4.710,4.050
2,0:18,2,10,NYJ 13,3,13,Jay Fiedler pass incomplete intended for Randy McMichael,4.050,3.120
2,0:12,3,10,NYJ 13,3,13,Jay Fiedler pass incomplete intended for Chris Chambers,3.120,2.570
2,0:07,4,10,NYJ 13,3,13,Olindo Mare 31 yard field goal no good,2.570,-0.340
2,0:02,1,10,NYJ 21,3,13,Vinny Testaverde kneels for -1 yards,0.340,-0.340
Quarter,Time,Down,ToGo,Location,NYJ,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 30,3,13,"John Hall kicks off 74 yards, touchback",0.000,0.280
3,15:00,1,10,MIA 20,3,13,"Penalty on Jason Ferguson: Defensive Offside, 5 yards (no play)",0.280,1.010
3,14:54,1,5,MIA 25,3,13,Ricky Williams right tackle for 2 yards (tackle by Jason Ferguson),1.010,0.680
3,14:15,2,3,MIA 27,3,13,Ricky Williams middle for -1 yards (tackle by Sam Cowart),0.680,-0.160
3,13:35,3,4,MIA 26,3,13,Jay Fiedler pass complete to Randy McMichael for 13 yards (tackle by James Darling),-0.160,1.530
3,12:59,1,10,MIA 39,3,13,Ricky Williams middle for 5 yards (tackle by Sam Cowart),1.530,1.660
3,12:22,2,5,MIA 44,3,13,Ricky Williams middle for 3 yards (tackle by Marvin Jones),1.660,1.360
3,11:44,3,2,MIA 47,3,13,Chris Chambers left end for 6 yards (tackle by Jon McGraw),1.360,2.460
3,10:56,1,10,NYJ 47,3,13,Jay Fiedler pass incomplete intended for Chris Chambers,2.460,1.910
3,10:49,2,10,NYJ 47,3,13,Jay Fiedler pass incomplete intended for Oronde Gadsden,1.910,1.220
3,10:45,3,10,NYJ 47,3,13,Jay Fiedler pass incomplete intended for Oronde Gadsden,1.220,0.130
3,10:39,4,10,NYJ 47,3,13,Mark Royals punts 36 yards,0.130,0.370
3,10:25,1,10,NYJ 11,3,13,Vinny Testaverde pass complete to Laveranues Coles for 9 yards (tackle by Jamar Fletcher),-0.370,0.360
3,9:52,2,1,NYJ 20,3,13,Curtis Martin right guard for 3 yards (tackle by Derrick Rodgers),0.360,0.480
3,9:15,1,10,NYJ 23,3,13,Vinny Testaverde pass complete to Richie Anderson for 6 yards (tackle by Zach Thomas and Jason Taylor),0.480,0.740
3,8:35,2,4,NYJ 29,3,13,"Vinny Testaverde pass incomplete intended for Curtis Martin (defended by Jason Taylor). Penalty on Trent Gamble: Illegal Use of Hands, 5 yards (no play)",0.740,1.200
3,8:29,1,10,NYJ 34,3,13,Curtis Martin right end for 3 yards (tackle by Zach Thomas and Jason Taylor),1.200,1.060
3,7:43,2,7,NYJ 37,3,13,Vinny Testaverde pass complete to Wayne Chrebet for 13 yards (tackle by Trent Gamble),1.060,2.260
3,7:01,1,10,MIA 50,3,13,Curtis Martin middle for 2 yards (tackle by Brock Marion and Jason Taylor),2.260,1.980
3,6:20,2,8,MIA 48,3,13,LaMont Jordan left end for -3 yards (tackle by Jason Taylor),1.980,0.890
3,5:38,3,11,NYJ 49,3,13,Vinny Testaverde pass incomplete intended for Wayne Chrebet,0.890,-0.130
3,5:30,4,11,NYJ 49,3,13,Matt Turk punts 43 yards,-0.130,0.380
3,5:20,1,10,MIA 8,3,13,Ricky Williams middle for 2 yards (tackle by Mo Lewis),-0.380,-0.630
3,4:39,2,8,MIA 10,3,13,Jay Fiedler pass complete to Chris Chambers for 17 yards,-0.630,0.740
,,,,,,,"NYJ challenged the ruling, and the play was upheld.",,
3,3:58,1,10,MIA 27,3,13,Jay Fiedler pass complete to Randy McMichael for 7 yards (tackle by Sam Cowart and Aaron Beasley),0.740,1.140
3,3:36,2,3,MIA 34,3,13,Ricky Williams right tackle for 11 yards (tackle by Sam Cowart),1.140,1.930
3,2:58,1,10,MIA 45,3,13,Ricky Williams left end for 5 yards (tackle by Sam Garnes),1.930,2.060
3,2:20,2,5,NYJ 50,3,13,"Ricky Williams left tackle for 2 yards (tackle by Mo Lewis). Ricky Williams fumbles (forced by Mo Lewis), recovered by Ricky Williams at NYJ-50",2.060,1.620
3,1:34,3,3,NYJ 48,3,13,Jay Fiedler pass complete to Chris Chambers for 12 yards (tackle by James Darling and Sam Garnes),1.620,3.180
3,0:45,1,10,NYJ 36,3,13,Ricky Williams right end for 8 yards (tackle by Sam Cowart),3.180,3.720
Quarter,Time,Down,ToGo,Location,NYJ,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,NYJ 28,3,13,Ricky Williams right guard for 12 yards (tackle by Jon McGraw),3.720,4.510
4,14:21,1,10,NYJ 16,3,13,"Penalty on Todd Wade: False Start, 5 yards (no play)",4.510,4.170
4,13:56,1,15,NYJ 21,3,13,Ricky Williams right tackle for -7 yards (tackle by John Abraham),4.170,2.340
4,13:17,2,22,NYJ 28,3,13,Jay Fiedler middle for 4 yards (tackle by Sam Cowart),2.340,2.210
4,12:31,3,18,NYJ 24,3,13,Robert Edwards middle for 13 yards (tackle by Jon McGraw),2.210,2.750
4,11:53,4,5,NYJ 11,3,16,Olindo Mare 29 yard field goal good,2.750,3.000
4,11:53,,,MIA 30,3,16,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
4,11:49,1,10,NYJ 20,3,16,Curtis Martin middle for 5 yards (tackle by Tim Bowens),0.280,0.410
4,11:15,2,5,NYJ 25,3,16,Curtis Martin left tackle for no gain (tackle by Arturo Freeman),0.410,-0.300
4,10:32,3,5,NYJ 25,3,16,Vinny Testaverde pass complete to Wayne Chrebet for 18 yards (tackle by Brock Marion),-0.300,1.800
4,9:50,1,10,NYJ 43,3,16,Santana Moss right end for 5 yards (tackle by Jamar Fletcher),1.800,1.930
4,9:07,2,5,NYJ 48,3,16,Vinny Testaverde pass incomplete intended for Kevin Swayne,1.930,1.220
4,9:00,3,5,NYJ 48,3,16,Vinny Testaverde pass incomplete intended for Laveranues Coles,1.220,-0.190
4,8:54,4,5,NYJ 48,3,16,Matt Turk punts 33 yards,-0.190,-0.150
4,8:43,1,10,MIA 19,3,16,Ricky Williams right guard for 4 yards (tackle by Shaun Ellis),0.150,0.210
4,8:04,2,6,MIA 23,3,16,Ricky Williams right end for 7 yards (tackle by Josh Evans),0.210,0.940
4,7:25,1,10,MIA 30,3,16,Ricky Williams left tackle for 3 yards (tackle by Mo Lewis),0.940,0.800
4,6:42,2,7,MIA 33,3,16,Ricky Williams left guard for 1 yard (tackle by Sam Cowart),0.800,0.230
4,6:13,3,6,MIA 34,3,16,Jay Fiedler pass complete to Randy McMichael for 13 yards (tackle by James Darling),0.230,2.060
4,5:04,1,10,MIA 47,3,22,"Ricky Williams right tackle for 53 yards, touchdown",2.060,7.000
4,5:04,,,NYJ 47,3,23,Olindo Mare kicks extra point good,0.000,0.000
4,5:04,,,MIA 30,3,23,"Olindo Mare kicks off 72 yards, returned by Chad Morton for 31 yards (tackle by Trent Gamble)",0.000,0.870
4,4:47,1,10,NYJ 29,3,23,Vinny Testaverde pass complete to Curtis Martin for 7 yards (tackle by Arturo Freeman),0.870,1.270
4,4:40,2,3,NYJ 36,3,23,Vinny Testaverde pass complete to Laveranues Coles for 5 yards (tackle by Jamar Fletcher),1.270,1.660
4,4:12,1,10,NYJ 41,3,23,"Vinny Testaverde sacked by Jason Taylor for -15 yards. Vinny Testaverde fumbles (forced by Jason Taylor), recovered by Jason Taylor at NYJ-26 and returned for 5 yards (tackle by J.P. Machado)",1.660,-4.170
4,4:03,1,10,NYJ 21,3,23,Travis Minor right end for 2 yards (tackle by Mo Lewis),4.170,3.900
4,3:20,2,8,NYJ 19,3,23,Travis Minor right guard for 9 yards (tackle by John Abraham),3.900,4.910
4,2:36,1,10,NYJ 10,3,23,Travis Minor left guard for 5 yards (tackle by Sam Cowart),4.910,5.150
4,2:00,2,5,NYJ 5,3,29,"Travis Minor right guard for 5 yards, touchdown",5.150,7.000
4,2:00,,,NYJ 5,3,30,Olindo Mare kicks extra point good,0.000,0.000
4,2:00,,,MIA 30,3,30,"Olindo Mare kicks off 53 yards, returned by LaMont Jordan for 33 yards (tackle by Olindo Mare)",0.000,2.260
4,1:46,1,10,MIA 50,3,30,LaMont Jordan right guard for no gain (tackle by Adewale Ogunleye),2.260,1.710
4,1:46,1,10,MIA 50,,,Timeout #1 by Miami Dolphins,2.260,1.710
4,1:31,2,10,MIA 50,3,30,Chad Pennington sacked by Jay Williams for -8 yards,1.710,-0.030
4,0:56,3,18,NYJ 42,3,30,Chad Pennington pass complete to LaMont Jordan for 11 yards (tackle by Zach Thomas),-0.030,0.130
4,0:19,4,7,MIA 47,3,30,Chad Pennington pass complete to Anthony Becht for 21 yards (tackle by Arturo Freeman),0.130,3.840
4,0:08,4,7,MIA 47,,,Timeout #2 by New York Jets,0.130,3.840
4,0:08,1,10,MIA 26,3,30,Chad Pennington pass incomplete intended for Wayne Chrebet is intercepted by Brock Marion at MIA-3 and returned for 62 yards. Penalty on Adewale Ogunleye: Offensive Holding (Declined),3.840,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
