#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:41,PIT 20,3,1:09,1,Punt
2,1,12:13,PIT 20,3,2:09,3,Punt
3,1,7:28,PIT 27,5,2:48,24,Punt
4,1,1:58,OAK 48,5,2:44,19,Field Goal
5,2,10:02,PIT 25,3,2:02,-4,Punt
6,2,1:55,PIT 20,3,0:47,-4,Punt
7,2,1:00,PIT 43,7,0:52,41,Missed FG
8,3,15:00,PIT 20,16,9:11,66,Missed FG
9,3,4:12,PIT 38,3,1:21,5,Punt
10,4,14:24,PIT 31,2,0:32,3,Interception
11,4,13:06,OAK 11,3,0:55,11,Touchdown
12,4,10:34,PIT 40,3,1:25,-5,Punt
13,4,7:34,OAK 31,3,0:48,7,Interception
14,4,4:22,PIT 17,12,2:58,83,Touchdown
15,4,0:18,PIT 3,1,0:18,33,End of Game
