Quarter,Time,Down,ToGo,Location,PIT,OAK,Detail,EPB,EPA
1,10:53,3,4,PIT 26,0,7,Ben Roethlisberger pass complete short right to Emmanuel Sanders for -3 yards (tackle by Mike Jenkins),-0.160,-1.830
1,10:13,4,7,PIT 23,0,7,Zoltan Mesko punts 3 yards,-1.830,-3.840
1,10:04,1,10,PIT 26,0,7,Marcel Reece right guard for 2 yards (tackle by Steve McLendon),3.840,3.570
1,9:27,2,8,PIT 24,0,7,Terrelle Pryor pass complete short middle to Darren McFadden for -2 yards (tackle by Vince Williams and Cameron Heyward),3.570,2.610
1,8:44,3,10,PIT 26,0,7,Terrelle Pryor pass complete short right to Denarius Moore for 14 yards (tackle by Ryan Clark),2.610,4.780
1,8:09,1,10,PIT 12,0,7,Darren McFadden left guard for 5 yards (tackle by Troy Polamalu),4.780,5.020
1,7:33,2,5,PIT 7,0,13,"Darren McFadden up the middle for 7 yards, touchdown",5.020,7.000
1,7:33,,,PIT 2,0,14,Sebastian Janikowski kicks extra point good,0.000,0.000
1,7:33,,,OAK 35,0,14,"Sebastian Janikowski kicks off 63 yards, returned by Jonathan Dwyer for 25 yards (tackle by Jack Crawford)",0.000,-0.740
1,7:21,1,10,PIT 27,0,14,Ben Roethlisberger pass complete short left to Le'Veon Bell for 11 yards (tackle by Brandian Ross and Charles Woodson),0.740,1.470
1,6:41,1,10,PIT 38,0,14,Ben Roethlisberger pass complete short middle to Heath Miller for 10 yards (tackle by Usama Young),1.470,2.130
,,,,,,,"PIT challenged the pass completion ruling, and the original play was overturned.",,
1,6:16,1,10,PIT 48,0,14,Le'Veon Bell left end for -3 yards (tackle by Lamarr Houston),2.130,1.180
1,5:38,2,13,PIT 45,0,14,Ben Roethlisberger pass complete short right to Antonio Brown for 6 yards (tackle by Kevin Burnett and Mike Jenkins),1.180,1.290
1,4:53,3,7,OAK 49,0,14,Ben Roethlisberger pass incomplete short middle intended for Emmanuel Sanders,1.290,0.000
1,4:49,4,7,OAK 49,0,14,"Zoltan Mesko punts 49 yards, touchback",0.000,-0.280
1,4:40,1,10,OAK 20,0,14,Darren McFadden up the middle for 2 yards,0.280,0.000
1,4:08,2,8,OAK 22,0,14,Terrelle Pryor left end for 7 yards (tackle by Ryan Clark),0.000,0.230
1,3:38,3,1,OAK 29,0,14,Darren McFadden right guard for 10 yards (tackle by Ryan Clark),0.230,1.530
1,2:57,1,10,OAK 39,0,14,Terrelle Pryor pass incomplete short left intended for Mychal Rivera,1.530,0.990
1,2:51,2,10,OAK 39,0,14,Rashad Jennings right guard for 3 yards (tackle by Brett Keisel),0.990,0.700
1,2:12,3,7,OAK 42,0,14,Terrelle Pryor pass incomplete deep left intended for Brice Butler is intercepted by Troy Polamalu at PIT-35 and returned for 17 yards (tackle by Stefen Wisniewski),0.700,-2.390
1,1:58,1,10,OAK 48,0,14,Ben Roethlisberger pass complete short left to Jerricho Cotchery for 11 yards (tackle by Nick Roach),2.390,3.120
1,1:19,1,10,OAK 37,0,14,Ben Roethlisberger sacked by Sio Moore for -7 yards,3.120,1.630
1,0:38,2,17,OAK 44,0,14,Ben Roethlisberger pass complete short left to Antonio Brown for 11 yards (tackle by Tracy Porter),1.630,2.410
Quarter,Time,Down,ToGo,Location,PIT,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,OAK 33,0,14,Ben Roethlisberger pass complete short middle to Emmanuel Sanders for 4 yards (tackle by D.J. Hayden),2.410,1.600
2,14:20,4,2,OAK 29,3,14,Shaun Suisham 47 yard field goal good,1.600,3.000
2,14:20,,,PIT 35,3,14,"Shaun Suisham kicks off 61 yards, returned by Taiwan Jones for 6 yards (tackle by Terence Garvin)",0.000,0.380
2,14:07,1,10,OAK 10,3,14,Terrelle Pryor pass complete short right to Jeron Mastrud for 9 yards (tackle by Ryan Clark),-0.380,0.240
2,13:34,2,1,OAK 19,3,14,Marcel Reece up the middle for 2 yards (tackle by Steve McLendon),0.240,0.340
2,12:59,1,10,OAK 21,3,14,Terrelle Pryor pass incomplete deep left intended for Andre Holmes,0.340,-0.200
2,12:52,2,10,OAK 21,3,14,Darren McFadden up the middle for 5 yards (tackle by Ryan Clark),-0.200,-0.230
2,12:15,3,5,OAK 26,3,14,Terrelle Pryor pass complete short left to Rod Streater for 6 yards (tackle by Ike Taylor),-0.230,1.070
2,11:33,1,10,OAK 32,3,14,Darren McFadden left tackle for -1 yards (tackle by Jason Worilds),1.070,0.390
2,10:57,2,11,OAK 31,3,14,Terrelle Pryor left end for 3 yards (tackle by Lawrence Timmons),0.390,0.100
2,10:10,3,8,OAK 34,3,14,Terrelle Pryor pass incomplete short right intended for Rod Streater (defended by Troy Polamalu),0.100,-1.110
2,10:10,4,8,OAK 34,3,14,"Marquette King punts 41 yards, fair catch by Antonio Brown",-1.110,-0.610
2,10:02,1,10,PIT 25,3,14,Le'Veon Bell left tackle for 3 yards (tackle by Vance Walker and Kevin Burnett),0.610,0.470
2,9:24,2,7,PIT 28,3,14,Le'Veon Bell left end for 2 yards (tackle by Kevin Burnett),0.470,0.040
2,8:45,3,5,PIT 30,3,14,"Penalty on Emmanuel Sanders: False Start, 5 yards (no play)",0.040,-0.620
2,8:20,3,10,PIT 25,3,14,"Ben Roethlisberger pass incomplete short right intended for Heath Miller. Penalty on Le'Veon Bell: Offensive Holding (Declined), Penalty on Ben Roethlisberger: Illegal Forward Pass, 5 yards",-0.620,-1.960
2,8:12,4,14,PIT 21,3,14,Zoltan Mesko punts 51 yards,-1.960,-0.810
,,,,,,,"PIT challenged the kick touched ruling, and the play was upheld.",,
2,8:00,1,10,OAK 28,3,14,Darren McFadden right tackle for no gain (tackle by Cameron Heyward),0.810,0.260
2,7:26,2,10,OAK 28,3,14,Terrelle Pryor pass complete short left to Rod Streater for 12 yards (tackle by William Gay),0.260,0.260
2,6:56,2,10,OAK 28,3,14,Timeout #1 by Oakland Raiders,0.260,1.600
2,6:56,1,10,OAK 40,3,14,Darren McFadden left end for 19 yards (tackle by Ryan Clark and Jarvis Jones),1.600,2.850
2,6:19,1,10,PIT 41,3,14,Rashad Jennings right guard for 5 yards (tackle by William Gay),2.850,2.980
2,5:47,2,5,PIT 36,3,14,Marcel Reece left guard for 6 yards (tackle by Steve McLendon and Ryan Clark),2.980,3.580
2,5:08,1,10,PIT 30,3,14,Terrelle Pryor pass complete deep right to Rod Streater for 16 yards,3.580,4.650
2,4:34,1,10,PIT 14,3,14,Darren McFadden left guard for 3 yards (tackle by Cameron Heyward),4.650,4.520
2,3:56,2,7,PIT 11,3,14,Terrelle Pryor right end for 6 yards (tackle by William Gay),4.520,4.960
2,3:20,3,1,PIT 5,3,14,Darren McFadden up the middle for 1 yard (tackle by Brett Keisel and Ryan Clark),4.960,4.960
2,2:34,3,1,PIT 5,3,14,Timeout #2 by Pittsburgh Steelers,4.960,6.280
2,2:34,1,4,PIT 4,3,14,Darren McFadden up the middle for no gain (tackle by Ryan Clark),6.280,5.340
2,1:59,2,4,PIT 4,3,20,"Darren McFadden up the middle for 4 yards, touchdown",5.340,7.000
2,1:59,,,PIT 2,3,21,Sebastian Janikowski kicks extra point good,0.000,0.000
2,1:59,,,OAK 35,3,21,"Sebastian Janikowski kicks off 68 yards, touchback",0.000,-0.280
2,1:55,1,10,PIT 20,3,21,Felix Jones up the middle for -1 yards (tackle by Vance Walker),0.280,-0.460
2,1:28,2,11,PIT 19,3,21,Ben Roethlisberger sacked by Lamarr Houston for -9 yards,-0.460,-0.460
2,1:21,2,11,PIT 19,3,21,Timeout #2 by Oakland Raiders,-0.460,-2.590
2,1:21,3,20,PIT 10,3,21,Ben Roethlisberger pass complete short middle to Antonio Brown for 6 yards (tackle by Mike Jenkins). Penalty on Emmanuel Sanders: Offensive Pass Interference (Declined),-2.590,-2.390
2,1:15,4,14,PIT 16,3,21,"Zoltan Mesko punts 30 yards, out of bounds",-2.390,-2.520
2,1:08,1,10,PIT 46,3,21,Terrelle Pryor pass incomplete short middle intended for Brice Butler is intercepted by Cortez Allen at PIT-40 and returned for 3 yards (tackle by Denarius Moore),2.520,-1.800
2,1:00,1,10,PIT 43,3,21,Ben Roethlisberger pass complete deep left to Antonio Brown for 21 yards (tackle by Charles Woodson),1.800,3.180
2,0:54,1,10,OAK 36,3,21,Ben Roethlisberger pass incomplete deep left intended for Emmanuel Sanders,3.180,2.640
2,0:49,2,10,OAK 36,3,21,Ben Roethlisberger pass complete short right to Felix Jones for 11 yards (tackle by Vance Walker),2.640,3.910
2,0:30,1,10,OAK 25,3,21,Ben Roethlisberger spiked the ball,3.910,3.360
2,0:30,2,10,OAK 25,3,21,Ben Roethlisberger pass complete short middle to Felix Jones for 9 yards (tackle by Kaluka Maiava and Nick Roach),3.360,3.360
2,0:17,2,10,OAK 25,3,21,Timeout #3 by Pittsburgh Steelers,3.360,4.060
2,0:17,3,1,OAK 16,3,21,Ben Roethlisberger pass incomplete short right intended for Felix Jones,4.060,2.530
2,0:13,4,1,OAK 16,3,21,Shaun Suisham 34 yard field goal no good,2.530,-0.540
2,0:08,1,10,OAK 24,3,21,Terrelle Pryor kneels for -1 yards,0.540,-0.140
Quarter,Time,Down,ToGo,Location,PIT,OAK,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,3,21,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,PIT 20,3,21,Mike Adams for 2 yards (tackle by Nick Roach),0.280,0.000
3,14:15,2,8,PIT 22,3,21,Ben Roethlisberger sacked by Sio Moore for -9 yards,0.000,-2.190
3,13:34,3,17,PIT 13,3,21,Ben Roethlisberger pass complete deep right to Emmanuel Sanders for 18 yards (tackle by Brandian Ross),-2.190,1.000
3,12:49,1,10,PIT 31,3,21,Jonathan Dwyer left tackle for 3 yards (tackle by Lamarr Houston),1.000,0.870
3,12:10,2,7,PIT 34,3,21,Jonathan Dwyer right end for 8 yards (tackle by Daniel Muir),0.870,1.730
3,11:36,1,10,PIT 42,3,21,Jonathan Dwyer up the middle for -2 yards (tackle by Stacy McGee),1.730,0.920
3,11:04,2,12,PIT 40,3,21,"Ben Roethlisberger pass complete short left to Antonio Brown for 9 yards (tackle by Mike Jenkins). Penalty on Mike Jenkins: Face Mask (15 Yards), 15 yards",0.920,3.180
3,10:37,1,10,OAK 36,3,21,Le'Veon Bell right tackle for 8 yards (tackle by Mike Jenkins),3.180,3.720
3,9:53,2,2,OAK 28,3,21,Antonio Brown left end for 2 yards (tackle by Brandian Ross and Nick Roach),3.720,3.840
3,8:54,1,10,OAK 26,3,21,Ben Roethlisberger pass incomplete short left intended for Le'Veon Bell,3.840,3.300
3,8:48,2,10,OAK 26,3,21,Ben Roethlisberger pass complete short right to Le'Veon Bell for 9 yards (tackle by Nick Roach and Charles Woodson),3.300,3.950
3,8:07,3,1,OAK 17,3,21,Le'Veon Bell up the middle for 2 yards (tackle by Pat Sims),3.950,4.580
3,7:25,1,10,OAK 15,3,21,Le'Veon Bell up the middle for -5 yards (tackle by Pat Sims),4.580,3.350
3,6:44,2,15,OAK 20,3,21,Le'Veon Bell up the middle for 6 yards (tackle by Daniel Muir),3.350,3.240
3,6:03,3,9,OAK 14,3,21,Ben Roethlisberger pass incomplete short middle intended for Antonio Brown,3.240,2.510
3,5:54,4,9,OAK 14,3,21,Shaun Suisham 32 yard field goal no good,2.510,-0.410
3,5:49,1,10,OAK 22,3,21,Terrelle Pryor left end for -1 yards (tackle by Ryan Clark),0.410,-0.270
3,5:13,2,11,OAK 21,3,21,Terrelle Pryor left end for 2 yards (tackle by Ike Taylor),-0.270,-0.690
3,4:28,3,9,OAK 23,3,21,Terrelle Pryor pass incomplete short left intended for Denarius Moore,-0.690,-1.830
3,4:23,4,9,OAK 23,3,21,"Marquette King punts 45 yards, returned by Antonio Brown for 6 yards (tackle by Taiwan Jones)",-1.830,-1.470
3,4:12,1,10,PIT 38,3,21,Ben Roethlisberger pass complete short right to Antonio Brown for 5 yards (tackle by Nick Roach),1.470,1.600
3,3:40,2,5,PIT 43,3,21,Le'Veon Bell up the middle for no gain (tackle by Pat Sims),1.600,0.890
3,3:05,3,5,PIT 43,3,21,Ben Roethlisberger pass incomplete short right intended for Le'Veon Bell (defended by Nick Roach),0.890,-0.520
3,3:03,4,5,PIT 43,3,21,"Zoltan Mesko punts 56 yards, touchback",-0.520,0.380
,,,,,,,"OAK challenged the touchback ruling, and the play was upheld.",,
3,2:51,1,10,OAK 1,3,21,Terrelle Pryor up the middle for 1 yard,-0.380,-0.710
3,2:12,2,9,OAK 2,3,21,Darren McFadden right tackle for 2 yards (tackle by Lawrence Timmons),-0.710,-1.070
3,1:31,3,7,OAK 4,3,21,Terrelle Pryor pass complete short middle to Denarius Moore for 18 yards (tackle by Ryan Clark and Cameron Heyward),-1.070,0.410
3,0:43,1,10,OAK 22,3,21,Terrelle Pryor right end for -4 yards (tackle by Ike Taylor),0.410,-0.770
3,0:09,2,14,OAK 18,3,21,Darren McFadden up the middle for 1 yard (tackle by Lawrence Timmons),-0.770,-1.290
Quarter,Time,Down,ToGo,Location,PIT,OAK,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,13,OAK 19,3,21,Terrelle Pryor pass complete short right to Rod Streater for 11 yards (tackle by Cortez Allen),-1.290,-1.370
4,14:34,4,2,OAK 30,3,21,"Marquette King punts 44 yards. Penalty on Sio Moore: Ineligible Downfield Kick, 5 yards",-1.370,-1.000
4,14:24,1,10,PIT 31,3,21,Ben Roethlisberger pass complete short left to Antonio Brown for 3 yards (tackle by Lamarr Houston),1.000,0.870
4,14:00,2,7,PIT 34,3,21,Ben Roethlisberger pass incomplete deep right intended for Emmanuel Sanders is intercepted by Mike Jenkins at OAK-16,0.870,0.140
4,13:52,1,10,OAK 16,3,21,Darren McFadden up the middle for -1 yards (tackle by Vince Williams),-0.140,-0.780
4,13:10,2,11,OAK 15,3,21,"Terrelle Pryor pass complete short left to Jacoby Ford for -3 yards (tackle by Lawrence Timmons). Jacoby Ford fumbles (forced by Lawrence Timmons), recovered by Brett Keisel at OAK-12 and returned for 1 yards (tackle by Lucas Nix)",-0.780,-4.840
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
4,13:06,1,10,OAK 11,3,21,Ben Roethlisberger pass incomplete short middle intended for Heath Miller,4.840,4.140
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
4,12:59,2,10,OAK 11,3,21,Ben Roethlisberger pass complete short middle to Le'Veon Bell for 2 yards (tackle by Lamarr Houston),4.140,3.530
4,12:17,3,8,OAK 9,9,21,"Ben Roethlisberger pass complete short middle to Emmanuel Sanders for 9 yards, touchdown",3.530,7.000
4,12:17,,,OAK 2,10,21,Shaun Suisham kicks extra point good,0.000,0.000
4,12:17,,,PIT 35,10,21,"Shaun Suisham kicks off 73 yards, returned by Taiwan Jones for 22 yards (tackle by Will Allen)",0.000,0.280
4,12:06,1,10,OAK 14,10,21,Terrelle Pryor pass incomplete deep right intended for Denarius Moore,-0.280,-0.750
4,12:00,2,10,OAK 14,10,21,Darren McFadden left tackle for 4 yards (tackle by Steve McLendon and Ryan Clark),-0.750,-0.920
4,11:19,3,6,OAK 18,10,21,Terrelle Pryor sacked by Brett Keisel for -1 yards,-0.920,-2.320
4,10:41,4,7,OAK 17,10,21,"Marquette King punts 43 yards, fair catch by Antonio Brown",-2.320,-1.600
4,10:34,1,10,PIT 40,10,21,Ben Roethlisberger pass complete short right to Le'Veon Bell for -2 yards (tackle by Charles Woodson),1.600,0.780
4,10:04,2,12,PIT 38,10,21,Ben Roethlisberger sacked by Vance Walker for -3 yards,0.780,-0.300
4,9:25,3,15,PIT 35,10,21,Ben Roethlisberger pass incomplete deep right intended for Antonio Brown (defended by Brandian Ross),-0.300,-1.040
4,9:19,4,15,PIT 35,10,21,"Zoltan Mesko punts 65 yards, touchback",-1.040,-0.280
4,9:09,1,10,OAK 20,10,21,Terrelle Pryor pass incomplete short middle intended for Rod Streater (defended by Cameron Heyward),0.280,-0.270
4,9:05,2,10,OAK 20,10,21,Darren McFadden left tackle for 2 yards (tackle by Brett Keisel),-0.270,-0.690
4,8:24,3,8,OAK 22,10,21,Terrelle Pryor sacked by Troy Polamalu for -5 yards,-0.690,-2.320
4,7:51,4,13,OAK 17,10,21,"Marquette King punts 58 yards, returned by Antonio Brown for 44 yards (tackle by Marquette King)",-2.320,-3.510
4,7:34,1,10,OAK 31,10,21,Ben Roethlisberger pass complete short left to Emmanuel Sanders for 7 yards (tackle by D.J. Hayden),3.510,3.910
4,6:56,2,3,OAK 24,10,21,Ben Roethlisberger pass incomplete short middle intended for Emmanuel Sanders,3.910,3.200
4,6:52,3,3,OAK 24,10,21,Ben Roethlisberger pass incomplete short middle intended for Antonio Brown is intercepted by Tracy Porter at OAK-20 and returned for 1 yard (tackle by Cody Wallace),3.200,-0.340
4,6:46,1,10,OAK 21,10,21,Darren McFadden up the middle for no gain (tackle by Lawrence Timmons),0.340,-0.200
4,6:01,2,10,OAK 21,10,21,Darren McFadden left end for 5 yards (tackle by Lawrence Timmons and Jason Worilds),-0.200,-0.230
4,5:17,3,5,OAK 26,10,21,Darren McFadden up the middle for 1 yard (tackle by Brett Keisel and Cameron Heyward),-0.230,-1.570
4,4:34,4,4,OAK 27,10,21,"Marquette King punts 53 yards, returned by Antonio Brown for -3 yards (tackle by Sio Moore)",-1.570,0.060
4,4:22,1,10,PIT 17,10,21,Ben Roethlisberger pass complete short left to Jerricho Cotchery for 11 yards (tackle by D.J. Hayden),-0.060,0.810
4,4:15,1,10,PIT 28,10,21,Ben Roethlisberger pass incomplete short middle intended for Jerricho Cotchery (defended by Tracy Porter),0.810,0.260
4,4:11,2,10,PIT 28,10,21,Ben Roethlisberger pass complete short middle to Antonio Brown for 12 yards (tackle by Brandian Ross),0.260,1.600
4,3:45,1,10,PIT 40,10,21,Ben Roethlisberger pass complete deep middle to Emmanuel Sanders for 20 yards (tackle by Brandian Ross),1.600,2.920
4,3:13,1,10,OAK 40,10,21,Ben Roethlisberger pass incomplete short middle intended for Heath Miller (defended by Jason Hunter),2.920,2.370
4,3:08,2,10,OAK 40,10,21,Ben Roethlisberger pass complete short middle to Antonio Brown for 9 yards (tackle by Phillip Adams),2.370,2.870
4,2:44,3,1,OAK 31,10,21,Le'Veon Bell up the middle for 1 yard (tackle by Sio Moore),2.870,3.580
4,2:10,1,10,OAK 30,10,21,Ben Roethlisberger sacked by Daniel Muir for -6 yards,3.580,2.220
4,2:00,2,16,OAK 36,10,21,Ben Roethlisberger pass complete short middle to Jerricho Cotchery for 17 yards (tackle by D.J. Hayden),2.220,4.310
4,1:51,1,10,OAK 19,10,21,Ben Roethlisberger pass complete short middle to Le'Veon Bell for 7 yards (tackle by Kevin Burnett),4.310,4.310
4,1:43,1,10,OAK 19,10,21,Timeout #1 by Pittsburgh Steelers,4.310,4.920
4,1:43,2,3,OAK 12,10,21,Ben Roethlisberger pass complete short left to Heath Miller for 8 yards (tackle by D.J. Hayden),4.920,6.280
4,1:36,1,4,OAK 4,10,21,"Ben Roethlisberger pass incomplete short middle intended for Jerricho Cotchery is intercepted by Brandian Ross at OAK-1. Penalty on Brandian Ross: Defensive Holding, 2 yards (no play)",6.280,6.740
4,1:27,1,2,OAK 2,16,21,"Le'Veon Bell up the middle for 2 yards, touchdown",6.740,7.000
4,1:27,,,,18,21,"Two Point Attempt: Emmanuel Sanders right end, conversion succeeds",0.000,1.000
4,1:27,,,PIT 35,18,21,"Shaun Suisham kicks onside 11 yards, recovered by Rashad Jennings",0.000,-2.520
4,1:23,1,10,PIT 46,18,21,Darren McFadden up the middle for 1 yard (tackle by William Gay),2.520,2.520
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
4,1:20,1,10,PIT 46,18,21,Timeout #2 by Pittsburgh Steelers,2.520,2.110
4,1:20,2,9,PIT 45,18,21,Darren McFadden left tackle for -1 yards (tackle by Troy Polamalu),2.110,2.110
4,1:16,2,9,PIT 45,18,21,Timeout #3 by Pittsburgh Steelers,2.110,1.290
4,1:16,3,10,PIT 46,18,21,Darren McFadden up the middle for 3 yards (tackle by Cameron Heyward),1.290,0.400
4,1:10,4,7,PIT 43,18,21,"Penalty on Marquette King: Delay of Game, 5 yards (no play)",0.400,0.070
4,0:28,4,12,PIT 48,18,21,"Marquette King punts 39 yards, returned by Antonio Brown for -4 yards (tackle by Jeremy Stewart). Penalty on Cortez Allen: Offensive Holding, 2 yards",0.070,0.380
4,0:18,1,10,PIT 3,18,21,Ben Roethlisberger pass complete deep middle to Emmanuel Sanders for 33 yards (tackle by Usama Young),-0.380,1.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
