Quarter,Time,Down,ToGo,Location,PHI,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,PHI 34,0,0,Ben Roethlisberger pass incomplete short right intended for Emmanuel Sanders,2.770,2.080
2,14:51,3,10,PHI 34,0,0,Ben Roethlisberger pass incomplete short middle intended for Antonio Brown,2.080,1.060
2,14:51,4,10,PHI 34,0,0,"Ben Roethlisberger pass incomplete deep left intended for Mike Wallace. Ben Roethlisberger fumbles, recovered by Ben Roethlisberger at PHI-45",1.060,-1.200
2,14:37,1,10,PHI 34,0,0,Michael Vick pass complete short left to DeSean Jackson for 9 yards (tackle by Ike Taylor),1.200,1.870
2,14:20,2,1,PHI 43,0,0,Bryce Brown right tackle for 4 yards (tackle by Ryan Clark),1.870,2.060
2,13:36,1,10,PHI 47,0,0,Michael Vick pass incomplete deep middle intended for DeSean Jackson,2.060,1.520
2,13:28,2,10,PHI 47,0,0,LeSean McCoy left tackle for -2 yards (tackle by Lawrence Timmons),1.520,0.560
2,12:45,3,12,PHI 45,0,0,Michael Vick right guard for -1 yards (tackle by Brett Keisel and Evander Hood),0.560,-0.460
2,12:31,4,13,PHI 44,0,0,"Mat McBriar punts 56 yards, touchback. Penalty on Mardy Gilyard: Player Out of Bounds on Punt, 5 yards",-0.460,-0.610
2,12:22,1,10,PIT 25,0,0,Ben Roethlisberger pass complete short right to Antonio Brown for 6 yards (tackle by Nnamdi Asomugha),0.610,0.870
2,11:41,2,4,PIT 31,0,0,Ben Roethlisberger pass complete short right to Rashard Mendenhall for 5 yards (tackle by Nate Allen),0.870,1.330
2,10:58,1,10,PIT 36,0,0,Isaac Redman up the middle for 4 yards (tackle by Nate Allen),1.330,1.330
2,10:13,2,6,PIT 40,0,0,Ben Roethlisberger pass complete short left to Mike Wallace for 9 yards (tackle by Dominique Rodgers-Cromartie),1.330,2.190
2,9:33,1,10,PIT 49,0,0,Ben Roethlisberger right guard for 5 yards (tackle by Mychal Kendricks),2.190,2.320
2,8:58,2,5,PHI 46,0,0,Ben Roethlisberger pass complete short right to Antonio Brown for 11 yards (tackle by Nnamdi Asomugha),2.320,3.250
2,8:12,1,10,PHI 35,0,0,Ben Roethlisberger pass incomplete short middle intended for Emmanuel Sanders (defended by Nate Allen),3.250,2.700
2,8:05,2,10,PHI 35,0,0,Ben Roethlisberger up the middle for 9 yards (tackle by DeMeco Ryans),2.700,3.200
2,7:17,3,1,PHI 26,0,0,Isaac Redman up the middle for 1 yard (tackle by DeMeco Ryans),3.200,3.910
2,6:33,1,10,PHI 25,0,0,Ben Roethlisberger pass complete short left to Mike Wallace for 8 yards (tackle by Dominique Rodgers-Cromartie),3.910,4.550
2,5:55,2,2,PHI 17,0,0,Rashard Mendenhall up the middle for 4 yards (tackle by Jamar Chaney),4.550,4.710
2,5:01,1,10,PHI 13,0,6,"Rashard Mendenhall right end for 13 yards, touchdown",4.710,7.000
2,5:01,,,PHI 2,0,7,Shaun Suisham kicks extra point good,0.000,0.000
2,5:01,,,PIT 35,0,7,"Shaun Suisham kicks off 65 yards, touchback",0.000,0.280
2,5:01,1,10,PHI 20,0,7,LeSean McCoy right guard for 4 yards (tackle by James Harrison),0.280,0.270
2,4:27,2,6,PHI 24,0,7,"Michael Vick pass complete short right to DeSean Jackson for 23 yards (tackle by Keenan Lewis). DeSean Jackson fumbles (forced by Keenan Lewis), recovered by DeSean Jackson at PHI-47",0.270,2.060
2,3:53,1,10,PHI 47,0,7,Michael Vick pass complete short middle to LeSean McCoy for -2 yards (tackle by Jason Worilds),2.060,1.250
2,3:17,2,12,PHI 45,0,7,Michael Vick pass incomplete deep right intended for Jeremy Maclin,1.250,0.560
2,3:09,3,12,PHI 45,0,7,Michael Vick sacked by Jason Worilds for -5 yards,0.560,-0.720
2,2:47,4,17,PHI 40,0,7,Mat McBriar punts 39 yards,-0.720,-0.340
2,2:34,1,10,PIT 21,0,7,"Ben Roethlisberger pass complete short right to Chris Rainey for -2 yards (tackle by Nate Allen). Penalty on Nnamdi Asomugha: Defensive Holding, 5 yards (no play)",0.340,0.670
2,2:07,1,10,PIT 26,0,7,Ben Roethlisberger pass complete short middle to Heath Miller for 15 yards (tackle by Kurt Coleman and DeMeco Ryans),0.670,1.660
2,2:00,1,10,PIT 41,0,7,Ben Roethlisberger pass incomplete deep right intended for Emmanuel Sanders,1.660,1.120
2,1:50,2,10,PIT 41,0,7,Ben Roethlisberger pass complete short right to Emmanuel Sanders for 3 yards (tackle by Nnamdi Asomugha),1.120,0.000
2,1:44,,,,0,7,Timeout #1 by Pittsburgh Steelers,0.000,0.830
2,1:44,3,7,PIT 44,0,7,Ben Roethlisberger pass complete short middle to Antonio Brown for 11 yards (tackle by Dominique Rodgers-Cromartie),0.830,2.590
2,1:15,1,10,PHI 45,0,7,"Ben Roethlisberger up the middle for 4 yards (tackle by Trent Cole and Mat McBriar). Penalty on Willie Colon: Offensive Holding (Offsetting), Penalty on Nate Allen: Illegal Contact (Offsetting) (no play)",2.590,2.590
2,1:09,1,10,PHI 45,0,7,Ben Roethlisberger pass complete short left to Emmanuel Sanders for 12 yards (tackle by Brandon Boykin),2.590,3.380
2,1:04,1,10,PHI 33,0,7,Ben Roethlisberger pass incomplete deep right intended for Antonio Brown,3.380,2.840
2,0:57,2,10,PHI 33,0,7,Ben Roethlisberger pass complete short left to Chris Rainey for 6 yards (tackle by Derek Landri),2.840,0.000
2,0:49,,,,0,7,Timeout #2 by Pittsburgh Steelers,0.000,2.940
2,0:49,3,4,PHI 27,0,7,Ben Roethlisberger pass complete short right to Antonio Brown for 18 yards (tackle by Kurt Coleman),2.940,5.140
2,0:24,1,9,PHI 9,0,7,Ben Roethlisberger spiked the ball,5.140,4.380
2,0:23,2,9,PHI 9,0,7,Ben Roethlisberger pass complete short left to Jerricho Cotchery for 7 yards (tackle by DeMeco Ryans),4.380,0.000
2,0:12,,,,0,7,Timeout #3 by Pittsburgh Steelers,0.000,4.950
2,0:12,3,2,PHI 2,0,7,Ben Roethlisberger pass incomplete short right intended for Mike Wallace (defended by Jason Babin),4.950,3.250
2,0:09,4,2,PHI 2,0,10,Shaun Suisham 20 yard field goal good,3.250,3.000
Quarter,Time,Down,ToGo,Location,PHI,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,,,"Shaun Suisham kicks off 59 yards, returned by Brandon Boykin for 25 yards (tackle by Curtis Brown)",,
3,15:00,,,PHI 35,0,10,"Alex Henery kicks off 70 yards, returned by Chris Rainey for 13 yards (tackle by Colt Anderson)",0.000,-0.380
3,14:56,1,10,PIT 8,0,10,Rashard Mendenhall left guard for 5 yards (tackle by Kurt Coleman),-0.380,-0.410
3,14:20,2,5,PIT 13,0,10,"Rashard Mendenhall left tackle for 17 yards. Rashard Mendenhall fumbles, ball out of bounds at PIT-30",-0.410,0.940
3,13:43,1,10,PIT 30,0,10,Isaac Redman left guard for 4 yards (tackle by Trent Cole),0.940,0.930
3,13:02,2,6,PIT 34,0,10,Ben Roethlisberger pass incomplete short right intended for Mike Wallace,0.930,0.230
3,12:57,3,6,PIT 34,0,10,Ben Roethlisberger pass complete short left to Antonio Brown for 6 yards (tackle by Nnamdi Asomugha),0.230,1.600
3,12:22,1,10,PIT 40,0,10,Isaac Redman right guard for 2 yards (tackle by DeMeco Ryans and Mychal Kendricks),1.600,1.320
3,11:38,2,8,PIT 42,0,10,Isaac Redman up the middle for 4 yards (tackle by Jamar Chaney and Cedric Thornton),1.320,1.160
3,10:54,3,4,PIT 46,0,10,Ben Roethlisberger pass incomplete deep left intended for Mike Wallace,1.160,-0.320
3,10:46,4,4,PIT 46,0,10,"Drew Butler punts 45 yards, returned by Damaris Johnson for 2 yards (tackle by Ryan Mundy). Penalty on Stevenson Sylvester: Offensive Holding, 10 yards (no play)",-0.320,-0.980
3,10:33,4,14,PIT 36,0,10,"Drew Butler punts 57 yards, returned by Damaris Johnson for 13 yards (tackle by Curtis Brown)",-0.980,-0.280
3,10:22,1,10,PHI 20,0,10,"Michael Vick pass complete short right to Brent Celek for 5 yards (tackle by Larry Foote and Lawrence Timmons). Penalty on Ryan Clark: Unnecessary Roughness, 15 yards",0.280,1.600
3,10:03,1,10,PHI 40,0,10,Michael Vick left end for 5 yards (tackle by Lawrence Timmons),1.600,1.730
3,9:37,2,5,PHI 45,0,10,LeSean McCoy right tackle for 3 yards (tackle by Jason Worilds),1.730,1.420
3,8:56,3,2,PHI 48,0,10,LeSean McCoy right guard for 3 yards (tackle by Keenan Lewis),1.420,2.320
3,8:16,1,10,PIT 49,0,10,"Michael Vick sacked by Steve McLendon for -3 yards. Michael Vick fumbles (forced by Steve McLendon), recovered by Danny Watkins at PHI-49",2.320,1.510
3,7:40,2,12,PHI 49,0,10,"Michael Vick pass complete short left to Jeremy Maclin for 11 yards (tackle by Ryan Mundy). Penalty on Ryan Mundy: Personal Foul, 15 yards",1.510,3.910
3,7:12,1,10,PIT 25,0,10,Michael Vick pass complete short middle to Jason Avant for 10 yards (tackle by Ryan Mundy),3.910,0.000
3,6:40,,,,0,10,Timeout #1 by Pittsburgh Steelers,0.000,4.580
3,6:40,1,10,PIT 15,6,10,"Michael Vick pass complete short right to LeSean McCoy for 15 yards, touchdown",4.580,7.000
3,6:40,,,PIT 2,7,10,Alex Henery kicks extra point good,0.000,0.000
3,6:32,,,PHI 35,7,10,"Alex Henery kicks off 69 yards, returned by Chris Rainey for 44 yards (tackle by Brandon Boykin)",0.000,1.600
3,6:23,1,10,PIT 40,7,10,Rashard Mendenhall up the middle for 3 yards (tackle by Nate Allen and Brandon Graham),1.600,1.460
3,5:44,2,7,PIT 43,7,10,Ben Roethlisberger pass incomplete short left intended for Rashard Mendenhall (defended by Derek Landri),1.460,0.760
3,5:39,3,7,PIT 43,7,10,Ben Roethlisberger pass incomplete deep middle intended for Antonio Brown,0.760,-0.520
3,5:32,4,7,PIT 43,7,10,Drew Butler punts 44 yards,-0.520,0.320
3,5:21,1,10,PHI 13,7,10,Michael Vick pass complete short left to LeSean McCoy for 5 yards (tackle by Ryan Mundy),-0.320,-0.140
3,4:41,2,5,PHI 18,7,10,Michael Vick pass incomplete short left intended for DeSean Jackson,-0.140,-0.830
3,4:36,3,5,PHI 18,7,10,Michael Vick pass incomplete short left intended for DeSean Jackson,-0.830,-2.240
3,4:29,4,5,PHI 18,7,10,"Mat McBriar punts 56 yards, returned by Antonio Brown for 7 yards (tackle by Brandon Hughes)",-2.240,-1.140
3,4:16,1,10,PIT 33,7,10,Rashard Mendenhall right guard for 7 yards (tackle by Nate Allen),1.140,1.540
3,3:39,2,3,PIT 40,7,10,Rashard Mendenhall up the middle for 9 yards (tackle by Derek Landri),1.540,2.190
3,3:01,1,10,PIT 49,7,10,Rashard Mendenhall up the middle for 4 yards (tackle by Kurt Coleman),2.190,2.190
3,2:16,2,6,PHI 47,7,10,Isaac Redman up the middle for 13 yards (tackle by Nnamdi Asomugha),2.190,3.310
3,1:32,1,10,PHI 34,7,10,Ben Roethlisberger pass complete short right to Antonio Brown for 14 yards,3.310,4.240
3,1:05,1,10,PHI 20,7,10,Isaac Redman left guard for no gain (tackle by Casey Matthews and DeMeco Ryans),4.240,3.690
3,0:22,2,10,PHI 20,7,10,Isaac Redman right guard for 4 yards (tackle by Casey Matthews),3.690,3.520
Quarter,Time,Down,ToGo,Location,PHI,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,PHI 16,7,10,Ben Roethlisberger pass incomplete short right intended for Heath Miller,3.520,2.400
4,14:55,4,6,PHI 16,7,13,Shaun Suisham 34 yard field goal good,2.400,3.000
4,14:51,,,PIT 35,7,13,"Shaun Suisham kicks off 63 yards, returned by Brandon Boykin for 19 yards (tackle by Ryan Mundy)",0.000,0.340
4,14:41,1,10,PHI 21,7,13,LeSean McCoy right tackle for 5 yards (tackle by Larry Foote),0.340,0.480
4,14:13,2,5,PHI 26,7,13,Michael Vick pass complete short left to Brent Celek for 2 yards (tackle by James Harrison and Larry Foote),0.480,0.040
4,13:34,3,3,PHI 28,7,13,Michael Vick pass complete short left to DeSean Jackson for 2 yards (tackle by Ryan Mundy),0.040,-1.370
,,,,,,,"PHI challenged the first down ruling, and the play was upheld.",,
4,13:11,4,1,PHI 30,7,13,LeSean McCoy up the middle for 2 yards (tackle by Keenan Lewis),-1.370,1.070
4,12:30,1,10,PHI 32,7,13,Michael Vick pass complete short right to Jason Avant for 12 yards (tackle by Lawrence Timmons),1.070,1.860
4,11:57,1,10,PHI 44,7,13,LeSean McCoy right tackle for 2 yards (tackle by Lawrence Timmons),1.860,1.590
4,11:28,2,8,PHI 46,7,13,Michael Vick pass complete short left to Jeremy Maclin for 4 yards (tackle by Ike Taylor and Larry Foote),1.590,0.000
4,10:45,,,,7,13,Timeout #2 by Philadelphia Eagles,0.000,1.420
4,10:45,3,4,PIT 50,7,13,LeSean McCoy right end for 3 yards (tackle by Evander Hood),1.420,0.130
4,10:02,4,1,PIT 47,7,13,LeSean McCoy right guard for 2 yards (tackle by Lawrence Timmons),0.130,2.590
4,9:23,1,10,PIT 45,7,13,Michael Vick pass complete short right to Jeremy Maclin for 5 yards (tackle by Keenan Lewis),2.590,2.720
4,8:50,2,5,PIT 40,7,13,LeSean McCoy left tackle for 6 yards (tackle by Ryan Clark),2.720,3.310
4,8:11,1,10,PIT 34,7,13,Michael Vick pass incomplete short right intended for DeSean Jackson,3.310,2.770
4,8:05,2,10,PIT 34,7,13,Michael Vick pass incomplete short middle intended for Brent Celek (defended by Jason Worilds),2.770,2.080
4,8:00,3,10,PIT 34,7,13,Michael Vick pass complete deep left to DeSean Jackson for 24 yards,2.080,4.910
4,7:26,1,10,PIT 10,7,13,Michael Vick pass incomplete short left intended for LeSean McCoy,4.910,4.190
4,7:21,2,10,PIT 10,7,13,Michael Vick pass complete short middle to Clay Harbor for 8 yards (tackle by Larry Foote and Ryan Mundy),4.190,4.950
4,6:38,3,2,PIT 2,13,13,"Michael Vick pass complete short left to Brent Celek for 2 yards, touchdown",4.950,7.000
4,6:38,,,PIT 2,14,13,Alex Henery kicks extra point good,0.000,0.000
4,6:33,,,PHI 35,14,13,"Alex Henery kicks off 65 yards, touchback",0.000,0.280
4,6:33,1,10,PIT 20,14,13,"Chris Rainey right guard for no gain (tackle by Nate Allen and Trent Cole). Penalty on Willie Colon: Offensive Holding, 10 yards (no play)",0.280,-0.760
4,6:10,1,20,PIT 10,14,13,Ben Roethlisberger pass complete short left to David Paulson for 8 yards (tackle by Nate Allen and DeMeco Ryans),-0.760,-0.630
4,5:25,2,12,PIT 18,14,13,Ben Roethlisberger pass incomplete short left intended for Mike Wallace,-0.630,-1.330
4,5:19,3,12,PIT 18,14,13,Ben Roethlisberger pass complete short middle to Antonio Brown for 20 yards (tackle by Brandon Boykin),-1.330,1.470
4,4:35,1,10,PIT 38,14,13,Rashard Mendenhall right guard for 3 yards (tackle by Phillip Hunt and Nnamdi Asomugha),1.470,1.330
4,3:57,2,7,PIT 41,14,13,Ben Roethlisberger pass complete short right to Rashard Mendenhall for 15 yards (tackle by Mychal Kendricks),1.330,2.650
4,3:10,1,10,PHI 44,14,13,Isaac Redman up the middle for 4 yards (tackle by Jamar Chaney and DeMeco Ryans),2.650,2.650
4,2:29,2,6,PHI 40,14,13,Isaac Redman right guard for 2 yards (tackle by Fletcher Cox),2.650,2.210
4,2:00,3,4,PHI 38,14,13,Ben Roethlisberger pass complete short right to Emmanuel Sanders for 7 yards (tackle by Brandon Boykin),2.210,0.000
4,1:53,,,,14,13,Timeout #3 by Philadelphia Eagles,0.000,3.510
4,1:53,1,10,PHI 31,14,13,Rashard Mendenhall right tackle for 8 yards (tackle by Nnamdi Asomugha),3.510,4.050
4,1:47,2,2,PHI 23,14,13,Rashard Mendenhall left guard for 3 yards (tackle by Nate Allen),4.050,4.240
4,1:10,1,10,PHI 20,14,13,Rashard Mendenhall right tackle for 2 yards (tackle by DeMeco Ryans),4.240,3.960
4,0:33,2,8,PHI 18,14,13,Isaac Redman up the middle for no gain (tackle by Cedric Thornton and Nate Allen),3.960,0.000
4,0:14,,,,14,13,Timeout #2 by Pittsburgh Steelers,0.000,3.220
4,0:14,3,8,PHI 18,14,13,Isaac Redman up the middle for 2 yards (tackle by Kurt Coleman and DeMeco Ryans),3.220,0.000
4,0:03,,,,14,13,Timeout #3 by Pittsburgh Steelers,0.000,2.400
4,0:03,4,6,PHI 16,14,16,Shaun Suisham 34 yard field goal good,2.400,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
