Quarter,Time,Down,ToGo,Location,PHI,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PHI 24,7,3,Mike Glennon pass incomplete deep left intended for Vincent Jackson,3.970,3.430
2,14:54,2,10,PHI 24,7,9,"Mike Glennon pass complete short middle to Vincent Jackson for 24 yards, touchdown",3.430,7.000
2,14:54,,,PHI 2,7,10,Rian Lindell kicks extra point good,0.000,0.000
2,14:54,,,TAM 35,7,10,"Michael Koenen kicks off 73 yards, returned by Damaris Johnson for 22 yards (tackle by Jonathan Casillas)",0.000,0.280
2,14:39,1,10,PHI 14,7,10,LeSean McCoy left guard for 5 yards (tackle by Lavonte David and Dashon Goldson),-0.280,-0.040
2,14:18,2,5,PHI 19,7,10,Nick Foles pass complete short left to Jason Avant for 6 yards (tackle by Johnthan Banks),-0.040,0.610
2,13:51,1,10,PHI 25,7,10,Nick Foles pass incomplete short left intended for Riley Cooper,0.610,0.060
2,13:46,2,10,PHI 25,7,10,LeSean McCoy left end for -5 yards (tackle by Adrian Clayborn),0.060,-1.290
2,13:13,3,15,PHI 20,7,10,Nick Foles pass complete deep middle to Riley Cooper for 17 yards (tackle by Keith Tandy),-1.290,1.400
2,12:52,1,10,PHI 37,7,10,Bryce Brown left end for -2 yards (tackle by Adrian Clayborn),1.400,0.590
2,12:24,2,12,PHI 35,7,10,Nick Foles pass incomplete short left intended for Bryce Brown,0.590,-0.100
2,12:19,3,12,PHI 35,7,10,Nick Foles pass incomplete short right intended for Zach Ertz,-0.100,-1.040
2,12:11,4,12,PHI 35,7,10,"Donnie Jones punts 47 yards, fair catch by Eric Page",-1.040,-0.040
2,12:04,1,10,TAM 18,7,10,Mike Glennon pass complete short middle to Tim Wright for 5 yards (tackle by DeMeco Ryans),0.040,0.280
2,11:31,2,5,TAM 23,7,10,"Mike James left guard for 14 yards (tackle by Connor Barwin). Penalty on Ted Larsen: Offensive Holding, 10 yards (no play)",0.280,-1.140
2,10:50,2,15,TAM 13,7,10,Mike Glennon pass incomplete,-1.140,-1.970
2,10:43,3,15,TAM 13,7,10,Mike Glennon pass incomplete,-1.970,-2.490
2,10:37,4,15,TAM 13,7,10,"Michael Koenen punts 48 yards, returned by Damaris Johnson for 7 yards (tackle by Dashon Goldson)",-2.490,-1.990
2,10:25,1,10,PHI 46,7,10,--,1.990,1.720
2,9:57,2,8,PHI 48,7,10,Nick Foles pass complete short right to LeSean McCoy for 11 yards (tackle by Mark Barron),1.720,2.850
2,9:22,1,10,TAM 41,7,10,Nick Foles pass complete short left to Brent Celek for 10 yards (tackle by Dashon Goldson),2.850,3.510
2,8:43,1,10,TAM 31,7,10,Nick Foles pass complete short right to DeSean Jackson for 4 yards (tackle by Darrelle Revis),3.510,3.510
2,8:24,2,6,TAM 27,7,10,Nick Foles pass complete short left to Jeff Maehl for 5 yards (tackle by Dashon Goldson),3.510,3.470
2,7:59,3,1,TAM 22,7,10,LeSean McCoy up the middle for 8 yards (tackle by Dashon Goldson),3.470,4.650
2,7:34,1,10,TAM 14,7,10,--,4.650,4.330
2,7:13,2,8,TAM 12,13,10,"Nick Foles pass complete short middle to DeSean Jackson for 12 yards, touchdown",4.330,7.000
2,7:13,,,TAM 2,14,10,Alex Henery kicks extra point good,0.000,0.000
2,7:13,,,PHI 35,14,10,"Alex Henery kicks off 68 yards, returned by Jeff Demps for 24 yards (tackle by Jeff Maehl)",0.000,-0.340
2,7:05,1,10,TAM 21,14,10,"Penalty on Jamon Meredith: False Start, 5 yards (no play)",0.340,-0.220
2,6:58,1,15,TAM 16,14,10,Mike Glennon pass complete short left to Chris Owusu for 8 yards (tackle by Mychal Kendricks),-0.220,0.210
2,6:19,2,7,TAM 24,14,10,Mike Glennon pass complete short right to Doug Martin for 10 yards (tackle by Isaac Sopoaga),0.210,1.200
2,5:38,1,10,TAM 34,14,10,Mike Glennon pass complete short left to Tim Wright for 4 yards (tackle by Mychal Kendricks),1.200,1.200
2,4:57,2,6,TAM 38,14,10,Doug Martin right guard for 11 yards (tackle by Nate Allen),1.200,2.190
2,4:13,1,10,TAM 49,14,10,Doug Martin right tackle for 2 yards (tackle by Cedric Thornton),2.190,1.920
2,3:30,2,8,PHI 49,14,10,"Mike Glennon pass incomplete deep left intended for Tiquan Underwood. Penalty on Tiquan Underwood: Offensive Pass Interference, 10 yards (no play)",1.920,0.570
2,3:18,2,18,TAM 41,14,10,Mike Glennon up the middle for 4 yards (tackle by Mychal Kendricks),0.570,0.430
2,2:36,3,14,TAM 45,14,10,Mike Glennon left guard for 16 yards (tackle by Nate Allen),0.430,2.980
2,2:00,1,10,PHI 39,14,10,Mike Glennon pass complete short right to Chris Owusu for 14 yards (tackle by Brandon Boykin),2.980,3.910
2,1:52,1,10,PHI 25,14,10,Doug Martin up the middle for 24 yards (tackle by Earl Wolff),3.910,6.970
2,1:08,1,1,PHI 1,14,16,"Mike Glennon pass complete short left to Vincent Jackson for 1 yard, touchdown",6.970,7.000
2,1:08,,,PHI 2,14,17,Rian Lindell kicks extra point good,0.000,0.000
2,1:08,,,TAM 35,14,17,"Michael Koenen kicks off 65 yards, touchback",0.000,-0.280
2,1:02,1,10,PHI 20,14,17,Nick Foles pass complete short left to Jason Avant for 1 yard (tackle by Johnthan Banks),0.280,-0.130
2,0:56,2,9,PHI 21,14,17,"LeSean McCoy up the middle for 5 yards (tackle by Leonard Johnson and Lavonte David). Penalty on PHI: Illegal Shift, 5 yards (no play)",-0.130,-0.940
2,0:52,2,14,PHI 16,14,17,LeSean McCoy right guard for 9 yards (tackle by Adrian Clayborn),-0.940,-0.300
2,0:32,3,5,PHI 25,14,17,LeSean McCoy up the middle for 10 yards (tackle by Keith Tandy),-0.300,-0.300
2,0:25,3,5,PHI 25,14,17,Timeout #1 by Philadelphia Eagles,-0.300,1.270
2,0:25,1,10,PHI 35,14,17,Nick Foles pass incomplete short right intended for Zach Ertz,1.270,0.720
2,0:20,2,10,PHI 35,14,17,Nick Foles pass incomplete short left intended for Bryce Brown,0.720,0.040
2,0:15,3,10,PHI 35,14,17,Nick Foles pass complete short right to DeSean Jackson for 4 yards (tackle by Dashon Goldson),0.040,-0.780
2,0:08,4,6,PHI 39,14,17,"Donnie Jones punts 45 yards, out of bounds",-0.780,1.530
Quarter,Time,Down,ToGo,Location,PHI,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,14,17,"Alex Henery kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,TAM 20,14,17,Mike Glennon pass complete short left to Tim Wright for 36 yards (tackle by Earl Wolff),0.280,2.650
3,14:27,1,10,PHI 44,14,17,Doug Martin right guard for 6 yards (tackle by DeMeco Ryans),2.650,2.920
3,13:46,2,4,PHI 38,14,17,Mike Glennon pass incomplete short right intended for Tiquan Underwood is intercepted by Bradley Fletcher at PHI-29 and returned for 5 yards (tackle by Chris Owusu),2.920,-1.200
3,13:39,1,10,PHI 34,14,17,Nick Foles pass complete short right to Jason Avant for 7 yards (tackle by Mason Foster),1.200,1.600
3,13:17,2,3,PHI 41,14,17,LeSean McCoy left guard for 1 yard (tackle by Gerald McCoy),1.600,1.030
3,12:53,3,2,PHI 42,14,17,LeSean McCoy up the middle for 4 yards (tackle by Dashon Goldson),1.030,1.990
3,12:25,1,10,PHI 46,14,17,Nick Foles pass complete short right to Jason Avant for 7 yards (tackle by Mason Foster),1.990,2.400
3,11:51,2,3,TAM 47,20,17,"Nick Foles pass complete deep left to Riley Cooper for 47 yards, touchdown",2.400,7.000
3,11:51,,,TAM 2,21,17,Alex Henery kicks extra point good,0.000,0.000
3,11:51,,,PHI 35,21,17,"Alex Henery kicks off 65 yards, touchback",0.000,-0.280
3,11:41,1,10,TAM 20,21,17,Mike Glennon pass complete short left to Vincent Jackson for 16 yards (tackle by Mychal Kendricks),0.280,1.330
3,10:55,1,10,TAM 36,21,17,Doug Martin left guard for no gain (tackle by Mychal Kendricks and Fletcher Cox),1.330,0.790
3,10:17,2,10,TAM 36,21,17,Mike Glennon pass complete short right to Jeff Demps for 3 yards (tackle by Nate Allen),0.790,0.500
3,9:34,3,7,TAM 39,21,17,Mike Glennon pass complete short right to Tim Wright for 12 yards (tackle by DeMeco Ryans),0.500,2.320
3,8:54,1,10,PHI 49,21,17,"Doug Martin right end for 9 yards (tackle by Earl Wolff). Penalty on Erik Lorig: Offensive Holding, 10 yards (no play)",2.320,1.660
3,8:26,1,20,TAM 41,21,17,Mike Glennon pass complete short middle to Chris Owusu for 6 yards (tackle by Nate Allen),1.660,1.240
3,7:50,2,14,TAM 47,21,17,"Mike James up the middle for 5 yards (tackle by Connor Barwin). Penalty on Jeremy Zuttah: Offensive Holding, 10 yards (no play)",1.240,-0.110
3,7:21,2,24,TAM 37,21,17,Mike Glennon pass incomplete short middle intended for Tim Wright,-0.110,-0.760
3,7:15,3,24,TAM 37,21,17,Mike Glennon pass complete short right to Doug Martin for 6 yards (tackle by DeMeco Ryans),-0.760,-0.520
3,6:29,4,18,TAM 43,21,17,"Michael Koenen punts 32 yards, fair catch by Damaris Johnson",-0.520,-0.610
3,6:20,1,10,PHI 25,21,17,LeSean McCoy up the middle for 2 yards (tackle by Lavonte David and Dashon Goldson),0.610,0.330
3,5:51,2,8,PHI 27,21,17,LeSean McCoy up the middle for 19 yards (tackle by Mark Barron),0.330,1.990
3,5:28,1,10,PHI 46,21,17,LeSean McCoy left end for 1 yard (tackle by Adrian Clayborn and Gerald McCoy),1.990,1.590
3,4:55,2,9,PHI 47,21,17,Nick Foles pass incomplete short right intended for Jason Avant,1.590,0.890
3,4:51,3,9,PHI 47,21,17,"Nick Foles pass complete short right to Zach Ertz for 8 yards (tackle by Dashon Goldson). Penalty on Todd Herremans: Offensive Holding, 10 yards (no play)",0.890,-0.430
3,4:32,3,19,PHI 37,21,17,Nick Foles pass complete short right to Zach Ertz for 4 yards (tackle by Lavonte David),-0.430,-0.650
3,3:59,4,15,PHI 41,21,17,Donnie Jones punts 58 yards,-0.650,0.380
3,3:45,1,10,TAM 1,21,17,Doug Martin up the middle for 1 yard (tackle by Cedric Thornton),-0.380,-0.710
3,3:14,2,9,TAM 2,21,17,Mike Glennon pass complete short right to Vincent Jackson for 12 yards (tackle by Mychal Kendricks and Nate Allen),-0.710,-0.280
3,2:29,1,10,TAM 14,21,17,Mike Glennon pass incomplete deep right intended for Vincent Jackson,-0.280,-0.750
3,2:20,2,10,TAM 14,21,17,Doug Martin right end for 1 yard (tackle by DeMeco Ryans),-0.750,-1.280
3,1:41,3,9,TAM 15,21,17,Mike Glennon pass complete short left to Tim Wright for 10 yards (tackle by Earl Wolff),-1.280,0.610
3,0:57,1,10,TAM 25,21,17,Mike Glennon pass incomplete deep right intended for Tiquan Underwood,0.610,0.060
3,0:48,2,10,TAM 25,21,17,Doug Martin left tackle for 1 yard (tackle by DeMeco Ryans),0.060,-0.490
3,0:10,3,9,TAM 26,21,17,Mike Glennon pass complete deep right to Vincent Jackson for 24 yards (tackle by Bradley Fletcher),-0.490,2.260
Quarter,Time,Down,ToGo,Location,PHI,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,,21,17,"Doug Martin left guard for 11 yards (tackle by Cary Williams). Penalty on Jeremy Zuttah: Offensive Holding, 10 yards (no play)",2.260,1.600
4,14:26,1,20,TAM 40,21,17,Doug Martin right tackle for 9 yards (tackle by DeMeco Ryans),1.600,1.580
4,13:51,2,11,TAM 49,21,17,Mike Glennon pass complete short left to Doug Martin for 6 yards (tackle by DeMeco Ryans),1.580,1.690
4,13:11,3,5,PHI 45,21,17,Mike Glennon pass complete deep middle to Tim Wright for 16 yards (tackle by Nate Allen),1.690,3.640
4,12:31,1,10,PHI 29,21,17,Mike James up the middle for 4 yards (tackle by Earl Wolff),3.640,3.640
4,11:52,2,6,PHI 25,21,17,"Mike Glennon pass incomplete deep left intended for Tiquan Underwood (defended by Roc Carmichael). Penalty on Roc Carmichael: Defensive Pass Interference, 16 yards (no play)",3.640,5.140
4,11:45,1,9,PHI 9,21,17,Doug Martin left guard for no gain (tackle by DeMeco Ryans and Nate Allen),5.140,4.380
4,11:04,2,9,PHI 9,21,17,Mike Glennon pass incomplete short left intended for Vincent Jackson,4.380,3.360
4,10:58,3,9,PHI 9,21,17,Mike Glennon pass incomplete short left intended for Tim Wright (defended by Earl Wolff),3.360,2.830
4,10:52,4,9,PHI 9,21,20,Rian Lindell 27 yard field goal good,2.830,3.000
4,10:52,,,TAM 35,21,20,"Michael Koenen kicks off 65 yards, touchback",0.000,-0.280
4,10:48,1,10,PHI 20,21,20,LeSean McCoy left tackle for no gain (tackle by Lavonte David),0.280,-0.270
4,10:23,2,10,PHI 20,21,20,Nick Foles pass complete short left to Riley Cooper for 44 yards (tackle by Leonard Johnson),-0.270,3.180
4,9:41,1,10,TAM 36,27,20,"Nick Foles pass complete deep left to DeSean Jackson for 36 yards, touchdown",3.180,7.000
4,9:41,,,TAM 2,28,20,Alex Henery kicks extra point good,0.000,0.000
4,9:41,,,PHI 35,28,20,"Alex Henery kicks off 65 yards, touchback",0.000,-0.280
4,9:32,1,10,TAM 20,28,20,Doug Martin right end for 1 yard (tackle by Fletcher Cox and Earl Wolff),0.280,-0.130
4,8:57,2,9,TAM 21,28,20,Mike Glennon pass incomplete short right intended for Vincent Jackson,-0.130,-0.820
4,8:50,3,9,TAM 21,28,20,Mike Glennon sacked by Connor Barwin for -11 yards,-0.820,-2.490
4,8:16,4,20,TAM 10,28,20,"Michael Koenen punts 53 yards, returned by Damaris Johnson for 8 yards (tackle by Jonathan Casillas)",-2.490,-1.930
4,8:03,1,10,PHI 45,28,20,LeSean McCoy up the middle for 6 yards (tackle by Leonard Johnson),1.930,2.190
4,7:33,2,4,TAM 49,28,20,LeSean McCoy up the middle for 2 yards (tackle by Mark Barron),2.190,1.750
4,6:59,3,2,TAM 47,28,20,LeSean McCoy right guard for 4 yards (tackle by Dashon Goldson),1.750,2.720
4,6:21,1,10,TAM 43,28,20,LeSean McCoy right end for 8 yards (tackle by Darrelle Revis),2.720,3.260
4,5:38,2,2,TAM 35,28,20,Bryce Brown right end for 9 yards (tackle by Mark Barron),3.260,3.840
4,5:06,1,10,TAM 26,28,20,LeSean McCoy left guard for 2 yards (tackle by Johnthan Banks),3.840,3.570
4,4:29,2,8,TAM 24,28,20,LeSean McCoy right tackle for 6 yards (tackle by Dekoda Watson),3.570,3.570
4,3:42,2,8,TAM 24,28,20,Timeout #1 by Philadelphia Eagles,3.570,3.750
4,3:42,3,2,TAM 18,28,20,LeSean McCoy up the middle for 1 yard (tackle by Lavonte David),3.750,2.460
4,3:04,4,1,TAM 17,28,20,"Nick Foles sacked by Dashon Goldson for -6 yards. Penalty on TAM: Defensive Offside, 5 yards (no play)",2.460,4.780
4,2:58,1,10,TAM 12,28,20,LeSean McCoy left guard for 2 yards (tackle by Lavonte David),4.780,4.780
4,2:54,1,10,TAM 12,28,20,Timeout #1 by Tampa Bay Buccaneers,4.780,4.450
4,2:54,2,8,TAM 10,28,20,LeSean McCoy right end for -4 yards (tackle by Adam Hayward),4.450,4.450
4,2:47,2,8,TAM 10,28,20,Timeout #2 by Tampa Bay Buccaneers,4.450,3.060
4,2:42,3,12,TAM 14,28,20,LeSean McCoy left tackle for 8 yards (tackle by Adam Hayward),3.060,3.060
4,2:38,3,12,TAM 14,28,20,Timeout #3 by Tampa Bay Buccaneers,3.060,3.000
4,2:38,4,4,TAM 6,31,20,Alex Henery 24 yard field goal good,3.000,3.000
4,2:38,,,PHI 35,31,20,"Alex Henery kicks off 70 yards, returned by Eric Page for 30 yards (tackle by Jake Knott)",0.000,-0.610
4,2:29,1,10,TAM 25,31,20,Mike Glennon pass complete short right to Vincent Jackson for 7 yards (tackle by Nate Allen),0.610,1.010
4,2:11,2,3,TAM 32,31,20,Mike Glennon pass incomplete short right intended for Chris Owusu (defended by Brandon Boykin),1.010,0.300
4,2:06,3,3,TAM 32,31,20,Mike Glennon pass incomplete (defended by Vinny Curry),0.300,-1.240
4,2:00,4,3,TAM 32,31,20,Mike Glennon pass complete short left to Brian Leonard for 3 yards (tackle by DeMeco Ryans),-1.240,1.270
4,1:30,1,10,TAM 35,31,20,Mike Glennon pass complete short right to Vincent Jackson for 9 yards (tackle by Brandon Boykin),1.270,1.940
4,1:09,2,1,TAM 44,31,20,Mike Glennon pass incomplete (defended by Trent Cole),1.940,1.220
4,1:04,3,1,TAM 44,31,20,Mike Glennon sacked by Bennie Logan for -5 yards,1.220,-0.780
4,0:40,4,6,TAM 39,31,20,Mike Glennon pass incomplete short left intended for Tom Crabtree,-0.780,-2.980
4,0:34,1,10,TAM 39,31,20,Nick Foles kneels for -5 yards,2.980,1.770
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
