Quarter,Time,Down,ToGo,Location,CLE,BUF,Detail,EPB,EPA
1,7:07,1,10,BUF 11,0,0,Fred Jackson right guard for 2 yards (tackle by Shaun Rogers),-0.370,-0.630
1,6:35,2,8,BUF 13,0,0,Trent Edwards pass complete deep middle to Terrell Owens for 18 yards (tackle by Eric Barton and Brandon McDonald),-0.630,1.000
1,5:57,1,10,BUF 31,0,0,Trent Edwards pass incomplete short right intended for Shawn Nelson,1.000,0.460
1,5:49,2,10,BUF 31,0,0,Fred Jackson for 2 yards (tackle by Eric Barton and Kenyon Coleman),0.460,0.040
1,5:17,3,8,BUF 33,0,0,Trent Edwards pass complete short right to Terrell Owens for 6 yards (tackle by Mike Adams),0.040,-0.780
1,4:41,4,2,BUF 39,0,0,"Brian Moorman punts 51 yards, muffed catch by Josh Cribbs, recovered by Eric Wright and returned for no gain. Penalty on Nate Harris: Ineligible Downfield Kic, 5 yards (no play)",-0.780,-1.110
1,4:29,4,7,BUF 34,0,0,"Brian Moorman punts 66 yards, touchback",-1.110,-0.280
1,4:19,1,10,CLE 20,0,0,Jamal Lewis left tackle for 1 yard (tackle by Kyle Williams and Kawika Mitchell),0.280,-0.130
1,3:44,2,9,CLE 21,0,0,Jerome Harrison for no gain (tackle by George Wilson and Kyle Williams),-0.130,-0.820
1,3:03,3,9,CLE 21,0,0,Derek Anderson pass incomplete short left intended for Jerome Harrison,-0.820,-1.960
1,2:58,4,9,CLE 21,0,0,"Dave Zastudil punts 54 yards, returned by Roscoe Parrish for 22 yards (tackle by Nick Sorensen)",-1.960,-2.060
1,2:47,1,10,BUF 47,0,0,Marshawn Lynch left guard for 4 yards (tackle by Kamerion Wimbley and D'Qwell Jackson),2.060,2.060
1,2:18,2,6,CLE 49,0,0,Trent Edwards pass complete short right to Terrell Owens for 7 yards (tackle by Eric Wright),2.060,2.790
1,1:55,1,10,CLE 42,0,0,Marshawn Lynch left guard for 5 yards (tackle by David Bowens and Brodney Pool),2.790,2.920
1,1:27,2,5,CLE 37,0,0,Marshawn Lynch for 4 yards (tackle by C.J. Mosley and Eric Barton),2.920,2.740
1,0:49,3,1,CLE 33,0,0,"Penalty on Andy Levitre: False Start, 5 yards (no play)",2.740,2.080
1,0:31,3,1,CLE 33,0,0,Timeout #1 by Buffalo Bills,2.740,2.080
1,0:31,3,6,CLE 38,0,0,Trent Edwards pass incomplete short left intended for Josh Reed (defended by Mike Adams),2.080,0.720
1,0:26,4,6,CLE 38,0,0,Trent Edwards pass incomplete short right intended for Shawn Nelson,0.720,-1.530
1,0:20,1,10,CLE 39,0,0,Jamal Lewis for 4 yards (tackle by George Wilson and Keith Ellison),1.530,1.530
Quarter,Time,Down,ToGo,Location,CLE,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,CLE 43,0,0,Jerome Harrison left end for 8 yards (tackle by Kawika Mitchell and Kyle Williams),1.530,2.320
2,14:21,1,10,BUF 49,0,0,Jamal Lewis for -1 yards (tackle by Keith Ellison and George Wilson),2.320,1.650
2,13:45,2,11,,0,0,Jamal Lewis for 5 yards (tackle by Marcus Stroud and Chris Kelsay),1.650,1.620
2,13:00,3,6,BUF 45,0,0,Derek Anderson pass incomplete short middle intended for Chansi Stuckey,1.620,0.270
2,12:56,4,6,BUF 45,0,0,Dave Zastudil punts 44 yards,0.270,0.380
2,12:47,1,10,BUF 1,0,0,Penalty on Demetress Bell: False Start (no play),-0.380,-0.380
2,12:47,1,10,BUF 1,0,0,Trent Edwards for 2 yards (tackle by Jason Trusnik),-0.380,-0.630
2,12:19,2,8,BUF 3,0,0,Fred Jackson for 2 yards (tackle by C.J. Mosley and Ahtyba Rubin),-0.630,-0.950
2,11:44,3,6,BUF 5,0,0,Trent Edwards pass complete short right to Shawn Nelson for no gain,-0.950,-2.490
2,11:02,4,6,BUF 5,0,0,"Brian Moorman punts 37 yards, returned by Josh Cribbs for no gain. Penalty on Raymond Ventrone: Offensive Holding, 12 yards",-2.490,-1.990
2,10:52,1,10,CLE 46,0,0,Derek Anderson pass incomplete short left intended for Josh Cribbs (defended by Marcus Stroud),1.990,1.450
2,10:48,2,10,CLE 46,0,0,Jamal Lewis left guard for 3 yards (tackle by Aaron Maybin),1.450,1.160
2,10:05,3,7,CLE 49,0,0,"Derek Anderson sacked by Marcus Buggs for -8 yards. Penalty on Aaron Schobel: Defensive Offside, 5 yards (no play)",1.160,1.820
2,9:41,3,2,BUF 46,0,0,Josh Cribbs left end for 31 yards (tackle by Jairus Byrd and Reggie Corner),1.820,4.580
2,8:53,1,10,BUF 15,0,0,Jamal Lewis left guard for 4 yards (tackle by Spencer Johnson and Chris Kelsay),4.580,4.640
2,8:15,2,6,BUF 11,0,0,Jamal Lewis for 4 yards (tackle by Marcus Stroud and Jairus Byrd),4.640,4.680
2,7:31,3,2,BUF 7,0,0,Derek Anderson pass incomplete short right intended for Mohamed Massaquoi (defended by Terrence McGee),4.680,3.000
2,7:31,4,2,BUF 7,3,0,Billy Cundiff 24 yard field goal good,3.000,3.000
2,7:31,,,CLE 30,3,0,"Billy Cundiff kicks off 75 yards, touchback",0.000,0.280
2,7:23,1,10,BUF 20,3,0,Trent Edwards pass incomplete short middle intended for Marshawn Lynch,0.280,-0.270
2,7:15,2,10,BUF 20,3,0,Marshawn Lynch right tackle for 12 yards (tackle by Abram Elam),-0.270,1.070
2,6:59,1,10,BUF 32,3,0,Marshawn Lynch left guard for 2 yards (tackle by Robaire Smith and D'Qwell Jackson),1.070,0.800
2,6:33,2,8,BUF 34,3,0,Trent Edwards pass incomplete short right intended for Shawn Nelson,0.800,0.100
2,6:29,3,8,BUF 34,3,0,Trent Edwards for 20 yards (tackle by Brandon McDonald),0.100,2.520
2,5:54,1,10,CLE 46,3,0,Marshawn Lynch left guard for 2 yards (tackle by Ahtyba Rubin and D'Qwell Jackson),2.520,2.250
2,5:22,2,8,CLE 44,3,0,Terrell Owens right tackle for 6 yards (tackle by Kamerion Wimbley and Eric Wright),2.250,2.350
2,4:40,3,2,CLE 38,3,0,"Trent Edwards pass incomplete short left intended for Josh Reed (defended by Eric Wright). Penalty on Eric Wright: Defensive Pass Interfere, 2 yards (no play)",2.350,3.180
2,4:35,1,10,CLE 36,3,0,Marshawn Lynch right guard for 2 yards (tackle by Robaire Smith and C.J. Mosley),3.180,2.910
2,4:00,2,8,CLE 34,3,0,"Penalty on Lee Evans: False Start, 5 yards (no play)",2.910,2.230
2,3:40,2,13,CLE 39,3,0,Trent Edwards pass complete short middle to Marshawn Lynch for 9 yards (tackle by Eric Barton and Kamerion Wimbley),2.230,2.740
2,3:05,3,4,CLE 30,3,0,Trent Edwards pass complete short right to Terrell Owens for 13 yards (tackle by Mike Adams and Brodney Pool),2.740,4.440
2,2:33,1,10,CLE 17,3,0,"Penalty on Jonathan Scott: False Start, 5 yards (no play)",4.440,4.110
2,2:23,1,10,CLE 17,3,0,Timeout #1 by Cleveland Browns,4.440,4.110
2,2:23,1,15,CLE 22,3,0,Marshawn Lynch left tackle for -3 yards (tackle by Jason Trusnik),4.110,2.810
2,2:01,2,18,CLE 25,3,0,Trent Edwards pass complete short left to Marshawn Lynch for 2 yards (tackle by Kamerion Wimbley and Ahtyba Rubin). Penalty on Eric Wood: Ineligible Downfield Pas (Declined),2.810,2.410
2,1:53,3,16,CLE 23,3,0,Trent Edwards sacked by Kamerion Wimbley for -8 yards,2.410,1.320
2,1:42,3,16,CLE 23,3,0,Timeout #2 by Cleveland Browns,2.410,1.320
2,1:42,4,24,CLE 31,3,0,Trent Edwards pass incomplete deep right intended for Terrell Owens (defended by Brodney Pool),1.320,-1.000
2,1:32,1,10,CLE 31,3,0,Jerome Harrison for no gain (tackle by George Wilson),1.000,0.460
2,0:54,2,10,CLE 31,3,0,Jerome Harrison for -1 yards (tackle by Kyle Williams and Aaron Schobel),0.460,-0.360
2,0:47,2,10,CLE 31,3,0,Timeout #2 by Buffalo Bills,0.460,-0.360
2,0:46,3,11,CLE 30,3,0,Derek Anderson pass complete deep left to Mohamed Massaquoi for 16 yards (tackle by Drayton Florence). Penalty on Drayton Florence: Illegal Contact (Declined),-0.360,1.990
2,0:37,1,10,CLE 46,3,0,Derek Anderson pass incomplete short left intended for Mohamed Massaquoi,1.990,1.450
2,0:32,2,10,CLE 46,3,0,Jerome Harrison for no gain (tackle by Chris Kelsay),1.450,0.760
2,0:00,3,10,CLE 46,3,0,Derek Anderson sacked by Kyle Williams for -1 yards,0.760,-0.390
Quarter,Time,Down,ToGo,Location,CLE,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 30,3,0,"Billy Cundiff kicks off 44 yards, fair catch by Jon Corto",0.000,0.670
3,15:00,1,10,BUF 26,3,0,Fred Jackson right end for 4 yards (tackle by C.J. Mosley),0.670,0.670
3,14:40,2,6,BUF 30,3,0,Fred Jackson for 2 yards (tackle by Shaun Rogers),0.670,0.230
3,14:06,3,4,BUF 32,3,0,"Penalty on Geoff Hangartner: False Start, 5 yards (no play)",0.230,-0.430
3,13:44,3,9,BUF 27,3,0,Trent Edwards pass complete short right to Fred Jackson for 9 yards (tackle by Brandon McDonald and Hank Poteat),-0.430,1.330
3,13:06,1,10,BUF 36,3,0,Trent Edwards pass incomplete short right intended for Derek Fine,1.330,0.790
3,12:55,2,10,BUF 36,3,0,Fred Jackson right tackle for 3 yards (tackle by D'Qwell Jackson and Corey Williams),0.790,0.500
3,12:23,3,7,BUF 39,3,0,Trent Edwards pass complete short middle to Marshawn Lynch for 35 yards (tackle by Brodney Pool and Hank Poteat),0.500,3.840
3,11:47,1,10,CLE 26,3,0,Trent Edwards pass incomplete short right intended for Lee Evans,3.840,3.300
3,11:39,2,10,CLE 26,3,0,Fred Jackson right tackle for 2 yards (tackle by D'Qwell Jackson and C.J. Mosley),3.300,2.870
3,11:01,3,8,CLE 24,3,0,Trent Edwards right guard for 6 yards (tackle by Jason Trusnik),2.870,2.370
3,10:15,4,2,CLE 18,3,3,Rian Lindell 36 yard field goal good,2.370,3.000
3,10:15,,,BUF 30,3,3,"Rian Lindell kicks off 73 yards, returned by Josh Cribbs for 27 yards (tackle by Corey McIntyre)",0.000,0.540
3,10:05,1,10,CLE 24,3,3,Derek Anderson pass complete short left to Steve Heiden for 7 yards (tackle by Marcus Buggs and Drayton Florence),0.540,0.940
3,9:29,2,3,CLE 31,3,3,Jamal Lewis right guard for 18 yards (tackle by Jairus Byrd),0.940,2.190
3,8:48,1,10,CLE 49,3,3,Derek Anderson pass incomplete deep left intended for Robert Royal,2.190,1.650
3,8:42,2,10,CLE 49,3,3,Jamal Lewis left tackle for -4 yards (tackle by Aaron Schobel and Marcus Buggs). Penalty on Steve Heiden: Illegal Crackback (Declined),1.650,0.430
3,8:21,3,14,CLE 45,3,3,Derek Anderson pass incomplete short middle intended for Jerome Harrison,0.430,-0.390
3,8:15,4,14,CLE 45,3,3,"Dave Zastudil punts 42 yards, out of bounds",-0.390,0.320
3,8:05,1,10,BUF 13,3,3,Marshawn Lynch for 4 yards (tackle by Robaire Smith and Ahtyba Rubin),-0.320,-0.300
3,7:40,2,6,BUF 17,3,3,Marshawn Lynch right guard for 5 yards (tackle by C.J. Mosley and Kamerion Wimbley),-0.300,-0.350
3,7:11,3,1,BUF 22,3,3,Marshawn Lynch right tackle for 3 yards (tackle by Kamerion Wimbley and Eric Barton),-0.350,0.610
3,6:31,1,10,BUF 25,3,3,"Penalty on Jonathan Scott: False Start, 5 yards (no play)",0.610,0.280
3,6:12,1,15,BUF 20,3,3,Fred Jackson for 1 yard (tackle by Corey Williams and D'Qwell Jackson),0.280,-0.480
3,5:32,2,14,BUF 21,3,3,Trent Edwards pass incomplete short middle intended for Fred Jackson,-0.480,-1.150
3,5:27,2,14,BUF 21,3,3,Timeout #1 by Buffalo Bills,-0.480,-1.150
3,5:27,3,14,BUF 21,3,3,Trent Edwards pass complete short left to Lee Evans for 7 yards (tackle by David Bowens),-1.150,-1.500
3,4:45,4,7,BUF 28,3,3,"Brian Moorman punts 51 yards, returned by Josh Cribbs for 8 yards (tackle by George Wilson)",-1.500,-0.870
3,4:32,1,10,CLE 29,3,3,Jamal Lewis for 1 yard (tackle by Keith Ellison and Spencer Johnson),0.870,0.460
3,3:55,2,9,CLE 30,3,3,Derek Anderson pass incomplete deep left intended for Mohamed Massaquoi is intercepted by Jairus Byrd at BUF-36 and returned for 14 yards,0.460,-2.260
3,3:41,1,10,,3,3,Trent Edwards pass incomplete deep right intended for Terrell Owens,2.260,1.710
3,3:34,2,10,,3,3,Marshawn Lynch left guard for 4 yards (tackle by Kamerion Wimbley and Shaun Rogers),1.710,1.550
3,3:04,3,6,CLE 46,3,3,Trent Edwards pass complete short left to Marshawn Lynch for 7 yards (tackle by Brandon McDonald),1.550,2.980
3,2:44,1,10,CLE 39,3,3,Marshawn Lynch left guard for -1 yards (tackle by D'Qwell Jackson and Kamerion Wimbley),2.980,2.300
3,2:07,2,11,CLE 40,3,3,Trent Edwards pass incomplete deep left intended for Terrell Owens is intercepted by Eric Wright at CLE-8,2.300,0.380
3,1:55,1,10,CLE 8,3,3,Jamal Lewis for 7 yards (tackle by Jairus Byrd),-0.380,-0.210
3,1:23,2,3,CLE 15,3,3,Jamal Lewis for 2 yards (tackle by Marcus Stroud and Aaron Schobel),-0.210,-0.370
3,0:44,3,1,CLE 17,3,3,Jamal Lewis left guard for -2 yards (tackle by Ashlee Palmer and George Wilson),-0.370,-2.440
3,0:02,3,1,CLE 17,3,3,Timeout #2 by Buffalo Bills,-0.370,-2.440
3,0:02,4,3,CLE 15,3,3,"Dave Zastudil punts 43 yards, returned by Roscoe Parrish for -15 yards (tackle by Raymond Ventrone)",-2.440,-0.740
Quarter,Time,Down,ToGo,Location,CLE,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BUF 27,3,3,Fred Jackson left end for 6 yards (tackle by Eric Wright),0.740,1.010
4,14:48,2,4,BUF 33,3,3,Fred Jackson right tackle for 1 yard (tackle by D'Qwell Jackson and Robaire Smith),1.010,0.430
4,14:16,3,3,BUF 34,3,3,"Trent Edwards pass complete short right to Marshawn Lynch for 2 yards (tackle by Eric Barton). Penalty on Marshawn Lynch: Unnecessary Roughness, 15 yards",0.430,-1.960
4,14:00,4,16,BUF 21,3,3,Brian Moorman punts 32 yards,-1.960,-2.060
4,13:49,1,10,CLE 47,3,3,Jerome Harrison left guard for 3 yards (tackle by Keith Ellison),2.060,1.920
4,13:16,2,7,,3,3,Jamal Lewis for 4 yards (tackle by Aaron Schobel),1.920,1.750
4,12:34,3,3,BUF 46,3,3,Derek Anderson pass incomplete short middle intended for Mike Furrey (defended by Marcus Stroud),1.750,0.200
4,12:29,4,3,BUF 46,3,3,Dave Zastudil punts 45 yards,0.200,0.380
4,12:15,1,10,BUF 1,3,3,Penalty on Kirk Chambers: False Start (no play),-0.380,-0.380
4,12:15,1,10,BUF 1,3,3,Trent Edwards pass incomplete deep left intended for Lee Evans,-0.380,-0.780
4,12:09,2,10,BUF 1,3,3,Fred Jackson left guard for 1 yard (tackle by Robaire Smith and Ahtyba Rubin),-0.780,-1.300
4,11:34,3,9,BUF 2,3,3,Trent Edwards pass complete short right to Derek Fine for 8 yards (tackle by D'Qwell Jackson),-1.300,-2.490
4,11:02,4,1,BUF 10,3,3,"Brian Moorman punts 62 yards, out of bounds",-2.490,-0.810
4,10:48,1,10,CLE 28,3,3,Jamal Lewis right guard for 9 yards (tackle by Keith Ellison),0.810,1.480
4,10:12,2,1,CLE 37,3,3,Jamal Lewis left tackle for no gain (tackle by Jon Corto),1.480,0.760
4,9:31,3,1,CLE 37,3,3,Derek Anderson for 2 yards (tackle by Jon Corto and Marcus Stroud),0.760,1.530
4,8:55,1,10,CLE 39,3,3,Jamal Lewis for 10 yards (tackle by Drayton Florence),1.530,2.190
4,8:16,1,10,CLE 49,3,3,Jerome Harrison for 2 yards (tackle by Aaron Schobel and Jairus Byrd),2.190,1.920
4,7:34,2,8,BUF 49,3,3,Derek Anderson pass incomplete short middle intended for Mohamed Massaquoi (defended by Keith Ellison),1.920,1.220
4,7:29,3,8,BUF 49,3,3,Derek Anderson pass incomplete short middle intended for Chansi Stuckey (defended by Ashton Youboty),1.220,0.000
4,7:24,4,8,BUF 49,3,3,Dave Zastudil punts 45 yards,0.000,0.380
4,7:13,1,10,BUF 4,3,3,Marshawn Lynch left guard for 2 yards (tackle by D'Qwell Jackson and Kamerion Wimbley),-0.380,-0.630
4,6:39,2,8,BUF 6,3,3,Trent Edwards pass incomplete short middle intended for Lee Evans (defended by Shaun Rogers),-0.630,-1.190
4,6:34,3,8,BUF 6,3,3,"Trent Edwards pass incomplete short middle intended for Josh Reed. Penalty on Corey Williams: Roughing the Passer, 15 yards (no play)",-1.190,0.340
4,6:27,1,10,BUF 21,3,3,Marshawn Lynch right tackle for 8 yards (tackle by D'Qwell Jackson),0.340,0.880
4,5:53,2,2,BUF 29,3,3,Marshawn Lynch for 5 yards (tackle by D'Qwell Jackson and Kamerion Wimbley),0.880,1.200
4,5:22,1,10,BUF 34,3,3,Fred Jackson for 2 yards (tackle by Corey Williams and C.J. Mosley),1.200,0.930
4,4:58,2,8,BUF 36,3,3,"Penalty on Kirk Chambers: False Start, 5 yards (no play)",0.930,0.250
4,4:57,2,13,BUF 31,3,3,Trent Edwards pass incomplete short right intended for Derek Fine (defended by Eric Barton),0.250,-0.430
4,4:51,3,13,BUF 31,3,3,Trent Edwards right tackle for 12 yards (tackle by D'Qwell Jackson),-0.430,-0.520
4,4:14,4,1,BUF 43,3,3,"Brian Moorman punts 57 yards, touchback",-0.520,-0.280
4,4:05,1,10,CLE 20,3,3,Derek Anderson pass incomplete short right intended for Lawrence Vickers,0.280,-0.270
4,4:00,2,10,CLE 20,3,3,Jamal Lewis right guard for 7 yards (tackle by Marcus Stroud and Terrence McGee),-0.270,-0.030
4,3:15,3,3,CLE 27,3,3,Derek Anderson pass incomplete short left intended for Josh Cribbs (defended by Drayton Florence),-0.030,-1.570
4,3:10,4,3,CLE 27,3,3,"Dave Zastudil punts 57 yards, returned by Roscoe Parrish for no gain. Roscoe Parrish fumbles, recovered by Blake Costanzo at BUF-16",-1.570,4.510
4,2:59,1,10,BUF 16,3,3,Jamal Lewis for 2 yards (tackle by Kyle Williams and Keith Ellison),4.510,4.210
4,2:15,2,8,BUF 14,3,3,Jamal Lewis left guard for -1 yards (tackle by Marcus Stroud and Kyle Williams),4.210,3.220
4,2:08,2,8,BUF 14,3,3,Timeout #3 by Buffalo Bills,4.210,3.220
4,2:08,3,9,BUF 15,3,3,Jamal Lewis left end for 10 yards (tackle by Ashlee Palmer),3.220,6.060
4,2:02,1,5,BUF 5,3,3,Jamal Lewis for -1 yards (tackle by Kyle Williams and Ashlee Palmer),6.060,4.950
4,1:56,2,6,BUF 6,3,3,Jamal Lewis left guard for 2 yards (tackle by Marcus Stroud),4.950,4.490
4,1:13,3,4,BUF 4,3,3,Jamal Lewis for 3 yards (tackle by Chris Kelsay and Marcus Stroud),4.490,3.550
4,0:26,3,4,BUF 4,3,3,Timeout #1 by Cleveland Browns,4.490,3.550
4,0:26,4,1,BUF 1,6,3,Billy Cundiff 18 yard field goal good,3.550,3.000
4,0:26,,,CLE 30,6,3,"Billy Cundiff kicks off 66 yards, out of bounds",0.000,1.600
4,0:23,4,1,BUF 1,6,3,Timeout #2 by Cleveland Browns,3.550,-1.600
4,0:23,1,10,BUF 40,6,3,Trent Edwards pass complete short right to Lee Evans for 4 yards (tackle by Mike Adams),1.600,1.590
4,0:15,2,6,BUF 44,6,3,Trent Edwards pass incomplete deep left intended for Josh Reed (defended by Hank Poteat),1.590,0.890
4,0:07,2,6,BUF 44,6,3,Timeout #3 by Cleveland Browns,1.590,0.890
4,0:07,3,6,BUF 44,6,3,"Trent Edwards pass complete short right to Marshawn Lynch for 1 yard, lateral to Lee Evans for no gain, lateral to Roscoe Parrish for 16 yards. Roscoe Parrish fumbles, recovered by Eric Barton at CLE-39",0.890,-0.390
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
