Quarter,Time,Tm,Detail,MIN,IND
1.0,9:01,Vikings,Dan Bailey 21 yard field goal,3,0
2.0,11:45,Colts,Jonathan Taylor 5 yard rush (Rodrigo Blankenship kick),3,7
,4:54,Colts,"Safety, Kirk Cousins sacked in end zone by DeForest Buckner",3,9
,1:10,Colts,Rodrigo Blankenship 28 yard field goal,3,12
,0:24,Colts,Rodrigo Blankenship 38 yard field goal,3,15
3.0,9:27,Colts,Rodrigo Blankenship 38 yard field goal,3,18
4.0,14:00,Colts,Zach Pascal 2 yard pass from Philip Rivers (Rodrigo Blankenship kick),3,25
,8:47,Colts,Rodrigo Blankenship 44 yard field goal,3,28
,5:20,Vikings,Dalvin Cook 3 yard rush (Dalvin Cook run),11,28
