Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Justin Jefferson,MIN,3,3,44,0,2,43,14.3,1,0.3,14.3,0,,0,0.0,0,118.7
Adam Thielen,MIN,8,3,31,0,2,30,10.0,1,0.3,16.4,0,,1,12.5,1,9.9
Dalvin Cook,MIN,2,2,8,0,0,-4,-2.0,12,6.0,-2.0,0,,0,0.0,0,83.3
Olabisi Johnson,MIN,3,1,24,0,1,20,20.0,4,4.0,15.0,0,,0,0.0,1,23.6
Alexander Mattison,MIN,2,1,3,0,,3,3.0,0,0.0,1.0,0,,0,0.0,0,56.2
Irv Smith Jr.,MIN,4,1,3,0,,2,2.0,1,1.0,5.5,0,,0,0.0,0,39.6
Kyle Rudolph,MIN,1,0,0,0,,0,,0,,25.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Mo Alie-Cox,IND,6,5,111,0,5,71,14.2,40,8.0,12.8,0,,0,0.0,1,79.2
Michael Pittman Jr.,IND,6,4,37,0,2,25,6.3,12,3.0,7.7,0,,0,0.0,0,83.3
T.Y. Hilton,IND,5,3,28,0,1,11,3.7,17,5.7,17.4,0,,1,20.0,0,75.4
Zach Pascal,IND,4,3,19,1,2,9,3.0,10,3.3,4.8,0,,0,0.0,0,124.0
Jonathan Taylor,IND,2,2,9,0,0,-9,-4.5,18,9.0,-4.5,0,,0,0.0,0,85.4
Ashton Dulin,IND,1,1,6,0,,-4,-4.0,10,10.0,-4.0,0,,0,0.0,0,91.7
Nyheim Hines,IND,1,1,4,0,,3,3.0,1,1.0,3.0,0,,0,0.0,0,83.3
