Quarter,Time,Down,ToGo,Location,MIN,IND,Detail,EPB,EPA
1,6:03,3,6,MIN 49,3,0,Jonathan Taylor right end for 5 yards (tackle by Eric Kendricks and Ifeadi Odenigbo),1.360,0.330
1,5:43,4,1,MIN 44,3,0,Jonathan Taylor up the middle for 3 yards (tackle by Eric Wilson),0.330,2.850
1,5:04,1,10,MIN 41,3,0,Philip Rivers pass complete short right to Zach Pascal for 3 yards (tackle by Mike Hughes),2.850,2.710
1,4:30,2,7,MIN 38,3,0,Jonathan Taylor left end for 3 yards (tackle by Jaleel Johnson),2.710,2.410
1,3:50,3,4,MIN 35,3,0,Philip Rivers pass complete short right to Michael Pittman for 7 yards (tackle by Jeff Gladney and Eric Wilson),2.410,3.710
1,3:11,1,10,MIN 28,3,0,Jonathan Taylor right end for 3 yards (tackle by Eric Kendricks and Jalyn Holmes),3.710,3.570
1,2:36,2,7,MIN 25,3,0,Jonathan Taylor up the middle for 7 yards (tackle by Jeff Gladney and Anthony Harris),3.570,4.370
1,1:51,1,10,MIN 18,3,0,Jonathan Taylor right end for 4 yards (tackle by Shamar Stephen),4.370,4.430
1,1:13,2,6,MIN 14,3,0,Jonathan Taylor left end for 1 yard (tackle by Holton Hill),4.430,3.820
1,0:50,,,,,,Timeout #1 by Minnesota Vikings,,
1,0:50,3,5,MIN 13,3,0,"Penalty on Braden Smith: False Start, 5 yards (no play)",3.820,3.050
1,0:49,3,10,MIN 18,3,0,"Philip Rivers pass complete short left to Jonathan Taylor for 5 yards (tackle by Anthony Barr and Harrison Smith). Penalty on Jeff Gladney: Illegal Contact, 5 yards (no play)",3.050,4.710
1,0:19,1,10,MIN 13,3,0,Jonathan Taylor up the middle for 2 yards (tackle by Eric Kendricks and Mike Hughes),4.710,4.390
Quarter,Time,Down,ToGo,Location,MIN,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,MIN 11,3,0,Philip Rivers pass short right (defended by Harrison Smith) intended for Mo Alie-Cox is intercepted by Eric Wilson at MIN-5 and returned for no gain,4.390,0.380
2,14:53,1,10,MIN 5,3,0,Dalvin Cook up the middle for 1 yard (tackle by Kenny Moore and Tyquan Lewis),-0.380,-0.710
2,14:12,2,9,MIN 6,3,0,Kirk Cousins pass incomplete deep left intended for Kyle Rudolph (defended by Kenny Moore),-0.710,-1.300
2,14:06,3,9,MIN 6,3,0,Alexander Mattison left end for 4 yards (tackle by Bobby Okereke and Kenny Moore),-1.300,-2.490
2,13:24,4,5,MIN 10,3,0,"Britton Colquitt punts 36 yards, returned by Nyheim Hines for 11 yards (tackle by Mike Boone)",-2.490,-3.250
2,13:14,1,10,MIN 35,3,0,Philip Rivers pass complete short middle to Michael Pittman for 16 yards (tackle by Holton Hill),3.250,4.310
2,12:51,1,10,MIN 19,3,0,Philip Rivers pass complete short middle to Michael Pittman for 9 yards (tackle by Eric Wilson),4.310,5.360
2,12:15,2,1,MIN 10,3,0,Jonathan Taylor left end for 5 yards (tackle by Holton Hill),5.360,6.060
2,11:51,1,5,MIN 5,3,6,"Jonathan Taylor left end for 5 yards, touchdown",6.060,7.000
2,11:45,,,MIN 15,3,7,Rodrigo Blankenship kicks extra point good,0.000,0.000
2,11:45,,,IND 35,3,7,"Rigoberto Sanchez kicks off 60 yards, returned by K.J. Osborn for 15 yards (tackle by Zaire Franklin)",0.000,0.280
2,11:38,1,10,MIN 20,3,7,Alexander Mattison left end for -2 yards (tackle by Darius Leonard),0.280,-0.630
2,11:01,2,12,MIN 18,3,7,Kirk Cousins pass complete short left to Alexander Mattison for 3 yards (tackle by Darius Leonard),-0.630,-0.820
2,10:18,3,9,MIN 21,3,7,"Kirk Cousins pass complete short right to Irv Smith for 19 yards (tackle by Julian Blackmon). Penalty on Irv Smith: Offensive Pass Interference, 10 yards (no play)",-0.820,-2.470
2,9:50,3,19,MIN 11,3,7,Alexander Mattison up the middle for 11 yards (tackle by Julian Blackmon),-2.470,-1.900
2,9:08,4,8,MIN 22,3,7,"Britton Colquitt punts 46 yards, returned by Nyheim Hines for 2 yards (tackle by Tyler Conklin). Penalty on Isaiah Rodgers: Tripping, 10 yards",-1.900,-0.540
2,8:56,1,10,IND 24,3,7,Philip Rivers pass complete short left to Mo Alie-Cox for 16 yards (tackle by Anthony Harris),0.540,1.600
2,8:33,1,10,IND 40,3,7,Jonathan Taylor up the middle for 7 yards (tackle by Jalyn Holmes),1.600,2.000
2,7:55,2,3,IND 47,3,7,Jonathan Taylor left end for 4 yards (tackle by Eric Wilson),2.000,2.320
2,7:11,1,10,MIN 49,3,7,"Philip Rivers pass incomplete short left intended for T.Y. Hilton. Penalty on Mike Hughes: Illegal Contact, 5 yards (no play)",2.320,2.650
2,7:06,1,10,MIN 44,3,7,Philip Rivers pass incomplete deep left intended for T.Y. Hilton,2.650,2.110
2,6:59,2,10,MIN 44,3,7,Jonathan Taylor up the middle for 3 yards (tackle by Armon Watts),2.110,1.820
2,6:17,3,7,MIN 41,3,7,Philip Rivers pass incomplete deep right intended for T.Y. Hilton,1.820,0.530
2,6:09,4,7,MIN 41,3,7,Rigoberto Sanchez punts 39 yards downed by George Odum,0.530,0.380
2,5:59,1,10,MIN 2,3,7,Kirk Cousins pass complete short right to Irv Smith for 3 yards (tackle by Bobby Okereke),-0.380,-0.560
2,5:29,2,7,MIN 5,3,7,Dalvin Cook up the middle for 8 yards (tackle by Darius Leonard). Penalty on Malik Hooker: Lowering the Head to Initiate Contact (Offsetting) Penalty on MIN: Offensive Holding (Offsetting) (no play),-0.560,-0.560
2,5:07,2,7,MIN 5,3,7,Kirk Cousins pass incomplete deep right intended for Adam Thielen (defended by Xavier Rhodes),-0.560,-1.070
2,5:01,3,7,MIN 5,3,9,"Kirk Cousins sacked by DeForest Buckner for -5 yards, safety.",-1.070,-2.000
2,4:54,,,MIN 20,3,9,"Britton Colquitt kicks off 51 yards, muffed catch by Jordan Wilkins returned by Jordan Wilkins for 3 yards (tackle by Kris Boyd)",0.000,1.070
2,4:50,1,10,IND 32,3,9,Philip Rivers pass complete short middle to Nyheim Hines for 4 yards (tackle by Eric Kendricks),1.070,1.070
2,4:12,2,6,IND 36,3,9,Jonathan Taylor right end for 1 yard (tackle by Shamar Stephen),1.070,0.500
2,3:31,3,5,IND 37,3,9,Philip Rivers pass complete short right to Mo Alie-Cox for 14 yards (tackle by Jeff Gladney and Eric Kendricks),0.500,2.320
2,2:51,1,10,MIN 49,3,9,Philip Rivers pass complete deep right to Mo Alie-Cox for 33 yards (tackle by Anthony Harris),2.320,4.510
2,2:26,1,10,MIN 16,3,9,Jonathan Taylor right end for 5 yards (tackle by Anthony Harris),4.510,4.760
2,2:00,2,5,MIN 11,3,9,Jordan Wilkins up the middle for 1 yard (tackle by Eric Kendricks),4.760,4.170
2,1:18,3,4,MIN 10,3,9,Philip Rivers pass incomplete short middle intended for Zach Pascal,4.170,2.840
2,1:13,4,4,MIN 10,3,12,Rodrigo Blankenship 28 yard field goal good,2.840,3.000
2,1:10,,,IND 35,3,12,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
2,1:10,1,10,MIN 25,3,12,Kirk Cousins pass incomplete deep middle intended for Irv Smith (defended by Julian Blackmon),0.610,0.060
2,1:05,2,10,MIN 25,3,12,Kirk Cousins pass incomplete short right intended for Irv Smith (defended by Darius Leonard),0.060,-0.620
2,1:01,,,,,,Timeout #2 by Minnesota Vikings,,
2,1:01,3,10,MIN 25,3,12,Kirk Cousins pass deep left (defended by Julian Blackmon) intended for Adam Thielen is intercepted by Khari Willis at IND-28 and returned for 43 yards,-0.620,-3.640
2,0:45,1,10,MIN 29,3,12,Philip Rivers pass incomplete short middle intended for Michael Pittman (defended by Jalyn Holmes),3.640,3.100
2,0:41,2,10,MIN 29,3,12,Philip Rivers pass complete short right to Jonathan Taylor for 4 yards (tackle by Jeff Gladney),3.100,2.940
2,0:33,,,,,,Timeout #1 by Indianapolis Colts,,
2,0:33,3,6,MIN 25,3,12,Philip Rivers pass complete short left to Michael Pittman for 5 yards (tackle by Holton Hill),2.940,2.270
2,0:28,,,,,,Timeout #2 by Indianapolis Colts,,
2,0:28,,,,,,Timeout #3 by Minnesota Vikings,,
2,0:28,4,1,MIN 20,3,15,Rodrigo Blankenship 38 yard field goal good,2.270,3.000
2,0:24,,,IND 35,3,15,"Rigoberto Sanchez kicks off 46 yards, returned by C.J. Ham for 11 yards",0.000,0.940
2,0:21,1,10,MIN 30,3,15,Kirk Cousins pass incomplete short left intended for Alexander Mattison,0.940,0.390
2,0:16,2,10,MIN 30,3,15,Kirk Cousins pass complete deep middle to Justin Jefferson for 22 yards (tackle by Julian Blackmon),0.390,2.390
2,0:02,1,10,IND 48,3,15,Kirk Cousins spiked the ball,2.390,1.850
2,0:01,2,10,IND 48,3,15,Kirk Cousins pass deep right is intercepted by T.J. Carrie at IND-3 and returned for no gain,1.850,0.000
Quarter,Time,Down,ToGo,Location,MIN,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,3,15,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,IND 25,3,15,Jonathan Taylor right tackle for 3 yards (tackle by Jeff Gladney),0.610,0.470
3,14:32,2,7,IND 28,3,15,Philip Rivers pass complete deep right to Mo Alie-Cox for 21 yards,0.470,2.190
3,13:55,1,10,IND 49,3,15,"Jonathan Taylor right end for 6 yards (tackle by Shamar Stephen). Penalty on Braden Smith: Offensive Holding, 10 yards (no play)",2.190,1.530
3,13:26,1,20,IND 39,3,15,Philip Rivers pass complete short left to T.Y. Hilton for -7 yards (tackle by Eric Wilson),1.530,-0.650
3,12:41,2,27,IND 32,3,15,"Philip Rivers sacked by Yannick Ngakoue for -11 yards. Philip Rivers fumbles (forced by Yannick Ngakoue), recovered by Braden Smith at IND-21 (tackle by Jalyn Holmes)",-0.650,-2.740
3,11:56,3,38,IND 21,3,15,Philip Rivers pass complete short left to T.Y. Hilton for 7 yards (tackle by Ifeadi Odenigbo),-2.740,-1.500
3,11:19,4,31,IND 28,3,15,Rigoberto Sanchez punts 48 yards downed by Jordan Wilkins,-1.500,-0.540
3,11:08,1,10,MIN 24,3,15,Kirk Cousins pass incomplete short right intended for Adam Thielen (defended by T.J. Carrie),0.540,0.000
3,11:04,2,10,MIN 24,3,15,Kirk Cousins pass short right intended for Olabisi Johnson is intercepted by Kenny Moore at MIN-38 and returned for 16 yards,0.000,-4.110
3,10:53,1,10,MIN 22,3,15,Jonathan Taylor left guard for -1 yards (tackle by Yannick Ngakoue and Harrison Smith),4.110,3.430
3,10:16,2,11,MIN 23,3,15,Jonathan Taylor left end for 3 yards (tackle by Shamar Stephen and Anthony Harris),3.430,3.140
3,9:35,3,8,MIN 20,3,15,Philip Rivers pass incomplete short right intended for Michael Pittman,3.140,2.120
3,9:30,4,8,MIN 20,3,18,Rodrigo Blankenship 38 yard field goal good,2.120,3.000
3,9:27,,,IND 35,3,18,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
3,9:27,1,10,MIN 25,3,18,Dalvin Cook left end for 1 yard (tackle by Denico Autry),0.610,0.200
3,8:54,2,9,MIN 26,3,18,"Kirk Cousins pass complete short left to Adam Thielen for 14 yards (tackle by T.J. Carrie). Penalty on T.J. Carrie: Defensive Pass Interference, 19 yards (no play)",0.200,1.930
3,8:38,1,10,MIN 45,3,18,Dalvin Cook right end for 7 yards (tackle by Grover Stewart),1.930,2.330
3,7:59,2,3,IND 48,3,18,Dalvin Cook left end for 8 yards (tackle by Khari Willis and Bobby Okereke),2.330,2.920
3,7:17,1,10,IND 40,3,18,"Alexander Mattison left end for -2 yards (tackle by Grover Stewart). Penalty on Irv Smith: Illegal Crackback, 15 yards. Penalty on Olabisi Johnson: Illegal Block Above the Waist, 15 yards (no play)",2.920,1.930
3,7:00,1,25,MIN 45,3,18,Dalvin Cook right end for 3 yards (tackle by Kenny Moore),1.930,0.750
3,6:23,2,22,MIN 48,3,18,Kirk Cousins sacked by Tyquan Lewis for -5 yards,0.750,-0.560
3,5:48,3,27,MIN 43,3,18,Kirk Cousins pass incomplete short right intended for Adam Thielen,-0.560,-0.520
3,5:44,4,27,MIN 43,3,18,"Britton Colquitt punts 50 yards downed by Dan Chisena. Penalty on Dan Chisena: Illegal Touch Kick, 5 yards (no play)",-0.520,-0.850
3,5:34,4,32,MIN 38,3,18,"Britton Colquitt punts 43 yards, returned by Nyheim Hines for 16 yards (tackle by Austin Cutting)",-0.850,-1.270
3,5:25,1,10,IND 35,3,18,Jonathan Taylor right end for 9 yards (tackle by Eric Wilson),1.270,1.940
3,4:44,2,1,IND 44,3,18,"Jonathan Taylor up the middle for 2 yards (tackle by Armon Watts). Penalty on Michael Pittman: Illegal Block Above the Waist, 10 yards (no play)",1.940,0.590
3,4:18,2,11,IND 34,3,18,Jonathan Taylor left guard for 4 yards (tackle by Eric Kendricks),0.590,0.430
3,3:37,3,7,IND 38,3,18,"Philip Rivers pass incomplete short left intended for T.Y. Hilton (defended by Holton Hill). Penalty on Holton Hill: Illegal Contact, 5 yards (no play)",0.430,1.800
3,3:32,1,10,IND 43,3,18,Philip Rivers sacked by Holton Hill for no gain,1.800,1.250
3,2:58,2,10,IND 43,3,18,Philip Rivers pass complete short middle to Zach Pascal for 14 yards (tackle by Harrison Smith),1.250,2.720
3,2:19,1,10,MIN 43,3,18,Jordan Wilkins up the middle for 7 yards (tackle by Eric Kendricks),2.720,3.120
3,1:40,2,3,MIN 36,3,18,Jordan Wilkins left end for 3 yards (tackle by Jaleel Johnson),3.120,3.380
3,0:57,1,10,MIN 33,3,18,Jordan Wilkins right tackle for 9 yards (tackle by Holton Hill and Jaleel Johnson),3.380,4.050
3,0:11,2,1,MIN 24,3,18,Jonathan Taylor left end for 5 yards (tackle by Armon Watts),4.050,4.310
Quarter,Time,Down,ToGo,Location,MIN,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIN 19,3,18,"Jonathan Taylor left end for 2 yards (tackle by Shamar Stephen). Penalty on Michael Pittman: Illegal Block Above the Waist, 10 yards (no play)",4.310,3.640
4,14:31,1,20,MIN 29,3,18,Philip Rivers pass complete deep left to Mo Alie-Cox for 27 yards (tackle by Holton Hill),3.640,6.740
4,14:04,1,2,MIN 2,3,24,"Philip Rivers pass complete short right to Zach Pascal for 2 yards, touchdown",6.740,7.000
4,14:00,,,MIN 15,3,25,Rodrigo Blankenship kicks extra point good,0.000,0.000
4,14:00,,,IND 35,3,25,"Rigoberto Sanchez kicks off 63 yards, returned by K.J. Osborn for 25 yards (tackle by T.J. Carrie)",0.000,0.740
4,13:52,1,10,MIN 27,3,25,Dalvin Cook left end for 1 yard (tackle by Justin Houston),0.740,0.330
4,13:29,2,9,MIN 28,3,25,Kirk Cousins pass complete short left to Dalvin Cook for 2 yards (tackle by Anthony Walker),0.330,-0.100
4,12:46,3,7,MIN 30,3,25,Kirk Cousins pass incomplete deep right intended for Adam Thielen,-0.100,-1.370
4,12:41,4,7,MIN 30,3,25,"Britton Colquitt punts 43 yards, returned by Nyheim Hines for 11 yards (tackle by Kris Boyd and Eric Wilson)",-1.370,-1.470
4,12:30,1,10,IND 38,3,25,Jonathan Taylor left end for -1 yards (tackle by Jaleel Johnson and Jalyn Holmes),1.470,0.790
4,11:51,2,11,IND 37,3,25,Philip Rivers pass complete deep middle to T.Y. Hilton for 28 yards (tackle by Eric Kendricks),0.790,3.250
4,11:02,1,10,MIN 35,3,25,Jonathan Taylor left tackle for 4 yards (tackle by Jalyn Holmes),3.250,3.240
4,10:17,2,6,MIN 31,3,25,Jordan Wilkins up the middle for 5 yards (tackle by Eric Kendricks),3.240,3.200
4,9:35,3,1,MIN 26,3,25,Jordan Wilkins left end for no gain (tackle by D.J. Wonnum and Eric Wilson),3.200,1.890
4,8:52,4,1,MIN 26,3,28,Rodrigo Blankenship 44 yard field goal good,1.890,3.000
4,8:47,,,IND 35,3,28,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
4,8:47,1,10,MIN 25,3,28,Dalvin Cook left end for 6 yards (tackle by Darius Leonard),0.610,0.870
4,8:26,2,4,MIN 31,3,28,"Kirk Cousins pass incomplete short right intended for Adam Thielen (defended by Denico Autry). Penalty on T.J. Carrie: Illegal Contact, 5 yards (no play)",0.870,1.330
4,8:19,1,10,MIN 36,3,28,Kirk Cousins pass complete short middle to Dalvin Cook for 6 yards (tackle by Darius Leonard),1.330,1.600
4,8:01,2,4,MIN 42,3,28,Kirk Cousins sacked by and DeForest Buckner for -8 yards and Justin Houston for -8 yards,1.600,-0.160
4,7:27,3,12,MIN 34,3,28,Kirk Cousins pass complete deep right to Olabisi Johnson for 24 yards (tackle by Isaiah Rodgers),-0.160,2.790
4,6:57,1,10,IND 42,3,28,Dalvin Cook up the middle for 8 yards (tackle by Ben Banogu),2.790,3.320
4,6:31,2,2,IND 34,3,28,"Kirk Cousins pass complete deep middle to Justin Jefferson for 17 yards (tackle by Khari Willis and Darius Leonard). Penalty on Darius Leonard: Unnecessary Roughness, 9 yards",3.320,5.370
4,6:10,1,8,IND 8,3,28,Kirk Cousins pass complete short left to Justin Jefferson for 5 yards (tackle by T.J. Carrie),5.370,5.530
4,5:27,2,3,IND 3,9,28,"Dalvin Cook right end for 3 yards, touchdown",5.530,7.000
4,5:20,,,IND 2,11,28,"Two Point Attempt: Dalvin Cook rushes, conversion succeeds.",1.000,1.000
4,5:20,,,MIN 35,11,28,"Dan Bailey kicks onside 9 yards, returned by Khari Willis for no gain",0.000,2.650
4,5:19,1,10,MIN 44,11,28,Jordan Wilkins left end for 5 yards (tackle by Eric Kendricks),2.650,2.780
4,4:37,2,5,MIN 39,11,28,Jordan Wilkins right end for 9 yards (tackle by Jeff Gladney and Anthony Harris),2.780,3.580
4,3:48,1,10,MIN 30,11,28,Philip Rivers up the middle for 3 yards (tackle by Harrison Smith),3.580,3.440
4,3:05,2,7,MIN 27,11,28,Philip Rivers pass complete short middle to Ashton Dulin for 6 yards (tackle by Mike Hughes),3.440,3.530
4,2:22,3,1,MIN 21,11,28,Jordan Wilkins up the middle for 1 yard (tackle by Harrison Smith),3.530,4.240
4,2:00,1,10,MIN 20,11,28,Philip Rivers kneels for no gain,4.240,3.690
4,1:19,2,10,MIN 20,11,28,Philip Rivers kneels for no gain,3.690,3.010
4,0:38,3,10,MIN 20,11,28,Philip Rivers kneels for no gain,3.010,2.120
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
