Quarter,Time,Tm,Detail,MIA,NYJ
1.0,7:10,Dolphins,Dan Carpenter 47 yard field goal,3,0
,2:48,Dolphins,Brandon Marshall 6 yard pass from Chad Henne (Dan Carpenter kick),10,0
2.0,4:33,Jets,Nick Folk 35 yard field goal,10,3
4.0,5:21,Jets,Nick Folk 42 yard field goal,10,6
