Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
2,14:20,1,10,PHI 41,7,0,Jalen Hurts pass incomplete deep right intended for DeVonta Smith (defended by Darnay Holmes),1.660,1.120
2,14:13,2,10,PHI 41,7,0,Jalen Hurts pass complete short left to DeVonta Smith for 15 yards (tackle by Fabian Moreau),1.120,2.650
2,13:37,1,10,NYG 44,7,0,Jalen Hurts pass incomplete deep left intended for DeVonta Smith,2.650,2.110
2,13:30,2,10,NYG 44,7,0,Jalen Hurts pass complete short right to DeVonta Smith for no gain (tackle by Julian Love),2.110,1.420
2,13:00,3,10,NYG 44,7,0,Jalen Hurts pass complete short right to Quez Watkins for 3 yards (tackle by Tony Jefferson),1.420,0.530
2,12:14,4,7,NYG 41,13,0,"Jalen Hurts pass complete deep right to DeVonta Smith for 41 yards, touchdown",0.530,7.000
2,12:05,,,NYG 15,14,0,Jake Elliott kicks extra point good,0.000,0.000
2,12:05,,,PHI 35,14,0,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
2,12:05,1,10,NYG 25,14,0,Daniel Jones scrambles right end for 2 yards (tackle by Reed Blankenship),0.610,0.330
2,11:30,2,8,NYG 27,14,0,Daniel Jones pass complete short right to Saquon Barkley for 4 yards (tackle by Marcus Epps),0.330,0.170
2,11:00,3,4,NYG 31,14,0,Daniel Jones pass complete short middle to Daniel Bellinger for 9 yards (tackle by Marcus Epps),0.170,1.600
2,10:30,1,10,NYG 40,14,0,Matt Breida left guard for 5 yards (tackle by Kyzir White),1.600,1.730
2,9:55,2,5,NYG 45,14,0,Matt Breida right guard for -1 yards (tackle by Milton Williams and Kyzir White),1.730,0.890
2,9:16,3,6,NYG 44,14,0,Daniel Jones pass complete short right to Daniel Bellinger for -1 yards (tackle by Marcus Epps),0.890,-0.520
2,8:32,4,7,NYG 43,14,0,"Jamie Gillan for no gain. Jamie Gillan fumbles, recovered by Carter Coughlin at NYG-33. Penalty on Jamie Gillan: Illegal Kick/Kicking Loose Ball / Offense, 10 yards (accepted)",-0.520,-3.380
2,8:24,1,10,NYG 33,20,0,"Jalen Hurts pass complete deep right to A.J. Brown for 33 yards, touchdown",3.380,7.000
2,8:16,,,NYG 15,21,0,Jake Elliott kicks extra point good,0.000,0.000
2,8:16,,,PHI 35,21,0,"Jake Elliott kicks off 64 yards, returned by Gary Brightwell for 19 yards (tackle by Christian Elliss)",0.000,0.280
2,8:11,1,10,NYG 20,21,0,Daniel Jones pass complete short right to Saquon Barkley for 16 yards (tackle by Darius Slay),0.280,1.330
2,7:40,1,10,NYG 36,21,0,Saquon Barkley up the middle for 5 yards (tackle by Fletcher Cox),1.330,1.470
2,7:08,2,5,NYG 41,21,0,Saquon Barkley left guard for 9 yards (tackle by Reed Blankenship),1.470,2.260
2,6:32,1,10,NYG 50,21,0,Saquon Barkley up the middle for 4 yards (tackle by Linval Joseph and T.J. Edwards),2.260,2.250
2,5:52,2,6,PHI 46,21,0,Saquon Barkley right guard for -4 yards (tackle by Brandon Graham and Patrick Johnson),2.250,1.030
2,5:18,3,10,PHI 50,21,0,Daniel Jones pass incomplete short left intended for Richie James (defended by T.J. Edwards),1.030,-0.060
2,5:14,4,10,PHI 50,21,0,Jamie Gillan punts 42 yards out of bounds,-0.060,0.380
2,5:05,1,10,PHI 8,21,0,Jalen Hurts pass incomplete deep right intended for Quez Watkins (defended by Fabian Moreau),-0.380,-0.780
2,4:59,2,10,PHI 8,21,0,Miles Sanders up the middle for 5 yards (tackle by Azeez Ojulari and Jaylon Smith),-0.780,-0.840
2,4:38,3,5,PHI 13,21,0,"Jalen Hurts sacked by Azeez Ojulari for -11 yards. Penalty on Jordan Mailata: Offensive Holding, 10 yards (declined)",-0.840,-2.490
2,4:25,4,16,PHI 2,21,0,Arryn Siposs punts blocked by Elerson Smith (tackle by Zyon Gilbert),-2.490,-4.580
2,4:15,1,10,PHI 15,21,0,Daniel Jones pass complete short right to Daniel Bellinger for 11 yards (tackle by K'Von Wallace),4.580,6.280
2,3:41,1,4,PHI 4,21,0,Saquon Barkley up the middle for 2 yards (tackle by Avonte Maddox and Darius Slay),6.280,5.720
2,3:03,2,2,PHI 2,21,6,"Daniel Jones pass complete short right to Isaiah Hodgins for 2 yards, touchdown",5.720,7.000
2,2:57,,,PHI 15,21,7,Graham Gano kicks extra point good,0.000,0.000
2,2:57,,,NYG 35,21,7,"Graham Gano kicks off 66 yards, returned by Boston Scott for 66 yards (tackle by Zyon Gilbert)",0.000,3.250
2,2:47,1,10,NYG 35,21,7,Miles Sanders left tackle for 9 yards (tackle by Jason Pinnock),3.250,3.920
2,2:00,2,1,NYG 26,21,7,Miles Sanders left tackle for 14 yards (tackle by Jaylon Smith),3.920,4.780
2,1:14,1,10,NYG 12,21,7,Miles Sanders left end for 5 yards (tackle by Nick McCloud),4.780,5.020
2,1:09,2,5,NYG 7,21,7,Jalen Hurts sacked by Ryder Anderson for -4 yards,5.020,3.290
2,1:02,,,,,,Timeout #1 by New York Giants,,
2,1:02,3,9,NYG 11,21,7,Jalen Hurts pass incomplete short left intended for Grant Calcaterra,3.290,2.700
2,0:58,4,9,NYG 11,24,7,Jake Elliott 29 yard field goal good,2.700,3.000
2,0:54,,,PHI 35,24,7,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
2,0:54,1,10,NYG 25,24,7,Daniel Jones pass incomplete short right intended for Darius Slayton,0.610,0.060
2,0:51,2,10,NYG 25,24,7,Daniel Jones pass complete short middle to Matt Breida for 7 yards (tackle by T.J. Edwards and Avonte Maddox),0.060,0.300
2,0:32,3,3,NYG 32,24,7,Daniel Jones sacked by Fletcher Cox for -2 yards,0.300,-1.370
2,0:26,,,,,,Timeout #1 by Philadelphia Eagles,,
2,0:26,4,5,NYG 30,24,7,"Jamie Gillan punts 50 yards, returned by Britain Covey for 12 yards (tackle by Julian Love and Chris Myarick)",-1.370,-1.070
2,0:14,1,10,PHI 32,24,7,Jalen Hurts pass complete short left to Kenneth Gainwell for no gain (tackle by Tony Jefferson),1.070,0.530
Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 35,24,7,"Graham Gano kicks off 65 yards, returned by Boston Scott for 16 yards (tackle by Carter Coughlin)",0.000,-0.140
3,14:54,1,10,PHI 16,24,7,Miles Sanders right tackle for 22 yards (tackle by Jason Pinnock),-0.140,1.470
3,14:16,1,10,PHI 38,24,7,Jalen Hurts up the middle for 13 yards (tackle by Jason Pinnock and Julian Love),1.470,2.320
3,13:37,1,10,NYG 49,24,7,Miles Sanders right tackle for 5 yards (tackle by Micah McFadden),2.320,2.460
3,12:57,2,5,NYG 44,24,7,Jalen Hurts right end for 24 yards (tackle by Jason Pinnock),2.460,4.240
3,12:14,1,10,NYG 20,24,7,Boston Scott left end for -1 yards (tackle by Micah McFadden),4.240,3.560
3,11:35,2,11,NYG 21,24,7,Jalen Hurts pass incomplete short right intended for A.J. Brown,3.560,2.870
3,11:31,3,11,NYG 21,24,7,Jalen Hurts pass incomplete deep left intended for DeVonta Smith,2.870,2.060
3,11:25,4,11,NYG 21,27,7,Jake Elliott 39 yard field goal good,2.060,3.000
3,11:21,,,PHI 35,27,7,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,11:21,1,10,NYG 25,27,7,Daniel Jones pass complete short right to Richie James for 6 yards (tackle by Avonte Maddox),0.610,0.870
3,10:51,2,4,NYG 31,27,7,Daniel Jones right end for 17 yards (tackle by K'Von Wallace),0.870,2.130
3,10:18,1,10,NYG 48,27,7,Saquon Barkley right guard for 5 yards (tackle by Fletcher Cox),2.130,2.260
3,9:48,2,5,PHI 47,27,7,Daniel Jones pass complete short middle to Richie James for 15 yards (tackle by Avonte Maddox),2.260,3.450
3,9:20,1,10,PHI 32,27,7,Daniel Jones pass complete short right to Isaiah Hodgins for 15 yards (tackle by Marcus Epps),3.450,4.440
3,8:45,1,10,PHI 17,27,7,Daniel Jones pass complete short right to Isaiah Hodgins for 7 yards (tackle by James Bradberry),4.440,5.100
3,8:06,2,3,PHI 10,27,7,Gary Brightwell up the middle for no gain (tackle by Avonte Maddox and T.J. Edwards),5.100,4.340
3,7:29,3,3,PHI 10,27,7,Daniel Jones pass complete short left to Gary Brightwell for 6 yards (tackle by K'Von Wallace),4.340,6.280
3,6:55,1,4,PHI 4,27,7,Saquon Barkley right guard for 1 yard (tackle by Avonte Maddox),6.280,5.530
3,6:15,2,3,PHI 3,27,7,Saquon Barkley left tackle for 2 yards (tackle by Marcus Epps and T.J. Edwards),5.530,5.170
3,5:42,3,1,PHI 1,27,13,"Daniel Jones left tackle for 1 yard, touchdown",5.170,7.000
3,5:40,,,PHI 15,27,14,Graham Gano kicks extra point good,0.000,0.000
3,5:40,,,NYG 35,27,14,"Graham Gano kicks off 63 yards, returned by Boston Scott for 35 yards (tackle by Tony Jefferson)",0.000,1.400
3,5:34,1,10,PHI 37,27,14,Miles Sanders left guard for 2 yards (tackle by Dexter Lawrence and Justin Ellis),1.400,1.130
3,4:58,2,8,PHI 39,27,14,Jalen Hurts pass complete short left to Jack Stoll for 14 yards (tackle by Tony Jefferson),1.130,2.460
3,4:24,1,10,NYG 47,27,14,Jalen Hurts pass incomplete short left intended for Miles Sanders,2.460,1.910
3,4:20,2,10,NYG 47,27,14,Jalen Hurts pass complete short right to A.J. Brown for 9 yards (tackle by Nick McCloud),1.910,2.410
3,3:44,3,1,NYG 38,27,14,Miles Sanders right end for 15 yards (tackle by Fabian Moreau),2.410,4.040
3,3:06,1,10,NYG 23,27,14,Miles Sanders right guard for 2 yards (tackle by Jaylon Smith),4.040,3.770
3,2:28,2,8,NYG 21,27,14,Jalen Hurts right end for 11 yards (tackle by Jason Pinnock),3.770,4.910
3,1:46,1,10,NYG 10,33,14,"Jalen Hurts right tackle for 10 yards, touchdown",4.910,7.000
3,1:41,,,NYG 15,34,14,Jake Elliott kicks extra point good,0.000,0.000
3,1:41,,,PHI 35,34,14,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,1:41,1,10,NYG 25,34,14,Daniel Jones pass incomplete short middle intended for Nick Vannett (defended by Darius Slay),0.610,0.060
3,1:38,2,10,NYG 25,34,14,"Daniel Jones sacked by Brandon Graham for -6 yards Penalty on NYG: Illegal Formation, 5 yards (declined)",0.060,-1.510
3,1:14,3,16,NYG 19,34,14,Daniel Jones pass complete short middle to Richie James for 12 yards (tackle by Avonte Maddox),-1.510,-1.310
3,0:36,4,4,NYG 31,34,14,"Daniel Jones pass complete short right to Darius Slayton for no gain (tackle by Kyzir White and T.J. Edwards). Penalty on Chris Myarick: Offensive Pass Interference, 10 yards (accepted) (no play)",-1.310,-1.960
3,0:16,4,14,NYG 21,34,14,"Jamie Gillan punts 51 yards, returned by Britain Covey for 16 yards (tackle by Chris Myarick)",-1.960,-1.860
3,0:04,1,10,PHI 44,34,14,Miles Sanders left end for no gain (tackle by Jason Pinnock),1.860,1.320
Quarter,Time,Down,ToGo,Location,PHI,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,PHI 44,34,14,Jalen Hurts sacked by Azeez Ojulari for -8 yards,1.320,-0.430
4,14:14,3,18,PHI 36,34,14,Jalen Hurts pass complete short right to Quez Watkins for 4 yards (tackle by Julian Love),-0.430,-0.720
4,13:37,4,14,PHI 40,34,14,Jake Elliott punts 35 yards downed by Nakobe Dean,-0.720,-0.610
4,13:24,1,10,NYG 25,34,14,Daniel Jones pass complete short left to Richie James for 5 yards (tackle by Marcus Epps),0.610,0.740
4,12:58,2,5,NYG 30,34,14,Daniel Jones pass incomplete short right intended for Isaiah Hodgins (defended by Darius Slay),0.740,0.040
4,12:54,3,5,NYG 30,34,14,Daniel Jones pass incomplete short left intended for Gary Brightwell,0.040,-1.370
4,12:51,4,5,NYG 30,34,14,Daniel Jones scrambles up the middle for 6 yards (tackle by James Bradberry),-1.370,1.330
4,12:19,1,10,NYG 36,34,14,Matt Breida right end for 2 yards (tackle by T.J. Edwards and Darius Slay),1.330,1.060
4,11:51,2,8,NYG 38,34,14,Daniel Jones pass complete deep right to Darius Slayton for 37 yards (tackle by K'Von Wallace),1.060,3.910
4,11:20,1,10,PHI 25,34,14,Daniel Jones pass complete short right to Darius Slayton for 5 yards (tackle by Darius Slay),3.910,4.040
4,10:44,2,5,PHI 20,34,14,Gary Brightwell up the middle for 2 yards (tackle by James Bradberry),4.040,3.660
4,10:06,3,3,PHI 18,34,14,"Penalty on Evan Neal: False Start, 5 yards (accepted) (no play)",3.660,2.940
4,10:06,3,8,PHI 23,34,14,Daniel Jones pass incomplete short left intended for Matt Breida,2.940,1.930
4,10:02,4,8,PHI 23,34,14,Daniel Jones pass incomplete short middle intended for Richie James,1.930,-0.540
4,9:58,1,10,PHI 24,34,14,Jalen Hurts sacked by Zyon Gilbert for -10 yards,0.540,-1.470
4,9:14,2,20,PHI 14,34,14,Jalen Hurts pass complete short middle to A.J. Brown for 19 yards (tackle by Jason Pinnock and Cordale Flott),-1.470,0.500
4,8:35,3,1,PHI 33,34,14,Jalen Hurts up the middle for 2 yards (tackle by Jaylon Smith),0.500,1.270
4,7:50,1,10,PHI 35,34,14,Miles Sanders left guard for 4 yards (tackle by Jaylon Smith),1.270,1.260
4,7:09,2,6,PHI 39,34,14,Miles Sanders right end for 10 yards (tackle by Jaylon Smith),1.260,2.190
4,6:19,1,10,PHI 49,34,14,Boston Scott right tackle for 11 yards (tackle by Julian Love),2.190,2.920
4,6:10,,,,,,Timeout #1 by New York Giants,,
4,6:10,1,10,NYG 40,40,14,"Miles Sanders right tackle for 40 yards, touchdown",2.920,7.000
4,6:01,,,NYG 15,41,14,Jake Elliott kicks extra point good,0.000,0.000
4,6:01,,,PHI 35,41,14,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
4,6:01,1,10,NYG 25,41,14,Tyrod Taylor pass complete short right to Matt Breida for 2 yards (tackle by Nakobe Dean),0.610,0.330
4,5:37,2,8,NYG 27,41,14,"Tyrod Taylor sacked by Brandon Graham for -4 yards. Tyrod Taylor fumbles (forced by Brandon Graham), recovered by Patrick Johnson at NYG-23 (tackle by Brandon Graham)",0.330,-4.040
4,5:30,1,10,NYG 23,41,14,Boston Scott up the middle for no gain (tackle by Ryder Anderson),4.040,3.500
4,4:47,2,10,NYG 23,41,14,Boston Scott right end for 11 yards (tackle by Jason Pinnock),3.500,4.780
4,4:02,1,10,NYG 12,41,14,Boston Scott right end for 9 yards (tackle by Jason Pinnock and Zyon Gilbert),4.780,5.790
4,3:14,,,,,,Timeout #2 by New York Giants,,
4,3:14,2,1,NYG 3,47,14,"Boston Scott left guard for 3 yards, touchdown",5.790,7.000
4,3:09,,,NYG 15,48,14,Jake Elliott kicks extra point good,0.000,0.000
4,3:09,,,PHI 35,48,14,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
4,3:09,1,10,NYG 25,48,14,Tyrod Taylor pass complete short right to Richie James for 5 yards (tackle by Josiah Scott),0.610,0.740
4,2:48,2,5,NYG 30,48,14,Gary Brightwell right guard for 4 yards (tackle by Milton Williams and Christian Elliss),0.740,0.560
4,2:26,3,1,NYG 34,48,14,Tyrod Taylor scrambles left end for 8 yards (tackle by Christian Elliss),0.560,1.730
4,2:18,1,10,NYG 42,48,14,Tyrod Taylor pass complete short middle to Gary Brightwell for 12 yards (tackle by Christian Elliss),1.730,2.520
4,2:11,1,10,PHI 46,48,14,Tyrod Taylor sacked by Brandon Graham for -5 yards,2.520,1.300
4,2:00,2,15,NYG 49,48,14,Tyrod Taylor pass complete short right to Nick Vannett for 9 yards (tackle by Christian Elliss and Josiah Scott),1.300,1.820
4,1:36,3,6,PHI 42,48,14,Tyrod Taylor sacked by Milton Williams for -9 yards,1.820,-0.130
4,0:57,4,15,NYG 49,48,14,Tyrod Taylor scrambles up the middle for 32 yards (tackle by K'Von Wallace),-0.130,4.310
4,0:44,,,,,,Timeout #3 by New York Giants,,
4,0:44,1,10,PHI 19,48,20,"Tyrod Taylor pass complete deep right to Richie James for 19 yards, touchdown",4.310,7.000
4,0:39,,,PHI 15,48,20,"Penalty on Marcus Epps: Unnecessary Roughness / Defense, 1 yard (accepted) (no play)",0.000,1.000
4,0:39,1,1,PHI 2,48,22,Two Point Attempt: Tyrod Taylor pass complete to to Isaiah Hodgins for no gain,1.000,1.000
4,0:39,,,NYG 35,48,22,"Graham Gano kicks onside 11 yards, returned by A.J. Brown for no gain",0.000,2.520
4,0:38,1,10,NYG 46,48,22,Gardner Minshew kneels for -1 yards,2.520,1.840
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
