Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Miles Sanders,PHI,17,144,2,6,113,6.6,31,1.8,1,17.0
Jalen Hurts,PHI,7,77,1,6,71,10.1,6,0.9,0,
Boston Scott,PHI,6,33,1,3,31,5.2,2,0.3,0,
Gardner Minshew II,PHI,1,-1,0,,-1,-1.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Saquon Barkley,NYG,9,28,0,1,13,1.4,15,1.7,0,
Gary Brightwell,NYG,5,23,0,1,16,3.2,7,1.4,0,
Daniel Jones,NYG,4,26,1,3,25,6.3,1,0.3,0,
Matt Breida,NYG,3,6,0,,5,1.7,1,0.3,0,
Tyrod Taylor,NYG,2,40,0,2,40,20.0,0,0.0,0,
Jamie Gillan,NYG,1,0,0,,0,0.0,0,0.0,0,
