Quarter,Time,Tm,Detail,CHI,DET
1.0,11:58,Lions,Matt Prater 48 yard field goal,0,3
2.0,14:56,Lions,Matt Prater 31 yard field goal,0,6
,6:10,Lions,T.J. Jones 3 yard pass from Matthew Stafford (Matt Prater kick),0,13
,0:02,Bears,Mike Nugent 41 yard field goal,3,13
3.0,9:48,Lions,Eric Ebron 8 yard pass from Matthew Stafford (Matt Prater kick),3,20
4.0,2:32,Bears,Benny Cunningham 9 yard pass from Mitchell Trubisky (Mike Nugent kick),10,20
