Quarter,Time,Down,ToGo,Location,PIT,NYG,Detail,EPB,EPA
1,0:32,3,10,NYG 15,7,14,Ben Roethlisberger pass incomplete intended for Antwaan Randle El,3.100,2.440
1,0:24,4,10,NYG 15,10,14,Jeff Reed 33 yard field goal good,2.440,3.000
1,,,,PIT 30,10,14,"Jeff Reed kicks off 57 yards, returned by Willie Ponder for 17 yards (tackle by Alonzo Jackson)",0.000,0.940
1,0:15,1,10,NYG 30,10,14,Eli Manning pass complete to Tiki Barber for 8 yards (tackle by Larry Foote),0.940,1.470
Quarter,Time,Down,ToGo,Location,PIT,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,2,NYG 38,10,14,Tiki Barber right end for 2 yards (tackle by James Harrison and Chris Hope),1.470,1.600
2,14:14,,,,10,14,Timeout #1 by New York Giants,0.000,1.600
2,14:14,1,10,NYG 40,10,14,Eli Manning pass complete to Ike Hilliard for 12 yards (tackle by Willie J. Williams),1.600,2.390
2,13:50,1,10,PIT 48,10,14,Eli Manning up the middle for 13 yards (tackle by Larry Foote),2.390,3.250
2,13:13,1,10,PIT 35,10,14,Tiki Barber right tackle for 2 yards (tackle by Larry Foote and Chris Hoke),3.250,2.970
2,12:39,2,8,PIT 33,10,14,"Eli Manning pass complete to Amani Toomer for 7 yards. Penalty on Jason Whittle: Tripping, 10 yards (no play)",2.970,1.620
2,12:06,2,18,PIT 43,10,14,Eli Manning pass incomplete intended for Ike Hilliard. Penalty on Brandon Winey: Illegal Touch Pass (Declined),1.620,0.960
2,12:00,3,18,PIT 43,10,14,Eli Manning pass complete to Tiki Barber for 5 yards (tackle by Troy Polamalu),0.960,0.720
2,11:52,4,13,PIT 38,10,14,"Jeff Feagles punts 26 yards, fair catch by Antwaan Randle El",0.720,0.350
2,11:45,1,10,PIT 12,10,14,Jerome Bettis left end for 12 yards (tackle by Nick Greisen),-0.350,0.540
2,11:10,1,10,PIT 24,10,14,Ben Roethlisberger pass complete to Hines Ward for 24 yards (tackle by Will Allen),0.540,2.130
2,10:24,1,10,PIT 48,10,14,Ben Roethlisberger pass incomplete intended for Lee Mays (defended by Carlos Emmons),2.130,1.580
2,10:18,2,10,PIT 48,10,14,Jerome Bettis right guard for 1 yard (tackle by Kenderick Allen and Osi Umenyiora),1.580,1.020
2,9:42,3,9,PIT 49,10,14,"Ben Roethlisberger sacked by Brent Alexander for -7 yards. Penalty on Brent Alexander: Unnecessary Roughness, 15 yards",1.020,2.720
2,9:12,1,10,NYG 43,10,14,Ben Roethlisberger pass incomplete intended for Hines Ward (defended by Will Allen),2.720,2.180
2,9:08,2,10,NYG 43,10,14,Jerome Bettis right tackle for 1 yard (tackle by Nick Greisen),2.180,1.620
2,8:27,3,9,NYG 42,10,14,Ben Roethlisberger pass complete to Verron Haynes for 8 yards (tackle by Osi Umenyiora),1.620,1.100
2,7:41,4,1,NYG 34,10,14,Jerome Bettis up the middle for 2 yards (tackle by Nick Greisen),1.100,3.450
2,7:03,1,10,NYG 32,10,14,Jerome Bettis left end for 5 yards (tackle by Kenderick Allen),3.450,3.580
2,6:25,2,5,NYG 27,10,14,Ben Roethlisberger sacked by Nick Greisen for -8 yards,3.580,1.820
2,5:44,3,13,NYG 35,16,14,"Ben Roethlisberger pass complete to Antwaan Randle El for 35 yards, touchdown",1.820,7.000
2,,,,NYG 2,17,14,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,17,14,"Jeff Reed kicks off 58 yards, returned by Willie Ponder for 17 yards (tackle by Chidi Iwuoma)",0.000,0.870
2,5:31,1,10,NYG 29,17,14,Eli Manning up the middle for 5 yards (tackle by Aaron Smith),0.870,1.000
2,4:47,2,5,NYG 34,17,14,Tiki Barber left end for -3 yards (tackle by Joey Porter),1.000,-0.100
2,4:04,3,8,NYG 31,17,14,Eli Manning pass incomplete intended for Jim Finn,-0.100,-1.310
2,3:58,4,8,NYG 31,17,14,"Jeff Feagles punts 45 yards, returned by Antwaan Randle El for -2 yards (tackle by David Tyree)",-1.310,-0.410
2,3:49,1,10,PIT 22,17,14,Jerome Bettis up the middle for 5 yards (tackle by Nick Greisen),0.410,0.540
2,3:18,2,5,PIT 27,17,14,Jerome Bettis left guard for 23 yards (tackle by Will Allen and Terry Cousin),0.540,2.260
2,2:45,1,10,NYG 50,17,14,"Ben Roethlisberger pass incomplete. Penalty on Will Allen: Defensive Holding, 5 yards (no play)",2.260,2.590
2,2:34,1,10,NYG 45,17,14,Verron Haynes left end for 3 yards (tackle by Kenderick Allen and Carlos Emmons),2.590,2.450
2,2:06,2,7,NYG 42,17,14,Ben Roethlisberger pass complete to Hines Ward for 10 yards (tackle by Will Allen),2.450,3.450
2,1:56,1,10,NYG 32,17,14,Ben Roethlisberger pass complete to Hines Ward for 20 yards,3.450,4.780
2,1:50,1,10,NYG 12,17,14,Jerome Bettis left tackle for 8 yards (tackle by Terry Cousin and Brent Alexander),4.780,5.600
2,1:15,2,2,NYG 4,17,14,Jerome Bettis right guard for no gain (tackle by Lance LeGree and Carlos Emmons),5.600,4.840
2,0:37,3,2,NYG 4,17,14,Jerome Bettis right guard for no gain (tackle by Nick Greisen and Osi Umenyiora),4.840,3.040
2,0:18,,,,17,14,Timeout #2 by New York Giants,0.000,3.040
2,0:18,4,2,NYG 4,20,14,Jeff Reed 21 yard field goal good,3.040,3.000
2,,,,PIT 30,20,14,"Jeff Reed kicks off 54 yards, returned by Willie Ponder for 29 yards (tackle by Troy Polamalu)",0.000,1.930
2,0:09,1,10,NYG 45,20,14,Tiki Barber right guard for 13 yards (tackle by Russell Stuvaints),1.930,2.790
2,0:03,,,,20,14,Timeout #3 by New York Giants,0.000,2.790
2,0:03,1,10,PIT 42,20,14,Eli Manning pass incomplete intended for Jeremy Shockey (defended by Troy Polamalu),2.790,2.240
Quarter,Time,Down,ToGo,Location,PIT,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,20,14,"Steve Christie kicks off 64 yards, returned by Ricardo Colclough for 30 yards (tackle by Jack Brewer)",0.000,1.330
3,14:52,1,10,PIT 36,20,14,Jerome Bettis left guard for -1 yards (tackle by Kenderick Allen and Carlos Emmons),1.330,0.660
3,14:22,2,11,PIT 35,20,14,Ben Roethlisberger sacked by Osi Umenyiora for -2 yards,0.660,-0.300
3,13:45,3,13,PIT 33,20,14,Ben Roethlisberger pass incomplete intended for Hines Ward is intercepted by Brent Alexander at PIT-39 and returned for 2 yards,-0.300,-3.120
3,13:27,1,10,PIT 37,20,14,Tiki Barber up the middle for -3 yards (tackle by James Harrison and Larry Foote),3.120,2.170
3,12:56,2,13,PIT 40,20,14,Eli Manning pass complete to Jim Finn for 13 yards (tackle by Deshea Townsend),2.170,3.780
3,12:18,1,10,PIT 27,20,14,Tiki Barber right guard for 8 yards (tackle by Troy Polamalu),3.780,4.350
3,11:42,2,2,PIT 19,20,14,Eli Manning pass complete to Ike Hilliard for 7 yards (tackle by James Farrior),4.350,4.780
3,11:03,1,10,PIT 12,20,14,"Tiki Barber right end for 4 yards (tackle by Chris Hoke). Penalty on Chris Hoke: Defensive Holding, 4 yards",4.780,6.280
3,10:33,1,4,PIT 4,20,14,Tiki Barber right guard for no gain (tackle by Larry Foote),6.280,5.340
3,9:59,2,4,PIT 4,20,14,Eli Manning pass complete to Jeremy Shockey for 3 yards (tackle by Willie J. Williams),5.340,5.170
3,9:13,,,,20,14,Timeout #1 by New York Giants,0.000,5.170
3,9:13,3,1,PIT 1,20,14,Tiki Barber right guard for -3 yards (tackle by Troy Polamalu),5.170,3.030
3,8:38,4,4,PIT 4,20,17,Steve Christie 22 yard field goal good,3.030,3.000
3,,,,NYG 30,20,17,"Steve Christie kicks off 56 yards, returned by Ike Taylor for 17 yards (tackle by Reggie Torbor)",0.000,1.000
3,8:27,1,10,PIT 31,20,17,Ben Roethlisberger pass complete to Hines Ward for 5 yards (tackle by Will Allen),1.000,1.140
3,7:54,2,5,PIT 36,20,17,Jerome Bettis right end for 2 yards (tackle by Fred Robbins),1.140,0.700
3,7:16,3,3,PIT 38,20,17,Ben Roethlisberger pass complete to Antwaan Randle El for 5 yards (tackle by Terry Cousin),0.700,1.800
3,6:32,1,10,PIT 43,20,17,Jerome Bettis left tackle for 11 yards (tackle by Nick Greisen),1.800,2.520
3,5:59,1,10,NYG 46,20,17,Jerome Bettis right guard for 10 yards (tackle by Terry Cousin and Osi Umenyiora),2.520,3.180
3,5:18,1,10,NYG 36,20,17,Verron Haynes left tackle for 18 yards (tackle by Terry Cousin),3.180,4.370
3,4:38,1,10,NYG 18,20,17,Ben Roethlisberger pass incomplete intended for Hines Ward (defended by Will Allen),4.370,3.800
3,4:30,2,10,NYG 18,20,17,Ben Roethlisberger pass incomplete intended for Jerome Bettis. Penalty on Marvel Smith: Illegal Touch Pass (Declined),3.800,3.050
3,4:24,3,10,NYG 18,20,17,Ben Roethlisberger pass incomplete intended for Hines Ward,3.050,2.250
3,4:20,4,10,NYG 18,23,17,Jeff Reed 36 yard field goal good,2.250,3.000
3,,,,PIT 30,23,17,"Jeff Reed kicks off 58 yards, returned by Willie Ponder for 16 yards (tackle by Russell Stuvaints)",0.000,0.810
3,4:09,1,10,NYG 28,23,17,"Eli Manning for 1 yard (tackle by Chris Hoke). Penalty on Wayne Lucier: Tripping, 10 yards (no play)",0.810,-0.040
3,3:48,1,20,NYG 18,23,17,Tiki Barber right end for -3 yards (tackle by Joey Porter),-0.040,-1.640
3,3:10,2,23,NYG 15,23,17,Eli Manning pass complete to David Tyree for 49 yards (tackle by Deshea Townsend),-1.640,3.180
3,2:29,1,10,PIT 36,23,17,Eli Manning pass complete to Tiki Barber for 17 yards (tackle by Chris Hope),3.180,4.310
3,1:47,1,10,PIT 19,23,17,"Tiki Barber right guard for no gain (tackle by Travis Kirschke). Penalty on Aaron Smith: Tripping, 10 yards (no play)",4.310,5.140
3,1:23,1,9,PIT 9,23,17,Eli Manning pass complete to Jeremy Shockey for 8 yards (tackle by Larry Foote),5.140,5.910
3,0:38,2,1,PIT 1,23,23,"Eli Manning pass complete to Marcellus Rivers for 1 yard, touchdown",5.910,7.000
3,,,,PIT 2,23,24,Steve Christie kicks extra point good,0.000,0.000
3,,,,NYG 30,23,24,"Steve Christie kicks off 60 yards, returned by Ricardo Colclough for 20 yards (tackle by Marcellus Rivers)",0.000,0.940
3,0:23,1,10,PIT 30,23,24,Ben Roethlisberger pass complete to Hines Ward for 40 yards (tackle by Terry Cousin),0.940,3.580
Quarter,Time,Down,ToGo,Location,PIT,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYG 30,23,24,Jerome Bettis right guard for 3 yards (tackle by Brent Alexander),3.580,3.440
4,14:31,2,7,NYG 27,23,24,Jerome Bettis right guard for 1 yard (tackle by Lance LeGree),3.440,2.870
4,13:55,3,6,NYG 26,23,24,Ben Roethlisberger pass complete to Verron Haynes for 10 yards (tackle by Brent Alexander),2.870,4.510
4,13:19,1,10,NYG 16,23,24,Jerome Bettis left end for 2 yards (tackle by Fred Robbins and Osi Umenyiora),4.510,4.210
4,12:33,2,8,NYG 14,23,24,Jerome Bettis left tackle for 4 yards (tackle by Osi Umenyiora and Kevin Lewis),4.210,4.170
4,11:48,3,4,NYG 10,23,24,Ben Roethlisberger pass incomplete intended for Antwaan Randle El (defended by Will Allen),4.170,2.840
4,11:39,4,4,NYG 10,26,24,Jeff Reed 28 yard field goal good,2.840,3.000
4,,,,PIT 30,26,24,"Jeff Reed kicks off 53 yards, returned by Willie Ponder for 31 yards (tackle by Alonzo Jackson)",0.000,2.130
4,11:28,1,10,NYG 48,26,24,Eli Manning pass incomplete intended for Ike Hilliard,2.130,1.580
4,11:21,2,10,NYG 48,26,24,Tiki Barber right end for 2 yards (tackle by Larry Foote and Willie J. Williams),1.580,1.160
4,10:48,3,8,NYG 50,26,24,Eli Manning pass complete to Amani Toomer for 17 yards (tackle by Willie J. Williams),1.160,3.380
4,9:59,1,10,PIT 33,26,24,Eli Manning pass incomplete intended for Tiki Barber (defended by James Harrison),3.380,2.840
4,9:50,2,10,PIT 33,26,24,Eli Manning pass complete to Amani Toomer for 17 yards (tackle by Chris Hope),2.840,4.510
4,9:11,1,10,PIT 16,26,24,Eli Manning pass complete to Ike Hilliard for 15 yards (tackle by Troy Polamalu),4.510,6.970
4,8:25,1,1,PIT 1,26,30,"Tiki Barber right end for 1 yard, touchdown",6.970,7.000
4,,,,,26,30,Two Point Attempt: conversion fails,1.000,-1.000
4,,,,NYG 30,26,30,"Steve Christie kicks off 58 yards, returned by Ike Taylor for 21 yards (tackle by Marcellus Rivers)",0.000,1.140
4,8:10,1,10,PIT 33,26,30,Ben Roethlisberger pass complete to Hines Ward for 9 yards (tackle by Will Allen),1.140,1.810
4,8:04,2,1,PIT 42,26,30,Ben Roethlisberger pass complete to Jerome Bettis for 3 yards (tackle by Nick Greisen),1.810,1.930
4,7:40,1,10,PIT 45,26,30,Ben Roethlisberger pass complete to Hines Ward for 11 yards (tackle by Carlos Emmons),1.930,2.650
4,7:15,1,10,NYG 44,26,30,Ben Roethlisberger pass complete to Antwaan Randle El for 36 yards (tackle by Will Allen),2.650,5.370
4,6:27,1,8,NYG 8,26,30,Jerome Bettis right tackle for 5 yards (tackle by Carlos Emmons),5.370,5.530
4,5:48,2,3,NYG 3,26,30,Jerome Bettis up the middle for 2 yards (tackle by Carlos Emmons and Brent Alexander),5.530,5.170
4,5:08,3,1,NYG 1,32,30,"Jerome Bettis right tackle for 1 yard, touchdown",5.170,7.000
4,,,,NYG 2,33,30,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,33,30,"Jeff Reed kicks off 59 yards, returned by Willie Ponder for 25 yards (tackle by Ricardo Colclough)",0.000,1.330
4,4:51,1,10,NYG 36,33,30,Eli Manning pass complete to Tiki Barber for 3 yards (tackle by Chris Hope),1.330,1.200
4,4:15,2,7,NYG 39,33,30,Eli Manning pass complete to Tiki Barber for 5 yards (tackle by Chris Hope),1.200,1.160
4,3:31,3,2,NYG 44,33,30,Eli Manning pass incomplete intended for Amani Toomer is intercepted by Willie J. Williams at PIT-18,1.160,-0.040
,,,,,,,"NYG challenged the ruling, and the original play was overturned.",,
4,3:19,1,10,PIT 18,33,30,Jerome Bettis left end for 4 yards (tackle by Osi Umenyiora and Carlos Emmons),0.040,0.140
4,3:13,,,,33,30,Timeout #2 by New York Giants,0.000,0.140
4,3:13,2,6,PIT 22,33,30,Jerome Bettis up the middle for 3 yards (tackle by Nick Greisen),0.140,-0.270
4,3:07,,,,33,30,Timeout #3 by New York Giants,0.000,-0.270
4,3:07,3,3,PIT 25,33,30,Ben Roethlisberger pass complete to Hines Ward for 5 yards (tackle by Frank Walker),-0.270,0.940
4,2:26,1,10,PIT 30,33,30,Jerome Bettis right guard for 2 yards (tackle by Osi Umenyiora),0.940,0.660
4,2:00,2,8,PIT 32,33,30,Jerome Bettis right tackle for 5 yards (tackle by Nick Greisen and Kevin Lewis),0.660,0.630
4,1:23,3,3,PIT 37,33,30,Jerome Bettis left end for 7 yards (tackle by Will Allen and Brent Alexander),0.630,1.860
4,1:23,1,10,PIT 44,33,30,Ben Roethlisberger kneels for -1 yards,1.860,1.180
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
