#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,,0,0:15,0,Touchdown
2,1,11:47,NYG 19,3,1:27,5,Punt
3,1,7:26,NYG 45,6,3:24,55,Touchdown
4,1,0:19,NYG 30,7,3:34,32,Punt
5,2,5:36,NYG 29,3,1:47,2,Punt
6,2,0:14,NYG 45,2,0:14,13,End of Half
7,3,13:27,PIT 37,9,4:52,33,Field Goal
8,3,4:15,NYG 28,5,3:46,72,Touchdown
9,4,11:35,NYG 48,7,3:20,52,Touchdown
10,4,4:57,NYG 36,3,1:38,8,Interception
