Quarter,Time,Down,ToGo,Location,GNB,CAR,Detail,EPB,EPA
1,7:30,2,9,GNB 35,0,0,Ahman Green right tackle for no gain (tackle by Julius Peppers and Dan Morgan),0.790,0.100
1,6:49,3,9,GNB 35,0,0,Brett Favre pass complete to Tony Fisher for 11 yards (tackle by Dan Morgan),0.100,1.990
1,6:03,1,10,GNB 46,0,0,Brett Favre pass incomplete intended for Robert Ferguson,1.990,1.450
1,5:58,2,10,GNB 46,0,0,"Ahman Green left tackle for 9 yards (tackle by Julius Peppers). Ahman Green fumbles (forced by Julius Peppers), recovered by Javon Walker at CAR-44 and returned for 11 yards",1.450,3.380
,,,,,,,"CAR challenged the ruling, and the play was upheld.",,
1,5:19,1,10,CAR 33,0,0,Najeh Davenport right guard for 1 yard (tackle by Julius Peppers),3.380,2.970
1,5:19,2,9,CAR 32,0,0,"Penalty on Kris Jenkins: Encroachment, 5 yards (no play)",2.970,3.650
1,4:24,2,4,CAR 27,0,0,Ahman Green right guard for 3 yards (tackle by Dan Morgan),3.650,3.340
1,3:51,3,1,CAR 24,0,0,Ahman Green right tackle for no gain (tackle by Mike Minter),3.340,2.020
1,3:33,4,1,CAR 24,3,0,Ryan Longwell 41 yard field goal good,2.020,3.000
1,,,,GNB 30,3,0,"Ryan Longwell kicks off 64 yards, muffed by DeShaun Foster, recovered by DeShaun Foster at CAR-6, and returned for 2 yards",0.000,-0.380
1,3:20,1,10,CAR 8,3,0,Stephen Davis left tackle for 8 yards (tackle by Darren Sharper),-0.380,-0.090
1,2:46,2,2,CAR 16,3,0,Stephen Davis left end for 3 yards (tackle by Darren Sharper),-0.090,0.150
1,2:22,1,10,CAR 19,3,0,Jake Delhomme pass complete to Stephen Davis for 22 yards (tackle by Al Harris),0.150,1.660
1,1:39,1,10,CAR 41,3,0,DeShaun Foster up the middle for 8 yards (tackle by Nick Barnett),1.660,2.200
1,0:59,2,2,CAR 49,3,0,Jake Delhomme pass complete to DeShaun Foster for 8 yards (tackle by Michael Hawthorne),2.200,2.720
1,0:27,1,10,GNB 43,3,0,--,2.720,2.180
Quarter,Time,Down,ToGo,Location,GNB,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,GNB 43,3,0,Jake Delhomme pass incomplete intended for Ricky Proehl,2.180,1.490
2,14:57,3,10,GNB 43,3,0,Jake Delhomme pass incomplete intended for Steve Smith (defended by Ahmad Carroll),1.490,0.400
2,14:57,4,10,GNB 43,3,0,"Penalty on Brian L. Allen: False Start, 5 yards (no play)",0.400,0.070
2,14:50,4,15,GNB 48,3,0,"Todd Sauerbrun punts 36 yards, fair catch by Antonio Chatman",0.070,0.350
2,14:43,1,10,GNB 12,3,0,Ahman Green left tackle for 2 yards (tackle by Mike Rucker),-0.350,-0.610
2,14:07,2,8,GNB 14,3,0,Brett Favre sacked by Brentson Buckner for -7 yards,-0.610,-2.010
2,13:30,3,15,GNB 7,3,0,Ahman Green right guard for 2 yards (tackle by Mike Rucker and Dan Morgan),-2.010,-2.490
2,12:58,4,13,GNB 9,3,0,Bryan Barker punts 51 yards,-2.490,-1.600
2,12:48,1,10,CAR 40,3,0,Jake Delhomme pass incomplete intended for Brad Hoover,1.600,1.050
2,12:43,2,10,CAR 40,3,0,"Jake Delhomme pass complete to Nick Goings for 13 yards (tackle by James Lee). Penalty on James Lee: Face Mask (15 Yards), 15 yards",1.050,3.450
2,12:18,1,10,GNB 32,3,0,"Jake Delhomme pass complete to Muhsin Muhammad for 15 yards (tackle by Mark Roman). Penalty on Jordan Gross: Offensive Holding, 10 yards (no play)",3.450,2.790
2,11:58,1,20,GNB 42,3,0,Jake Delhomme pass incomplete intended for Ricky Proehl (defended by Michael Hawthorne),2.790,1.550
2,11:52,2,20,GNB 42,3,0,Stephen Davis left guard for 6 yards (tackle by Aaron Kampman),1.550,1.690
2,11:13,3,14,GNB 36,3,0,"Jake Delhomme sacked by Nick Barnett for -11 yards. Penalty on Nick Barnett: Face Mask (15 Yards), 15 yards",1.690,3.450
2,10:55,1,10,GNB 32,3,0,"Stephen Davis right end for 2 yards (tackle by Nick Barnett and Darren Sharper). Penalty on Muhsin Muhammad: Illegal Motion, 5 yards (no play)",3.450,3.120
2,10:36,1,15,GNB 37,3,0,Stephen Davis left guard for 3 yards (tackle by Cullen Jenkins),3.120,2.630
2,9:55,2,12,GNB 34,3,0,Jake Delhomme pass complete to Ricky Proehl for 22 yards (tackle by Mark Roman),2.630,4.780
2,9:21,1,10,GNB 12,3,0,DeShaun Foster left guard for 3 yards (tackle by Nick Barnett),4.780,4.640
2,8:37,2,7,GNB 9,3,0,Jake Delhomme pass complete to Steve Smith for 8 yards (tackle by Mark Roman),4.640,6.970
2,7:52,1,1,GNB 1,3,6,"Jake Delhomme pass complete to Brad Hoover for 1 yard, touchdown",6.970,7.000
2,,,,GNB 2,3,7,John Kasay kicks extra point good,0.000,0.000
2,,,,CAR 30,3,7,"John Kasay kicks off 59 yards, returned by Najeh Davenport for 17 yards (tackle by Rod Smart)",0.000,0.810
2,7:39,1,10,GNB 28,3,7,Ahman Green right tackle for no gain (tackle by Kris Jenkins),0.810,0.260
2,7:04,2,10,GNB 28,3,7,Brett Favre pass complete to David Martin for 13 yards (tackle by Colin Branch),0.260,1.660
2,6:42,1,10,GNB 41,3,7,Ahman Green right guard for 2 yards (tackle by Mark Fields),1.660,1.390
2,6:05,2,8,GNB 43,3,7,Brett Favre pass complete to Tony Fisher for 7 yards (tackle by Colin Branch),1.390,1.620
2,5:31,3,1,CAR 50,3,7,Ahman Green right end for 5 yards (tackle by Mark Fields),1.620,2.590
2,4:51,1,10,CAR 45,3,7,Brett Favre pass incomplete intended for Donald Driver,2.590,2.040
2,4:44,2,10,CAR 45,3,7,Brett Favre pass complete to Javon Walker for 24 yards,2.040,4.170
2,4:30,1,10,CAR 21,3,7,Ahman Green up the middle for 2 yards (tackle by Mark Fields),4.170,3.900
2,3:47,2,8,CAR 19,3,7,"Brett Favre pass complete to Donald Driver for 8 yards (tackle by Mark Fields). Penalty on Chris Gamble: Face Mask (5 Yards), 5 yards",3.900,5.830
2,3:30,1,6,CAR 6,9,7,"Ahman Green right guard for 6 yards, touchdown",5.830,7.000
2,,,,CAR 2,10,7,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,GNB 30,10,7,"Ryan Longwell kicks off 67 yards, returned by Rod Smart for 24 yards (tackle by James Whitley)",0.000,0.740
2,3:19,1,10,CAR 27,10,7,Jake Delhomme pass incomplete intended for Steve Smith,0.740,0.200
2,3:14,2,10,CAR 27,10,7,Jake Delhomme pass complete to Steve Smith for 15 yards (tackle by Al Harris),0.200,1.730
2,2:35,1,10,CAR 42,10,7,Jake Delhomme pass incomplete intended for Muhsin Muhammad (defended by Michael Hawthorne),1.730,1.190
2,2:28,2,10,CAR 42,10,7,Stephen Davis left end for 4 yards (tackle by Corey Williams and Hannibal Navies),1.190,1.030
2,2:00,3,6,CAR 46,10,7,"Penalty on DeShaun Foster: False Start, 5 yards (no play)",1.030,0.370
2,2:00,3,11,CAR 41,10,7,Jake Delhomme pass complete to Steve Smith for 13 yards (tackle by Al Harris),0.370,2.520
2,1:25,1,10,GNB 46,10,7,"Jake Delhomme pass incomplete intended for Brad Hoover. Penalty on Jake Delhomme: Intentional Grounding, 14 yards",2.520,0.090
2,1:20,2,24,CAR 40,10,7,Jake Delhomme pass complete to Kris Mangum for 15 yards (tackle by Mark Roman),0.090,1.420
2,1:09,,,,10,7,Timeout #2 by Carolina Panthers,0.000,1.420
2,1:09,3,9,GNB 45,10,7,Jake Delhomme pass incomplete intended for Ricky Proehl,1.420,0.270
2,1:06,4,9,GNB 45,10,7,"Todd Sauerbrun punts 26 yards, fair catch by Antonio Chatman. Penalty on Ahmad Carroll: Offensive Holding, 9 yards",0.270,0.380
2,0:58,1,10,GNB 10,10,7,Ahman Green right tackle for 4 yards (tackle by Brian L. Allen),-0.380,-0.460
2,0:17,2,6,GNB 14,10,7,Brett Favre kneels for -1 yards,-0.460,-1.070
Quarter,Time,Down,ToGo,Location,GNB,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,10,7,"Ryan Longwell kicks off 58 yards, returned by DeShaun Foster for 14 yards (tackle by Robert Ferguson)",0.000,0.670
3,14:55,1,10,CAR 26,10,7,Jake Delhomme pass complete to Muhsin Muhammad for 9 yards (tackle by Darren Sharper),0.670,1.350
3,14:18,2,1,CAR 35,10,7,"Jake Delhomme for no gain. Jake Delhomme fumbles, recovered by Aaron Kampman at CAR-34 and returned for 3 yards (tackle by Steve Smith)",1.350,-3.510
3,14:11,1,10,CAR 31,10,7,Brett Favre pass incomplete intended for Donald Driver,3.510,2.970
3,14:03,2,10,CAR 31,10,7,Brett Favre pass incomplete intended for Ahman Green (defended by Mike Rucker),2.970,2.280
3,13:59,3,10,CAR 31,10,7,Brett Favre pass complete to Donald Driver for 15 yards (tackle by Colin Branch),2.280,4.510
3,13:20,1,10,CAR 16,10,7,Ahman Green right tackle for 3 yards (tackle by Mike Minter and Brentson Buckner),4.510,4.390
3,12:34,2,7,CAR 13,10,7,Ahman Green left end for 4 yards (tackle by Dan Morgan),4.390,4.390
3,11:50,3,3,CAR 9,10,7,"Brett Favre pass complete to Robert Ferguson for 9 yards. Penalty on Robert Ferguson: Offensive Pass Interference, 10 yards (no play)",4.390,2.850
3,11:43,,,,10,7,Timeout #1 by Green Bay Packers,0.000,2.850
3,11:43,3,13,CAR 19,10,7,Brett Favre pass complete to Donald Driver for 16 yards (tackle by Artrell Hawkins),2.850,6.510
3,11:03,1,3,CAR 3,16,7,"Ahman Green up the middle for 3 yards, touchdown",6.510,7.000
3,,,,CAR 2,17,7,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,GNB 30,17,7,"Ryan Longwell kicks off 62 yards, returned by Rod Smart for 25 yards (tackle by Joey Thomas)",0.000,1.140
3,10:52,1,10,CAR 33,17,7,Jake Delhomme pass complete to DeShaun Foster for 1 yard (tackle by Hannibal Navies),1.140,0.730
3,10:14,2,9,CAR 34,17,7,Jake Delhomme pass incomplete intended for Ricky Proehl,0.730,0.040
3,10:08,3,9,CAR 34,17,7,Jake Delhomme pass complete to Ricky Proehl for 34 yards (tackle by Mark Roman),0.040,3.450
3,9:19,1,10,GNB 32,17,7,Jake Delhomme pass complete to Steve Smith for 4 yards (tackle by Al Harris),3.450,3.440
3,8:52,2,6,GNB 28,17,7,Stephen Davis right guard for no gain (tackle by Aaron Kampman),3.440,2.740
3,8:09,3,6,GNB 28,17,7,Jake Delhomme pass incomplete intended for Steve Smith is intercepted by Nick Barnett at GNB-17 and returned for 16 yards (tackle by Steve Smith),2.740,-1.140
3,8:00,1,10,GNB 33,17,7,Ahman Green up the middle for 8 yards (tackle by Ricky Manning),1.140,1.670
3,7:29,2,2,GNB 41,17,7,Brett Favre pass complete to Bubba Franks for 13 yards (tackle by Mike Minter),1.670,2.520
3,6:47,1,10,CAR 46,17,7,Ahman Green left end for 12 yards (tackle by Colin Branch and Mike Minter),2.520,3.310
3,6:07,1,10,CAR 34,17,7,Tony Fisher right tackle for 7 yards (tackle by Colin Branch and Mike Minter),3.310,3.720
3,5:25,2,3,CAR 27,17,7,Tony Fisher right guard for 1 yard (tackle by Will Witherspoon),3.720,3.140
3,4:46,3,2,CAR 26,17,7,Brett Favre pass complete to William Henderson for 9 yards (tackle by Mark Fields),3.140,4.440
3,4:08,1,10,CAR 17,17,7,Ahman Green left tackle for 4 yards (tackle by Kemp Rasmussen),4.440,4.500
3,3:32,2,6,CAR 13,17,7,Ahman Green left guard for 9 yards (tackle by Mike Minter and Dan Morgan),4.500,6.280
3,2:51,1,4,CAR 4,17,7,Brett Favre pass incomplete intended for Robert Ferguson,6.280,5.340
3,2:47,2,4,CAR 4,17,7,Tony Fisher left guard for 1 yard (tackle by Will Witherspoon),5.340,4.720
3,2:06,,,,17,7,Timeout #2 by Green Bay Packers,0.000,4.720
3,2:06,3,3,CAR 3,23,7,"Brett Favre pass complete to Ahman Green for 3 yards, touchdown. Penalty on Mark Fields: Defensive Holding (Declined)",4.720,7.000
3,,,,CAR 2,24,7,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,GNB 30,24,7,"Ryan Longwell kicks off 62 yards, returned by Rod Smart for 25 yards (tackle by David Martin). Rod Smart fumbles (forced by David Martin), recovered by Brandon Short at CAR-33",0.000,1.140
3,1:49,1,10,CAR 33,24,7,Stephen Davis left end for 3 yards (tackle by Na'il Diggs and Darren Sharper),1.140,1.000
3,1:09,2,7,CAR 36,24,7,"Penalty on Tutan Reyes: False Start, 5 yards (no play)",1.000,0.320
3,0:47,2,12,CAR 31,24,7,Jake Delhomme pass incomplete intended for Kris Mangum,0.320,-0.360
3,0:42,3,12,CAR 31,24,7,Jake Delhomme sacked by Hannibal Navies and Mark Roman for -11 yards,-0.360,-2.030
3,0:19,4,23,CAR 20,24,7,"Todd Sauerbrun punts 47 yards, returned by Antonio Chatman for 16 yards (tackle by Nick Goings)",-2.030,-2.190
3,0:04,1,10,GNB 49,24,7,Ahman Green right tackle for 2 yards (tackle by Brandon Short),2.190,1.920
Quarter,Time,Down,ToGo,Location,GNB,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,CAR 49,24,7,Brett Favre pass complete to Bubba Franks for 14 yards (tackle by Mike Minter),1.920,3.250
4,14:19,1,10,CAR 35,24,7,Ahman Green right guard for 6 yards (tackle by Dan Morgan),3.250,3.510
4,13:41,2,4,CAR 29,24,7,Tony Fisher right guard for 4 yards (tackle by Brandon Short),3.510,3.910
4,13:00,1,10,CAR 25,24,7,Tony Fisher up the middle for no gain (tackle by Kris Jenkins),3.910,3.360
4,12:18,2,10,CAR 25,24,7,"Brett Favre pass complete to Tony Fisher for 8 yards (tackle by Mike Rucker). Penalty on Javon Walker: Offensive Pass Interference, 10 yards, Penalty on Marco Rivera: Ineligible Downfield Pass (Declined), Penalty on Mike Wahle: Ineligible Downfield Pass (Declined) (no play)",3.360,2.010
4,11:51,2,20,CAR 35,24,7,Brett Favre sacked by Kris Jenkins for -9 yards,2.010,0.170
4,11:19,3,29,CAR 44,24,7,Brett Favre pass complete to Ahman Green for -6 yards (tackle by Will Witherspoon),0.170,-0.060
4,10:50,4,35,CAR 50,24,7,Bryan Barker punts 25 yards,-0.060,-0.610
4,10:41,1,10,CAR 25,24,7,Jake Delhomme pass incomplete intended for Kris Mangum,0.610,0.060
4,10:37,2,10,CAR 25,24,7,Jake Delhomme pass complete to Muhsin Muhammad for 8 yards (tackle by Na'il Diggs),0.060,0.430
4,10:10,3,2,CAR 33,24,7,Jake Delhomme pass incomplete intended for Muhsin Muhammad,0.430,-1.180
4,10:05,4,2,CAR 33,24,7,"Todd Sauerbrun punts 54 yards, returned by Antonio Chatman for 3 yards (tackle by Brad Hoover). Penalty on Joey Thomas: Illegal Block Above the Waist, 8 yards",-1.180,0.380
4,9:54,1,10,GNB 8,24,7,Ahman Green left guard for 5 yards (tackle by Mike Rucker),-0.380,-0.410
4,9:15,2,5,GNB 13,24,7,Ahman Green right end for 4 yards (tackle by Julius Peppers),-0.410,-0.370
4,8:28,3,1,GNB 17,24,7,Tony Fisher right guard for 2 yards (tackle by Dan Morgan),-0.370,0.150
4,7:46,1,10,GNB 19,24,7,Brett Favre pass complete to William Henderson for -2 yards (tackle by Brandon Short),0.150,-0.720
4,7:03,2,12,GNB 17,24,7,Tony Fisher left guard for 7 yards (tackle by Mike Minter),-0.720,-0.420
4,6:18,3,5,GNB 24,24,7,Ahman Green left tackle for no gain (tackle by Dan Morgan),-0.420,-1.770
4,5:38,4,5,GNB 24,24,7,Bryan Barker punts 32 yards,-1.770,-1.860
4,5:32,1,10,CAR 44,24,7,Jake Delhomme pass complete to DeShaun Foster for 6 yards (tackle by Na'il Diggs),1.860,2.130
4,5:20,2,4,CAR 50,24,7,Jake Delhomme pass complete to Steve Smith for 11 yards (tackle by Hannibal Navies),2.130,2.980
4,5:01,1,10,GNB 39,24,7,Jake Delhomme pass complete to Steve Smith for 9 yards (tackle by Hannibal Navies),2.980,3.660
4,4:52,,,,24,7,Timeout #1 by Carolina Panthers,0.000,3.660
4,4:52,2,1,GNB 30,24,13,"Jake Delhomme pass complete to Muhsin Muhammad for 30 yards, touchdown",3.660,7.000
4,,,,GNB 2,24,14,John Kasay kicks extra point good,0.000,0.000
4,,,,CAR 30,24,14,"Todd Sauerbrun kicks onside 13 yards, recovered by Darren Sharper",0.000,2.720
4,4:45,1,10,CAR 43,24,14,Ahman Green left guard for 2 yards (tackle by Julius Peppers),2.720,2.450
4,4:40,,,,24,14,Timeout #2 by Carolina Panthers,0.000,2.450
4,4:40,2,8,CAR 41,24,14,Ahman Green right end for -4 yards (tackle by Dan Morgan),2.450,1.220
4,4:34,,,,24,14,Timeout #3 by Carolina Panthers,0.000,1.220
4,4:34,3,12,CAR 45,24,14,Brett Favre pass complete to Javon Walker for 13 yards (tackle by Chris Gamble),1.220,3.450
4,3:58,1,10,CAR 32,24,14,"Penalty on Chad Clifton: False Start, 5 yards (no play)",3.450,3.120
4,3:57,1,15,CAR 37,24,14,Ahman Green left end for no gain (tackle by Dan Morgan and Brandon Short),3.120,2.230
4,3:57,2,15,CAR 37,24,14,"Penalty on Robert Ferguson: False Start, 5 yards (no play)",2.230,1.550
4,3:12,2,20,CAR 42,24,14,Ahman Green left guard for 3 yards (tackle by Mike Rucker),1.550,1.290
4,2:28,3,17,CAR 39,24,14,Tony Fisher right tackle for 4 yards (tackle by Will Witherspoon),1.290,0.970
4,2:00,4,13,CAR 35,24,14,Bryan Barker punts 18 yards,0.970,0.060
4,1:47,1,10,CAR 17,24,14,DeShaun Foster up the middle for 1 yard (tackle by Cullen Jenkins and Nick Barnett),-0.060,-0.420
4,1:20,2,9,CAR 18,24,14,Jake Delhomme pass incomplete intended for Michael Gaines (defended by Bhawoh Jue),-0.420,-1.130
4,1:15,3,9,CAR 18,24,14,Jake Delhomme pass complete to Karl Hankton for 20 yards (tackle by Nick Barnett),-1.130,1.470
4,0:53,1,10,CAR 38,24,14,Jake Delhomme pass complete to Karl Hankton for 5 yards (tackle by Al Harris),1.470,1.600
4,0:48,2,5,CAR 43,24,14,Jake Delhomme pass complete to DeShaun Foster for 7 yards (tackle by Mark Roman),1.600,2.260
4,0:24,1,10,CAR 50,24,14,Jake Delhomme pass incomplete intended for Michael Gaines (defended by Bhawoh Jue),2.260,1.710
4,0:17,2,10,CAR 50,24,14,Jake Delhomme pass complete to Rod Smart for 5 yards (tackle by Nick Barnett),1.710,1.690
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
