Quarter,Time,Down,ToGo,Location,KAN,NWE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss, Patriots to receive the opening kickoff.",,
1,15:00,,,KAN 30,0,0,"Nick Novak kicks off 67 yards, returned by Ellis Hobbs for 19 yards (tackle by Erik Walden)",0.000,0.410
1,14:54,1,10,NWE 22,0,0,Tom Brady pass complete short right to David Thomas for 6 yards (tackle by Pat Thomas),0.410,0.680
1,14:27,2,4,NWE 28,0,0,Tom Brady pass complete short left to Wes Welker for 10 yards (tackle by Brandon Flowers),0.680,1.470
1,13:53,1,10,NWE 38,0,0,Tom Brady pass incomplete short middle intended for Wes Welker,1.470,0.920
1,13:50,2,10,NWE 38,0,0,Tom Brady pass complete short middle to Randy Moss for 7 yards (tackle by Demorrio Williams),0.920,1.160
1,13:09,3,3,NWE 45,0,0,Tom Brady pass incomplete short left intended for Wes Welker,1.160,-0.390
1,13:05,4,3,NWE 45,0,0,"Chris Hanson punts 29 yards, fair catch by B.J. Sams. Penalty on Brandon Flowers: Running Into the Kicker, 5 yards (no play)",-0.390,2.260
1,12:58,1,10,,0,0,Tom Brady pass complete short left to Wes Welker for 12 yards (tackle by Pat Thomas),2.260,3.050
1,12:23,1,10,KAN 38,0,0,Tom Brady pass incomplete deep left intended for Jabar Gaffney,3.050,2.510
1,12:18,2,10,KAN 38,0,0,"Tom Brady pass complete short right to Wes Welker for -2 yards (tackle by Patrick Surtain). Wes Welker fumbles (forced by Patrick Surtain), recovered by Jarrad Page at KAN-40 (tackle by Randy Moss)",2.510,-2.130
1,12:11,1,10,KAN 48,0,0,Larry Johnson up the middle for 2 yards (tackle by Vince Wilfork and Ty Warren),2.130,1.850
1,11:35,2,8,,0,0,Brodie Croyle pass complete short left to Jamaal Charles for 4 yards (tackle by James Sanders),1.850,1.680
1,11:06,3,4,NWE 46,0,0,Brodie Croyle pass incomplete short right intended for Jeff Webb,1.680,0.200
1,11:01,4,4,NWE 46,0,0,Dustin Colquitt punts 30 yards,0.200,0.140
1,10:52,1,10,NWE 16,0,0,Laurence Maroney right guard for 4 yards (tackle by Brandon Flowers and Pat Thomas),-0.140,0.010
1,10:16,2,6,NWE 20,0,0,Laurence Maroney right tackle for 9 yards (tackle by Bernard Pollard),0.010,0.870
1,9:40,1,10,NWE 29,0,0,Tom Brady pass complete short right to Randy Moss for 17 yards (tackle by Patrick Surtain),0.870,1.990
1,9:03,1,10,NWE 46,0,0,Laurence Maroney right guard for 9 yards (tackle by Bernard Pollard and Tamba Hali),1.990,2.670
1,8:22,2,1,KAN 45,0,0,Tom Brady pass incomplete short right intended for Kelley Washington,2.670,1.950
1,8:17,3,1,KAN 45,0,0,Heath Evans up the middle for 3 yards (tackle by Donnie Edwards and Jarrad Page),1.950,2.790
1,7:38,1,10,KAN 42,0,0,"Tom Brady pass complete deep right to Randy Moss for 26 yards. Randy Moss fumbles, recovered by Brandon Carr at KAN-16 (tackle by Randy Moss)",2.790,0.140
1,7:27,1,10,KAN 16,0,0,Jamaal Charles right tackle for 7 yards (tackle by Jerod Mayo),-0.140,0.420
1,6:56,2,3,KAN 23,0,0,Larry Johnson left guard for 6 yards (tackle by Jerod Mayo and Rodney Harrison),0.420,0.870
1,6:19,1,10,KAN 29,0,0,"Larry Johnson right tackle for 5 yards (tackle by Jerod Mayo and Rodney Harrison). Penalty on Mike Cox: Offensive Holding, 10 yards (no play)",0.870,0.110
1,5:45,1,20,KAN 19,0,0,Jamaal Charles right end for 11 yards (tackle by Lewis Sanders and Rodney Harrison),0.110,0.460
1,5:07,2,9,KAN 30,0,0,Larry Johnson left guard for 4 yards (tackle by Tedy Bruschi and Rodney Harrison),0.460,0.300
1,4:23,3,5,KAN 34,0,0,Brodie Croyle pass complete short right to Tony Gonzalez for 8 yards (tackle by Jerod Mayo),0.300,1.730
1,3:42,1,10,KAN 42,0,0,Larry Johnson right guard for no gain (tackle by Vince Wilfork and Tedy Bruschi),1.730,1.190
1,3:04,2,10,KAN 42,0,0,Brodie Croyle pass complete short left to Larry Johnson for 12 yards (tackle by Ellis Hobbs),1.190,2.520
1,2:33,1,10,NWE 46,0,0,Larry Johnson left tackle for 3 yards (tackle by Jarvis Green and Tedy Bruschi),2.520,2.380
1,1:55,2,7,NWE 43,0,0,Brodie Croyle pass incomplete short left intended for Mike Cox (defended by Mike Vrabel),2.380,1.680
1,1:51,3,7,NWE 43,0,0,Brodie Croyle pass incomplete short left intended for Jamaal Charles,1.680,0.400
1,1:47,4,7,NWE 43,0,0,Dustin Colquitt punts 41 yards,0.400,0.380
1,1:36,1,10,NWE 2,0,0,Sammy Morris up the middle for -1 yards (tackle by Tank Tyler),-0.380,-0.850
1,0:58,2,11,NWE 1,0,0,Sammy Morris left guard for no gain (tackle by Turk McBride and Glenn Dorsey),-0.850,-1.540
1,0:21,,,,0,0,Timeout #1 by Kansas City Chiefs,0.000,-1.540
1,0:21,3,11,NWE 1,0,0,Matt Cassel pass complete deep right to Randy Moss for 51 yards (tackle by Patrick Surtain),-1.540,2.390
Quarter,Time,Down,ToGo,Location,KAN,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,KAN 48,0,0,Sammy Morris left end for 9 yards (tackle by Brandon Carr),2.390,3.060
2,14:35,2,1,KAN 39,0,0,Matt Cassel pass complete short right to Kelley Washington for 3 yards (tackle by Patrick Surtain),3.060,3.180
2,13:59,1,10,KAN 36,0,0,Matt Cassel pass complete short right to Sammy Morris for 2 yards (tackle by Alfonso Boone),3.180,2.910
2,13:17,2,8,KAN 34,0,0,Sammy Morris up the middle for 22 yards (tackle by Jarrad Page),2.910,4.780
2,12:43,1,10,KAN 12,0,0,Matt Cassel pass complete short left to Sammy Morris for 7 yards (tackle by Bernard Pollard),4.780,5.410
2,12:17,2,3,KAN 5,0,0,"Sammy Morris left guard for 1 yard (tackle by Ron Edwards). Penalty on David Thomas: False Start, 5 yards (no play)",5.410,4.450
2,11:53,,,,0,0,Timeout #1 by New England Patriots,0.000,4.450
2,11:53,2,8,KAN 10,0,0,Matt Cassel pass incomplete short left intended for David Thomas,4.450,3.480
2,11:49,3,8,KAN 10,0,6,"Matt Cassel pass complete short middle to Randy Moss for 10 yards, touchdown",3.480,7.000
2,,,,KAN 2,0,7,Stephen Gostkowski kicks extra point good,0.000,0.000
2,,,,NWE 30,0,7,"Stephen Gostkowski kicks off 75 yards, returned by B.J. Sams for 31 yards (tackle by Kelley Washington)",0.000,0.670
2,11:39,1,10,KAN 26,0,7,Larry Johnson left guard for 3 yards (tackle by Rodney Harrison and Vince Wilfork),0.670,0.540
2,10:59,2,7,KAN 29,0,7,Larry Johnson up the middle for 4 yards (tackle by Vince Wilfork and Tedy Bruschi),0.540,0.370
2,10:15,3,3,KAN 33,0,7,Brodie Croyle pass complete short right to Jamaal Charles for 2 yards (tackle by Rodney Harrison),0.370,-1.040
2,9:59,4,1,KAN 35,0,7,"Dustin Colquitt punts 50 yards, returned by Deltha O'Neal for no gain",-1.040,0.220
2,9:51,1,10,NWE 15,0,7,LaMont Jordan up the middle for 5 yards (tackle by Tank Tyler and Bernard Pollard),-0.220,0.080
2,9:16,2,5,NWE 20,0,7,LaMont Jordan right guard for 1 yard (tackle by Demorrio Williams and Tamba Hali),0.080,-0.630
2,8:35,3,4,NWE 21,0,7,Matt Cassel pass incomplete deep right intended for Randy Moss,-0.630,-1.960
2,8:30,4,4,NWE 21,0,7,Chris Hanson punts 70 yards,-1.960,0.380
2,8:15,1,10,KAN 9,0,7,Brodie Croyle pass incomplete short left intended for Dwayne Bowe,-0.380,-0.780
2,8:11,2,10,KAN 9,0,7,Brodie Croyle pass complete short right to Dwayne Bowe for 9 yards (tackle by Brandon Meriweather),-0.780,-0.370
2,7:41,,,,0,7,Timeout #2 by Kansas City Chiefs,0.000,-0.370
2,7:41,3,1,KAN 18,0,7,Brodie Croyle pass incomplete short right intended for Dwayne Bowe,-0.370,-2.240
2,7:35,4,1,KAN 18,0,7,"Dustin Colquitt punts 42 yards, fair catch by Deltha O'Neal",-2.240,-1.600
2,7:28,1,10,NWE 40,0,7,Matt Cassel sacked by Alfonso Boone for -8 yards,1.600,-0.030
2,6:56,2,18,NWE 32,0,7,Matt Cassel pass complete short middle to Sammy Morris for 11 yards (tackle by Jarrad Page),-0.030,0.760
2,6:14,3,7,NWE 43,0,7,Matt Cassel pass incomplete short right intended for Wes Welker (defended by Patrick Surtain),0.760,-0.520
2,6:09,4,7,NWE 43,0,7,"Chris Hanson punts 37 yards, returned by B.J. Sams for 7 yards (tackle by Raymond Ventrone)",-0.520,-0.740
2,6:00,1,10,KAN 27,0,7,Larry Johnson right guard for 3 yards (tackle by Mike Wright and Mike Vrabel),0.740,0.600
2,5:20,2,7,KAN 30,0,7,Larry Johnson right guard for 2 yards (tackle by Jerod Mayo and Tedy Bruschi),0.600,0.170
2,4:38,3,5,KAN 32,0,7,Brodie Croyle pass complete short right to Tony Gonzalez for 6 yards (tackle by Adalius Thomas),0.170,1.470
2,3:54,1,10,KAN 38,0,7,Brodie Croyle pass incomplete short left intended for Dwayne Bowe,1.470,0.920
2,3:52,2,10,KAN 38,0,7,Brodie Croyle pass complete short left to Tony Gonzalez for 9 yards (tackle by Ellis Hobbs),0.920,1.420
2,3:08,3,1,KAN 47,0,7,Larry Johnson up the middle for 2 yards (tackle by Ty Warren and Tedy Bruschi),1.420,2.190
2,2:30,1,10,KAN 49,0,7,Larry Johnson right guard for 2 yards (tackle by Mike Vrabel and Tedy Bruschi),2.190,1.920
