Quarter,Time,Tm,Detail,KAN,NWE
2.0,11:45,Patriots,Randy Moss 10 yard pass from Matt Cassel (Stephen Gostkowski kick),0,7
,0:17,Chiefs,Nick Novak 40 yard field goal,3,7
3.0,3:01,Patriots,Sammy Morris 5 yard rush (Stephen Gostkowski kick),3,14
4.0,13:06,Chiefs,Dwayne Bowe 13 yard pass from Damon Huard (Nick Novak kick),10,14
,2:26,Patriots,Stephen Gostkowski 37 yard field goal,10,17
