Quarter,Time,Down,ToGo,Location,SEA,PHI,Detail,EPB,EPA
2,12:34,1,10,PHI 7,14,0,Mike McMahon pass complete to L.J. Smith for 27 yards (tackle by Marquand Manuel),-0.380,1.200
2,11:47,1,10,PHI 34,14,0,Mike McMahon pass incomplete intended for Greg Lewis (defended by Marcus Trufant),1.200,0.660
2,11:39,2,10,PHI 34,20,0,"Mike McMahon pass incomplete intended for L.J. Smith is intercepted by Lofa Tatupu at PHI-38 and returned for 38 yards, touchdown",0.660,-7.000
2,,,,PHI 2,21,0,Josh Brown kicks extra point good,0.000,0.000
2,,,,SEA 30,21,0,"Josh Brown kicks off 58 yards, returned by Dexter Wynn for 16 yards (tackle by Cornelius Wortham)",0.000,0.810
2,11:25,1,10,PHI 28,21,0,Brian Westbrook right end for 2 yards (tackle by Lofa Tatupu),0.810,0.530
2,10:45,2,8,PHI 30,21,0,Mike McMahon for 4 yards (tackle by Chartric Darby),0.530,0.370
2,10:10,3,4,PHI 34,21,0,Mike McMahon pass complete to Brian Westbrook for 10 yards (tackle by Lofa Tatupu and LeRoy Hill),0.370,1.860
2,9:33,1,10,PHI 44,21,0,Brian Westbrook right tackle for 2 yards (tackle by Lofa Tatupu),1.860,1.590
2,8:56,2,8,PHI 46,21,0,Mike McMahon pass incomplete intended for Billy McMullen (defended by Lofa Tatupu),1.590,0.890
2,8:51,3,8,PHI 46,21,0,Mike McMahon sacked by LeRoy Hill for -8 yards,0.890,-0.850
2,8:39,4,16,PHI 38,21,0,"Sean Landeta punts 37 yards, returned by Jimmy Williams for 8 yards (tackle by Mark Simoneau). Penalty on Etric Pruitt: Defensive Offside (Declined)",-0.850,-1.140
2,8:28,1,10,SEA 33,21,0,"Shaun Alexander right end for no gain (tackle by Roderick Hood). Penalty on Juqua Thomas: Face Mask (5 Yards), 5 yards",1.140,1.870
2,8:12,1,5,SEA 38,21,0,Shaun Alexander for 1 yard (tackle by Sam Rayburn),1.870,1.400
2,7:34,2,4,SEA 39,21,0,Shaun Alexander right guard for 6 yards (tackle by Juqua Thomas),1.400,1.930
2,6:57,1,10,SEA 45,21,0,Shaun Alexander left end for -1 yards (tackle by Jeremiah Trotter and Michael Lewis),1.930,1.250
2,6:13,2,11,SEA 44,21,0,Shaun Alexander for 3 yards (tackle by Roderick Hood),1.250,0.960
2,5:40,3,8,SEA 47,21,0,Matt Hasselbeck pass incomplete intended for Joe Jurevicius (defended by Sheldon Brown),0.960,-0.260
2,5:35,4,8,SEA 47,21,0,"Tom Rouen punts 48 yards, returned by Reno Mahe for 21 yards (tackle by Jordan Babineaux). Penalty on Ryan Moats: Offensive Holding, 8 yards",-0.260,0.380
2,5:24,1,10,PHI 8,21,0,Koy Detmer for 6 yards (tackle by Joe Tafoya and Chartric Darby),-0.380,-0.320
2,5:20,2,4,PHI 14,21,0,Koy Detmer pass incomplete intended for L.J. Smith is intercepted by Michael Boulware at PHI-34 and returned for 32 yards,-0.320,-6.740
2,4:39,1,2,PHI 2,27,0,"Shaun Alexander left tackle for 2 yards, touchdown",6.740,7.000
2,,,,PHI 2,28,0,Josh Brown kicks extra point good,0.000,0.000
2,,,,SEA 30,28,0,"Josh Brown kicks off 60 yards, returned by Dexter Wynn for 24 yards (tackle by Josh Scobey)",0.000,1.200
2,4:27,1,10,PHI 34,28,0,Koy Detmer pass complete to Brian Westbrook for 7 yards (tackle by Lofa Tatupu),1.200,1.600
2,3:53,2,3,PHI 41,28,0,Koy Detmer pass incomplete intended for Brian Westbrook (defended by Bryce Fisher),1.600,0.890
2,3:50,3,3,PHI 41,28,0,Koy Detmer pass complete to Brian Westbrook for 2 yards (tackle by Lofa Tatupu),0.890,-0.520
2,3:24,4,1,PHI 43,28,0,Koy Detmer up the middle for 1 yard (tackle by Chartric Darby),-0.520,1.860
2,2:44,1,10,PHI 44,28,0,Koy Detmer pass incomplete intended for Brian Westbrook,1.860,1.320
2,2:39,2,10,PHI 44,28,0,Koy Detmer pass complete to Brian Westbrook for 9 yards (tackle by Marquand Manuel),1.320,1.820
2,2:04,3,1,SEA 47,28,0,Brian Westbrook right guard for no gain (tackle by LeRoy Hill),1.820,0.130
2,2:00,4,1,SEA 47,28,0,Brian Westbrook up the middle for no gain (tackle by Marquand Manuel),0.130,-2.060
2,1:49,1,10,SEA 47,28,0,Matt Hasselbeck pass complete to Bobby Engram for 10 yards (tackle by Sheldon Brown),2.060,2.720
2,1:23,1,10,PHI 43,28,0,Shaun Alexander up the middle for -2 yards (tackle by Jevon Kearse),2.720,1.910
2,0:54,2,12,PHI 45,28,0,Matt Hasselbeck pass complete to D.J. Hackett for 42 yards (tackle by Michael Lewis),1.910,6.510
2,0:39,,,,28,0,Timeout #1 by Seattle Seahawks,0.000,6.510
2,0:38,1,3,PHI 3,28,0,"Shaun Alexander up the middle for no gain (tackle by Darwin Walker). Penalty on Darwin Walker: Defensive Offside, 2 yards (no play)",6.510,6.970
2,0:33,1,1,PHI 1,34,0,"Shaun Alexander left end for 1 yard, touchdown",6.970,7.000
2,,,,PHI 2,35,0,Josh Brown kicks extra point good,0.000,0.000
2,,,,SEA 30,35,0,"Josh Brown kicks off 60 yards, returned by Dexter Wynn for 17 yards (tackle by Jordan Babineaux)",0.000,0.740
2,0:23,1,10,PHI 27,35,0,Koy Detmer pass incomplete intended for L.J. Smith,0.740,0.200
2,0:16,2,10,PHI 27,35,0,Brian Westbrook up the middle for 3 yards (tackle by Grant Wistrom),0.200,-0.100
Quarter,Time,Down,ToGo,Location,SEA,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 30,35,0,"Josh Brown kicks off 56 yards, returned by Dexter Wynn for 15 yards (tackle by Maurice Morris)",0.000,0.870
3,14:55,1,10,PHI 29,41,0,"Ryan Moats up the middle for -3 yards (tackle by LeRoy Hill). Ryan Moats fumbles (forced by LeRoy Hill), recovered by Andre Dyson at PHI-25 and returned for 25 yards, touchdown",0.870,-7.000
3,,,,PHI 2,42,0,Josh Brown kicks extra point good,0.000,0.000
3,,,,SEA 30,42,0,"Josh Brown kicks off 51 yards, returned by Dexter Wynn for 4 yards (tackle by Kevin Bentley)",0.000,0.480
3,14:29,1,10,PHI 23,42,0,Ryan Moats left tackle for 9 yards (tackle by Rocky Bernard),0.480,1.150
3,14:01,2,1,PHI 32,42,0,Ryan Moats right end for 2 yards (tackle by Jordan Babineaux),1.150,1.200
3,13:22,1,10,PHI 34,42,0,Koy Detmer pass incomplete intended for Reggie Brown (defended by Jimmy Williams),1.200,0.660
3,13:16,2,10,PHI 34,42,0,Koy Detmer pass incomplete intended for Ryan Moats,0.660,-0.030
3,13:09,3,10,PHI 34,42,0,Koy Detmer sacked by Bryce Fisher and LeRoy Hill for -1 yards,-0.030,-1.180
3,12:49,4,11,PHI 33,42,0,"Sean Landeta punts 35 yards, returned by Jimmy Williams for 8 yards (tackle by Darnerien McCants)",-1.180,-1.600
3,12:40,1,10,SEA 40,42,0,Maurice Morris right end for 3 yards (tackle by Sheldon Brown),1.600,1.460
3,12:01,2,7,SEA 43,42,0,Maurice Morris left end for -2 yards (tackle by Trent Cole),1.460,0.500
3,11:45,3,9,SEA 41,42,0,Mack Strong left guard for no gain (tackle by Jeremiah Trotter),0.500,-0.650
3,11:20,4,9,SEA 41,42,0,Tom Rouen punts 36 yards,-0.650,-0.540
3,10:40,1,10,PHI 24,42,0,Koy Detmer pass complete to Reno Mahe for 3 yards (tackle by LeRoy Hill),0.540,0.400
3,9:51,2,7,PHI 27,42,0,"Penalty on Jon Runyan: False Start, 5 yards (no play)",0.400,-0.270
3,9:51,2,12,PHI 22,42,0,Reno Mahe left tackle for 2 yards (tackle by Marcus Tubbs),-0.270,-0.690
3,9:14,3,10,PHI 24,42,0,Koy Detmer pass complete to L.J. Smith for 19 yards (tackle by Marcus Trufant),-0.690,1.800
3,8:38,1,10,PHI 43,42,0,Ryan Moats left end for 2 yards (tackle by Chartric Darby),1.800,1.520
3,7:57,2,8,PHI 45,42,0,Koy Detmer pass incomplete intended for L.J. Smith,1.520,0.830
3,7:52,3,8,PHI 45,42,0,Koy Detmer pass incomplete intended for Billy McMullen,0.830,-0.390
3,7:42,4,8,PHI 45,42,0,"Sean Landeta punts 38 yards, returned by Jimmy Williams for 9 yards (tackle by Quintin Mikell)",-0.390,-0.670
3,7:29,1,10,SEA 26,42,0,Maurice Morris for 2 yards (tackle by Michael Lewis),0.670,0.400
3,6:59,2,8,SEA 28,42,0,Maurice Morris left guard for 8 yards (tackle by Brian Dawkins),0.400,1.330
3,6:16,1,10,SEA 36,42,0,Maurice Morris up the middle for 3 yards (tackle by Mark Simoneau),1.330,1.200
3,5:38,2,7,SEA 39,42,0,Maurice Morris left end for no gain (tackle by Dhani Jones),1.200,0.500
3,4:59,3,7,SEA 39,42,0,Matt Hasselbeck pass incomplete intended for Leonard Weaver (defended by Mark Simoneau),0.500,-0.780
3,4:53,4,7,SEA 39,42,0,"Tom Rouen punts 41 yards, returned by Reno Mahe for 10 yards (tackle by Joe Tafoya)",-0.780,-0.940
3,4:39,1,10,PHI 30,42,0,Koy Detmer pass incomplete intended for Reno Mahe (defended by Jordan Babineaux),0.940,0.390
3,4:33,2,10,PHI 30,42,0,"Penalty on Chad Lewis: False Start, 5 yards (no play)",0.390,-0.280
3,4:33,2,15,PHI 25,42,0,Koy Detmer pass complete to Darnerien McCants for 6 yards (tackle by Marcus Trufant),-0.280,-0.160
3,3:51,3,9,PHI 31,42,0,"Koy Detmer sacked by Joe Tafoya for -7 yards. Koy Detmer fumbles (forced by Joe Tafoya), recovered by Marcus Tubbs at PHI-22 (tackle by L.J. Smith)",-0.160,-4.170
,,,,,,,"PHI challenged the ruling, and the play was upheld.",,
3,3:44,1,10,PHI 21,42,0,Seneca Wallace for no gain (tackle by Michael Lewis),4.170,3.630
3,3:04,2,10,PHI 21,42,0,Maurice Morris left end for -1 yards (tackle by Jeremiah Trotter),3.630,2.810
3,2:45,3,11,PHI 22,42,0,Seneca Wallace pass incomplete intended for D.J. Hackett,2.810,1.990
3,2:24,4,11,PHI 22,42,0,Josh Brown 40 yard field goal no good,1.990,-0.940
3,2:11,1,10,PHI 30,42,0,Ryan Moats up the middle for -4 yards (tackle by Lofa Tatupu),0.940,-0.150
3,1:34,2,14,PHI 26,42,0,Koy Detmer pass complete to Reggie Brown for 7 yards (tackle by Jimmy Williams),-0.150,0.100
3,0:55,3,7,PHI 33,42,0,Koy Detmer pass incomplete intended for Greg Lewis (defended by Jimmy Williams),0.100,-1.180
3,0:48,4,7,PHI 33,42,0,"Sean Landeta punts 32 yards, returned by Jimmy Williams for 2 yards (tackle by Mike Bartrum)",-1.180,-1.400
3,0:40,1,10,SEA 37,42,0,Maurice Morris up the middle for 3 yards (tackle by Brian Dawkins),1.400,1.260
Quarter,Time,Down,ToGo,Location,SEA,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,SEA 40,42,0,"Seneca Wallace for no gain. Seneca Wallace fumbles, recovered by Maurice Morris at SEA-31",1.260,-0.760
4,14:12,,,,42,0,Timeout #1 by Seattle Seahawks,0.000,-0.760
4,14:12,3,17,SEA 30,42,0,Maurice Morris left end for 3 yards (tackle by Brian Dawkins),-0.760,-1.180
4,13:39,4,14,SEA 33,42,0,"Tom Rouen punts 51 yards, returned by Reno Mahe for 30 yards (tackle by Etric Pruitt)",-1.180,-1.990
4,13:24,1,10,PHI 46,42,0,Ryan Moats right end for no gain (tackle by Jordan Babineaux),1.990,1.450
4,12:48,2,10,PHI 46,42,0,Ryan Moats up the middle for -1 yards (tackle by Lofa Tatupu),1.450,0.630
4,12:05,3,11,PHI 45,42,0,Koy Detmer pass incomplete intended for Reno Mahe,0.630,-0.390
4,12:00,4,11,PHI 45,42,0,Sean Landeta punts 36 yards. Penalty on Mike Bartrum: Offensive Holding (Declined),-0.390,-0.150
4,11:48,1,10,SEA 19,42,0,Maurice Morris up the middle for 7 yards (tackle by N.D. Kalu),0.150,0.610
4,11:06,2,3,SEA 26,42,0,Maurice Morris up the middle for 6 yards (tackle by Keith Adams and Dhani Jones),0.610,1.070
4,10:21,1,10,SEA 32,42,0,Maurice Morris right end for -2 yards (tackle by Sam Rayburn),1.070,0.260
4,9:34,2,12,SEA 30,42,0,Maurice Morris right end for no gain (tackle by N.D. Kalu and Mike Patterson),0.260,-0.430
4,8:48,3,12,SEA 30,42,0,Maurice Morris left tackle for 3 yards (tackle by Keith Adams),-0.430,-1.180
4,8:14,4,9,SEA 33,42,0,"Tom Rouen punts 40 yards, returned by Reno Mahe for 12 yards (tackle by Isaiah Kacyvenski)",-1.180,-1.530
4,8:00,1,10,PHI 39,42,0,Koy Detmer pass incomplete intended for L.J. Smith (defended by Isaiah Kacyvenski),1.530,0.990
4,7:55,2,10,PHI 39,42,0,"Penalty on Adrien Clarke: False Start, 5 yards (no play)",0.990,0.310
4,7:55,2,15,PHI 34,42,0,Koy Detmer pass incomplete intended for Greg Lewis,0.310,-0.360
4,7:51,3,15,PHI 34,42,0,Koy Detmer pass complete to Reno Mahe for 5 yards (tackle by Marcus Trufant),-0.360,-0.780
4,7:35,4,10,PHI 39,42,0,"Penalty on Mike Bartrum: False Start, 5 yards (no play)",-0.780,-1.110
4,7:35,4,15,PHI 34,42,0,Sean Landeta punts 43 yards,-1.110,-0.480
4,7:05,1,10,SEA 23,42,0,Leonard Weaver up the middle for no gain (tackle by Justin Ena),0.480,-0.070
4,6:22,2,10,SEA 23,42,0,Leonard Weaver right end for 1 yard (tackle by Keith Adams),-0.070,-0.630
4,5:36,3,9,SEA 24,42,0,Leonard Weaver right end for 6 yards (tackle by Juqua Thomas),-0.630,-1.370
4,4:53,4,3,SEA 30,42,0,Tom Rouen punts 29 yards,-1.370,-1.660
4,4:43,1,10,PHI 41,42,0,Koy Detmer pass complete to Ryan Moats for 3 yards (tackle by Jordan Babineaux),1.660,1.530
4,4:07,2,7,PHI 44,42,0,Koy Detmer pass complete to Reno Mahe for 6 yards (tackle by Jordan Babineaux),1.530,1.620
4,4:01,3,1,PHI 50,42,0,Reno Mahe right end for 1 yard (tackle by Kevin Bentley),1.620,2.320
4,3:18,1,10,SEA 49,42,0,Ryan Moats left end for 14 yards (tackle by Etric Pruitt),2.320,3.250
4,2:39,1,10,SEA 35,42,0,Koy Detmer pass incomplete intended for Greg Lewis,3.250,2.700
4,2:34,2,10,SEA 35,42,0,Koy Detmer pass incomplete intended for L.J. Smith is intercepted by Jimmy Williams at SEA-29 and returned for 6 yards,2.700,-1.270
4,2:22,1,10,SEA 35,42,0,Leonard Weaver for 6 yards (tackle by Mike Patterson and Trent Cole),1.270,1.530
4,2:17,2,4,SEA 41,42,0,Leonard Weaver left tackle for -3 yards (tackle by Mike Patterson),1.530,0.430
4,2:00,3,7,SEA 38,42,0,Seneca Wallace pass incomplete intended for Peter Warrick (defended by Dexter Wynn),0.430,-0.850
4,1:51,4,7,SEA 38,42,0,"Tom Rouen punts 42 yards, returned by Reno Mahe for 44 yards (tackle by Isaiah Kacyvenski)",-0.850,-3.180
4,1:35,1,10,SEA 36,42,0,Koy Detmer pass complete to Reno Mahe for 2 yards (tackle by Niko Koutouvides),3.180,2.910
4,1:00,2,8,SEA 34,42,0,Koy Detmer pass complete to Greg Lewis for 9 yards (tackle by Kevin Bentley and Jimmy Williams),2.910,3.910
4,0:32,1,10,SEA 25,42,0,Koy Detmer pass complete to Reggie Brown for 6 yards (tackle by Isaiah Kacyvenski),3.910,4.200
4,0:05,2,4,SEA 19,42,0,Koy Detmer pass incomplete intended for L.J. Smith (defended by Etric Pruitt),4.200,3.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
