Quarter,Time,Down,ToGo,Location,MIA,CIN,Detail,EPB,EPA
2,1:22,4,2,MIA 44,7,6,Kevin Huber punts 42 yards,0.330,0.380
2,1:11,1,10,MIA 2,7,6,Daniel Thomas left tackle for 4 yards (tackle by Nate Clements and Rey Maualuga),-0.380,0.000
2,1:05,,,,7,6,Timeout #3 by Cincinnati Bengals,0.000,-0.490
2,1:05,2,6,MIA 6,7,6,Ryan Tannehill kneels for -1 yards,-0.490,-1.070
2,0:35,3,7,MIA 5,7,6,Ryan Tannehill kneels for -1 yards,-1.070,-2.490
Quarter,Time,Down,ToGo,Location,MIA,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,7,6,"Dan Carpenter kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,CIN 20,7,6,Andy Dalton pass complete short left to Armon Binns for 16 yards (tackle by Nolan Carroll and Kevin Burnett),0.280,1.330
3,14:36,1,10,CIN 36,7,6,Andy Dalton pass complete short right to Jermaine Gresham for 5 yards (tackle by R.J. Stanford and Koa Misi),1.330,1.470
3,14:04,2,5,CIN 41,7,6,BenJarvus Green-Ellis left tackle for 1 yard (tackle by Paul Soliai and Kevin Burnett),1.470,0.890
3,13:19,3,4,CIN 42,7,6,Andy Dalton pass incomplete short middle intended for Andrew Hawkins is intercepted by Randy Starks at CIN-40 and returned for 4 yards (tackle by Jeff Faine),0.890,-3.180
3,13:12,1,10,CIN 36,7,6,Ryan Tannehill pass incomplete short left intended for Anthony Fasano,3.180,2.640
3,13:09,2,10,CIN 36,7,6,"Reggie Bush right guard for 11 yards (tackle by Reggie Nelson). Penalty on MIA: Illegal Formation, 5 yards (no play)",2.640,1.960
3,12:47,2,15,CIN 41,7,6,Ryan Tannehill pass complete deep right to Davone Bess for 28 yards (tackle by Nate Clements),1.960,4.710
3,12:27,1,10,CIN 13,13,6,"Reggie Bush left end for 13 yards, touchdown",4.710,7.000
3,12:27,,,CIN 2,14,6,Dan Carpenter kicks extra point good,0.000,0.000
3,12:18,,,MIA 35,14,6,"Dan Carpenter kicks off 69 yards, returned by Brandon Tate for 15 yards (tackle by Jonathan Amaya)",0.000,-0.370
3,12:14,1,10,CIN 11,14,6,Andy Dalton pass incomplete short right intended for A.J. Green (defended by Randy Starks),-0.370,-0.780
3,12:10,2,10,CIN 11,14,6,Andy Dalton pass complete short right to BenJarvus Green-Ellis for 2 yards (tackle by Karlos Dansby),-0.780,-1.190
3,11:29,3,8,CIN 13,14,6,Andy Dalton pass incomplete deep right intended for Andrew Hawkins,-1.190,-2.490
3,11:24,4,8,CIN 13,14,6,"Kevin Huber punts 41 yards, returned by Marcus Thigpen for 4 yards (tackle by Dan Skuta)",-2.490,-2.260
3,11:14,1,10,,14,6,Ryan Tannehill pass incomplete deep left intended for Davone Bess,2.260,1.710
3,11:08,2,10,,14,6,Reggie Bush left end for 6 yards (tackle by Rey Maualuga),1.710,0.000
3,10:39,,,,14,6,Timeout #1 by Cincinnati Bengals,0.000,1.820
3,10:39,3,4,CIN 44,14,6,Ryan Tannehill pass complete short middle to Brian Hartline for 7 yards (tackle by Nate Clements and Rey Maualuga). Penalty on Rey Maualuga: Illegal Contact (Declined),1.820,3.120
3,10:19,1,10,CIN 37,14,6,Reggie Bush up the middle for no gain (tackle by Terence Newman and Wallace Gilberry),3.120,2.570
3,9:32,2,10,CIN 37,14,6,Reggie Bush left tackle for 1 yard (tackle by Vontaze Burfict). Penalty on Jorvorskie Lane: Illegal Shift (Declined),2.570,2.010
3,9:07,3,9,CIN 36,14,6,Ryan Tannehill pass complete short left to Daniel Thomas for 8 yards (tackle by Geno Atkins),2.010,1.720
3,8:40,4,1,CIN 28,17,6,Dan Carpenter 46 yard field goal good,1.720,3.000
3,8:35,,,MIA 35,17,6,"Dan Carpenter kicks off 65 yards, touchback",0.000,0.280
3,8:35,1,10,CIN 20,17,6,BenJarvus Green-Ellis left tackle for -2 yards (tackle by Reshad Jones and Randy Starks),0.280,-0.630
3,8:08,2,12,CIN 18,17,6,Andy Dalton pass complete short right to Jermaine Gresham for 11 yards (tackle by Jimmy Wilson and Jared Odrick),-0.630,0.230
3,7:24,3,1,CIN 29,17,6,Andy Dalton pass incomplete short right intended for A.J. Green,0.230,-1.440
3,7:19,4,1,CIN 29,17,6,"Kevin Huber punts 55 yards, returned by Marcus Thigpen for 11 yards (tackle by Cedric Peerman)",-1.440,-0.740
3,7:14,1,10,MIA 27,17,6,Reggie Bush right end for 2 yards (tackle by Robert Geathers),0.740,0.470
3,6:38,2,8,MIA 29,17,6,Ryan Tannehill pass complete short left to Anthony Fasano for 4 yards (tackle by Rey Maualuga),0.470,0.300
3,5:55,3,4,MIA 33,17,6,Ryan Tannehill pass complete deep right to Brian Hartline for 30 yards (tackle by Terence Newman),0.300,3.120
3,5:16,1,10,CIN 37,17,6,Ryan Tannehill pass incomplete deep left intended for Davone Bess,3.120,2.570
3,5:09,2,10,CIN 37,17,6,Ryan Tannehill sacked by Geno Atkins for -9 yards,2.570,0.700
3,4:39,3,19,CIN 46,17,6,Ryan Tannehill pass complete short left to Anthony Fasano for 11 yards (tackle by Pacman Jones),0.700,0.970
3,4:27,4,8,CIN 35,17,6,Dan Carpenter 53 yard field goal no good,0.970,-1.800
3,4:22,1,10,CIN 43,17,6,Andy Dalton pass complete short left to Andrew Hawkins for 3 yards (tackle by Chris Clemons),1.800,1.660
3,3:45,2,7,CIN 46,17,6,Andy Dalton pass complete short right to A.J. Green for 11 yards (tackle by Sean Smith and Jimmy Wilson),1.660,2.720
3,3:01,1,10,MIA 43,17,6,Andy Dalton pass complete short right to A.J. Green for 3 yards (tackle by Karlos Dansby),2.720,2.580
3,2:26,2,7,MIA 40,17,6,Andy Dalton pass complete short middle to Andrew Hawkins for 10 yards (tackle by Jimmy Wilson),2.580,3.580
3,1:43,1,10,MIA 30,17,6,"Andy Dalton pass complete deep left to A.J. Green for 18 yards (tackle by Sean Smith). A.J. Green fumbles (forced by Sean Smith), recovered by A.J. Green at MIA-12",3.580,4.780
3,0:58,1,10,MIA 12,17,6,Andy Dalton up the middle for 6 yards (tackle by Reshad Jones),4.780,5.210
3,0:29,2,4,MIA 6,17,6,BenJarvus Green-Ellis right tackle for 3 yards (tackle by Cameron Wake and Chris Clemons),5.210,5.060
Quarter,Time,Down,ToGo,Location,MIA,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,MIA 3,17,6,Andy Dalton right guard for 1 yard (tackle by Kevin Burnett),5.060,6.740
4,14:19,1,2,MIA 2,17,12,"Andy Dalton pass complete short right to A.J. Green for 2 yards, touchdown",6.740,7.000
4,14:19,,,MIA 2,17,13,Mike Nugent kicks extra point good,0.000,0.000
4,14:15,,,CIN 35,17,13,"Mike Nugent kicks off 65 yards, touchback",0.000,0.280
4,14:15,1,10,MIA 20,17,13,Ryan Tannehill pass incomplete short middle intended for Charles Clay (defended by Manny Lawson),0.280,-0.270
4,14:08,2,10,MIA 20,17,13,Reggie Bush left end for -2 yards (tackle by Reggie Nelson),-0.270,-1.330
4,13:32,3,12,MIA 18,17,13,Ryan Tannehill pass complete short middle to Reggie Bush for 3 yards (tackle by Carlos Dunlap),-1.330,-1.960
4,12:54,4,9,MIA 21,17,13,"Brandon Fields punts 46 yards, returned by Pacman Jones for 15 yards (tackle by Brandon Fields)",-1.960,-2.130
4,12:38,1,10,CIN 48,17,13,Andy Dalton pass incomplete short left intended for Andrew Hawkins,2.130,1.580
4,12:34,2,10,CIN 48,17,13,Andy Dalton left end for 12 yards (tackle by Sean Smith),1.580,2.920
4,11:53,1,10,MIA 40,17,13,BenJarvus Green-Ellis right tackle for 5 yards (tackle by Kevin Burnett),2.920,3.050
4,11:16,2,5,MIA 35,17,13,Andy Dalton pass incomplete short right intended for BenJarvus Green-Ellis,3.050,2.340
4,11:09,3,5,MIA 35,17,13,Andy Dalton sacked by Cameron Wake and Kevin Burnett for -7 yards,2.340,0.460
4,10:46,4,12,MIA 42,17,13,"Kevin Huber punts 39 yards, touchback",0.460,0.380
,,,,,,,"MIA challenged the touchback ruling, and the play was upheld.",,
4,10:34,1,10,MIA 3,17,13,Ryan Tannehill pass complete short right to Jorvorskie Lane for 5 yards (tackle by Rey Maualuga and Terence Newman),-0.380,-0.420
4,9:58,2,5,MIA 8,17,13,Daniel Thomas left guard for 4 yards (tackle by Reggie Nelson),-0.420,-0.370
4,9:25,3,1,MIA 12,17,13,Daniel Thomas left tackle for 3 yards (tackle by Vontaze Burfict and Domata Peko),-0.370,-0.220
4,8:43,1,10,MIA 15,17,13,Daniel Thomas left tackle for 5 yards (tackle by Reggie Nelson and Vontaze Burfict),-0.220,0.080
4,8:15,2,5,MIA 20,17,13,Ryan Tannehill pass complete short right to Davone Bess for 21 yards,0.080,1.660
4,7:43,1,10,MIA 41,17,13,"Ryan Tannehill pass incomplete short middle intended for Reggie Bush. Penalty on Dan Skuta: Defensive Holding, 5 yards (no play)",1.660,1.990
4,7:36,1,10,MIA 46,17,13,Daniel Thomas left guard for 2 yards (tackle by Rey Maualuga),1.990,1.720
4,6:56,2,8,MIA 48,17,13,Reggie Bush right tackle for -1 yards (tackle by Geno Atkins),1.720,0.890
4,6:14,3,9,MIA 47,17,13,Ryan Tannehill pass incomplete short left intended for Davone Bess (defended by Pacman Jones),0.890,-0.260
4,6:09,4,9,MIA 47,17,13,"Brandon Fields punts 53 yards, touchback",-0.260,-0.280
4,6:01,1,10,CIN 20,17,13,Andy Dalton pass complete short right to Brian Leonard for 16 yards (tackle by Kevin Burnett),0.280,1.330
4,5:16,1,10,CIN 36,17,13,Andy Dalton pass complete short right to Armon Binns for 12 yards (tackle by Nolan Carroll),1.330,2.130
4,4:31,1,10,CIN 48,17,13,Andy Dalton pass complete deep middle to Andrew Hawkins for 24 yards (tackle by Karlos Dansby),2.130,3.710
4,3:52,1,10,MIA 28,17,13,Andy Dalton pass incomplete short right intended for Andrew Hawkins,3.710,3.170
4,3:45,2,10,MIA 28,17,13,Andy Dalton pass complete short middle to A.J. Green for 5 yards (tackle by Reshad Jones),3.170,3.140
4,3:08,3,5,MIA 23,17,13,Andy Dalton pass incomplete short left intended for Brandon Tate,3.140,1.980
4,3:05,4,5,MIA 23,17,13,Mike Nugent 41 yard field goal no good,1.980,-1.000
4,3:00,1,10,MIA 31,17,13,Reggie Bush left guard for 1 yard (tackle by Nate Clements),1.000,0.000
4,2:55,,,,17,13,Timeout #2 by Cincinnati Bengals,0.000,0.600
4,2:55,2,9,MIA 32,17,13,Ryan Tannehill pass incomplete short right intended for Charles Clay (defended by Nate Clements),0.600,-0.100
4,2:50,3,9,MIA 32,17,13,"Ryan Tannehill pass incomplete short right intended for Brian Hartline. Penalty on Terence Newman: Defensive Pass Interference, 16 yards (no play)",-0.100,2.130
4,2:45,1,10,MIA 48,17,13,Reggie Bush left guard for 3 yards (tackle by Leon Hall),2.130,0.000
4,2:39,,,,17,13,Timeout #3 by Cincinnati Bengals,0.000,1.990
4,2:39,2,7,CIN 49,17,13,Reggie Bush left end for -1 yards (tackle by Leon Hall and Domata Peko),1.990,1.160
4,2:00,3,8,,17,13,Ryan Tannehill pass complete short right to Charles Clay for 5 yards (tackle by Reggie Nelson),1.160,0.270
4,1:54,4,3,CIN 45,17,13,"Brandon Fields punts 45 yards, touchback",0.270,-0.280
4,1:45,1,10,CIN 20,17,13,Andy Dalton pass complete short right to Jermaine Gresham for 13 yards (tackle by Sean Smith),0.280,1.140
4,1:39,1,10,CIN 33,17,13,Andy Dalton pass incomplete short right intended for Armon Binns (defended by Nolan Carroll),1.140,0.590
4,1:34,2,10,CIN 33,17,13,"Andy Dalton pass incomplete short middle intended for Andrew Hawkins (defended by Olivier Vernon). Penalty on Jeff Faine: Offensive Holding, 10 yards (no play)",0.590,-0.760
4,1:30,2,20,CIN 23,17,13,Andy Dalton pass incomplete deep middle intended for Andrew Hawkins is intercepted by Reshad Jones at 50 and returned for -3 yards (tackle by Andrew Hawkins),-0.760,-2.060
4,1:22,1,10,MIA 47,17,13,Ryan Tannehill kneels for -1 yards,2.060,1.380
4,0:41,2,11,MIA 46,17,13,Ryan Tannehill kneels for -1 yards,1.380,0.560
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
