Quarter,Time,Tm,Detail,KAN,DEN
1.0,6:08,Chiefs,Travis Kelce 3 yard pass from Patrick Mahomes (Harrison Butker kick),7,0
,0:26,Broncos,Drew Lock 5 yard rush (Brandon McManus kick),7,7
2.0,7:51,Broncos,Drew Lock 23 yard rush (Brandon McManus kick),7,14
,2:18,Chiefs,Harrison Butker 34 yard field goal,10,14
3.0,10:43,Chiefs,Jerick McKinnon 14 yard pass from Patrick Mahomes (Harrison Butker kick),17,14
,9:02,Broncos,Melvin Gordon 47 yard rush (Brandon McManus kick),17,21
4.0,14:44,Chiefs,Harrison Butker 51 yard field goal,20,21
,7:42,Chiefs,Nick Bolton 86 yard fumble return (Patrick Mahomes run),28,21
,4:37,Broncos,Brandon McManus 31 yard field goal,28,24
