Quarter,Time,Down,ToGo,Location,KAN,DEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss, Broncos to receive the opening kickoff.",,
1,15:00,,,KAN 35,0,0,"Harrison Butker kicks off 65 yards, touchback.",,
1,15:00,1,10,DEN 25,0,0,Drew Lock pass incomplete short right intended for Melvin Gordon (defended by Willie Gay),,
1,14:56,2,10,DEN 25,0,0,Melvin Gordon up the middle for 6 yards (tackle by Jarran Reed),,
1,14:16,3,4,DEN 31,0,0,Drew Lock pass incomplete deep right intended for Jerry Jeudy,,
1,14:10,4,4,DEN 31,0,0,"Sam Martin punts 65 yards, returned by Mecole Hardman for 5 yards (tackle by Jonas Griffith and Jacob Bobenmoyer)",,
1,13:57,1,10,KAN 9,0,0,Darrel Williams left guard for no gain (tackle by Bradley Chubb),,
1,13:23,2,10,KAN 9,0,0,Patrick Mahomes pass complete short right to Mecole Hardman for 3 yards (tackle by Kyle Fuller and Michael Ojemudia),,
1,12:36,3,7,KAN 12,0,0,Patrick Mahomes scrambles right tackle for 11 yards (tackle by Baron Browning),,
1,12:00,1,10,KAN 23,0,0,Patrick Mahomes pass incomplete deep right,,
1,11:53,2,10,KAN 23,0,0,Patrick Mahomes pass complete short left to Mecole Hardman for 21 yards (tackle by Kyle Fuller),,
1,11:27,1,10,KAN 44,0,0,Darrel Williams left tackle for 3 yards (tackle by Kyle Fuller and Jonathon Cooper),,
1,10:50,2,7,KAN 47,0,0,Patrick Mahomes pass complete short middle to Byron Pringle for 11 yards (tackle by Justin Simmons),,
1,10:15,1,10,DEN 42,0,0,Patrick Mahomes pass incomplete short middle intended for Byron Pringle,,
1,10:07,2,10,DEN 42,0,0,"Penalty on Shelby Harris: Defensive Offside, 5 yards (accepted) (no play)",,
1,10:07,2,5,DEN 37,0,0,Patrick Mahomes pass complete short middle to Demarcus Robinson for 4 yards (tackle by Michael Ojemudia),,
1,9:29,3,1,DEN 33,0,0,Darrel Williams left guard for 3 yards (tackle by Bradley Chubb and Caden Sterns),,
1,8:51,1,10,DEN 30,0,0,Patrick Mahomes pass incomplete deep right intended for Demarcus Robinson,,
1,8:41,2,10,DEN 30,0,0,Patrick Mahomes pass complete short right to Travis Kelce for 9 yards (tackle by Kyle Fuller and Jonas Griffith),,
1,8:08,3,1,DEN 21,0,0,Darrel Williams up the middle for 3 yards (tackle by Jonathan Harris),,
1,7:26,1,10,DEN 18,0,0,Patrick Mahomes scrambles left end for 11 yards (tackle by Shelby Harris),,
1,7:01,1,7,DEN 7,0,0,Patrick Mahomes pass incomplete short right intended for Byron Pringle,,
1,6:53,2,7,DEN 7,0,0,Patrick Mahomes pass complete short left to Mecole Hardman for 4 yards (tackle by Bryce Callahan),,
1,6:12,3,3,DEN 3,6,0,"Patrick Mahomes pass complete short left to Travis Kelce for 3 yards, touchdown",,
1,6:08,,,DEN 15,7,0,Harrison Butker kicks extra point good,,
1,6:08,,,KAN 35,7,0,"Harrison Butker kicks off 32 yards, returned by Aaron Patrick for no gain",,
1,6:06,1,10,DEN 33,7,0,Javonte Williams left guard for 2 yards (tackle by Willie Gay),,
1,5:35,2,8,DEN 35,7,0,Drew Lock pass incomplete deep right intended for Jerry Jeudy,,
1,5:26,3,8,DEN 35,7,0,Drew Lock pass incomplete short left intended for Courtland Sutton,,
1,5:22,4,8,DEN 35,7,0,"Sam Martin punts, fair catch by Mike Hughes at KC-22. Penalty on Zayne Anderson: Roughing the Kicker, 15 yards (accepted) (no play)",,
1,5:16,1,10,DEN 50,7,0,Javonte Williams right guard for 5 yards (tackle by Nick Bolton),,
1,4:40,2,5,KAN 45,7,0,Javonte Williams left guard for 2 yards (tackle by L'Jarius Sneed),,
1,3:57,3,3,KAN 43,7,0,Javonte Williams right tackle for 9 yards (tackle by Nick Bolton),,
1,3:19,1,10,KAN 34,7,0,Melvin Gordon left tackle for 6 yards (tackle by Anthony Hitchens and L'Jarius Sneed),,
1,2:41,2,4,KAN 28,7,0,Drew Lock pass incomplete deep right intended for Jerry Jeudy,,
1,2:31,3,4,KAN 28,7,0,Drew Lock pass complete short left to Tim Patrick for 6 yards (tackle by Rashad Fenton),,
1,2:01,1,10,KAN 22,7,0,Courtland Sutton pass complete short middle to Noah Fant for 16 yards (tackle by Juan Thornhill),,
1,1:15,1,6,KAN 6,7,0,Javonte Williams up the middle for 1 yard (tackle by Willie Gay and Tershawn Wharton),,
1,0:36,2,5,KAN 5,7,6,"Drew Lock scrambles up the middle for 5 yards, touchdown",,
1,0:26,,,KAN 15,7,7,Brandon McManus kicks extra point good,,
1,0:26,,,DEN 35,7,7,"Brandon McManus kicks off 65 yards, touchback.",,
1,0:26,1,10,KAN 25,7,7,Patrick Mahomes pass complete short left to Mecole Hardman for 3 yards (tackle by Kyle Fuller),,
Quarter,Time,Down,ToGo,Location,KAN,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,KAN 28,7,7,Darrel Williams left tackle for 3 yards (tackle by Mike Purcell and Caden Sterns),,
2,14:11,3,4,KAN 31,7,7,"Patrick Mahomes pass complete short right to Darrel Williams for 11 yards (tackle by Michael Ojemudia). Penalty on Bradley Chubb: Roughing the Passer, 15 yards (accepted)",,
2,13:56,1,10,DEN 43,7,7,Darrel Williams right tackle for no gain (tackle by Bradley Chubb and Shamar Stephen),,
2,13:21,2,10,DEN 43,7,7,Patrick Mahomes pass incomplete short left intended for Travis Kelce,,
2,13:19,3,10,DEN 43,7,7,"Patrick Mahomes sacked by Shelby Harris for -15 yards. Penalty on Joe Thuney: Offensive Holding, 10 yards (declined)",,
2,13:07,4,25,KAN 42,7,7,"Tommy Townsend punts 58 yards, touchback.",,
2,12:56,1,10,DEN 20,7,7,Melvin Gordon left guard for 29 yards (tackle by Charvarius Ward and Juan Thornhill),,
2,12:09,1,10,DEN 49,7,7,Melvin Gordon left tackle for 6 yards (tackle by Juan Thornhill),,
2,11:33,2,4,KAN 45,7,7,Javonte Williams up the middle for 5 yards (tackle by Anthony Hitchens and Tershawn Wharton),,
2,10:50,1,10,KAN 40,7,7,Javonte Williams right tackle for 3 yards (tackle by Frank Clark),,
2,10:11,2,7,KAN 37,7,7,Drew Lock pass complete short left to Tim Patrick for 11 yards (tackle by Anthony Hitchens),,
2,9:28,1,10,KAN 26,7,7,Javonte Williams right guard for no gain (tackle by Nick Bolton and L'Jarius Sneed),,
2,8:44,2,10,KAN 26,7,7,Melvin Gordon right end for 3 yards (tackle by Nick Bolton),,
2,8:00,3,7,KAN 23,7,13,"Drew Lock scrambles up the middle for 23 yards, touchdown",,
2,7:51,,,KAN 15,7,14,Brandon McManus kicks extra point good,,
2,7:49,,,DEN 35,7,14,"Brandon McManus kicks off 65 yards, touchback.",,
2,7:49,1,10,KAN 25,7,14,Derrick Gore up the middle for 1 yard (tackle by Malik Reed),,
2,7:12,2,10,KAN 26,7,14,Patrick Mahomes pass complete short middle to Demarcus Robinson for 11 yards (tackle by Bryce Callahan),,
2,6:40,1,10,KAN 37,7,14,Patrick Mahomes scrambles right tackle for 6 yards (tackle by Baron Browning),,
2,5:55,2,4,KAN 43,7,14,Patrick Mahomes pass complete short middle to Byron Pringle for 10 yards (tackle by Michael Ojemudia),,
2,5:19,1,10,DEN 47,7,14,"Mecole Hardman left guard for 10 yards (tackle by Caden Sterns). Penalty on Dre'Mont Jones: Illegal Use of Hands / Defense, 5 yards (accepted)",,
2,4:57,1,10,DEN 32,7,14,Patrick Mahomes pass incomplete short middle intended for Mecole Hardman (defended by Michael Ojemudia),,
2,4:47,2,10,DEN 32,7,14,Patrick Mahomes pass complete short middle to Byron Pringle for 11 yards (tackle by Justin Simmons and Kyle Fuller),,
2,3:58,1,10,DEN 21,7,14,Darrel Williams right end for 5 yards (tackle by Mike Purcell and Dre'Mont Jones),,
2,3:15,2,5,DEN 16,7,14,Patrick Mahomes pass incomplete short middle intended for Tyreek Hill,,
2,3:06,3,5,DEN 16,7,14,"Patrick Mahomes pass incomplete intended for Travis Kelce. Penalty on Kyle Fuller: Defensive Pass Interference, 10 yards (accepted) (no play)",,
2,3:05,1,6,DEN 6,7,14,Patrick Mahomes pass incomplete short left intended for Mecole Hardman,,
2,3:00,2,6,DEN 6,7,14,"Darrel Williams for no gain (tackle by Jonas Griffith). Penalty on Creed Humphrey: Offensive Holding, 10 yards (accepted) (no play)",,
2,2:35,2,16,DEN 16,7,14,Patrick Mahomes pass incomplete short left intended for Darrel Williams (defended by Baron Browning),,
2,2:30,3,16,DEN 16,7,14,Patrick Mahomes pass incomplete deep right intended for Tyreek Hill,,
2,2:22,4,16,DEN 16,10,14,Harrison Butker 34 yard field goal good,,
2,2:18,,,KAN 35,10,14,"Harrison Butker kicks off 65 yards, touchback.",,
2,2:18,1,10,DEN 25,10,14,Javonte Williams right end for -1 yards (tackle by Charvarius Ward),,
2,2:00,2,11,DEN 24,10,14,Drew Lock pass complete short middle to Tim Patrick for 8 yards (tackle by Ben Niemann and Charvarius Ward),,
2,1:24,3,3,DEN 32,10,14,Drew Lock scrambles right end for 4 yards (tackle by Tyrann Mathieu),,
2,1:16,1,10,DEN 36,10,14,Drew Lock pass complete short middle to Jerry Jeudy for 2 yards (tackle by Tyrann Mathieu),,
2,0:50,2,8,DEN 38,10,14,Drew Lock scrambles left end for 3 yards (tackle by Juan Thornhill),,
2,0:35,,,,,,Timeout #1 by Denver Broncos,,
2,0:35,3,5,DEN 41,10,14,Drew Lock pass incomplete short middle intended for Courtland Sutton (defended by Mike Hughes),,
2,0:31,4,5,DEN 41,10,14,"Sam Martin punts 44 yards, fair catch by Mike Hughes at KC-15",,
2,0:23,1,10,KAN 15,10,14,Patrick Mahomes pass complete short left to Darrel Williams for 2 yards (tackle by Kyle Fuller),,
2,0:17,2,8,KAN 17,10,14,Patrick Mahomes pass complete short right to Mecole Hardman for 11 yards (tackle by Michael Ojemudia),,
2,0:11,,,,,,Timeout #1 by Kansas City Chiefs,,
2,0:11,1,10,KAN 28,10,14,Patrick Mahomes pass incomplete deep right intended for Mecole Hardman,,
2,0:05,,,,,,Timeout #1 by Kansas City Chiefs,,
2,0:05,2,10,KAN 28,10,14,Patrick Mahomes pass complete short middle to Darrel Williams for 17 yards (tackle by Bradley Chubb),,
Quarter,Time,Down,ToGo,Location,KAN,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
