Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Marshawn Lynch,OAK,9,31,0,2,14,1.6,17,1.9,0,
Doug Martin,OAK,2,1,0,,-1,-0.5,2,1.0,0,
Derek Carr,OAK,1,5,0,0,-7,-7.0,12,12.0,0,
Jalen Richard,OAK,1,4,0,1,2,2.0,2,2.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Melvin Gordon,LAC,19,58,1,3,28,1.5,30,1.6,1,19.0
Austin Ekeler,LAC,6,15,0,1,9,1.5,6,1.0,0,
Philip Rivers,LAC,3,-2,0,0,-2,-0.7,0,0.0,0,
Keenan Allen,LAC,1,5,0,0,-1,-1.0,6,6.0,1,1.0
Melvin Ingram,LAC,1,0,0,,0,0.0,0,0.0,0,
Mike Williams,LAC,1,3,0,0,3,3.0,0,0.0,0,
