Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Amon-Ra St. Brown,DET,15,12,124,1,7,57,4.8,67,5.6,4.4,0,,0,0.0,0,123.3
Sam LaPorta,DET,11,4,36,0,2,24,6.0,12,3.0,9.2,0,,1,9.1,0,46.0
Josh Reynolds,DET,3,3,50,0,2,32,10.7,18,6.0,10.7,1,3.0,0,0.0,0,118.7
Kalif Raymond,DET,3,3,23,0,1,19,6.3,4,1.3,6.3,0,,0,0.0,0,98.6
Jameson Williams,DET,3,2,53,1,1,52,26.0,1,0.5,23.3,0,,0,0.0,0,149.3
Craig Reynolds,DET,2,2,28,0,1,-6,-3.0,34,17.0,-3.0,0,,0,0.0,0,118.7
Brock Wright,DET,1,1,7,0,,2,2.0,5,5.0,2.0,0,,0,0.0,0,95.8
Devine Ozigbo,DET,1,1,8,0,0,3,3.0,5,5.0,3.0,0,,0,0.0,0,100.0
David Montgomery,DET,1,1,19,0,1,-7,-7.0,26,26.0,-7.0,0,,0,0.0,0,118.7
Marvin Jones,DET,1,1,5,0,1,5,5.0,0,0.0,5.0,0,,0,0.0,0,87.5
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Chris Godwin,TAM,7,6,77,0,5,62,10.3,15,2.5,12.9,1,6.0,0,0.0,0,112.5
Mike Evans,TAM,10,4,49,0,3,41,10.3,8,2.0,12.7,0,,1,10.0,1,16.2
Rachaad White,TAM,4,3,12,0,,-4,-1.3,16,5.3,2.8,1,3.0,0,0.0,0,77.1
Trey Palmer,TAM,7,2,47,0,2,41,20.5,6,3.0,22.0,0,,0,0.0,0,55.1
Deven Thompkins,TAM,4,2,-2,0,,-5,-2.5,3,1.5,7.0,0,,0,0.0,0,56.2
Cade Otton,TAM,2,1,15,0,1,6,6.0,9,9.0,17.5,0,,0,0.0,0,75.0
Payne Durham,TAM,1,1,8,0,1,3,3.0,5,5.0,3.0,0,,0,0.0,0,100.0
Ke'Shawn Vaughn,TAM,2,0,0,0,,0,,0,,-2.5,0,,0,0.0,0,39.6
