Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Craig Reynolds,DET,10,15,0,1,12,1.2,3,0.3,0,
David Montgomery,DET,6,14,0,0,8,1.3,6,1.0,0,
Devine Ozigbo,DET,3,5,0,1,2,0.7,3,1.0,1,3.0
Jared Goff,DET,2,3,0,0,3,1.5,0,0.0,0,
Kalif Raymond,DET,1,3,0,0,2,2.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Rachaad White,TAM,7,26,0,,16,2.3,10,1.4,1,7.0
Ke'Shawn Vaughn,TAM,6,9,0,,2,0.3,7,1.2,1,6.0
Baker Mayfield,TAM,2,6,0,0,6,3.0,0,0.0,0,
Deven Thompkins,TAM,1,5,0,,5,5.0,0,0.0,0,
