0,1
Game Info,Game Info
Won Toss,Dolphins
Roof,outdoors
Surface,fieldturf
Duration,3:18
Attendance,68756
Weather,"30 degrees, relative humidity 0%, wind 7 mph, wind chill 23"
Vegas Line,New England Patriots -7.5
Over/Under,49.5 (over)
