Quarter,Time,Down,ToGo,Location,IND,HOU,Detail,EPB,EPA
1,7:15,3,1,HOU 40,7,0,Marlon Mack up the middle for 2 yards (tackle by Zach Cunningham and Dylan Cole),2.280,3.050
1,6:40,1,10,HOU 38,7,0,Zach Pascal left end for 14 yards (tackle by Brandon Dunn),3.050,3.970
1,6:00,1,10,HOU 24,7,0,Marlon Mack up the middle for no gain (tackle by Jadeveon Clowney),3.970,3.430
1,5:19,2,10,HOU 24,7,0,Andrew Luck pass complete short left to Chester Rogers for 16 yards (tackle by Justin Reid),3.430,5.370
1,4:45,1,8,HOU 8,7,0,Andrew Luck pass complete short left to Marlon Mack for 6 yards (tackle by Kareem Jackson and Benardrick McKinney),5.370,5.720
1,4:08,2,2,HOU 2,13,0,"Marlon Mack left end for 2 yards, touchdown",5.720,7.000
1,4:03,,,HOU 15,14,0,Adam Vinatieri kicks extra point good,0.000,0.000
1,4:03,,,IND 35,14,0,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
1,4:03,1,10,HOU 25,14,0,Deshaun Watson pass complete short left to Ryan Griffin for 6 yards (tackle by Kenny Moore),0.610,0.870
1,3:33,2,4,HOU 31,14,0,Lamar Miller up the middle for 3 yards (tackle by Jabaal Sheard),0.870,0.560
1,3:03,3,1,HOU 34,14,0,Alfred Blue left guard for 4 yards (tackle by Darius Leonard and Anthony Walker),0.560,1.470
1,2:31,1,10,HOU 38,14,0,Deshaun Watson pass incomplete deep middle intended for Vyncint Smith (defended by Clayton Geathers),1.470,0.920
1,2:23,2,10,HOU 38,14,0,Lamar Miller up the middle for 2 yards (tackle by Clayton Geathers),0.920,0.500
1,1:47,3,8,HOU 40,14,0,Deshaun Watson pass complete short left to DeAndre Hopkins for 9 yards (tackle by Pierre Desir),0.500,2.190
1,1:24,1,10,HOU 49,14,0,Deshaun Watson pass incomplete deep right,2.190,1.650
1,1:17,2,10,HOU 49,14,0,Deshaun Watson pass incomplete short right intended for Keke Coutee,1.650,0.960
1,1:12,3,10,HOU 49,14,0,Deshaun Watson pass complete short right to Keke Coutee for 6 yards (tackle by Darius Leonard and Clayton Geathers),0.960,0.270
1,0:29,4,4,IND 45,14,0,Deshaun Watson pass short middle intended for Ryan Griffin is intercepted by Kenny Moore at IND-40 and returned for 10 yards,0.270,-2.260
1,0:23,1,10,IND 50,14,0,Andrew Luck pass complete short left to Dontrelle Inman for 10 yards (tackle by Tyrann Mathieu),2.260,2.920
Quarter,Time,Down,ToGo,Location,IND,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,HOU 40,14,0,Andrew Luck pass complete short middle to Chester Rogers for 12 yards (tackle by Tyrann Mathieu),2.920,3.710
2,14:24,1,10,HOU 28,14,0,Marlon Mack left end for 5 yards (tackle by Zach Cunningham),3.710,3.840
2,13:54,2,5,HOU 23,14,0,Marlon Mack left tackle for 1 yard (tackle by Benardrick McKinney and Zach Cunningham),3.840,3.270
2,13:10,3,4,HOU 22,14,0,Andrew Luck pass complete short left to Eric Ebron for 5 yards (tackle by Johnathan Joseph),3.270,4.440
2,12:27,1,10,HOU 17,14,0,Andrew Luck pass short left (defended by J.J. Watt) intended for Marlon Mack is intercepted by Brandon Dunn at HOU-15 and returned for no gain,4.440,0.220
2,12:20,1,10,HOU 15,14,0,"Deshaun Watson pass complete short middle to Lamar Miller for 11 yards (tackle by Anthony Walker and Matthew Adams). Penalty on Keke Coutee: Illegal Formation, 5 yards (no play)",-0.220,-0.570
2,11:54,1,15,HOU 10,14,0,Lamar Miller up the middle for no gain (tackle by Margus Hunt and Jabaal Sheard),-0.570,-1.150
2,11:17,2,15,HOU 10,14,0,Deshaun Watson pass complete short right to Keke Coutee for 5 yards (tackle by Clayton Geathers),-1.150,-1.370
2,10:34,3,10,HOU 15,14,0,Deshaun Watson up the middle for 4 yards (tackle by Margus Hunt),-1.370,-2.140
2,9:58,4,6,HOU 19,14,0,"Trevor Daniel punts 60 yards, returned by Chester Rogers for 14 yards (tackle by Peter Kalambayi)",-2.140,-1.270
2,9:47,1,10,IND 35,14,0,Jordan Wilkins right tackle for 6 yards (tackle by Dylan Cole and D.J. Reader),1.270,1.530
2,9:08,2,4,IND 41,14,0,Marlon Mack right tackle for 3 yards (tackle by D.J. Reader and Jadeveon Clowney),1.530,1.220
2,8:40,3,1,IND 44,14,0,Andrew Luck pass complete short right to T.Y. Hilton for 2 yards (tackle by Johnathan Joseph),1.220,1.990
2,8:00,1,10,IND 46,14,0,Andrew Luck pass complete deep left to Dontrelle Inman for 21 yards (tackle by Dylan Cole),1.990,3.380
2,7:15,1,10,HOU 33,14,0,Andrew Luck pass complete short middle to Eric Ebron for 15 yards (tackle by Dylan Cole and Justin Reid),3.380,4.370
2,6:35,1,10,HOU 18,14,0,Andrew Luck pass incomplete deep right intended for Eric Ebron (defended by Justin Reid),4.370,3.800
2,6:29,2,10,HOU 18,20,0,"Andrew Luck pass complete deep left to Dontrelle Inman for 18 yards, touchdown",3.800,7.000
2,6:24,,,HOU 15,21,0,Adam Vinatieri kicks extra point good,0.000,0.000
2,6:24,,,IND 35,21,0,"Rigoberto Sanchez kicks off 64 yards, returned by DeAndre Carter for no gain (tackle by Matthew Adams and George Odum)",0.000,0.740
2,6:20,1,10,HOU 27,21,0,Deshaun Watson right end for 9 yards (tackle by Quincy Wilson),0.740,1.410
2,5:50,2,1,HOU 36,21,0,"Penalty on DeAndre Hopkins: False Start, 5 yards (no play)",1.410,0.740
2,5:35,2,6,HOU 31,21,0,Deshaun Watson pass complete short right to DeAndre Hopkins for 7 yards (tackle by Darius Leonard),0.740,1.470
2,4:56,1,10,HOU 38,21,0,Alfred Blue left guard for 4 yards (tackle by Al-Quadin Muhammad and Hassan Ridgeway),1.470,1.460
2,4:23,2,6,HOU 42,21,0,Deshaun Watson pass complete deep middle to Keke Coutee for 20 yards (tackle by Kenny Moore),1.460,3.050
2,3:53,1,10,IND 38,21,0,Deshaun Watson up the middle for 10 yards (tackle by Pierre Desir),3.050,3.710
2,3:11,1,10,IND 28,21,0,Deshaun Watson pass incomplete short left intended for Ryan Griffin,3.710,3.170
2,3:06,2,10,IND 28,21,0,Deshaun Watson pass complete short left to DeAndre Hopkins for 10 yards (tackle by Clayton Geathers and Darius Leonard),3.170,4.370
2,2:33,1,10,IND 18,21,0,Deshaun Watson pass complete short left to Alfred Blue for 5 yards (tackle by Anthony Walker and Clayton Geathers),4.370,4.610
2,2:00,2,5,IND 13,21,0,Deshaun Watson sacked by Al-Quadin Muhammad for -9 yards,4.610,2.610
2,1:54,,,,,,Timeout #1 by Houston Texans,,
2,1:54,3,14,IND 22,21,0,Deshaun Watson pass complete short left to Keke Coutee for 13 yards (tackle by Malik Hooker and Pierre Desir),2.610,2.980
2,1:24,,,,,,Timeout #2 by Indianapolis Colts,,
2,1:24,4,1,IND 9,21,0,Deshaun Watson pass incomplete short middle intended for DeAndre Hopkins,2.980,0.380
2,1:20,1,10,IND 9,21,0,Marlon Mack left guard for 4 yards (tackle by Benardrick McKinney and Jadeveon Clowney),-0.380,-0.480
2,1:13,,,,,,Timeout #2 by Houston Texans,,
2,1:13,2,6,IND 13,21,0,Marlon Mack up the middle for 9 yards (tackle by Duke Ejiofor),-0.480,0.410
2,0:42,1,10,IND 22,21,0,"Andrew Luck pass incomplete deep left intended for Dontrelle Inman. Penalty on Kareem Jackson: Defensive Pass Interference, 23 yards (no play)",0.410,1.930
2,0:37,1,10,IND 45,21,0,Andrew Luck pass incomplete short right intended for Eric Ebron (defended by J.J. Watt),1.930,1.380
2,0:33,2,10,IND 45,21,0,Andrew Luck left end for 3 yards (tackle by Zach Cunningham),1.380,1.090
2,0:27,3,7,IND 48,21,0,"Andrew Luck sacked by Whitney Mercilus for no gain. Penalty on Kareem Jackson: Defensive Holding, 5 yards (no play)",1.090,2.460
2,0:20,1,10,HOU 47,21,0,Andrew Luck pass complete short left to Zach Pascal for 6 yards (tackle by Kareem Jackson),2.460,2.720
2,0:16,,,,,,Timeout #3 by Indianapolis Colts,,
2,0:16,2,4,HOU 41,21,0,Andrew Luck pass incomplete deep left intended for Eric Ebron (defended by Justin Reid),2.720,2.010
2,0:10,3,4,HOU 41,21,0,Andrew Luck pass complete short middle to Chester Rogers for 12 yards (tackle by Benardrick McKinney),2.010,2.060
Quarter,Time,Down,ToGo,Location,IND,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,21,0,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,HOU 25,21,0,Deshaun Watson left end for 10 yards (tackle by Mike Mitchell),0.610,1.270
3,14:25,1,10,HOU 35,21,0,Deshaun Watson pass complete short left to Lamar Miller for 7 yards (tackle by Pierre Desir),1.270,1.670
3,14:02,2,3,HOU 42,21,0,Deshaun Watson pass incomplete short left intended for DeAndre Hopkins,1.670,0.960
3,13:58,3,3,HOU 42,21,0,Deshaun Watson pass incomplete short left intended for DeAndre Hopkins,0.960,-0.590
3,13:53,4,3,HOU 42,21,0,Trevor Daniel punts 46 yards downed by Joe Webb,-0.590,0.350
3,13:41,1,10,IND 12,21,0,Marlon Mack left guard for 3 yards (tackle by Jadeveon Clowney),-0.350,-0.500
3,13:00,2,7,IND 15,21,0,Marlon Mack up the middle for 1 yard (tackle by D.J. Reader),-0.500,-0.950
3,12:15,3,6,IND 16,21,0,Andrew Luck left end for 9 yards (tackle by Benardrick McKinney),-0.950,0.610
3,11:37,1,10,IND 25,21,0,Marlon Mack right guard for 3 yards (tackle by Andre Hal),0.610,0.470
3,10:53,2,7,IND 28,21,0,Andrew Luck pass incomplete deep left intended for Zach Pascal,0.470,-0.230
3,10:46,3,7,IND 28,21,0,Andrew Luck pass incomplete short left intended for Chester Rogers,-0.230,-1.500
3,10:43,4,7,IND 28,21,0,"Rigoberto Sanchez punts 38 yards, fair catch by DeAndre Carter at HOU-34. Penalty on Deante Burton: Offensive Holding, 10 yards",-1.500,-0.540
3,10:35,1,10,HOU 24,21,0,Deshaun Watson pass incomplete short right,0.540,0.000
3,10:28,2,10,HOU 24,21,0,Deshaun Watson pass complete short left to DeAndre Hopkins for -2 yards (tackle by Kemoko Turay),0.000,-0.960
3,9:52,3,12,HOU 22,21,0,Deshaun Watson pass complete short middle to Lamar Miller for 10 yards (tackle by Darius Leonard and Jabaal Sheard),-0.960,-1.240
3,9:15,4,2,HOU 32,21,0,"Trevor Daniel punts 51 yards, returned by Chester Rogers for 6 yards (tackle by Zach Cunningham)",-1.240,-0.480
3,9:05,1,10,IND 23,21,0,"Penalty on Quenton Nelson: False Start, 5 yards (no play)",0.480,0.000
3,9:05,1,15,IND 18,21,0,Andrew Luck pass incomplete short left intended for Zach Pascal (defended by Shareece Wright),0.000,-0.840
3,9:01,2,15,IND 18,21,0,Andrew Luck left end for 10 yards (tackle by Tyrann Mathieu),-0.840,-0.100
3,8:22,3,5,IND 28,21,0,Andrew Luck pass incomplete short right intended for T.Y. Hilton,-0.100,-1.500
3,8:15,4,5,IND 28,21,0,"Rigoberto Sanchez punts 44 yards, fair catch by DeAndre Carter at HOU-28",-1.500,-0.810
3,8:07,1,10,HOU 28,21,0,D'Onta Foreman up the middle for 3 yards (tackle by Kemoko Turay and Darius Leonard),0.810,0.670
3,7:38,2,7,HOU 31,21,0,Deshaun Watson pass complete short left to Keke Coutee for 17 yards (tackle by Clayton Geathers),0.670,2.130
3,6:59,1,10,HOU 48,21,0,Deshaun Watson pass incomplete short left intended for D'Onta Foreman,2.130,1.580
3,6:54,2,10,HOU 48,21,0,Deshaun Watson pass complete short middle to Keke Coutee for 10 yards (tackle by Darius Leonard),1.580,2.790
3,6:13,1,10,IND 42,21,0,Deshaun Watson pass complete short left to Lamar Miller for 5 yards (tackle by Clayton Geathers),2.790,2.920
3,5:42,2,5,IND 37,21,0,Deshaun Watson pass incomplete deep left intended for Ryan Griffin,2.920,2.210
3,5:37,3,5,IND 37,21,0,"Deshaun Watson up the middle for no gain (tackle by Margus Hunt). Penalty on Nick Martin: Offensive Holding, 10 yards (no play)",2.210,0.890
3,5:19,3,15,IND 47,21,0,Deshaun Watson sacked by Kenny Moore for -9 yards,0.890,-0.460
3,4:40,4,24,HOU 44,21,0,"Trevor Daniel punts 37 yards, fair catch by Chester Rogers at IND-19",-0.460,-0.150
3,4:34,1,10,IND 19,21,0,Andrew Luck pass complete short left to Chester Rogers for 6 yards (tackle by Zach Cunningham),0.150,0.480
3,3:58,2,4,IND 25,21,0,Marlon Mack up the middle for 29 yards (tackle by Tyrann Mathieu),0.480,2.520
3,3:11,1,10,HOU 46,21,0,Andrew Luck pass incomplete deep left intended for T.Y. Hilton,2.520,1.980
3,3:06,2,10,HOU 46,21,0,Jordan Wilkins left guard for 3 yards (tackle by Jadeveon Clowney and Andre Hal),1.980,1.680
3,2:24,3,7,HOU 43,21,0,Andrew Luck pass incomplete short left intended for T.Y. Hilton,1.680,0.400
3,2:20,4,7,HOU 43,21,0,Rigoberto Sanchez punts 32 yards downed by Clayton Geathers,0.400,0.370
3,2:10,1,10,HOU 11,21,0,Deshaun Watson right end for 5 yards (tackle by Quincy Wilson),-0.370,-0.300
3,1:45,2,5,HOU 16,21,0,Deshaun Watson pass complete short right to Lamar Miller for 10 yards (tackle by Darius Leonard),-0.300,0.670
3,1:23,1,10,HOU 26,21,0,Deshaun Watson pass incomplete short right intended for DeAndre Hopkins,0.670,0.130
3,1:20,2,10,HOU 26,21,0,Deshaun Watson pass incomplete short right intended for Lamar Miller,0.130,-0.560
3,1:16,3,10,HOU 26,21,0,Deshaun Watson pass complete short left to Jordan Akins for 7 yards (tackle by Quincy Wilson and Kenny Moore),-0.560,-1.180
3,0:37,4,3,HOU 33,21,0,Deshaun Watson pass complete short middle to Keke Coutee for 7 yards (tackle by Anthony Walker),-1.180,1.600
3,0:05,1,10,HOU 40,21,0,Deshaun Watson up the middle for 5 yards (tackle by Kenny Moore),1.600,1.730
Quarter,Time,Down,ToGo,Location,IND,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,HOU 45,21,0,Lamar Miller up the middle for 8 yards (tackle by Clayton Geathers),1.730,2.460
4,14:29,1,10,IND 47,21,0,Deshaun Watson pass complete short right to DeAndre Hopkins for 13 yards (tackle by Quincy Wilson),2.460,3.310
4,13:54,1,10,IND 34,21,0,Deshaun Watson pass complete short left to Keke Coutee for 7 yards (tackle by Quincy Wilson),3.310,3.720
4,13:27,2,3,IND 27,21,0,Lamar Miller left tackle for 5 yards (tackle by Pierre Desir and Darius Leonard),3.720,4.110
4,12:46,1,10,IND 22,21,0,Deshaun Watson pass complete short middle to Lamar Miller for 9 yards (tackle by Anthony Walker),4.110,5.060
4,12:14,2,1,IND 13,21,0,Deshaun Watson pass complete short left to Jordan Akins for 1 yard (tackle by Clayton Geathers and Anthony Walker),5.060,4.780
4,11:35,1,10,IND 12,21,0,Deshaun Watson pass complete short left to Alfred Blue for 6 yards (tackle by Darius Leonard),4.780,5.210
4,11:06,2,4,IND 6,21,0,Deshaun Watson pass incomplete short middle intended for Keke Coutee,5.210,4.380
4,11:03,3,4,IND 6,21,6,"Deshaun Watson pass complete short left to Keke Coutee for 6 yards, touchdown",4.380,7.000
4,10:57,,,IND 15,21,7,Ka'imi Fairbairn kicks extra point good,0.000,0.000
4,10:57,,,HOU 35,21,7,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
4,10:57,1,10,IND 25,21,7,Andrew Luck pass complete short left to Dontrelle Inman for 4 yards (tackle by Benardrick McKinney),0.610,0.600
4,10:19,2,6,IND 29,21,7,Marlon Mack left tackle for 1 yard (tackle by Zach Cunningham),0.600,0.040
4,9:40,3,5,IND 30,21,7,Andrew Luck pass complete deep right to T.Y. Hilton for 20 yards (tackle by Kareem Jackson),0.040,2.260
4,9:10,1,10,IND 50,21,7,Marlon Mack right guard for 2 yards (tackle by Benardrick McKinney),2.260,1.980
4,8:25,2,8,HOU 48,21,7,Andrew Luck pass incomplete short left intended for T.Y. Hilton (defended by Zach Cunningham),1.980,1.290
4,8:23,3,8,HOU 48,21,7,Andrew Luck left end for 3 yards (tackle by Benardrick McKinney and Johnathan Joseph). Penalty on Quenton Nelson: Offensive Holding (Declined),1.290,0.270
4,8:09,4,5,HOU 45,21,7,Rigoberto Sanchez punts 34 yards downed by Jordan Wilkins,0.270,0.370
4,7:59,1,10,HOU 11,21,7,Deshaun Watson right end for 12 yards (tackle by Darius Leonard and Anthony Walker),-0.370,0.480
4,7:28,1,10,HOU 23,21,7,Deshaun Watson pass complete short left to Keke Coutee for 14 yards (tackle by Malik Hooker),0.480,1.400
4,6:54,1,10,HOU 37,21,7,Deshaun Watson pass incomplete short left intended for Lamar Miller,1.400,0.860
4,6:50,2,10,HOU 37,21,7,Deshaun Watson pass incomplete short right intended for Ryan Griffin,0.860,0.170
4,6:44,3,10,HOU 37,21,7,Deshaun Watson pass complete short middle to Lamar Miller for 6 yards (tackle by Darius Leonard and Margus Hunt),0.170,-0.520
4,6:11,4,4,HOU 43,21,7,Deshaun Watson up the middle for 21 yards (tackle by George Odum),-0.520,3.180
4,5:33,1,10,IND 36,21,7,Deshaun Watson pass complete short left to Lamar Miller for 12 yards (tackle by Kenny Moore),3.180,3.970
4,5:01,1,10,IND 24,21,7,Deshaun Watson sacked by Grover Stewart and Hassan Ridgeway for no gain,3.970,3.430
4,4:21,2,10,IND 24,21,7,Deshaun Watson pass incomplete short middle intended for Jordan Akins,3.430,2.740
4,4:17,3,10,IND 24,21,7,Deshaun Watson pass incomplete short left intended for Keke Coutee (defended by Darius Leonard),2.740,1.870
4,4:13,4,10,IND 24,21,7,Deshaun Watson pass incomplete deep right intended for Vyncint Smith,1.870,-0.610
4,4:09,1,10,IND 25,21,7,Andrew Luck left end for 7 yards (tackle by Kareem Jackson),0.610,1.010
4,4:01,,,,,,Timeout #1 by Houston Texans,,
4,4:01,2,3,IND 32,21,7,Marlon Mack up the middle for 1 yard (tackle by D.J. Reader),1.010,0.430
4,3:55,,,,,,Timeout #2 by Houston Texans,,
4,3:55,3,2,IND 33,21,7,Marlon Mack up the middle for 2 yards (tackle by D.J. Reader and Whitney Mercilus),0.430,1.270
4,3:47,,,,,,Timeout #3 by Houston Texans,,
4,3:47,1,10,IND 35,21,7,Marlon Mack left guard for 3 yards (tackle by D.J. Reader),1.270,1.130
4,3:00,2,7,IND 38,21,7,Marlon Mack up the middle for 15 yards (tackle by Tyrann Mathieu and Johnathan Joseph),1.130,2.460
4,2:11,1,10,HOU 47,21,7,Marlon Mack right guard for 26 yards (tackle by Tyrann Mathieu),2.460,4.170
4,2:00,1,10,HOU 21,21,7,Andrew Luck kneels for -1 yards,4.170,3.490
4,1:19,2,11,HOU 22,21,7,Andrew Luck kneels for -1 yards,3.490,2.680
4,0:38,3,12,HOU 23,21,7,Andrew Luck kneels for -1 yards,2.680,1.870
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
