Quarter,Time,Down,ToGo,Location,GNB,SFO,Detail,EPB,EPA
1,8:44,1,10,GNB 31,7,0,Aaron Rodgers pass complete short left to Davante Adams for 11 yards (tackle by Emmanuel Moseley and Fred Warner),1.000,1.730
1,8:02,1,10,GNB 42,7,0,Aaron Rodgers pass incomplete deep right intended for Davante Adams,1.730,1.190
1,7:55,2,10,GNB 42,7,0,Aaron Rodgers pass complete short middle to Robert Tonyan for 5 yards (tackle by Jaquiski Tartt),1.190,1.160
1,7:12,3,5,GNB 47,7,0,Aaron Rodgers pass incomplete deep left intended for Davante Adams (defended by Emmanuel Moseley),1.160,-0.260
1,7:07,4,5,GNB 47,7,0,"JK Scott punts 53 yards, touchback.",-0.260,-0.280
1,6:58,1,10,SFO 20,7,0,Jerick McKinnon right end for 3 yards (tackle by Dean Lowry),0.280,0.140
1,6:25,2,7,SFO 23,7,0,Nick Mullens pass complete deep middle to Richie James for 43 yards (tackle by Adrian Amos),0.140,3.310
1,5:37,1,10,GNB 34,7,0,Jerick McKinnon right tackle for 8 yards (tackle by Adrian Amos),3.310,3.850
1,4:50,2,2,GNB 26,7,0,Jerick McKinnon left tackle for 3 yards (tackle by Dean Lowry),3.850,4.040
1,4:06,1,10,GNB 23,7,0,Nick Mullens pass complete short right to Kyle Juszczyk for 4 yards (tackle by Krys Barnes and Preston Smith),4.040,4.050
1,3:26,2,6,GNB 19,7,0,"Penalty on Kingsley Keke: Neutral Zone Infraction, 5 yards (no play)",4.050,4.950
1,3:06,2,1,GNB 14,7,0,Jamycal Hasty up the middle for -1 yards (tackle by Montravius Adams),4.950,4.050
1,2:28,3,2,GNB 15,7,0,Jerick McKinnon up the middle for 6 yards (tackle by Montravius Adams),4.050,5.140
1,1:47,1,9,GNB 9,7,0,Nick Mullens pass incomplete short left,5.140,4.380
1,1:43,2,9,GNB 9,7,0,Nick Mullens pass complete short middle to Richie James for 5 yards (tackle by Darnell Savage),4.380,4.490
1,0:54,,,,,,Timeout #2 by San Francisco 49ers,,
1,0:54,3,4,GNB 4,7,0,Nick Mullens pass incomplete short left intended for River Cracraft (defended by Josh Jackson),4.490,3.030
1,0:50,4,4,GNB 4,7,3,Robbie Gould 22 yard field goal good,3.030,3.000
1,0:47,,,SFO 35,7,3,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
1,0:47,1,10,GNB 25,7,3,Tyler Ervin left tackle for 2 yards (tackle by Javon Kinlaw),0.610,0.330
1,0:11,2,8,GNB 27,7,3,Aaron Rodgers pass complete short right to Davante Adams for 4 yards (tackle by Azeez Al-Shaair and Jason Verrett),0.330,0.170
Quarter,Time,Down,ToGo,Location,GNB,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,GNB 31,7,3,Aaron Rodgers pass incomplete short right intended for Marquez Valdes-Scantling,0.170,-1.310
2,14:56,4,4,GNB 31,7,3,"JK Scott punts 44 yards, fair catch by Trent Taylor at SF-25",-1.310,-0.610
2,14:48,1,10,SFO 25,7,3,Jerick McKinnon up the middle for 2 yards (tackle by Oren Burks),0.610,0.330
2,14:10,2,8,SFO 27,7,3,Jerick McKinnon right end for 11 yards (tackle by Jaire Alexander),0.330,1.470
2,13:39,1,10,SFO 38,7,3,Nick Mullens pass complete deep middle to Richie James for 18 yards (tackle by Josh Jackson),1.470,2.650
2,12:55,1,10,GNB 44,7,3,Jamycal Hasty left end for 4 yards (tackle by Preston Smith),2.650,2.650
2,12:19,2,6,GNB 40,7,3,"Jamycal Hasty right end for 7 yards (tackle by Adrian Amos). Penalty on Richie James: Offensive Holding, 10 yards (no play)",2.650,1.300
2,11:56,2,16,SFO 50,7,3,Nick Mullens pass incomplete short middle intended for River Cracraft,1.300,0.630
2,11:51,3,16,SFO 50,7,3,Nick Mullens pass short left intended for Jerick McKinnon is intercepted by Raven Greene at GB-45 and returned for 17 yards,0.630,-3.050
2,11:42,1,10,SFO 38,7,3,Aaron Rodgers pass incomplete short left intended for Tyler Ervin (defended by Jaquiski Tartt),3.050,2.510
2,11:39,2,10,SFO 38,7,3,Aaron Jones left guard for 11 yards (tackle by Jaquiski Tartt and Fred Warner),2.510,3.780
2,11:00,1,10,SFO 27,7,3,Aaron Jones left end for 6 yards (tackle by Jason Verrett),3.780,4.040
2,10:24,2,4,SFO 21,7,3,Aaron Rodgers pass complete short right to Aaron Jones for -4 yards (tackle by Fred Warner and Jaquiski Tartt),4.040,2.810
2,9:41,3,8,SFO 25,7,3,Aaron Rodgers pass complete short right to Tyler Ervin for 7 yards (tackle by Jimmie Ward),2.810,2.400
2,9:11,,,,,,Timeout #1 by Green Bay Packers,,
2,9:11,4,1,SFO 18,7,3,Aaron Rodgers pass complete short left to Davante Adams for 4 yards (tackle by Jamar Taylor),2.400,4.650
2,8:34,1,10,SFO 14,7,3,Aaron Jones left guard for 3 yards (tackle by Dre Greenlaw and Emmanuel Moseley),4.650,4.520
2,7:56,2,7,SFO 11,7,3,Aaron Jones up the middle for 2 yards (tackle by Fred Warner),4.520,4.050
2,7:10,3,5,SFO 9,7,3,"Aaron Rodgers pass incomplete short right intended for Davante Adams. Penalty on Jason Verrett: Defensive Pass Interference, 8 yards (no play)",4.050,6.970
2,7:05,1,1,SFO 1,13,3,"Aaron Rodgers pass complete short right to Marcedes Lewis for 1 yard, touchdown",6.970,7.000
2,7:01,,,SFO 15,14,3,Mason Crosby kicks extra point good,0.000,0.000
2,7:01,,,GNB 35,14,3,"JK Scott kicks off 65 yards, touchback.",0.000,0.610
2,7:01,1,10,SFO 25,14,3,Jamycal Hasty up the middle for 1 yard (tackle by Tyler Lancaster),0.610,0.200
2,6:21,2,9,SFO 26,14,3,Nick Mullens pass complete short left to Jamycal Hasty for 3 yards (tackle by Krys Barnes),0.200,-0.100
2,5:38,3,6,SFO 29,14,3,Nick Mullens pass incomplete short middle intended for Jordan Reed (defended by Darnell Savage),-0.100,-1.440
2,5:34,4,6,SFO 29,14,3,"Mitch Wishnowsky punts 58 yards, fair catch by Darrius Shepherd at GB-13",-1.440,0.320
2,5:26,1,10,GNB 13,14,3,Aaron Rodgers pass incomplete short right intended for Marquez Valdes-Scantling,-0.320,-0.770
2,5:22,2,10,GNB 13,14,3,Dexter Williams up the middle for 5 yards (tackle by Jaquiski Tartt),-0.770,-0.830
2,5:06,3,5,GNB 18,14,3,"Aaron Rodgers pass short right is intercepted by Jason Verrett at GB-28 and returned for 11 yards Penalty on SFO: Defensive Too Many Men on Field, 5 yards (no play)",-0.830,0.480
2,4:59,1,10,GNB 23,14,3,Dexter Williams up the middle for 3 yards (tackle by Jaquiski Tartt and Jamar Taylor),0.480,0.340
2,4:12,,,,,,Timeout #2 by Green Bay Packers,,
2,4:12,2,7,GNB 26,14,3,Aaron Rodgers pass complete short left to Aaron Jones for 2 yards (tackle by Fred Warner),0.340,-0.100
2,3:42,3,5,GNB 28,14,3,Aaron Rodgers right end for 7 yards (tackle by Javon Kinlaw),-0.100,1.270
2,3:09,1,10,GNB 35,14,3,Tyler Ervin right guard for 2 yards (tackle by Azeez Al-Shaair and Kerry Hyder),1.270,0.990
2,2:25,2,8,GNB 37,14,3,Aaron Rodgers pass complete short left to Tyler Ervin for 11 yards (tackle by Dre Greenlaw),0.990,2.130
2,2:00,1,10,GNB 48,20,3,"Aaron Rodgers pass complete deep middle to Marquez Valdes-Scantling for 52 yards, touchdown",2.130,7.000
2,1:53,,,SFO 15,21,3,Mason Crosby kicks extra point good,0.000,0.000
2,1:53,,,GNB 35,21,3,"JK Scott kicks off 58 yards, returned by Austin Walter for 18 yards (tackle by Henry Black and Randy Ramsey)",0.000,0.610
2,1:47,1,10,SFO 25,21,3,Nick Mullens pass incomplete deep middle intended for Richie James,0.610,0.060
2,1:41,2,10,SFO 25,21,3,Nick Mullens pass complete short right to River Cracraft for 5 yards (tackle by Ka'dar Hollman),0.060,0.040
2,0:55,,,,,,Timeout #3 by San Francisco 49ers,,
2,0:55,3,5,SFO 30,21,3,Nick Mullens pass incomplete short left intended for Richie James,0.040,-1.370
2,0:51,4,5,SFO 30,21,3,"Mitch Wishnowsky punts 44 yards, fair catch by Darrius Shepherd at GB-26",-1.370,-0.670
2,0:44,1,10,GNB 26,21,3,Aaron Rodgers sacked by Jordan Willis for -11 yards,0.670,-1.500
Quarter,Time,Down,ToGo,Location,GNB,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,21,3,"JK Scott kicks off 66 yards, returned by Austin Walter for 34 yards (tackle by Henry Black)",0.000,1.140
3,14:55,1,10,SFO 33,21,3,Nick Mullens pass incomplete short middle intended for Richie James (defended by Preston Smith),1.140,0.590
3,14:51,2,10,SFO 33,21,3,"Nick Mullens pass incomplete short left intended for Ross Dwelley. Penalty on Josh Jackson: Defensive Pass Interference, 5 yards (no play)",0.590,1.470
3,14:47,1,10,SFO 38,21,3,Jamycal Hasty right end for -1 yards (tackle by Oren Burks),1.470,0.790
3,14:08,2,11,SFO 37,21,3,Nick Mullens pass complete short left to Ross Dwelley for 6 yards (tackle by Ty Summers),0.790,0.890
3,13:29,3,5,SFO 43,21,3,Nick Mullens pass incomplete short right intended for Trent Taylor,0.890,-0.520
3,13:25,4,5,SFO 43,21,3,"Mitch Wishnowsky punts 57 yards, touchback.",-0.520,-0.280
3,13:17,1,10,GNB 20,21,3,Aaron Jones up the middle for 3 yards (tackle by Marcell Harris),0.280,0.140
3,12:32,2,7,GNB 23,21,3,Aaron Jones left guard for no gain (tackle by Kerry Hyder),0.140,-0.560
3,11:47,3,7,GNB 23,21,3,Aaron Rodgers pass complete deep left to Davante Adams for 49 yards,-0.560,3.710
3,11:08,1,10,SFO 28,21,3,Aaron Jones up the middle for 4 yards (tackle by Kerry Hyder),3.710,3.710
3,10:26,2,6,SFO 24,21,3,Aaron Rodgers pass complete short left to Aaron Jones for 3 yards (tackle by Fred Warner),3.710,3.400
3,9:32,3,3,SFO 21,21,3,Aaron Rodgers pass complete short right to Davante Adams for 11 yards (tackle by Jimmie Ward),3.400,4.910
3,8:53,1,10,SFO 10,21,3,Aaron Rodgers pass complete short left to Jace Sternberger for 1 yard (tackle by Azeez Al-Shaair and Jason Verrett),4.910,4.380
3,8:07,2,9,SFO 9,21,3,Aaron Rodgers pass complete short left to Davante Adams for 8 yards (tackle by Jimmie Ward and Dre Greenlaw),4.380,5.170
3,7:22,3,1,SFO 1,27,3,"Aaron Rodgers pass complete short right to Marquez Valdes-Scantling for 1 yard, touchdown",5.170,7.000
3,7:17,,,SFO 15,28,3,Mason Crosby kicks extra point good,0.000,0.000
3,7:17,,,GNB 35,28,3,"JK Scott kicks off 47 yards, returned by Austin Walter for 12 yards (tackle by Randy Ramsey)",0.000,0.940
3,7:14,1,10,SFO 30,28,3,Jerick McKinnon up the middle for 8 yards (tackle by Adrian Amos),0.940,1.470
3,6:39,2,2,SFO 38,28,3,Jerick McKinnon left guard for 2 yards (tackle by Tyler Lancaster and Oren Burks),1.470,1.600
3,5:57,1,10,SFO 40,28,3,"Nick Mullens pass complete short left to Jerick McKinnon for 1 yard (tackle by Josh Jackson). Penalty on Josh Jackson: Unnecessary Roughness, 15 yards",1.600,2.650
3,5:34,1,10,GNB 44,28,3,"Nick Mullens sacked by Za'Darius Smith for -9 yards. Nick Mullens fumbles (forced by Za'Darius Smith), recovered by Za'Darius Smith at SF-47",2.650,-2.460
3,5:27,1,10,SFO 47,28,3,Aaron Rodgers pass complete short right to Tyler Ervin for 24 yards (tackle by Emmanuel Moseley),2.460,4.040
3,4:46,1,10,SFO 23,28,3,Aaron Rodgers pass complete short left to Davante Adams for 9 yards (tackle by Jamar Taylor),4.040,4.950
3,4:13,2,1,SFO 14,28,3,Tyler Ervin up the middle for 4 yards (tackle by Marcell Harris),4.950,4.910
3,3:33,1,10,SFO 10,28,3,Aaron Rodgers pass complete short right to Davante Adams for 7 yards (tackle by Azeez Al-Shaair),4.910,5.530
3,2:55,2,3,SFO 3,28,3,Tyler Ervin up the middle for 2 yards (tackle by Jamar Taylor),5.530,5.170
3,2:09,,,,,,Timeout #1 by Green Bay Packers,,
3,2:09,3,1,SFO 1,28,3,Aaron Rodgers pass incomplete short right,5.170,3.550
3,2:04,4,1,SFO 1,31,3,Mason Crosby 19 yard field goal good,3.550,3.000
3,2:01,,,GNB 35,31,3,"JK Scott kicks off 46 yards, returned by Ross Dwelley for 20 yards (tackle by John Lovett)",0.000,1.530
3,1:54,1,10,SFO 39,31,3,Jerick McKinnon right guard for no gain (tackle by Za'Darius Smith),1.530,0.990
3,1:15,2,10,SFO 39,31,3,Nick Mullens pass complete short left to Richie James for 47 yards (tackle by Adrian Amos),0.990,4.650
3,0:31,1,10,GNB 14,31,3,"Jerick McKinnon right end for 5 yards (tackle by Ty Summers). Penalty on Mike McGlinchey: Offensive Holding, 10 yards (no play)",4.650,3.970
3,0:16,1,20,GNB 24,31,3,Nick Mullens pass complete short middle to Ross Dwelley for 10 yards (tackle by Oren Burks),3.970,4.000
Quarter,Time,Down,ToGo,Location,GNB,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,GNB 14,31,3,Nick Mullens pass incomplete short middle intended for Trent Taylor,4.000,3.110
4,14:57,3,10,GNB 14,31,3,Nick Mullens pass complete short left to Richie James for 9 yards (tackle by Rashan Gary),3.110,3.030
4,14:32,4,1,GNB 5,31,3,Nick Mullens up the middle for no gain (tackle by Rashan Gary and Ty Summers),3.030,0.380
4,14:29,1,10,GNB 5,31,3,Aaron Jones up the middle for 3 yards (tackle by Dre Greenlaw and Fred Warner),-0.380,-0.560
4,13:46,2,7,GNB 8,31,3,Aaron Rodgers pass complete short left to Darrius Shepherd for 3 yards (tackle by Fred Warner),-0.560,-0.720
4,13:05,3,4,GNB 11,31,3,Aaron Rodgers pass complete deep right to Davante Adams for 34 yards (tackle by Jamar Taylor),-0.720,1.930
4,12:24,1,10,GNB 45,31,3,Tyler Ervin right tackle for 8 yards (tackle by Emmanuel Moseley),1.930,2.460
4,11:43,2,2,SFO 47,31,3,Tyler Ervin up the middle for 4 yards (tackle by Marcell Harris),2.460,2.720
4,11:01,1,10,SFO 43,31,3,Aaron Jones left tackle for -2 yards (tackle by Marcell Harris and Fred Warner),2.720,1.910
4,10:20,2,12,SFO 45,31,3,Malik Taylor right end for 9 yards (tackle by Jimmie Ward and Jason Verrett),1.910,2.410
4,9:31,,,,,,Timeout #2 by Green Bay Packers,,
4,9:31,3,3,SFO 36,31,3,Aaron Rodgers pass complete short right to Tyler Ervin for 6 yards,2.410,3.580
4,8:52,1,10,SFO 30,31,3,"Tyler Ervin left guard for 5 yards (tackle by Emmanuel Moseley). Penalty on Elgton Jenkins: Illegal Formation, 5 yards (no play)",3.580,3.250
4,8:29,1,15,SFO 35,31,3,Aaron Jones up the middle for no gain (tackle by Marcell Harris),3.250,2.360
4,7:45,2,15,SFO 35,31,3,Aaron Jones right guard for no gain (tackle by Fred Warner),2.360,1.680
4,7:03,3,15,SFO 35,31,3,Tyler Ervin right end for no gain (tackle by Dre Greenlaw),1.680,0.970
4,6:20,4,15,SFO 35,34,3,Mason Crosby 53 yard field goal good,0.970,3.000
4,6:15,,,GNB 35,34,3,"JK Scott kicks off 66 yards, returned by Jamycal Hasty for 21 yards (tackle by John Lovett)",0.000,0.280
4,6:10,1,10,SFO 20,34,3,Nick Mullens pass complete deep left to Ross Dwelley for 36 yards (tackle by Adrian Amos). Penalty on Za'Darius Smith: Defensive Offside (Declined),0.280,2.650
4,5:51,1,10,GNB 44,34,3,Nick Mullens pass incomplete short right intended for River Cracraft,2.650,2.110
4,5:47,2,10,GNB 44,34,3,Jerick McKinnon right guard for 3 yards (tackle by Stanford Samuels),2.110,1.820
4,5:08,3,7,GNB 41,34,9,"Nick Mullens pass complete deep right to Richie James for 41 yards, touchdown",1.820,7.000
4,5:00,,,GNB 15,34,10,Robbie Gould kicks extra point good,0.000,0.000
4,5:00,,,SFO 35,34,10,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
4,5:00,1,10,GNB 25,34,10,John Lovett right guard for 2 yards (tackle by Dre Greenlaw),0.610,0.330
4,4:16,2,8,GNB 27,34,10,John Lovett right guard for no gain (tackle by Dion Jordan),0.330,-0.360
4,3:33,3,8,GNB 27,34,10,John Lovett right guard for 4 yards (tackle by Dre Greenlaw),-0.360,-1.310
4,2:51,4,4,GNB 31,34,10,"JK Scott punts 57 yards, returned by Trent Taylor for 13 yards (tackle by Raven Greene and Randy Ramsey)",-1.310,-0.610
4,2:39,1,10,SFO 25,34,10,Nick Mullens pass complete short right to Jerick McKinnon for 8 yards (tackle by Ka'dar Hollman and Oren Burks),0.610,1.140
4,2:07,2,2,SFO 33,34,10,Jerick McKinnon right guard for 5 yards (tackle by Jonathan Garvin and Kingsley Keke),1.140,1.470
4,2:00,1,10,SFO 38,34,10,Nick Mullens pass complete short right to Richie James for 11 yards (tackle by Raven Greene),1.470,2.190
4,1:38,1,10,SFO 49,34,10,Nick Mullens pass complete short left to Jamycal Hasty for 7 yards (tackle by Ty Summers),2.190,2.590
4,1:10,2,3,GNB 44,34,10,Nick Mullens pass complete short middle to Trent Taylor for 9 yards (tackle by Ty Summers),2.590,3.250
4,0:53,1,10,GNB 35,34,10,"Nick Mullens sacked by Stanford Samuels for no gain. Penalty on Stanford Samuels: Lowering the Head to Initiate Contact, 15 yards (no play)",3.250,4.240
4,0:50,1,10,GNB 20,34,10,Nick Mullens pass complete short right to Richie James for 4 yards (tackle by Henry Black),4.240,4.280
4,0:39,,,,,,Timeout #1 by San Francisco 49ers,,
4,0:39,2,6,GNB 16,34,10,Nick Mullens pass complete short left to River Cracraft for 8 yards (tackle by Josh Jackson),4.280,5.370
4,0:20,1,8,GNB 8,34,10,Nick Mullens pass incomplete short middle intended for Trent Taylor,5.370,4.570
4,0:15,2,8,GNB 8,34,10,Nick Mullens pass complete short right to Jerick McKinnon for 7 yards (tackle by Stanford Samuels),4.570,5.170
4,0:08,3,1,GNB 1,34,16,"Jerick McKinnon up the middle for 1 yard, touchdown",5.170,7.000
4,0:04,,,,,,Timeout #3 by Green Bay Packers,,
4,0:04,,,GNB 15,34,17,Robbie Gould kicks extra point good,0.000,0.000
4,0:04,,,SFO 35,34,17,"Robbie Gould kicks off 42 yards, returned by John Lovett for 5 yards",0.000,0.810
4,0:02,1,10,GNB 28,34,17,Tim Boyle kneels for -1 yards,0.810,0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
