Quarter,Time,Down,ToGo,Location,BAL,MIA,Detail,EPB,EPA
2,14:53,4,12,BAL 41,0,0,"Matt Turk punts 26 yards, fair catch by Lamont Brightful. Penalty on Brendon Ayanbadejo: Illegal Motion (Declined)",0.530,0.220
2,14:45,1,10,BAL 15,0,0,Anthony Wright pass incomplete intended for Marcus Robinson is intercepted by Sam Madison at MIA-41 and returned for 36 yards,-0.220,-4.040
2,14:31,1,10,BAL 23,0,0,Ricky Williams up the middle for 1 yard (tackle by Peter Boulware),4.040,3.630
2,13:56,2,9,BAL 22,0,0,Brian Griese pass complete to Ricky Williams for 8 yards (tackle by Ray Lewis),3.630,4.280
2,13:13,3,1,BAL 14,0,0,Ricky Williams up the middle for 2 yards (tackle by Anthony Weaver),4.280,4.780
2,12:35,1,10,BAL 12,0,0,Brian Griese pass complete to James McKnight for 6 yards (tackle by Ed Reed),4.780,5.210
2,11:54,2,4,BAL 6,0,0,Ricky Williams up the middle for 1 yard (tackle by Cornell Brown and Kelly Gregg),5.210,4.610
2,11:25,3,3,BAL 5,0,0,Brian Griese pass incomplete intended for Derrius Thompson,4.610,3.020
2,11:16,4,3,BAL 5,0,3,Olindo Mare 23 yard field goal good,3.020,3.000
2,,,,MIA 30,0,3,"Olindo Mare kicks off 58 yards, returned by Lamont Brightful for 73 yards (tackle by Terrell Buckley)",0.000,4.580
2,11:12,1,10,MIA 15,0,3,"Penalty on Todd Heap: False Start, 5 yards (no play)",4.580,4.240
2,11:01,1,15,MIA 20,0,3,Jamal Lewis left end for -1 yards (tackle by Adewale Ogunleye),4.240,3.210
2,10:25,2,16,MIA 21,0,3,Anthony Wright pass incomplete intended for Travis Taylor,3.210,2.540
2,10:20,3,16,MIA 21,0,3,Anthony Wright pass incomplete intended for Chester Taylor,2.540,2.060
2,10:14,4,16,MIA 21,3,3,Matt Stover 39 yard field goal good,2.060,3.000
2,,,,BAL 30,3,3,"Wade Richey kicks off 75 yards, touchback",0.000,0.280
2,10:10,1,10,MIA 20,3,3,Ricky Williams left guard for 2 yards (tackle by Marques Douglas),0.280,0.000
2,9:36,2,8,MIA 22,3,3,Brian Griese pass complete to Rob Konrad for 17 yards (tackle by Gary Baxter),0.000,1.530
2,8:53,1,10,MIA 39,3,3,Ricky Williams right tackle for 2 yards (tackle by Marques Douglas),1.530,1.260
2,8:17,2,8,MIA 41,3,3,Brian Griese pass complete to Randy McMichael for 9 yards (tackle by Ed Reed),1.260,2.260
2,7:36,1,10,BAL 50,3,3,Ricky Williams up the middle for 1 yard (tackle by Ma'ake Kemoeatu),2.260,1.850
2,7:01,2,9,BAL 49,3,3,Ricky Williams left end for -4 yards (tackle by Gary Baxter),1.850,0.630
2,6:15,3,13,MIA 47,3,3,"Penalty on Billy Yates: False Start, 5 yards (no play)",0.630,-0.030
2,5:58,3,18,MIA 42,3,3,Brian Griese right tackle for 6 yards (tackle by Gary Baxter),-0.030,-0.190
2,5:22,4,12,MIA 48,3,3,"Matt Turk punts 52 yards, touchback",-0.190,-0.280
2,5:09,1,10,BAL 20,3,3,Jamal Lewis up the middle for 3 yards (tackle by Morlon Greenwood),0.280,0.140
2,4:34,2,7,BAL 23,3,3,Jamal Lewis left end for 16 yards (tackle by Brock Marion),0.140,1.530
2,4:05,1,10,BAL 39,3,3,Anthony Wright pass incomplete intended for Ron Johnson (defended by Jason Taylor),1.530,0.990
2,4:02,2,10,BAL 39,3,3,Anthony Wright pass complete to Todd Heap for 4 yards (tackle by Morlon Greenwood),0.990,0.830
2,3:31,3,6,BAL 43,3,3,Anthony Wright pass complete to Marcus Robinson for 7 yards,0.830,2.260
2,3:04,1,10,MIA 50,3,3,Jamal Lewis up the middle for 3 yards (tackle by Junior Seau),2.260,2.120
2,2:29,2,7,MIA 47,3,3,Jamal Lewis right guard for -1 yards (tackle by Morlon Greenwood),2.120,1.290
2,2:00,3,8,MIA 48,3,3,Anthony Wright pass complete to Chester Taylor for 13 yards (tackle by Jamar Fletcher),1.290,3.250
2,1:25,1,10,MIA 35,3,3,Anthony Wright pass complete to Todd Heap for 2 yards (tackle by Sammy Knight),3.250,2.970
2,1:19,2,8,MIA 33,3,3,Jamal Lewis right guard for 2 yards (tackle by Junior Seau),2.970,2.540
2,0:41,3,6,MIA 31,3,3,"Anthony Wright for -7 yards (tackle by Jason Taylor). Penalty on Ron Johnson: Personal Foul, 15 yards",2.540,-0.260
2,0:32,4,28,BAL 47,3,3,Dave Zastudil punts 51 yards,-0.260,0.380
2,0:21,1,10,MIA 2,3,3,Travis Minor right guard for no gain (tackle by Ray Lewis),-0.380,-0.780
2,0:18,,,,3,3,Timeout #1 by Baltimore Ravens,0.000,-0.780
2,0:18,2,10,MIA 2,3,3,Travis Minor right guard for 26 yards (tackle by Adalius Thomas),-0.780,0.810
Quarter,Time,Down,ToGo,Location,BAL,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,3,3,"Wade Richey kicks off 74 yards, touchback",0.000,0.280
3,15:00,1,10,MIA 20,3,3,Ricky Williams for 11 yards (tackle by Gary Baxter),0.280,1.000
3,14:32,1,10,MIA 31,3,3,Brian Griese pass incomplete intended for Chris Chambers,1.000,0.460
3,14:25,2,10,MIA 31,3,3,Ricky Williams up the middle for 3 yards (tackle by Kelly Gregg),0.460,0.170
3,13:51,3,7,MIA 34,3,3,Brian Griese pass complete to Chris Chambers for 16 yards (tackle by Chris McAlister),0.170,2.260
3,13:11,1,10,BAL 50,3,3,Ricky Williams right end for 11 yards (tackle by Ed Hartwell),2.260,2.980
3,12:30,1,10,BAL 39,3,3,Brian Griese pass incomplete intended for Derrius Thompson,2.980,2.440
3,12:24,2,10,BAL 39,3,3,Ricky Williams left end for -3 yards (tackle by Ed Reed),2.440,1.360
3,11:46,3,13,BAL 42,3,3,Brian Griese pass incomplete intended for Ricky Williams (defended by Adalius Thomas). Penalty on Billy Yates: Offensive Holding (Declined),1.360,0.460
3,11:41,4,13,BAL 42,3,3,Matt Turk punts 39 yards,0.460,0.380
3,11:32,1,10,BAL 3,3,3,Jamal Lewis right end for -1 yards (tackle by Jason Taylor),-0.380,-0.850
3,10:58,2,11,BAL 2,3,3,Jamal Lewis right tackle for 2 yards (tackle by Tim Bowens),-0.850,-1.300
3,10:15,3,9,BAL 4,3,3,Jamal Lewis left end for 6 yards (tackle by Rob Burnett),-1.300,-2.490
3,9:33,4,3,BAL 10,3,3,"Dave Zastudil punts 56 yards, returned by Sam Simmons for 13 yards (tackle by Joe Maese)",-2.490,-2.060
3,9:20,1,10,MIA 47,3,3,Ricky Williams up the middle for -1 yards (tackle by Peter Boulware and Ed Reed),2.060,1.380
3,8:50,2,11,MIA 46,3,3,Brian Griese pass incomplete intended for Kendall Newson,1.380,0.700
3,8:44,3,11,MIA 46,3,3,Brian Griese pass incomplete intended for Chris Chambers,0.700,-0.320
3,8:38,4,11,MIA 46,3,3,"Matt Turk punts 31 yards, fair catch by Lamont Brightful",-0.320,-0.480
3,8:28,1,10,BAL 23,3,3,Jamal Lewis right tackle for 3 yards (tackle by Larry Chester and Adewale Ogunleye),0.480,0.340
3,7:48,2,7,BAL 26,3,3,Anthony Wright pass incomplete intended for Jamal Lewis,0.340,-0.360
3,7:42,3,7,BAL 26,3,3,Anthony Wright sacked by Junior Seau for -1 yards. Penalty on Jonathan Ogden: Offensive Holding (Declined),-0.360,-1.700
3,7:24,4,8,BAL 25,3,3,"Dave Zastudil punts 47 yards, returned by Sam Simmons for 1 yard (tackle by Chester Taylor). Penalty on Tommy Hendricks: Offensive Holding, 10 yards",-1.700,-0.150
3,7:13,1,10,MIA 19,3,3,Ricky Williams up the middle for -1 yards (tackle by Kelly Gregg),0.150,-0.560
3,6:39,2,11,MIA 18,3,3,"Brian Griese pass incomplete intended for Derrius Thompson (defended by Gary Baxter). Penalty on Gary Baxter: Defensive Pass Interference, 13 yards (no play)",-0.560,1.000
3,6:34,1,10,MIA 31,3,3,"Brian Griese pass complete to Ricky Williams for 7 yards (tackle by Ray Lewis). Penalty on Peter Boulware: Roughing the Passer, 15 yards",1.000,2.460
3,6:14,1,10,BAL 47,3,3,Brian Griese pass complete to Ricky Williams for 9 yards (tackle by Ray Lewis),2.460,3.130
3,5:34,2,1,BAL 38,3,3,Travis Minor right tackle for 4 yards (tackle by Ed Hartwell),3.130,3.310
3,5:03,1,10,BAL 34,3,3,Travis Minor right guard for 2 yards (tackle by Ed Reed),3.310,3.040
3,4:23,2,8,BAL 32,3,3,Ricky Williams up the middle for no gain (tackle by Marques Douglas),3.040,2.350
3,3:47,3,8,BAL 32,3,3,Ricky Williams up the middle for -2 yards (tackle by Chad Williams),2.350,1.060
3,3:13,4,10,BAL 34,3,6,Olindo Mare 52 yard field goal good,1.060,3.000
3,,,,MIA 30,3,6,"Olindo Mare kicks off 79 yards, touchback",0.000,0.280
3,3:07,1,10,BAL 20,3,6,"Anthony Wright pass complete to Marcus Robinson for 12 yards. Penalty on Orlando Brown: Illegal Use of Hands, 10 yards (no play)",0.280,-0.760
3,2:53,1,20,BAL 10,3,6,Anthony Wright pass complete to Todd Heap for 18 yards (tackle by Sam Madison),-0.760,0.810
3,2:26,2,2,BAL 28,3,6,Jamal Lewis up the middle for 1 yard (tackle by Sammy Knight),0.810,0.230
3,1:49,3,1,BAL 29,3,6,Jamal Lewis right tackle for no gain (tackle by Jay Williams and Morlon Greenwood),0.230,-1.440
3,1:09,4,1,BAL 29,3,6,"Dave Zastudil punts 46 yards, returned by Sam Simmons for 32 yards (tackle by Joe Maese). Penalty on Gerome Sapp: Player Out of Bounds on Punt (Declined)",-1.440,-2.720
3,0:54,1,10,BAL 43,3,6,Ricky Williams up the middle for -1 yards (tackle by Kelly Gregg),2.720,2.040
3,0:17,2,11,BAL 44,3,6,Brian Griese pass incomplete,2.040,1.360
3,0:10,3,11,BAL 44,3,6,Brian Griese pass incomplete intended for Chris Chambers,1.360,0.330
Quarter,Time,Down,ToGo,Location,BAL,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,11,BAL 44,3,6,"Matt Turk punts 31 yards, fair catch by Lamont Brightful",0.330,0.320
4,14:52,1,10,BAL 13,3,6,Anthony Wright pass complete to Todd Heap for 9 yards (tackle by Brock Marion),-0.320,0.490
4,14:18,2,1,BAL 22,3,6,Jamal Lewis right guard for 3 yards (tackle by Larry Chester),0.490,0.610
4,13:57,1,10,BAL 25,3,6,Anthony Wright pass incomplete intended for Travis Taylor,0.610,0.060
4,13:40,2,10,BAL 25,3,6,Jamal Lewis right guard for 4 yards (tackle by Junior Seau and Morlon Greenwood),0.060,-0.100
4,13:03,3,6,BAL 29,3,6,Anthony Wright right end for 7 yards (tackle by Zach Thomas and Jason Taylor),-0.100,1.330
4,12:19,1,10,BAL 36,3,6,Jamal Lewis up the middle for 19 yards (tackle by Morlon Greenwood),1.330,2.590
4,11:35,1,10,MIA 45,3,6,Chester Taylor left end for 5 yards (tackle by Zach Thomas),2.590,2.720
4,10:57,2,5,MIA 40,3,6,Jamal Lewis for 6 yards (tackle by Morlon Greenwood),2.720,3.310
4,10:30,1,10,MIA 34,3,6,"Chester Taylor left tackle for 5 yards (tackle by Sammy Knight). Penalty on Terry Jones: Offensive Holding, 10 yards",3.310,2.980
4,10:12,1,15,MIA 39,3,6,Anthony Wright pass complete to Todd Heap for 12 yards (tackle by Morlon Greenwood),2.980,3.720
4,9:32,2,3,MIA 27,3,6,Jamal Lewis left guard for 1 yard (tackle by Adewale Ogunleye),3.720,3.140
4,9:01,3,2,MIA 26,3,6,"Penalty on Travis Taylor: False Start, 5 yards (no play)",3.140,2.480
4,8:27,3,7,MIA 31,3,6,Anthony Wright pass complete to Chester Taylor for 4 yards (tackle by Junior Seau),2.480,1.770
4,7:49,4,3,MIA 27,6,6,Matt Stover 45 yard field goal good,1.770,3.000
4,,,,BAL 30,6,6,"Wade Richey kicks off 70 yards, touchback",0.000,0.280
4,7:42,1,10,MIA 20,6,6,Brian Griese pass complete to Rob Konrad for 9 yards,0.280,0.950
4,7:27,2,1,MIA 29,6,6,Ricky Williams left tackle for -1 yards (tackle by Ray Lewis and Peter Boulware),0.950,0.100
4,6:44,3,2,MIA 28,6,6,"Brian Griese pass incomplete intended for Chris Chambers. Penalty on Chris McAlister: Defensive Pass Interference, 5 yards (no play)",0.100,1.140
4,6:38,1,10,MIA 33,6,6,Brian Griese pass incomplete intended for Derrius Thompson,1.140,0.590
4,6:33,2,10,MIA 33,6,6,Brian Griese pass complete to Chris Chambers for no gain,0.590,-0.100
4,5:56,3,10,MIA 33,6,6,Brian Griese pass incomplete intended for Derrius Thompson is intercepted by Ed Reed at MIA-46 and returned for 10 yards (tackle by Randy McMichael),-0.100,-3.180
4,5:46,1,10,MIA 36,6,6,Jamal Lewis up the middle for no gain (tackle by Zach Thomas),3.180,2.640
4,5:11,2,10,MIA 36,6,6,Anthony Wright pass incomplete intended for Todd Heap is intercepted by Sammy Knight at MIA-30 and returned for 17 yards (tackle by Anthony Wright),2.640,-2.060
4,5:00,1,10,MIA 47,6,6,Ricky Williams right guard for 3 yards (tackle by Kelly Gregg and Gary Baxter),2.060,1.920
4,4:30,2,7,MIA 50,6,6,Ricky Williams right guard for 7 yards (tackle by Ed Hartwell),1.920,2.720
4,4:03,1,10,BAL 43,6,6,Ricky Williams left tackle for no gain (tackle by Peter Boulware),2.720,2.180
4,3:27,2,10,BAL 43,6,6,Brian Griese pass complete to Derrius Thompson for 10 yards (tackle by Peter Boulware),2.180,3.380
4,3:21,1,10,BAL 33,6,6,Ricky Williams right guard for 3 yards (tackle by Ray Lewis and Ed Hartwell),3.380,3.240
4,2:47,2,7,BAL 30,6,6,Brian Griese pass incomplete intended for Randy McMichael,3.240,2.540
4,2:40,3,7,BAL 30,6,6,Brian Griese pass incomplete intended for Chris Chambers,2.540,1.410
4,2:34,4,7,BAL 30,6,6,Olindo Mare 48 yard field goal no good,1.410,-1.470
4,2:29,1,10,BAL 38,6,6,Jamal Lewis left tackle for 3 yards (tackle by Sam Madison),1.470,1.330
4,2:00,2,7,BAL 41,6,6,Anthony Wright pass complete to Travis Taylor for 11 yards (tackle by Terrell Buckley),1.330,2.390
4,1:54,1,10,MIA 48,6,6,Anthony Wright pass incomplete intended for Chester Taylor,2.390,1.850
4,1:49,2,10,MIA 48,6,6,Jamal Lewis right tackle for no gain (tackle by Zach Thomas and Tim Bowens),1.850,1.160
4,1:06,3,10,MIA 48,6,6,Anthony Wright pass incomplete intended for Marcus Robinson,1.160,0.070
4,1:00,4,10,MIA 48,6,6,"Dave Zastudil punts 48 yards, touchback",0.070,-0.280
4,0:51,1,10,MIA 20,6,6,Ricky Williams up the middle for 3 yards (tackle by Terrell Suggs),0.280,0.140
4,0:22,2,7,MIA 23,6,6,Ricky Williams up the middle for 6 yards (tackle by Ray Lewis),0.140,0.600
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,BAL,MIA,Detail,EPB,EPA
,,,,,,,"Dolphins won the coin toss, Dolphins to receive the overtime kickoff.",,
OT,15:00,2,7,BAL 30,6,6,"Wade Richey kicks off 79 yards, touchback",0.600,0.280
OT,15:00,1,10,MIA 20,6,6,Ricky Williams right tackle for 16 yards (tackle by Ed Reed and Gary Baxter),0.280,1.330
OT,14:20,1,10,MIA 36,6,6,Ricky Williams right tackle for 1 yard (tackle by Kelly Gregg),1.330,0.930
OT,13:45,2,9,MIA 37,6,6,Brian Griese pass complete to Rob Konrad for 17 yards (tackle by Gary Baxter). Penalty on Chris McAlister: Defensive Holding (Declined),0.930,2.520
OT,13:19,1,10,BAL 46,6,6,Brian Griese pass incomplete intended for Chris Chambers,2.520,1.980
OT,13:14,2,10,BAL 46,6,6,Ricky Williams right guard for 1 yard (tackle by Adalius Thomas),1.980,1.420
OT,12:34,3,9,BAL 45,6,6,Brian Griese pass incomplete intended for James McKnight (defended by Tom Knight),1.420,0.270
OT,12:28,4,9,BAL 45,6,6,Matt Turk punts 36 yards,0.270,0.380
OT,12:17,1,10,BAL 9,6,6,Jamal Lewis up the middle for 2 yards (tackle by Larry Chester and Adewale Ogunleye),-0.380,-0.630
OT,11:41,2,8,BAL 11,6,6,Chester Taylor up the middle for 3 yards (tackle by Tim Bowens),-0.630,-0.840
OT,11:06,3,5,BAL 14,6,6,"Anthony Wright pass complete to Todd Heap for 6 yards (tackle by Sam Madison). Penalty on Jason Taylor: Roughing the Passer, 15 yards",-0.840,1.330
OT,10:43,1,10,BAL 36,6,6,"Anthony Wright for no gain. Anthony Wright fumbles, recovered by Zach Thomas at BAL-33",1.330,-3.380
OT,10:37,1,10,BAL 33,6,6,Ricky Williams left guard for 1 yard (tackle by Ed Hartwell),3.380,2.970
OT,10:06,2,9,BAL 32,6,6,Ricky Williams up the middle for 2 yards (tackle by Ma'ake Kemoeatu),2.970,2.540
OT,9:30,3,7,BAL 30,6,6,Ricky Williams left guard for 5 yards (tackle by Ray Lewis),2.540,1.930
OT,9:11,4,2,BAL 25,6,9,Olindo Mare 43 yard field goal good,1.930,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
