Quarter,Time,Down,ToGo,Location,MIA,CIN,Detail,EPB,EPA
2,11:02,2,20,CIN 27,3,0,Carson Palmer pass incomplete intended for Peter Warrick,-0.490,-1.150
2,10:56,,,,3,0,Timeout #1 by Cincinnati Bengals,0.000,-1.150
2,10:56,3,20,CIN 27,3,0,Kenny Watson right guard for 1 yard (tackle by David Bowens),-1.150,-1.500
2,10:24,4,19,CIN 28,3,0,"Kyle Larson punts 44 yards, muffed catch by Lamont Brightful, recovered by Lamont Brightful and returned for no gain",-1.500,-1.000
2,10:14,1,10,MIA 31,3,0,Lamar Gordon left end for 2 yards (tackle by Nate Webster),1.000,0.730
2,9:40,2,8,MIA 33,3,0,Lamar Gordon right guard for -1 yards (tackle by Landon Johnson),0.730,-0.100
2,8:59,3,9,MIA 32,3,0,A.J. Feeley pass complete to Randy McMichael for 3 yards (tackle by Landon Johnson),-0.100,-1.040
2,8:21,4,6,MIA 35,3,0,Matt Turk punts 30 yards,-1.040,-1.270
2,8:12,1,10,CIN 35,3,0,Rudi Johnson right tackle for 14 yards (tackle by Arturo Freeman),1.270,2.190
2,7:35,1,10,CIN 49,3,0,Rudi Johnson left tackle for 1 yard (tackle by Zach Thomas and Jason Taylor),2.190,1.780
2,6:59,2,9,CIN 50,3,0,Kenny Watson left end for 2 yards (tackle by Chidi Ahanotu),1.780,1.360
2,6:17,3,7,MIA 48,3,0,Carson Palmer pass incomplete is intercepted by Jason Taylor at MIA-49 and returned for -3 yards (tackle by Bobbie Williams). Penalty on Peter Warrick: Illegal Formation (Declined),1.360,-1.990
2,6:09,1,10,MIA 46,3,0,A.J. Feeley pass complete to Randy McMichael for 37 yards (tackle by Tory James),1.990,4.440
2,5:31,1,10,CIN 17,3,0,Lamar Gordon up the middle for -2 yards (tackle by Tony Williams),4.440,3.600
2,4:46,2,12,CIN 19,3,0,A.J. Feeley pass incomplete (defended by Kevin Kaesviharn). Penalty on Chris Chambers: Illegal Motion (Declined),3.600,2.910
2,4:42,3,12,CIN 19,3,0,"A.J. Feeley pass incomplete intended for Marty Booker is intercepted by Tory James at CIN-10. Penalty on Justin Smith: Personal Foul, 5 yards",2.910,0.380
2,4:32,1,10,CIN 5,3,0,Rudi Johnson right tackle for 1 yard (tackle by Jason Taylor),-0.380,-0.710
2,3:56,2,9,CIN 6,3,0,Carson Palmer pass incomplete intended for Tony Stewart,-0.710,-1.300
2,3:49,3,9,CIN 6,3,0,Carson Palmer pass complete to Peter Warrick for 11 yards (tackle by Jimmy Wyrick),-1.300,-0.060
2,3:20,1,10,CIN 17,3,0,Rudi Johnson left guard for 14 yards (tackle by Antuan Edwards),-0.060,1.000
2,2:40,1,10,CIN 31,3,0,Rudi Johnson right end for 3 yards (tackle by Jason Taylor),1.000,0.870
2,2:04,2,7,CIN 34,3,0,Carson Palmer pass incomplete intended for Peter Warrick,0.870,0.170
2,1:59,3,7,CIN 34,3,0,Carson Palmer pass incomplete intended for Matt Schobel,0.170,-1.110
2,1:54,4,7,CIN 34,3,0,"Kyle Larson punts 54 yards, returned by Lamont Brightful for 16 yards (tackle by Matt Schobel)",-1.110,-0.810
2,1:42,1,10,MIA 28,3,0,Lamar Gordon left tackle for 4 yards (tackle by Tony Williams),0.810,0.800
2,1:24,2,6,MIA 32,3,0,A.J. Feeley pass complete to Randy McMichael for 6 yards (tackle by Brian Simmons),0.800,1.470
2,1:07,1,10,MIA 38,3,0,A.J. Feeley pass incomplete intended for Randy McMichael,1.470,0.920
2,1:00,2,10,MIA 38,3,0,"A.J. Feeley pass incomplete. Penalty on A.J. Feeley: Intentional Grounding, 14 yards",0.920,-1.620
2,0:39,3,24,MIA 24,3,0,Lamar Gordon right guard for 3 yards (tackle by Justin Smith),-1.620,-1.570
2,0:33,,,,3,0,Timeout #2 by Cincinnati Bengals,0.000,-1.570
2,0:33,4,21,MIA 27,3,0,"Matt Turk punts 46 yards, fair catch by T.J. Houshmandzadeh",-1.570,-0.740
2,0:24,1,10,CIN 27,3,0,Carson Palmer pass complete to Tony Stewart for 8 yards (tackle by Jimmy Wyrick),0.740,1.280
2,0:03,2,2,CIN 35,3,0,Carson Palmer pass incomplete intended for Tony Stewart,1.280,0.560
Quarter,Time,Down,ToGo,Location,MIA,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 30,3,0,"Shayne Graham kicks off 69 yards, returned by Lamont Brightful for 24 yards (tackle by Marcus Wilkins)",0.000,0.610
3,14:55,1,10,MIA 25,3,0,A.J. Feeley pass complete to Chris Chambers for 11 yards (tackle by Madieu Williams),0.610,1.330
3,14:28,1,10,MIA 36,3,0,Lamar Gordon left guard for 8 yards (tackle by John Thornton),1.330,1.870
3,13:54,2,2,MIA 44,3,0,Lamar Gordon right tackle for 1 yard (tackle by Nate Webster),1.870,1.290
3,13:12,3,1,MIA 45,3,0,A.J. Feeley pass complete to Randy McMichael for 12 yards (tackle by Madieu Williams),1.290,2.720
3,12:37,1,10,CIN 43,3,0,"Lamar Gordon left end for 5 yards (tackle by Tory James). Penalty on Donald Lee: Offensive Holding, 10 yards (no play)",2.720,2.060
3,12:11,1,20,MIA 47,3,6,"A.J. Feeley pass incomplete intended for Chris Chambers is intercepted by Brian Simmons at tm_-50 and returned for 50 yards, touchdown",2.060,-7.000
3,,,,MIA 2,3,7,Shayne Graham kicks extra point good,0.000,0.000
3,,,,CIN 35,3,7,"Shayne Graham kicks off 70 yards, touchback",0.000,0.280
3,12:01,1,10,MIA 20,3,7,Lamar Gordon right tackle for no gain (tackle by Nate Webster),0.280,-0.270
3,11:28,2,10,MIA 20,3,7,Lamar Gordon for -6 yards (tackle by Kevin Kaesviharn and Kevin Hardy),-0.270,-2.030
3,10:56,3,16,MIA 14,3,7,A.J. Feeley pass incomplete intended for Lamar Gordon,-2.030,-2.470
3,10:51,4,16,MIA 14,3,7,"Matt Turk punts 48 yards, returned by T.J. Houshmandzadeh for 6 yards (tackle by Brendon Ayanbadejo)",-2.470,-1.860
3,10:42,1,10,CIN 44,3,7,Carson Palmer pass incomplete intended for Chad Ochocinco (defended by Antuan Edwards),1.860,1.320
3,10:32,2,10,CIN 44,3,7,Carson Palmer pass complete to Reggie Kelly for -1 yards (tackle by Morlon Greenwood),1.320,0.500
3,9:53,3,11,CIN 43,3,7,Carson Palmer pass incomplete intended for Tony Stewart,0.500,-0.520
3,9:48,4,11,CIN 43,3,7,"Kyle Larson punts 48 yards, fair catch by Lamont Brightful",-0.520,0.380
3,9:39,1,10,MIA 9,3,7,Lamar Gordon up the middle for 2 yards (tackle by Tory James),-0.380,-0.630
3,9:06,2,8,MIA 11,3,7,A.J. Feeley pass complete to Lamar Gordon for 2 yards (tackle by Brian Simmons),-0.630,-0.950
3,8:25,3,6,MIA 13,3,7,A.J. Feeley pass incomplete intended for Marty Booker,-0.950,-2.490
3,8:17,4,6,MIA 13,3,7,Matt Turk punts 31 yards,-2.490,-2.650
3,8:07,1,10,MIA 44,3,7,Rudi Johnson left guard for no gain (tackle by Zach Thomas),2.650,2.110
3,7:37,2,10,MIA 44,3,7,Rudi Johnson right tackle for 3 yards (tackle by Jay Williams and Junior Seau),2.110,1.820
3,7:01,3,7,MIA 41,3,7,Carson Palmer pass complete to Kenny Watson for 7 yards (tackle by Zach Thomas). Penalty on Jimmy Wyrick: Illegal Use of Hands (Declined),1.820,3.310
3,6:43,1,10,MIA 34,3,7,T.J. Houshmandzadeh left end for 11 yards (tackle by Sammy Knight),3.310,4.040
3,6:23,1,10,MIA 23,3,7,Rudi Johnson right guard for 2 yards (tackle by Bryan Robinson),4.040,3.770
3,5:47,2,8,MIA 21,3,7,Carson Palmer pass incomplete intended for T.J. Houshmandzadeh,3.770,3.070
3,5:42,3,8,MIA 21,3,7,Carson Palmer sacked by Dario Romero for -9 yards,3.070,1.410
3,5:16,4,17,MIA 30,3,10,Shayne Graham 48 yard field goal good,1.410,3.000
3,,,,CIN 30,3,10,"Shayne Graham kicks off 66 yards, returned by Bryan Gilmore for no gain. Bryan Gilmore fumbles, recovered by Lamont Brightful at MIA-4 and returned for 11 yards",0.000,-0.220
3,5:02,1,10,MIA 15,3,10,A.J. Feeley pass incomplete intended for Chris Chambers (defended by Nate Webster),-0.220,-0.710
3,4:56,2,10,MIA 15,3,10,Lamar Gordon up the middle for 8 yards (tackle by Brian Simmons),-0.710,-0.390
3,4:19,3,2,MIA 23,3,10,A.J. Feeley sacked by Justin Smith for -9 yards,-0.390,-2.470
3,3:53,4,11,MIA 14,3,10,Matt Turk punts 33 yards,-2.470,-2.460
3,3:44,1,10,MIA 47,3,10,Rudi Johnson right end for 5 yards (tackle by Bryan Robinson),2.460,2.590
3,3:21,2,5,MIA 42,3,10,Jeremi Johnson up the middle for 1 yard (tackle by Jay Williams),2.590,2.010
3,2:41,3,4,MIA 41,3,10,Carson Palmer pass complete to Peter Warrick for 15 yards (tackle by Jimmy Wyrick),2.010,3.840
3,2:09,1,10,MIA 26,3,10,Rudi Johnson right tackle for 8 yards (tackle by Morlon Greenwood),3.840,4.450
3,1:32,2,2,MIA 18,3,10,Rudi Johnson left tackle for no gain (tackle by Jeff Zgonina),4.450,3.750
3,0:58,3,2,MIA 18,3,10,Rudi Johnson right guard for no gain (tackle by Sammy Knight),3.750,2.370
3,0:18,4,2,MIA 18,3,13,Shayne Graham 36 yard field goal good,2.370,3.000
3,,,,CIN 30,3,13,"Shayne Graham kicks off 71 yards, returned by Lamont Brightful for 29 yards (tackle by Rashad Bauman). Penalty on Donald Lee: Offensive Holding, 10 yards",0.000,-0.280
3,0:07,1,10,MIA 14,3,13,A.J. Feeley pass incomplete intended for Marty Booker,-0.280,-0.750
3,0:03,2,10,MIA 14,3,13,Lamar Gordon up the middle for -3 yards (tackle by Justin Smith),-0.750,-1.770
Quarter,Time,Down,ToGo,Location,MIA,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,13,MIA 11,3,13,A.J. Feeley pass complete to Chris Chambers for 15 yards (tackle by Nate Webster),-1.770,0.670
4,14:25,1,10,MIA 26,3,13,"Lamar Gordon left end for 1 yard (tackle by Tory James). Penalty on Jeno James: Offensive Holding, 10 yards (no play)",0.670,-0.300
4,14:02,1,20,MIA 16,3,13,A.J. Feeley pass complete to Lamar Gordon for 5 yards (tackle by Brian Simmons),-0.300,-0.550
4,13:19,2,15,MIA 21,3,13,A.J. Feeley sacked by Nate Webster for -8 yards,-0.550,-2.860
4,12:50,3,23,MIA 13,3,13,A.J. Feeley pass complete to Lamar Gordon for -2 yards (tackle by Carl Powell),-2.860,-2.490
4,12:15,4,25,MIA 11,3,13,"Matt Turk punts 42 yards, fair catch by T.J. Houshmandzadeh",-2.490,-2.060
4,12:07,1,10,CIN 47,3,13,Peter Warrick left end for 6 yards (tackle by Junior Seau),2.060,2.330
4,11:47,2,4,MIA 47,3,13,Rudi Johnson right tackle for 1 yard (tackle by Zach Thomas and Jeff Zgonina),2.330,1.750
4,11:08,3,3,MIA 46,3,13,Carson Palmer pass complete to Peter Warrick for 5 yards (tackle by Antuan Edwards),1.750,2.850
4,10:25,1,10,MIA 41,3,13,Rudi Johnson left tackle for -2 yards (tackle by Jason Taylor),2.850,2.040
4,9:51,2,12,MIA 43,3,13,Carson Palmer sacked by Zach Thomas for -6 yards,2.040,0.560
4,9:18,3,18,MIA 49,3,13,"Penalty on Levi Jones: False Start, 5 yards (no play)",0.560,-0.100
4,8:55,3,23,CIN 46,3,13,Carson Palmer pass incomplete intended for Chad Ochocinco,-0.100,-0.320
4,8:48,4,23,CIN 46,3,13,Kyle Larson punts 35 yards,-0.320,-0.150
4,8:40,1,10,MIA 19,3,13,A.J. Feeley pass complete to Lamar Gordon for 6 yards (tackle by Brian Simmons),0.150,0.480
4,8:01,2,4,MIA 25,3,13,A.J. Feeley pass complete to Randy McMichael for 6 yards (tackle by Madieu Williams). Penalty on Madieu Williams: Illegal Contact (Declined),0.480,1.000
4,7:41,1,10,MIA 31,3,13,A.J. Feeley pass complete to Lamar Gordon for 5 yards (tackle by Madieu Williams),1.000,1.140
4,7:05,2,5,MIA 36,3,13,Lamar Gordon for -5 yards (tackle by Langston Moore and Rashad Bauman),1.140,-0.230
4,6:20,3,10,MIA 31,3,13,A.J. Feeley pass incomplete intended for Marty Booker (defended by Madieu Williams),-0.230,-1.310
4,6:14,4,10,MIA 31,3,13,"Matt Turk punts 50 yards, returned by T.J. Houshmandzadeh for 21 yards (tackle by Morlon Greenwood)",-1.310,-1.600
4,5:58,1,10,CIN 40,3,13,Rudi Johnson up the middle for -2 yards (tackle by Junior Seau),1.600,0.780
4,5:18,2,12,CIN 38,3,13,Carson Palmer pass incomplete intended for Tony Stewart,0.780,0.100
4,5:14,3,12,CIN 38,3,13,Carson Palmer pass incomplete intended for Matt Schobel,0.100,-0.850
4,5:07,4,12,CIN 38,3,13,Kyle Larson punts 15 yards,-0.850,-2.060
4,4:57,1,10,MIA 47,3,13,A.J. Feeley pass incomplete intended for Randy McMichael (defended by Nate Webster),2.060,1.520
4,4:52,2,10,MIA 47,3,13,A.J. Feeley pass complete to Lamar Gordon for 20 yards (tackle by Kevin Kaesviharn),1.520,3.380
4,4:27,1,10,CIN 33,3,13,A.J. Feeley pass complete to Randy McMichael for 29 yards (tackle by Kevin Kaesviharn),3.380,6.280
4,3:46,1,4,CIN 4,9,13,"A.J. Feeley pass complete to Chris Chambers for 4 yards, touchdown",6.280,7.000
4,,,,CIN 2,10,13,Olindo Mare kicks extra point good,0.000,0.000
4,,,,MIA 30,10,13,"Olindo Mare kicks off 75 yards, touchback",0.000,0.280
4,3:39,1,10,CIN 20,10,13,Carson Palmer pass complete to Tony Stewart for 9 yards (tackle by Zach Thomas),0.280,0.950
4,2:55,2,1,CIN 29,10,13,Rudi Johnson right end for -2 yards (tackle by Jason Taylor and Morlon Greenwood),0.950,-0.030
4,2:50,,,,10,13,Timeout #1 by Miami Dolphins,0.000,-0.030
4,2:50,3,3,CIN 27,10,13,Carson Palmer pass incomplete intended for Chad Ochocinco,-0.030,-1.570
4,2:47,4,3,CIN 27,10,13,"Kyle Larson punts 40 yards, returned by Lamont Brightful for 36 yards (tackle by Kyle Larson)",-1.570,-3.510
4,2:34,1,10,CIN 31,10,13,A.J. Feeley pass incomplete,3.510,2.970
4,2:27,2,10,CIN 31,10,13,"Penalty on A.J. Feeley: Delay of Game, 5 yards (no play)",2.970,2.290
4,2:27,2,15,CIN 36,10,13,A.J. Feeley pass complete to Derrius Thompson for 7 yards (tackle by Kevin Kaesviharn),2.290,2.540
4,2:00,3,8,CIN 29,10,13,A.J. Feeley pass incomplete intended for Derrius Thompson,2.540,1.500
4,1:57,,,,10,13,Timeout #1 by Cincinnati Bengals,0.000,1.500
4,1:57,4,8,CIN 29,13,13,Olindo Mare 47 yard field goal good,1.500,3.000
4,,,,MIA 30,13,13,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
4,1:53,1,10,CIN 20,13,13,Carson Palmer pass complete to Matt Schobel for 4 yards (tackle by Zach Thomas),0.280,0.270
4,1:46,,,,13,13,Timeout #2 by Miami Dolphins,0.000,0.270
4,1:46,2,6,CIN 24,13,13,Carson Palmer pass incomplete intended for Matt Schobel,0.270,-0.430
4,1:41,3,6,CIN 24,13,13,Carson Palmer pass complete to T.J. Houshmandzadeh for 13 yards (tackle by Arturo Freeman),-0.430,1.400
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,1:35,1,10,CIN 37,13,13,Carson Palmer pass complete to Peter Warrick for 8 yards (tackle by Antuan Edwards),1.400,1.940
4,1:28,2,2,CIN 45,13,13,Carson Palmer pass complete to Matt Schobel for 3 yards (tackle by Sammy Knight),1.940,2.130
4,1:05,1,10,CIN 48,13,13,Carson Palmer pass complete to Matt Schobel for 2 yards (tackle by Will Poole),2.130,1.850
4,0:57,,,,13,13,Timeout #3 by Miami Dolphins,0.000,1.850
4,0:57,2,8,CIN 50,13,13,Carson Palmer pass complete to Chad Ochocinco for 20 yards (tackle by Arturo Freeman),1.850,3.580
4,0:30,1,10,MIA 30,13,13,Carson Palmer pass complete to Matt Schobel for 3 yards (tackle by Junior Seau),3.580,3.440
4,0:23,2,7,MIA 27,13,13,Kenny Watson for 6 yards (tackle by Zach Thomas),3.440,3.530
4,0:07,,,,13,13,Timeout #2 by Cincinnati Bengals,0.000,3.530
4,0:07,3,1,MIA 21,13,16,Shayne Graham 39 yard field goal good,3.530,3.000
4,,,,CIN 30,13,16,"Shayne Graham kicks off 43 yards, returned by Bryan Gilmore for -2 yards (tackle by Reggie Myles)",0.000,0.940
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
