Quarter,Time,Down,ToGo,Location,GNB,DET,Detail,EPB,EPA
1,,,,DET 2,7,0,Ryan Longwell kicks extra point good,0.000,0.000
1,,,,GNB 30,7,0,"Ryan Longwell kicks off 59 yards, returned by Eddie Drummond for 22 yards (tackle by James Whitley)",0.000,1.140
1,6:42,1,10,DET 33,7,0,Joey Harrington pass incomplete intended for Tai Streets (defended by Al Harris),1.140,0.590
1,6:38,2,10,DET 33,7,0,Joey Harrington pass complete to Artose Pinner for 26 yards (tackle by Na'il Diggs),0.590,2.850
1,5:53,1,10,GNB 41,7,0,Joey Harrington pass complete to Shawn Bryson for 3 yards (tackle by Na'il Diggs),2.850,2.710
1,5:15,2,7,GNB 38,7,0,Shawn Bryson left tackle for 4 yards (tackle by Aaron Kampman),2.710,2.540
1,4:36,3,3,GNB 34,7,0,Joey Harrington pass complete to Az-Zahir Hakim for 6 yards (tackle by Ahmad Carroll),2.540,3.710
1,3:55,1,10,GNB 28,7,6,"Joey Harrington pass complete to Az-Zahir Hakim for 28 yards, touchdown",3.710,7.000
1,,,,GNB 2,7,7,Jason Hanson kicks extra point good,0.000,0.000
1,,,,DET 30,7,7,"Jason Hanson kicks off 70 yards, touchback",0.000,0.280
1,3:47,1,10,GNB 20,7,7,Ahman Green up the middle for no gain (tackle by Dan Wilkinson and Earl Holmes),0.280,-0.270
1,3:15,2,10,GNB 20,7,7,"Brett Favre pass complete to Donald Driver for 7 yards (tackle by Keith Smith). Penalty on Fernando Bryant: Unnecessary Roughness, 15 yards",-0.270,1.730
1,3:00,1,10,GNB 42,7,7,Brett Favre pass incomplete intended for Nick Luchey,1.730,1.190
1,2:55,2,10,GNB 42,7,7,Ahman Green right end for 4 yards,1.190,1.030
1,2:09,3,6,GNB 46,7,7,Brett Favre pass incomplete intended for Antonio Chatman (defended by Fernando Bryant),1.030,-0.320
1,2:04,4,6,GNB 46,7,7,"Bryan Barker punts 54 yards, touchback",-0.320,-0.280
1,1:55,1,10,DET 20,7,7,Joey Harrington pass complete to Az-Zahir Hakim for 9 yards (tackle by Ahmad Carroll),0.280,0.950
1,1:15,2,1,DET 29,7,7,Kevin Jones right end for 6 yards (tackle by Darren Sharper and Kabeer Gbaja-Biamila),0.950,1.270
1,0:29,1,10,DET 35,7,7,Joey Harrington pass incomplete intended for Tai Streets,1.270,0.720
1,0:24,2,10,DET 35,7,7,Kevin Jones left tackle for -1 yards (tackle by Na'il Diggs),0.720,-0.100
Quarter,Time,Down,ToGo,Location,GNB,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,11,DET 34,7,7,Joey Harrington pass incomplete intended for Tai Streets,-0.100,-1.110
2,14:55,4,11,DET 34,7,7,"Nick Harris punts 41 yards, returned by Antonio Chatman for 12 yards (tackle by Donte Curry)",-1.110,-1.400
2,14:44,1,10,GNB 37,7,7,"Penalty on Bubba Franks: False Start, 5 yards (no play)",1.400,1.070
2,14:44,1,15,GNB 32,7,7,Brett Favre pass incomplete intended for Javon Walker (defended by Brock Marion),1.070,0.180
2,14:37,2,15,GNB 32,7,7,Brett Favre pass incomplete intended for David Martin (defended by Shaun Rogers),0.180,-0.490
2,14:32,3,15,GNB 32,7,7,Ahman Green up the middle for 6 yards,-0.490,-0.850
2,13:57,4,9,GNB 38,7,7,Bryan Barker punts 34 yards,-0.850,-0.810
2,13:51,1,10,DET 28,7,7,Artose Pinner up the middle for 3 yards (tackle by Darren Sharper),0.810,0.670
2,13:16,2,7,DET 31,7,7,"Joey Harrington for no gain. Joey Harrington fumbles, recovered by Artose Pinner at DET-26",0.670,-0.690
2,12:48,3,12,DET 26,7,7,Joey Harrington pass complete to Az-Zahir Hakim for 6 yards (tackle by Ahmad Carroll),-0.690,-1.240
2,12:14,4,6,DET 32,7,7,"Nick Harris punts 51 yards, returned by Antonio Chatman for 9 yards",-1.240,-0.670
2,12:02,1,10,GNB 26,7,7,Ahman Green right tackle for 1 yard (tackle by James Davis and Earl Holmes),0.670,0.270
2,11:26,2,9,GNB 27,7,7,Brett Favre pass complete to Bubba Franks for 6 yards (tackle by James Davis),0.270,0.370
2,10:50,3,3,GNB 33,7,7,Brett Favre pass complete to Javon Walker for 50 yards,0.370,4.440
2,10:17,1,10,DET 17,7,7,Ahman Green right end for 3 yards,4.440,4.320
2,10:01,2,7,DET 14,7,7,Brett Favre pass complete to William Henderson for 1 yard (tackle by Teddy Lehman),4.320,3.680
2,9:18,3,6,DET 13,13,7,"Brett Favre pass complete to Tony Fisher for 13 yards, touchdown",3.680,7.000
2,,,,DET 2,14,7,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,GNB 30,14,7,"Ryan Longwell kicks off 64 yards, returned by Eddie Drummond for 20 yards (tackle by Najeh Davenport)",0.000,0.670
2,9:03,1,10,DET 26,14,7,Joey Harrington pass incomplete intended for Stephen Alexander,0.670,0.130
2,8:58,2,10,DET 26,14,7,Joey Harrington left tackle for 2 yards (tackle by Larry Smith),0.130,-0.300
2,8:13,3,8,DET 28,14,7,Joey Harrington pass incomplete intended for Az-Zahir Hakim,-0.300,-1.500
2,8:08,4,8,DET 28,14,7,"Nick Harris punts 38 yards, fair catch by Antonio Chatman",-1.500,-1.200
2,8:01,1,10,GNB 34,14,7,Ahman Green left tackle for -2 yards (tackle by Earl Holmes),1.200,0.390
2,7:28,2,12,GNB 32,14,7,Brett Favre pass incomplete intended for Javon Walker (defended by Chris Cash),0.390,-0.300
2,7:21,3,12,GNB 32,14,7,Brett Favre pass incomplete intended for Donald Driver,-0.300,-1.240
2,7:16,4,12,GNB 32,14,7,"Bryan Barker punts 42 yards, returned by Eddie Drummond for 27 yards (tackle by Paris Lenon)",-1.240,-2.460
2,7:02,1,10,GNB 47,14,7,Joey Harrington pass complete to Tai Streets for 11 yards (tackle by Ahmad Carroll),2.460,3.180
2,6:21,1,10,GNB 36,14,7,Joey Harrington pass complete to Shawn Bryson for -3 yards (tackle by Kabeer Gbaja-Biamila),3.180,2.230
2,5:38,2,13,GNB 39,14,7,Joey Harrington pass incomplete intended for Az-Zahir Hakim,2.230,1.550
2,5:31,,,,14,7,Timeout #1 by Detroit Lions,0.000,1.550
2,5:31,3,13,GNB 39,14,7,Joey Harrington up the middle for 9 yards (tackle by Darren Sharper),1.550,1.460
2,4:47,4,4,GNB 30,14,10,Jason Hanson 48 yard field goal good,1.460,3.000
2,,,,DET 30,14,10,"Jason Hanson kicks off 57 yards, returned by Najeh Davenport for 16 yards (tackle by Wali Rainer)",0.000,0.870
2,4:36,1,10,GNB 29,14,10,Ahman Green right end for 7 yards,0.870,1.270
2,4:01,2,3,GNB 36,14,10,Brett Favre pass incomplete intended for Javon Walker,1.270,0.560
2,3:57,3,3,GNB 36,14,10,Brett Favre pass complete to Ahman Green for -5 yards (tackle by Alex Lewis),0.560,-1.310
2,3:21,4,8,GNB 31,14,10,"Penalty on James Whitley: False Start, 5 yards (no play)",-1.310,-1.630
2,3:14,4,13,GNB 26,14,10,"Bryan Barker punts 53 yards, returned by Eddie Drummond for 21 yards (tackle by Rob Davis)",-1.630,-1.730
2,3:00,1,10,DET 42,14,10,Artose Pinner up the middle for 1 yard (tackle by Darren Sharper),1.730,1.320
2,2:26,2,9,DET 43,14,10,Joey Harrington pass complete to Tai Streets for 4 yards (tackle by Nick Barnett),1.320,1.160
2,2:00,3,5,DET 47,14,10,Joey Harrington pass incomplete intended for Stephen Alexander (defended by Michael Hawthorne),1.160,-0.260
2,1:55,4,5,DET 47,14,10,"Nick Harris punts 35 yards, fair catch by Antonio Chatman",-0.260,-0.040
2,1:47,1,10,GNB 18,14,10,Ahman Green left tackle for 9 yards (tackle by Brock Marion),0.040,0.820
2,1:40,2,1,GNB 27,14,10,Ahman Green up the middle for 2 yards (tackle by Earl Holmes and Cory Redding),0.820,0.870
2,1:11,1,10,GNB 29,14,10,"Penalty on Chad Clifton: False Start, 5 yards (no play)",0.870,0.540
2,0:43,1,15,GNB 24,14,10,Brett Favre pass complete to Donald Driver for 23 yards (tackle by Brock Marion),0.540,2.060
2,0:34,,,,14,10,Timeout #1 by Green Bay Packers,0.000,2.060
2,0:34,1,10,GNB 47,14,10,Brett Favre pass complete to Antonio Chatman for 7 yards (tackle by Teddy Lehman),2.060,2.460
2,0:16,2,3,DET 46,14,10,Brett Favre pass incomplete intended for Antonio Chatman (defended by James Hall),2.460,1.750
2,0:13,3,3,DET 46,14,10,Brett Favre pass complete to Donald Driver for 14 yards (tackle by Chris Cash),1.750,3.450
2,0:08,1,10,DET 32,14,10,Brett Favre pass incomplete intended for Antonio Chatman,3.450,2.900
2,0:03,2,10,DET 32,17,10,Ryan Longwell 50 yard field goal good,2.900,3.000
Quarter,Time,Down,ToGo,Location,GNB,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,17,10,"Jason Hanson kicks off 75 yards, touchback",0.000,0.280
3,15:00,1,10,GNB 20,17,10,Ahman Green right tackle for 6 yards (tackle by James Hall),0.280,0.540
3,14:25,2,4,GNB 26,17,10,Brett Favre pass complete to Bubba Franks for 8 yards (tackle by Earl Holmes),0.540,1.200
3,13:49,1,10,GNB 34,17,10,Ahman Green left end for -2 yards (tackle by Dre' Bly),1.200,0.390
3,13:10,2,12,GNB 32,17,10,Brett Favre pass complete to Bubba Franks for 5 yards (tackle by Teddy Lehman),0.390,0.370
3,12:42,3,7,GNB 37,17,10,"Brett Favre pass incomplete intended for Donald Driver (defended by Chris Cash). Penalty on Shaun Rogers: Defensive Offside, 5 yards (no play)",0.370,1.030
3,12:37,3,2,GNB 42,17,10,Brett Favre pass incomplete intended for Tony Fisher (defended by Earl Holmes),1.030,-0.590
3,12:32,4,2,GNB 42,17,10,"Bryan Barker punts 34 yards, fair catch by Eddie Drummond",-0.590,-0.540
3,12:24,1,10,DET 24,17,10,Artose Pinner up the middle for 1 yard (tackle by Hannibal Navies and Kabeer Gbaja-Biamila),0.540,0.130
3,11:47,2,9,DET 25,17,10,Shawn Bryson left tackle for 1 yard (tackle by Hannibal Navies),0.130,-0.430
3,11:06,3,8,DET 26,23,10,"Joey Harrington pass incomplete intended for Tai Streets is intercepted by Darren Sharper at DET-36 and returned for 36 yards, touchdown",-0.430,-7.000
3,,,,DET 2,24,10,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,GNB 30,24,10,"Ryan Longwell kicks off 68 yards, returned by Eddie Drummond for 58 yards (tackle by Tony Fisher)",0.000,2.920
3,10:41,1,10,GNB 40,24,10,Reggie Swinton left end for 3 yards (tackle by Al Harris),2.920,2.780
3,9:57,2,7,GNB 37,24,10,Joey Harrington pass incomplete intended for Az-Zahir Hakim,2.780,2.080
3,9:53,3,7,GNB 37,24,10,Joey Harrington pass incomplete intended for Tai Streets (defended by Al Harris),2.080,0.790
3,9:50,4,7,GNB 37,24,10,Joey Harrington pass incomplete intended for Tai Streets,0.790,-1.400
3,9:46,1,10,GNB 37,24,10,Brett Favre pass complete to Donald Driver for 6 yards (tackle by Keith Smith),1.400,1.670
3,9:23,2,4,GNB 43,24,10,Ahman Green right tackle for 6 yards (tackle by Brock Marion),1.670,2.190
3,8:40,1,10,GNB 49,24,10,Ahman Green right end for 5 yards (tackle by Earl Holmes),2.190,2.320
3,7:59,2,5,DET 46,24,10,Najeh Davenport right end for 2 yards (tackle by Cory Redding),2.320,1.880
3,7:15,3,3,DET 44,24,10,"Brett Favre pass complete to Tony Fisher for 6 yards (tackle by Teddy Lehman). Penalty on James Hall: Defensive Offside (Offsetting), Penalty on Marco Rivera: Offensive Holding (Offsetting) (no play)",1.880,1.880
3,6:58,3,3,DET 44,24,10,Brett Favre pass complete to Ahman Green for 4 yards (tackle by Jared DeVries),1.880,2.920
3,6:14,1,10,DET 40,24,10,Najeh Davenport left end for 1 yard (tackle by Earl Holmes and Kelvin Pritchett),2.920,2.510
3,5:39,2,9,DET 39,24,10,Brett Favre pass incomplete intended for Donald Driver,2.510,1.820
3,5:33,3,9,DET 39,24,10,Brett Favre pass complete to Javon Walker for 12 yards (tackle by Chris Cash),1.820,3.780
3,5:00,1,10,DET 27,24,10,Ahman Green right tackle for 2 yards (tackle by Brock Marion),3.780,3.500
3,4:20,2,8,DET 25,24,10,Brett Favre pass complete to Antonio Chatman for 12 yards (tackle by Brock Marion),3.500,4.710
3,3:35,1,10,DET 13,30,10,"Najeh Davenport left end for 13 yards, touchdown",4.710,7.000
3,,,,DET 2,31,10,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,GNB 30,31,10,"Ryan Longwell kicks off 60 yards, returned by Eddie Drummond for 29 yards (tackle by Paris Lenon)",0.000,1.530
3,3:22,1,10,DET 39,31,10,Joey Harrington pass complete to Artose Pinner for 3 yards (tackle by Ahmad Carroll),1.530,1.390
3,2:44,2,7,DET 42,31,10,Artose Pinner right tackle for no gain (tackle by Aaron Kampman),1.390,0.700
3,2:02,3,7,DET 42,31,10,Joey Harrington right tackle for 1 yard (tackle by Nick Barnett),0.700,-0.520
3,1:21,4,6,DET 43,31,10,"Nick Harris punts 34 yards, fair catch by Antonio Chatman",-0.520,-0.480
3,1:14,1,10,GNB 23,31,10,Ahman Green up the middle for 10 yards,0.480,1.140
3,0:31,1,10,GNB 33,31,10,Brett Favre pass complete to Ahman Green for 4 yards (tackle by Keith Smith),1.140,1.130
Quarter,Time,Down,ToGo,Location,GNB,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,GNB 37,31,10,Tony Fisher right end for -2 yards (tackle by Cory Redding),1.130,0.170
4,14:18,3,8,GNB 35,31,10,Brett Favre pass complete to Antonio Chatman for 17 yards (tackle by Brock Marion),0.170,2.390
4,13:57,1,10,DET 48,31,10,Najeh Davenport right tackle for 5 yards (tackle by Kelvin Pritchett and Terrence Holt),2.390,2.520
4,13:15,2,5,DET 43,31,10,Najeh Davenport left tackle for 11 yards (tackle by Terrence Holt),2.520,3.450
4,12:33,1,10,DET 32,31,10,Brett Favre pass complete to William Henderson for 2 yards (tackle by Terrence Holt),3.450,3.170
4,11:48,2,8,DET 30,31,10,Brett Favre pass incomplete intended for Donald Driver (defended by Dre' Bly),3.170,2.480
4,11:36,3,8,DET 30,31,10,Ahman Green left end for 9 yards,2.480,4.170
4,10:49,1,10,DET 21,31,10,Ahman Green up the middle for 1 yard (tackle by Earl Holmes),4.170,3.760
4,10:07,2,9,DET 20,37,10,"Ahman Green pass complete to Donald Driver for 20 yards, touchdown",3.760,7.000
4,,,,DET 2,38,10,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,GNB 30,38,10,"Ryan Longwell kicks off 65 yards, returned by Eddie Drummond for 16 yards (tackle by Tony Fisher)",0.000,0.340
4,9:55,1,10,DET 21,38,10,Joey Harrington pass complete to Stephen Alexander for 4 yards (tackle by Corey Williams),0.340,0.340
4,9:29,2,6,DET 25,38,10,Shawn Bryson right tackle for 1 yard (tackle by Nick Barnett),0.340,-0.230
4,9:03,3,5,DET 26,38,10,Joey Harrington pass complete to Shawn Bryson for 4 yards (tackle by Nick Barnett),-0.230,-1.370
4,8:26,4,1,DET 30,38,10,"Nick Harris punts 48 yards, fair catch by Antonio Chatman",-1.370,-0.410
4,8:17,1,10,GNB 22,38,10,Najeh Davenport up the middle for 2 yards (tackle by Shaun Rogers and Kalimba Edwards),0.410,0.140
4,7:38,2,8,GNB 24,38,10,Brett Favre pass complete to Donald Driver for 12 yards (tackle by Fernando Bryant),0.140,1.330
4,7:04,1,10,GNB 36,38,10,Najeh Davenport left end for 6 yards (tackle by Earl Holmes),1.330,1.600
4,6:18,2,4,GNB 42,38,10,Tony Fisher right end for 4 yards,1.600,1.990
4,5:29,1,10,GNB 46,38,10,Brett Favre pass complete to Donald Driver for 10 yards (tackle by Earl Holmes),1.990,2.650
4,4:43,1,10,DET 44,38,10,Tony Fisher right end for 2 yards (tackle by Earl Holmes),2.650,2.380
4,4:00,2,8,DET 42,38,10,Brett Favre pass incomplete intended for Antonio Chatman,2.380,1.690
4,3:54,3,8,DET 42,38,10,Tony Fisher up the middle for 7 yards (tackle by Alex Lewis),1.690,1.000
4,3:09,4,1,DET 35,38,10,Nick Luchey up the middle for 2 yards (tackle by Shaun Rogers),1.000,3.380
4,2:23,1,10,DET 33,38,10,Najeh Davenport right tackle for 7 yards (tackle by Earl Holmes),3.380,3.780
4,2:00,2,3,DET 26,38,10,Najeh Davenport up the middle for 6 yards (tackle by Wali Rainer and Alex Lewis),3.780,4.240
4,1:16,1,10,DET 20,38,10,Brett Favre kneels for -1 yards,4.240,3.560
4,0:37,2,11,DET 21,38,10,Brett Favre kneels for -1 yards,3.560,2.740
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
