Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Marcus Williams,BAL,1,10,9,90.0%,109,12.1,10.9,0,72.5,10.6,92,17,2,0,0,0.0,0,12,0,0.0%
Chuck Clark,BAL,0,7,7,100.0%,54,7.7,7.7,0,98.8,3.0,21,33,0,0,0,0.0,0,8,1,11.1%
Patrick Queen,BAL,0,8,6,75.0%,34,5.7,4.3,0,82.3,0.5,-4,38,9,0,2,0.5,3,9,0,0.0%
Marlon Humphrey,BAL,0,10,6,60.0%,51,8.5,5.1,0,73.3,4.9,20,31,1,0,1,0.0,1,7,0,0.0%
Brandon Stephens,BAL,0,9,3,33.3%,20,6.7,2.2,1,79.4,5.3,14,6,0,0,0,0.0,0,2,1,33.3%
Kyle Fuller,BAL,0,7,3,42.9%,23,7.7,3.3,0,51.5,6.3,23,0,0,0,0,0.0,0,3,1,25.0%
Kyle Hamilton,BAL,0,3,3,100.0%,26,8.7,8.7,0,102.8,9.3,28,-2,1,0,0,0.0,0,3,1,25.0%
Malik Harrison,BAL,0,2,2,100.0%,16,8.0,8.0,0,100.0,2.0,4,12,4,0,0,0.0,0,5,0,0.0%
Justin Madubuike,BAL,0,1,1,100.0%,0,0.0,0.0,0,79.2,-6.0,-6,6,0,3,0,0.5,4,5,0,0.0%
Justin Houston,BAL,0,1,1,100.0%,8,8.0,8.0,0,100.0,-4.0,-4,12,0,1,1,1.0,3,3,0,0.0%
Odafe Oweh,BAL,0,2,1,50.0%,16,16.0,8.0,0,77.1,0.5,1,15,1,1,0,0.0,1,2,0,0.0%
Jalyn Armour-Davis,BAL,0,1,1,100.0%,12,12.0,12.0,0,116.7,12.0,12,0,0,0,0,0.0,0,2,0,0.0%
Michael Pierce,BAL,0,0,0,,,,,,,,,,0,1,1,0.0,2,3,0,0.0%
Broderick Washington Jr.,BAL,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,
Calais Campbell,BAL,0,0,0,,,,,,,,,,0,0,0,1.0,1,4,0,0.0%
Josh Bynes,BAL,0,1,0,0.0%,,,0.0,,39.6,4.0,,,1,0,0,0.0,0,1,1,50.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
C.J. Mosley,NYJ,0,5,5,100.0%,35,7.0,7.0,0,95.8,4.0,20,15,2,0,0,0.0,0,11,0,0.0%
Michael Carter,NYJ,0,9,4,44.4%,21,5.3,2.3,0,51.6,6.7,16,5,1,0,0,0.0,0,4,0,0.0%
Jordan Whitehead,NYJ,0,5,3,60.0%,34,11.3,6.8,1,120.0,5.4,21,13,0,0,0,0.0,0,5,0,0.0%
Quincy Williams,NYJ,0,2,2,100.0%,26,13.0,13.0,0,118.7,10.0,20,6,1,0,0,1.0,1,6,1,14.3%
Lamarcus Joyner,NYJ,0,3,2,66.7%,70,35.0,23.3,1,149.3,28.0,48,22,0,0,0,0.0,0,1,0,0.0%
Kwon Alexander,NYJ,0,2,2,100.0%,9,4.5,4.5,0,85.4,1.5,3,6,1,0,0,0.0,0,3,0,0.0%
D.J. Reed,NYJ,1,6,1,16.7%,8,8.0,1.3,0,0.0,21.7,2,6,0,0,0,0.0,0,2,0,0.0%
Bryce Hall,NYJ,0,1,1,100.0%,25,25.0,25.0,1,158.3,25.0,25,0,0,0,0,0.0,0,0,0,
Sauce Gardner,NYJ,0,2,1,50.0%,11,11.0,5.5,0,66.7,17.0,7,4,0,0,0,0.0,0,2,1,33.3%
Carl Lawson,NYJ,0,0,0,,,,,,,,,,0,0,2,0.0,2,2,0,0.0%
Jacob Martin,NYJ,0,0,0,,,,,,,,,,0,0,0,0.5,1,3,1,25.0%
Jermaine Johnson II,NYJ,0,0,0,,,,,,,,,,0,0,0,0.5,1,2,0,0.0%
Dan Feeney,NYJ,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%
