Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Davante Adams,GNB,18,12,132,1,9,103,8.6,29,2.4,14.1,0,,1,5.6,0,106.7
Marquez Valdes-Scantling,GNB,4,3,59,1,2,41,13.7,18,6.0,20.3,0,,0,0.0,0,156.2
AJ Dillon,GNB,2,2,8,0,0,2,1.0,6,3.0,1.0,0,,0,0.0,0,83.3
Aaron Jones,GNB,2,2,14,0,1,-3,-1.5,17,8.5,-1.5,0,,0,0.0,0,95.8
Josiah Deguara,GNB,1,1,4,0,,0,0.0,4,4.0,0.0,0,,0,0.0,0,83.3
Allen Lazard,GNB,1,1,42,0,1,23,23.0,19,19.0,23.0,0,,0,0.0,0,118.7
Aaron Rodgers,GNB,1,1,-4,0,0,-4,-4.0,0,0.0,-4.0,0,,0,0.0,0,79.2
Robert Tonyan,GNB,1,1,6,0,,-1,-1.0,7,7.0,-1.0,0,,0,0.0,0,91.7
Randall Cobb,GNB,1,0,0,0,,0,,0,,3.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
George Kittle,SFO,9,7,92,0,4,33,4.7,59,8.4,9.1,1,7.0,0,0.0,1,69.7
Deebo Samuel,SFO,10,5,52,0,4,23,4.6,29,5.8,6.1,0,,1,10.0,0,65.4
Brandon Aiyuk,SFO,6,4,37,1,2,37,9.3,0,0.0,7.3,0,,1,16.7,0,122.9
Kyle Juszczyk,SFO,4,4,37,1,3,22,5.5,15,3.8,5.5,1,4.0,0,0.0,0,144.8
Mohamed Sanu,SFO,6,3,36,0,2,29,9.7,7,2.3,8.0,0,,0,0.0,0,68.7
Trey Sermon,SFO,3,2,3,0,0,-1,-0.5,4,2.0,0.3,0,,1,33.3,0,70.1
