Quarter,Time,Down,ToGo,Location,MIA,BAL,Detail,EPB,EPA
2,0:10,4,11,MIA 38,13,28,"Jake Bailey punts 62 yards, touchback.",-0.850,-0.280
2,0:02,1,10,BAL 20,13,28,Lamar Jackson kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,MIA,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 35,13,28,"Jason Sanders kicks off 61 yards, returned by Justice Hill for 78 yards (tackle by Elijah Campbell)",0.000,4.370
3,14:49,1,10,MIA 18,13,28,Gus Edwards right end for 8 yards (tackle by Duke Riley),4.370,5.230
3,14:15,2,2,MIA 10,13,28,Gus Edwards right guard for 3 yards (tackle by Raekwon Davis and DeShon Elliott),5.230,5.600
3,13:35,1,7,MIA 7,13,34,"Lamar Jackson pass complete short middle to Isaiah Likely for 7 yards, touchdown",5.600,7.000
3,13:29,,,MIA 15,13,35,Justin Tucker kicks extra point good,0.000,0.000
3,13:29,,,BAL 35,13,35,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,13:29,1,10,MIA 25,13,35,De'Von Achane left end for 11 yards (tackle by Daryl Worley),0.610,1.330
3,12:49,1,10,MIA 36,13,35,Tua Tagovailoa pass complete short right to Tyreek Hill for 6 yards (tackle by Daryl Worley and Michael Pierce),1.330,1.600
3,12:28,2,4,MIA 42,13,35,Tua Tagovailoa sacked by Justin Madubuike for -6 yards,1.600,0.100
3,11:44,3,10,MIA 36,13,35,"Penalty on Robert Jones: False Start, 5 yards (accepted) (no play)",0.100,-0.560
3,11:24,3,15,MIA 31,13,35,Tua Tagovailoa pass complete short left to Braxton Berrios for 4 yards (tackle by Arthur Maulet),-0.560,-1.040
3,10:45,4,11,MIA 35,13,35,"Jake Bailey punts 48 yards, returned by Tylan Wallace for 6 yards (tackle by Channing Tindall)",-1.040,-0.480
3,10:34,1,10,BAL 23,13,35,"Penalty on Ronnie Stanley: False Start, 5 yards (accepted) (no play)",0.480,0.000
3,10:34,1,15,BAL 18,13,35,Gus Edwards right guard for 5 yards (tackle by Raekwon Davis),0.000,-0.070
3,9:56,2,10,BAL 23,13,35,Lamar Jackson pass incomplete short middle intended for Isaiah Likely,-0.070,-0.760
3,9:52,3,10,BAL 23,13,35,Lamar Jackson pass complete short middle to Justice Hill for 23 yards (tackle by Duke Riley),-0.760,1.990
3,9:10,1,10,BAL 46,13,35,Gus Edwards right end for 2 yards (tackle by Christian Wilkins and Raekwon Davis),1.990,1.720
3,8:26,2,8,BAL 48,13,35,"Gus Edwards up the middle for 6 yards. Gus Edwards fumbles (forced by Zach Sieler), recovered by Jevon Holland at MIA-42 and returned for 4 yards (tackle by Gus Edwards and Zach Sieler)",1.720,-1.990
3,8:19,1,10,MIA 46,13,35,Tua Tagovailoa pass deep middle (defended by Roquan Smith) intended for Tyreek Hill is intercepted by Geno Stone at BAL-33 and returned for 4 yards (tackle by Tyreek Hill),1.990,-1.400
3,8:13,1,10,BAL 37,13,35,Lamar Jackson pass complete short left to Zay Flowers for 6 yards (tackle by Jevon Holland),1.400,1.670
3,7:41,2,4,BAL 43,13,35,Justice Hill right end for 2 yards (tackle by Duke Riley),1.670,1.220
3,6:58,3,2,BAL 45,13,35,Lamar Jackson right guard for no gain (tackle by DeShon Elliott and Andrew Van Ginkel),1.220,-0.390
3,6:10,4,2,BAL 45,13,35,"Penalty on BAL: Delay of Game, 5 yards (accepted) (no play)",-0.390,-0.720
3,5:48,4,7,BAL 40,13,35,Jordan Stout punts 38 yards downed by Tylan Wallace,-0.720,-0.410
3,5:39,1,10,MIA 22,13,35,Tua Tagovailoa pass complete short right to Julian Hill for 9 yards (tackle by Roquan Smith),0.410,1.080
3,4:57,2,1,MIA 31,13,35,De'Von Achane right end for 5 yards (tackle by Ronald Darby and Geno Stone),1.080,1.330
3,4:19,1,10,MIA 36,13,35,De'Von Achane right end for 6 yards (tackle by Geno Stone and Roquan Smith),1.330,1.600
3,3:34,2,4,MIA 42,13,35,"Tua Tagovailoa pass incomplete deep left intended for Cedrick Wilson. Penalty on Rock Ya-Sin: Illegal Contact, 5 yards (accepted) (no play)",1.600,2.060
3,3:26,1,10,MIA 47,13,35,Tyreek Hill right end for no gain (tackle by Tavius Robinson),2.060,1.520
3,3:01,2,10,MIA 47,13,35,Tua Tagovailoa scrambles left end for 5 yards (tackle by Roquan Smith),1.520,1.490
3,2:17,3,5,BAL 48,13,35,Tua Tagovailoa pass complete deep right to Cedrick Wilson for 19 yards (tackle by Geno Stone),1.490,3.640
3,1:35,1,10,BAL 29,13,35,De'Von Achane left end for -1 yards (tackle by Arthur Maulet and Jadeveon Clowney),3.640,2.970
3,0:55,2,11,BAL 30,13,35,Tua Tagovailoa pass incomplete deep right intended for Chase Claypool,2.970,2.280
3,0:48,3,11,BAL 30,13,35,Tua Tagovailoa pass complete short right to Jeff Wilson for 7 yards (tackle by Arthur Maulet and Roquan Smith),2.280,2.000
3,0:05,4,4,BAL 23,13,35,Tua Tagovailoa pass complete short left to Braxton Berrios for 6 yards (tackle by Arthur Maulet),2.000,4.440
Quarter,Time,Down,ToGo,Location,MIA,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BAL 17,13,35,Jeff Wilson right end for 15 yards (tackle by Arthur Maulet),4.440,6.740
4,14:33,1,2,BAL 2,13,35,Jeff Wilson up the middle for 1 yard (tackle by Geno Stone and Justin Madubuike),6.740,5.910
4,14:08,2,1,BAL 1,13,35,Tua Tagovailoa pass incomplete short left intended for River Cracraft,5.910,5.170
4,14:03,3,1,BAL 1,19,35,"Tua Tagovailoa pass complete short middle to De'Von Achane for 1 yard, touchdown",5.170,7.000
4,13:57,,,BAL 2,19,35,Two Point Attempt: Tua Tagovailoa pass incomplete,1.000,-1.000
4,13:57,,,MIA 35,19,35,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
4,13:57,1,10,BAL 25,19,35,Lamar Jackson pass complete short left to Rashod Bateman for 11 yards (tackle by Jalen Ramsey),0.610,1.330
4,13:16,1,10,BAL 36,19,35,Lamar Jackson pass complete short middle to Rashod Bateman for 15 yards (tackle by Jevon Holland),1.330,2.320
4,12:37,1,10,MIA 49,19,35,Gus Edwards up the middle for 3 yards (tackle by Raekwon Davis),2.320,2.190
4,11:54,2,7,MIA 46,19,35,Justice Hill left end for 41 yards (tackle by DeShon Elliott),2.190,6.060
4,11:06,1,5,MIA 5,19,35,Gus Edwards right guard for 2 yards (tackle by Andrew Van Ginkel and Da'Shawn Hand),6.060,5.530
4,10:23,2,3,MIA 3,19,35,Gus Edwards up the middle for -1 yards (tackle by Bradley Chubb and Da'Shawn Hand),5.530,4.490
4,9:44,3,4,MIA 4,19,41,"Lamar Jackson pass complete short left to Patrick Ricard for 4 yards, touchdown",4.490,7.000
4,9:38,,,MIA 15,19,42,Justin Tucker kicks extra point good,0.000,0.000
4,9:38,,,BAL 35,19,42,"Justin Tucker kicks off 62 yards, returned by Braxton Berrios for 23 yards (tackle by Charlie Kolar)",0.000,0.670
4,9:34,1,10,MIA 26,19,42,Tua Tagovailoa pass incomplete short right intended for Alec Ingold (defended by Jadeveon Clowney),0.670,0.130
4,9:31,2,10,MIA 26,19,42,Tua Tagovailoa pass complete short right to De'Von Achane for 2 yards (tackle by Ronald Darby),0.130,-0.300
4,8:47,3,8,MIA 28,19,42,Tua Tagovailoa sacked by Odafe Oweh for -5 yards,-0.300,-1.830
4,8:02,4,13,MIA 23,19,42,Tua Tagovailoa scrambles up the middle for 9 yards (tackle by Patrick Queen),-1.830,-3.450
4,7:55,1,10,MIA 32,19,42,Gus Edwards right end for 3 yards (tackle by Andrew Van Ginkel and David Long),3.450,3.310
4,7:10,2,7,MIA 29,19,42,Lamar Jackson left end for 10 yards (tackle by David Long),3.310,4.310
4,6:24,1,10,MIA 19,19,42,"Penalty on Patrick Ricard: False Start, 5 yards (accepted) (no play)",4.310,3.970
4,6:24,1,15,MIA 24,19,42,Melvin Gordon right tackle for 7 yards (tackle by Jevon Holland),3.970,4.030
4,5:41,2,8,MIA 17,19,42,Melvin Gordon left end for 2 yards (tackle by Zach Sieler and Bradley Chubb),4.030,3.460
4,5:26,3,7,MIA 15,19,42,"Penalty on Jalen Ramsey: Unnecessary Roughness / Defense, 8 yards (accepted) Penalty on Bradley Chubb: Unnecessary Roughness / Defense, 8 yards (declined) (no play)",3.460,5.600
4,5:01,1,7,MIA 7,19,42,Melvin Gordon left end for no gain (tackle by Da'Shawn Hand and Bradley Chubb),5.600,4.760
4,4:19,2,7,MIA 7,19,48,"Melvin Gordon up the middle for 7 yards, touchdown",4.760,7.000
4,4:11,,,MIA 15,19,49,Justin Tucker kicks extra point good,0.000,0.000
4,4:11,,,BAL 35,19,49,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,4:11,1,10,MIA 25,19,49,"Mike White aborted snap, recovered by Trenton Simpson at MIA-18 and returned for 10 yards (tackle by Alec Ingold)",0.610,-5.370
4,4:03,1,8,MIA 8,19,49,Melvin Gordon right end for -2 yards (tackle by DeShon Elliott and Eli Apple),5.370,4.190
4,3:18,2,10,MIA 10,19,49,"Penalty on Ben Cleveland: False Start, 5 yards (accepted) (no play)",4.190,3.460
4,3:18,2,15,MIA 15,19,49,Melvin Gordon left end for -4 yards (tackle by David Long),3.460,2.490
4,2:33,3,19,MIA 19,19,55,"Tyler Huntley pass complete deep middle to Charlie Kolar for 19 yards, touchdown",2.490,7.000
4,2:28,,,MIA 15,19,56,Justin Tucker kicks extra point good,0.000,0.000
4,2:28,,,BAL 35,19,56,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
4,2:28,1,10,MIA 25,19,56,Chris Brooks left guard for 2 yards (tackle by Del'Shawn Phillips and Travis Jones),0.610,0.330
4,2:00,2,8,MIA 27,19,56,Chris Brooks right tackle for 7 yards (tackle by Del'Shawn Phillips and Jeremiah Moon),0.330,0.560
4,1:23,3,1,MIA 34,19,56,Chris Brooks right tackle for no gain (tackle by Travis Jones and Tavius Robinson),0.560,-1.110
4,0:38,4,1,MIA 34,19,56,"Penalty on Kion Smith: False Start, 4 yards (accepted) (no play)",-1.110,-1.370
4,0:18,4,5,MIA 30,19,56,Chris Brooks left guard for 3 yards (tackle by Broderick Washington and Trenton Simpson),-1.370,-3.380
4,0:12,1,10,MIA 33,19,56,Tyler Huntley kneels for -1 yards,3.380,2.700
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
