Quarter,Time,Down,ToGo,Location,NYJ,CLE,Detail,EPB,EPA
1,3:15,,,CLE 35,0,10,"Cody Parkey kicks off 70 yards, returned by Jalin Marshall for 18 yards (tackle by Ed Reynolds)",0.000,0.320
1,3:11,1,10,NYJ 13,0,10,Ryan Fitzpatrick pass complete short left to Brandon Bostick for 4 yards (tackle by Christian Kirksey),-0.320,-0.300
1,2:32,2,6,NYJ 17,0,10,Ryan Fitzpatrick pass incomplete short right intended for Robby Anderson (defended by Jamar Taylor),-0.300,-0.940
1,2:32,3,6,NYJ 17,0,10,"Penalty on Ryan Clady: False Start, 5 yards (no play)",-0.940,-1.540
1,2:25,3,11,NYJ 12,0,10,Ryan Fitzpatrick pass complete short right to Charone Peake for 13 yards (tackle by Tramon Williams),-1.540,0.610
1,1:35,1,10,NYJ 25,0,10,Ryan Fitzpatrick sacked by Joe Schobert and Danny Shelton for -6 yards,0.610,-0.810
1,1:35,2,16,NYJ 19,0,10,"Penalty on CLE: Defensive 12 On-field, 5 yards (no play)",-0.810,-0.070
1,0:50,2,11,NYJ 24,0,10,Ryan Fitzpatrick pass incomplete deep right intended for Brandon Marshall (defended by Joe Haden),-0.070,-0.760
1,0:44,3,11,NYJ 24,0,10,"Ryan Fitzpatrick pass incomplete deep right intended for Brandon Marshall. Penalty on Joe Haden: Illegal Contact, 5 yards (no play)",-0.760,0.870
1,0:40,1,10,NYJ 29,0,10,Matt Forte left guard for 3 yards (tackle by Demario Davis),0.870,0.730
Quarter,Time,Down,ToGo,Location,NYJ,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,NYJ 32,0,10,Ryan Fitzpatrick pass complete short left to Quincy Enunwa for 13 yards (tackle by Ibraheim Campbell),0.730,1.930
2,14:22,1,10,NYJ 45,0,10,Matt Forte left tackle for 2 yards (tackle by Christian Kirksey),1.930,1.650
2,13:42,2,8,NYJ 47,0,10,Matt Forte right guard for 18 yards (tackle by Demario Davis),1.650,3.250
2,12:58,1,10,CLE 35,0,10,Ryan Fitzpatrick pass incomplete short right intended for Bilal Powell (defended by Carl Nassib),3.250,2.700
2,12:55,2,10,CLE 35,0,10,Ryan Fitzpatrick pass incomplete short right intended for Bilal Powell,2.700,2.010
2,12:51,3,10,CLE 35,6,10,"Bilal Powell left guard for 35 yards, touchdown",2.010,7.000
2,12:51,,,CLE 35,7,10,Nick Folk kicks extra point good,0.000,0.000
2,12:51,,,NYJ 35,7,10,"Nick Folk kicks off 65 yards, touchback",0.000,-0.610
2,12:44,1,10,CLE 25,7,10,Josh McCown pass incomplete short right intended for Ricardo Louis,0.610,0.060
2,12:38,2,10,CLE 25,7,10,Josh McCown pass incomplete short right intended for Ricardo Louis,0.060,-0.620
2,12:38,3,10,CLE 25,7,10,Josh McCown pass complete short right to Duke Johnson for 4 yards (tackle by Mike Catapano),-0.620,-1.440
2,11:53,4,6,CLE 29,7,10,"Britton Colquitt punts 52 yards, returned by Jalin Marshall for 15 yards",-1.440,-1.200
2,11:40,1,10,NYJ 34,7,10,Matt Forte left end for -4 yards (tackle by Christian Kirksey),1.200,0.120
2,10:59,2,14,NYJ 30,7,10,Ryan Fitzpatrick pass incomplete short middle intended for Matt Forte (defended by Carl Nassib),0.120,-0.560
2,10:55,3,14,NYJ 30,7,10,Ryan Fitzpatrick pass incomplete short right intended for Quincy Enunwa,-0.560,-1.370
2,10:50,4,14,NYJ 30,7,10,"Lac Edwards punts 57 yards, returned by Duke Johnson for 15 yards (tackle by Taiwan Jones)",-1.370,-0.810
2,10:39,1,10,CLE 28,7,10,Josh McCown pass incomplete short left intended for Terrelle Pryor,0.810,0.260
2,10:34,2,10,CLE 28,7,10,Josh McCown pass complete short right to Terrelle Pryor for 8 yards (tackle by Darrelle Revis),0.260,0.630
2,9:53,3,2,CLE 36,7,10,Josh McCown pass complete short middle to Terrelle Pryor for 15 yards (tackle by Darrelle Revis),0.630,2.320
2,9:26,1,10,NYJ 49,7,10,Josh McCown pass incomplete deep right intended for Terrelle Pryor,2.320,1.780
2,9:21,2,10,NYJ 49,7,10,Josh McCown pass complete short left to Gary Barnidge for no gain. Penalty on CLE: Illegal Formation (Declined),1.780,1.090
2,8:55,3,10,NYJ 49,7,10,Josh McCown pass incomplete short left intended for Terrelle Pryor,1.090,0.000
2,8:50,4,10,NYJ 49,7,10,"Britton Colquitt punts 34 yards, fair catch by Jalin Marshall",0.000,0.220
2,8:43,1,10,NYJ 15,7,10,Matt Forte right guard for 15 yards (tackle by Christian Kirksey),-0.220,0.940
2,8:03,1,10,NYJ 30,7,10,Matt Forte right tackle for 2 yards (tackle by Jamie Meder and Demario Davis),0.940,0.660
2,7:26,2,8,NYJ 32,7,10,Matt Forte left guard for 4 yards (tackle by Christian Kirksey and Tramon Williams),0.660,0.500
2,6:42,3,4,NYJ 36,7,10,Ryan Fitzpatrick pass incomplete short right intended for Quincy Enunwa (defended by Carl Nassib),0.500,-0.980
2,6:36,4,4,NYJ 36,7,10,"Lac Edwards punts 34 yards, out of bounds",-0.980,-0.940
2,6:31,1,10,CLE 30,7,10,Isaiah Crowell left guard for no gain (tackle by Jarvis Jenkins),0.940,0.390
2,6:01,2,10,CLE 30,7,10,Josh McCown pass complete short right to Terrelle Pryor for 9 yards (tackle by Darrelle Revis),0.390,0.890
2,5:25,3,1,CLE 39,7,10,Duke Johnson left guard for 16 yards (tackle by Marcus Gilchrist),0.890,2.590
2,4:46,1,10,NYJ 45,7,10,Josh McCown pass incomplete short right intended for Terrelle Pryor,2.590,2.040
2,4:41,2,10,NYJ 45,7,10,Josh McCown pass complete short left to Isaiah Crowell for 18 yards (tackle by Calvin Pryor),2.040,3.780
2,4:01,1,10,NYJ 27,7,10,Josh McCown pass complete short left to Terrelle Pryor for 10 yards (tackle by Darrelle Revis),3.780,4.440
2,3:24,1,10,NYJ 17,7,10,Josh McCown for 3 yards,4.440,4.320
2,2:46,2,7,NYJ 14,7,10,Kevin Hogan pass complete short right to Andrew Hawkins for 1 yard (tackle by Darryl Roberts),4.320,3.680
2,2:00,3,6,NYJ 13,7,10,"Josh McCown pass incomplete short right intended for Gary Barnidge. Penalty on Calvin Pryor: Defensive Pass Interference, 12 yards (no play)",3.680,6.970
2,1:55,1,1,NYJ 1,7,16,"Isaiah Crowell right guard for 1 yard, touchdown",6.970,7.000
2,1:55,,,NYJ 1,7,17,Cody Parkey kicks extra point good,0.000,0.000
2,1:55,,,CLE 35,7,17,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.610
2,1:51,1,10,NYJ 25,7,17,Ryan Fitzpatrick sacked by Tyrone Holmes for 0 yards,0.610,0.610
2,1:43,1,10,NYJ 25,7,17,Timeout #1 by Cleveland Browns,0.610,0.060
2,1:43,2,10,NYJ 25,7,17,Ryan Fitzpatrick pass incomplete short middle intended for Quincy Enunwa (defended by Derrick Kindred),0.060,-0.620
2,1:39,3,10,NYJ 25,7,17,Ryan Fitzpatrick pass incomplete short middle intended for Quincy Enunwa,-0.620,-1.700
2,1:34,4,10,NYJ 25,7,17,Lac Edwards punts 33 yards,-1.700,-1.730
2,1:25,1,10,CLE 42,7,17,Josh McCown pass complete short left to Duke Johnson for 32 yards (tackle by David Harris),1.730,3.840
2,0:55,1,10,NYJ 26,7,17,Duke Johnson right guard for 16 yards (tackle by Marcus Gilchrist),3.840,3.840
2,0:47,1,10,NYJ 26,7,17,Timeout #2 by Cleveland Browns,3.840,4.910
2,0:47,1,10,NYJ 10,7,17,Josh McCown pass incomplete short left intended for Andrew Hawkins,4.910,4.190
2,0:43,2,10,NYJ 10,7,17,Josh McCown sacked by Muhammad Wilkerson for -6 yards,4.190,4.190
2,0:38,2,10,NYJ 10,7,17,Timeout #3 by Cleveland Browns,4.190,2.850
2,0:38,3,16,NYJ 16,7,17,Josh McCown middle for 7 yards (tackle by Leonard Williams),2.850,2.830
2,0:04,4,9,NYJ 9,7,20,Cody Parkey 27 yard field goal good,2.830,3.000
Quarter,Time,Down,ToGo,Location,NYJ,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,7,20,"Cody Parkey kicks off 67 yards, returned by Nick Marshall for 24 yards (tackle by Ricardo Louis)",,
3,14:55,1,10,NYJ 22,7,20,Matt Forte left guard for 5 yards (tackle by Tracy Howard),0.410,0.540
3,14:17,2,5,NYJ 27,7,20,Ryan Fitzpatrick pass incomplete deep right intended for Quincy Enunwa (defended by Jamar Taylor),0.540,-0.160
3,14:11,3,5,NYJ 27,7,20,Bilal Powell right guard for 5 yards (tackle by Xavier Cooper),-0.160,1.070
3,13:27,1,10,NYJ 32,7,20,Bilal Powell right guard for -1 yards (tackle by Demario Davis and Emmanuel Ogbah),1.070,0.390
3,12:48,2,11,NYJ 31,7,20,Ryan Fitzpatrick pass complete short left to Brandon Marshall for 20 yards (tackle by Ibraheim Campbell),0.390,2.320
3,12:11,1,10,CLE 49,7,20,Ryan Fitzpatrick pass complete short right to Matt Forte for 1 yard (tackle by Joe Schobert),2.320,1.920
3,11:28,2,9,CLE 48,7,20,Ryan Fitzpatrick middle for 8 yards (tackle by Tramon Williams),1.920,2.280
3,10:55,3,1,CLE 40,7,20,Ryan Fitzpatrick pass complete short right to Bilal Powell for 3 yards (tackle by Christian Kirksey),2.280,3.120
3,10:23,1,10,CLE 37,7,20,Matt Forte right guard for 6 yards (tackle by Christian Kirksey and Demario Davis),3.120,3.380
3,9:44,2,4,CLE 31,7,20,Ryan Fitzpatrick pass complete short middle to Brandon Marshall for 6 yards (tackle by Christian Kirksey),3.380,3.910
3,9:44,1,10,CLE 25,7,20,Matt Forte left guard for 1 yard (tackle by Jamie Meder and Emmanuel Ogbah),3.910,3.500
3,8:24,2,9,CLE 24,13,20,"Ryan Fitzpatrick pass complete short left to Quincy Enunwa for 24 yards, touchdown",3.500,7.000
3,8:24,,,CLE 24,14,20,Nick Folk kicks extra point good,0.000,0.000
3,8:24,,,NYJ 35,14,20,"Nick Folk kicks off 65 yards, touchback",0.000,-0.610
3,8:15,1,10,CLE 25,14,20,Isaiah Crowell right guard for no gain (tackle by Lorenzo Mauldin and Leonard Williams),0.610,0.060
3,7:33,2,10,CLE 25,14,20,Josh McCown pass complete short left to Seth Devalve for 5 yards (tackle by Jordan Jenkins),0.060,0.040
3,6:51,3,5,CLE 30,14,20,Josh McCown pass complete short right to Ricardo Louis for 25 yards (tackle by Marcus Gilchrist),0.040,2.590
3,6:14,1,10,NYJ 45,14,20,Isaiah Crowell right guard for 11 yards (tackle by Marcus Gilchrist),2.590,3.310
3,5:43,1,10,NYJ 34,14,20,"Josh McCown for no gain. Josh McCown fumbles, ball out of bounds at NYJ-37",3.310,2.370
3,5:29,2,13,NYJ 37,14,20,Josh McCown pass incomplete deep right intended for Randall Telfer,2.370,1.690
3,5:24,3,13,NYJ 37,14,20,Josh McCown pass incomplete short right intended for Ricardo Louis (defended by Darryl Roberts),1.690,0.790
3,5:21,4,13,NYJ 37,14,20,"Britton Colquitt punts 21 yards, fair catch by Jalin Marshall",0.790,0.140
3,5:14,1,10,NYJ 16,14,20,Matt Forte right tackle for -2 yards (tackle by Emmanuel Ogbah),-0.140,-0.890
3,4:35,2,12,NYJ 14,14,20,Ryan Fitzpatrick pass incomplete short right intended for Brandon Marshall,-0.890,-1.610
3,4:31,3,12,NYJ 14,14,20,Ryan Fitzpatrick pass complete deep left to Robby Anderson for 16 yards (tackle by Jamar Taylor),-1.610,0.940
3,3:49,1,10,NYJ 30,14,20,Ryan Fitzpatrick pass complete deep middle to Quincy Enunwa for 57 yards (tackle by Jamar Taylor),0.940,4.710
3,3:07,1,10,CLE 13,14,20,Ryan Fitzpatrick pass incomplete short left intended for Brandon Marshall,4.710,4.050
3,3:03,2,10,CLE 13,14,20,Ryan Fitzpatrick pass incomplete short middle intended for Quincy Enunwa,4.050,3.120
3,2:59,3,10,CLE 13,14,20,Ryan Fitzpatrick pass complete short middle to Robby Anderson for 9 yards (tackle by Tramon Williams),3.120,3.120
3,2:15,3,10,CLE 13,14,20,Timeout #1 by New York Jets,3.120,3.040
3,2:15,4,1,CLE 4,20,20,"Matt Forte left guard for 4 yards, touchdown",3.040,7.000
3,2:15,,,CLE 4,21,20,Nick Folk kicks extra point good,0.000,0.000
3,2:15,,,NYJ 35,21,20,"Nick Folk kicks off 70 yards, returned by Ricardo Louis for 24 yards (tackle by Josh Martin)",0.000,-0.150
3,2:05,1,10,CLE 19,21,20,Josh McCown pass incomplete deep left intended for Andrew Hawkins,0.150,-0.390
3,1:58,2,10,CLE 19,21,20,Isaiah Crowell right guard for 3 yards (tackle by Marcus Williams),-0.390,-0.680
3,1:21,3,7,CLE 22,21,20,Josh McCown pass incomplete deep right intended for Terrelle Pryor,-0.680,-1.900
3,1:12,4,7,CLE 22,21,20,"Britton Colquitt punts 59 yards, out of bounds",-1.900,-0.150
3,1:05,1,10,NYJ 19,21,20,Ryan Fitzpatrick pass incomplete deep right intended for Brandon Marshall,0.150,-0.390
3,1:00,2,10,NYJ 19,21,20,Matt Forte right guard for 6 yards (tackle by Tracy Howard),-0.390,-0.290
3,0:33,3,4,NYJ 25,21,20,Ryan Fitzpatrick pass complete short right to Brandon Marshall for 11 yards (tackle by Joe Haden),-0.290,1.330
Quarter,Time,Down,ToGo,Location,NYJ,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYJ 36,21,20,Ryan Fitzpatrick pass incomplete short left intended for Quincy Enunwa,1.330,0.790
4,14:56,2,10,NYJ 36,21,20,Bilal Powell right guard for 9 yards (tackle by Christian Kirksey),0.790,1.290
4,14:56,3,1,NYJ 45,21,20,Ryan Fitzpatrick middle for 1 yard (tackle by Christian Kirksey),1.290,1.990
4,13:55,1,10,NYJ 46,21,20,Matt Forte right guard for 6 yards (tackle by Jamie Meder),1.990,2.260
4,13:14,2,4,CLE 48,21,20,Ryan Fitzpatrick pass complete short right to Robby Anderson for 6 yards (tackle by Jamar Taylor),2.260,2.790
4,12:34,1,10,CLE 42,21,20,Bilal Powell left tackle for 20 yards (tackle by Derrick Kindred),2.790,4.110
4,11:53,1,10,CLE 22,21,20,Matt Forte right guard for 5 yards (tackle by Tyrone Holmes and Derrick Kindred),4.110,4.290
4,11:14,2,5,CLE 17,21,20,Ryan Fitzpatrick pass complete short right to Matt Forte for 15 yards (tackle by Joe Haden),4.290,6.740
4,10:28,1,2,CLE 2,21,20,Matt Forte right guard for no gain (tackle by Jamie Meder),6.740,5.720
4,9:42,2,2,CLE 2,27,20,"Matt Forte right guard for 2 yards, touchdown",5.720,7.000
4,9:42,,,CLE 2,28,20,Nick Folk kicks extra point good,0.000,0.000
4,9:42,,,NYJ 35,28,20,"Nick Folk kicks off 65 yards, touchback",0.000,-0.610
4,9:38,1,10,CLE 25,28,20,Isaiah Crowell right guard for 5 yards (tackle by Julian Stanford and Marcus Gilchrist),0.610,0.740
4,9:09,2,5,CLE 30,28,20,Josh McCown pass incomplete deep left intended for Terrelle Pryor is intercepted by Marcus Gilchrist at NYJ-24,0.740,-0.540
4,9:03,1,10,NYJ 24,28,20,Matt Forte right tackle for no gain (tackle by Danny Shelton),0.540,0.000
4,8:21,2,10,NYJ 24,28,20,Ryan Fitzpatrick pass complete short middle to Brandon Marshall for 31 yards,0.000,2.590
4,7:35,1,10,CLE 45,28,20,Matt Forte left tackle for -1 yards (tackle by Christian Kirksey and Xavier Cooper),2.590,1.910
4,6:52,2,11,CLE 46,28,20,Ryan Fitzpatrick pass incomplete deep left intended for Brandon Marshall (defended by Joe Haden),1.910,1.910
4,6:47,2,11,CLE 46,28,20,Timeout #2 by New York Jets,1.910,1.220
4,6:47,3,11,CLE 46,28,20,"Penalty on Ryan Clady: False Start, 5 yards (no play)",1.220,0.560
4,6:47,3,16,NYJ 49,28,20,"Bilal Powell left guard for 8 yards (tackle by Derrick Kindred). Penalty on James Carpenter: Offensive Holding, 10 yards",0.560,0.300
4,6:18,3,18,NYJ 47,28,20,Matt Forte left guard for 4 yards (tackle by Tyrone Holmes and Emmanuel Ogbah),0.300,0.000
4,5:36,4,14,CLE 49,28,20,Lac Edwards punts 48 yards,0.000,0.380
4,5:27,1,10,CLE 1,28,20,"Penalty on Sheldon Richardson: Neutral Zone Infraction, 5 yards (no play)",-0.380,-0.190
4,5:27,1,5,CLE 6,28,20,Josh McCown pass incomplete short right intended for Randall Telfer,-0.190,-0.420
4,5:22,2,5,CLE 6,28,20,Josh McCown pass incomplete short middle intended for Gary Barnidge (defended by Calvin Pryor),-0.420,-0.840
,,,,,,,"NYJ challenged the pass completion ruling, and the original play was overturned.",,
4,5:19,3,5,CLE 6,28,20,Josh McCown pass incomplete short right intended for Duke Johnson is intercepted by Lorenzo Mauldin at CLE-8,-0.840,-5.370
4,5:13,1,8,CLE 8,28,20,Matt Forte right guard for no gain (tackle by Christian Kirksey),5.370,4.570
4,4:29,2,8,CLE 8,28,20,Matt Forte left guard for 3 yards (tackle by Danny Shelton),4.570,4.570
4,4:18,2,8,CLE 8,28,20,Timeout #1 by Cleveland Browns,4.570,4.260
4,4:18,3,5,CLE 5,28,20,Ryan Fitzpatrick pass complete short right to Quincy Enunwa for -1 yards (tackle by Joe Schobert),4.260,4.260
4,4:08,3,5,CLE 5,28,20,Timeout #2 by Cleveland Browns,4.260,2.990
4,4:08,4,6,CLE 6,31,20,Nick Folk 24 yard field goal good,2.990,3.000
4,4:08,,,NYJ 35,31,20,Nick Folk kicks off 64 yards (tackle by Josh Martin),0.000,0.140
4,4:00,1,10,CLE 16,31,20,Josh McCown pass incomplete short right intended for Duke Johnson,-0.140,-0.660
4,3:53,2,10,CLE 16,31,20,Josh McCown pass complete short middle to Gary Barnidge for 10 yards (tackle by Marcus Williams),-0.660,0.670
4,3:25,1,10,CLE 26,31,20,Josh McCown pass incomplete short middle intended for Ricardo Louis,0.670,0.130
4,3:19,2,10,CLE 26,31,20,Duke Johnson left end for no gain (tackle by Darrelle Revis),0.130,-0.560
4,2:45,3,10,CLE 26,31,20,Josh McCown pass complete short left to Duke Johnson for 17 yards (tackle by Darrelle Revis),-0.560,1.800
4,2:11,1,10,CLE 43,31,20,Josh McCown pass incomplete short left intended for Andrew Hawkins,1.800,1.250
4,2:06,2,10,CLE 43,31,20,Josh McCown pass complete short left to Ricardo Louis for 7 yards (tackle by Darrelle Revis),1.250,1.490
4,2:00,3,3,,31,20,Josh McCown pass complete short right to Duke Johnson for 6 yards (tackle by Jarvis Jenkins),1.490,2.650
4,1:34,1,10,NYJ 44,31,20,Josh McCown pass complete short middle to Duke Johnson for 26 yards (tackle by Calvin Pryor),2.650,4.370
4,1:07,1,10,NYJ 18,31,20,Josh McCown pass incomplete short right intended for Gary Barnidge (defended by Darrelle Revis),4.370,3.800
4,1:00,2,10,NYJ 18,31,20,Josh McCown pass complete short right to Isaiah Crowell for 16 yards (tackle by David Harris and Rontez Miles),3.800,6.740
4,0:29,1,2,NYJ 2,31,20,Isaiah Crowell right guard for 1 yard (tackle by David Harris and Muhammad Wilkerson),6.740,6.740
4,0:19,1,2,NYJ 2,31,20,Timeout #3 by Cleveland Browns,6.740,5.910
4,0:19,2,1,NYJ 1,31,20,Josh McCown pass incomplete short right intended for Gary Barnidge,5.910,5.170
4,0:15,3,1,NYJ 1,31,26,"Josh McCown pass complete short right to Andrew Hawkins for 1 yard, touchdown",5.170,7.000
4,0:15,3,,NYJ 1,31,28,"Two Point Attempt: Josh McCown pass complete to Terrelle Pryor, conversion succeeds",5.170,1.000
4,0:15,,,CLE 35,31,28,"Cody Parkey kicks onside 18 yards, recovered by Brandon Marshall and returned for -3 yards",0.000,-1.860
4,0:12,1,10,NYJ 44,31,28,Ryan Fitzpatrick kneels for no gain,1.860,1.320
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
