Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Jaguars won the coin toss and deferred, Colts to receive the opening kickoff.",,
1,15:00,,,JAX 35,0,0,"Josh Scobee kicks off 74 yards, returned by Josh Cribbs for 46 yards (tackle by Sherrod Martin)",0.000,-1.400
1,14:52,1,10,IND 37,0,0,"Penalty on Coby Fleener: False Start, 5 yards (no play)",1.400,1.070
1,14:52,1,15,IND 32,0,0,Andrew Luck pass complete short right to Dan Herron for 9 yards (tackle by Jonathan Cyprien and J.T. Thomas),1.070,1.400
1,14:19,2,6,IND 41,0,0,Dan Herron left tackle for 5 yards (tackle by J.T. Thomas and Sherrod Martin),1.400,1.360
1,13:38,3,1,IND 46,0,0,Trent Richardson left end for 1 yard (tackle by Sen'Derrick Marks),1.360,2.060
1,12:52,1,10,IND 47,0,0,"Andrew Luck sacked by Chris Clemons for -7 yards. Andrew Luck fumbles (forced by Chris Clemons), recovered by Telvin Smith at IND-46 (tackle by Hugh Thornton)",2.060,-2.520
1,12:42,1,10,IND 46,0,0,Denard Robinson up the middle for 2 yards (tackle by D'Qwell Jackson),2.520,2.250
1,12:11,2,8,IND 44,0,0,Blake Bortles pass incomplete short left intended for Marcedes Lewis is intercepted by Vontae Davis at IND-36 and returned for 42 yards,2.250,-4.110
1,12:00,1,10,JAX 22,0,0,Trent Richardson up the middle for 3 yards (tackle by Abry Jones and Geno Hayes),4.110,3.970
1,11:19,2,7,JAX 19,0,0,Andrew Luck pass incomplete short right intended for Trent Richardson,3.970,3.260
1,11:14,3,7,JAX 19,0,0,Andrew Luck sacked by Chris Clemons for -9 yards,3.260,1.590
1,10:38,4,16,JAX 28,0,3,Adam Vinatieri 46 yard field goal good,1.590,3.000
1,10:38,,,IND 35,0,3,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
1,10:32,1,10,JAX 20,0,3,Denard Robinson up the middle for no gain (tackle by Cory Redding),0.280,-0.270
1,9:57,2,10,JAX 20,0,3,Blake Bortles left end for 20 yards (tackle by LaRon Landry),-0.270,1.600
1,9:21,1,10,JAX 40,0,3,Denard Robinson left end for 3 yards (tackle by D'Qwell Jackson),1.600,1.460
1,8:38,2,7,JAX 43,0,3,Blake Bortles pass incomplete short left intended for Toby Gerhart,1.460,0.760
1,8:33,3,7,JAX 43,0,3,Blake Bortles pass incomplete short right intended for Marcedes Lewis (defended by Ricky Jean-Francois),0.760,-0.520
1,8:29,4,7,JAX 43,0,3,"Bryan Anger punts 44 yards, fair catch by Josh Cribbs",-0.520,0.280
1,8:21,1,10,IND 14,0,3,"Andrew Luck pass complete deep left to T.Y. Hilton for 15 yards (tackle by Dwayne Gratz). T.Y. Hilton fumbles (forced by Dwayne Gratz), ball out of bounds at IND-29",-0.280,0.870
1,7:41,1,10,IND 29,0,3,Dan Herron up the middle for 2 yards (tackle by Tyson Alualu),0.870,0.600
1,7:00,2,8,IND 31,0,3,Andrew Luck pass incomplete deep right intended for Reggie Wayne,0.600,-0.100
1,6:54,3,8,IND 31,0,3,"Andrew Luck sacked by Chris Smith for -19 yards. Andrew Luck fumbles (forced by Chris Smith), recovered by Sen'Derrick Marks at IND-12 (tackle by Jack Mewhort)",-0.100,-4.780
1,6:45,1,10,IND 12,0,3,Denard Robinson right end for 3 yards (tackle by Erik Walden and Bjoern Werner),4.780,4.640
1,6:09,2,7,IND 9,0,3,Denard Robinson left tackle for no gain (tackle by D'Qwell Jackson and Bjoern Werner),4.640,3.700
1,5:25,3,7,IND 9,0,3,"Penalty on Nic Jacobs: False Start, 5 yards (no play)",3.700,3.060
1,5:04,3,12,IND 14,0,3,Blake Bortles pass complete short left to Toby Gerhart for 4 yards (tackle by Jerrell Freeman and Arthur Jones),3.060,2.760
1,4:22,4,8,IND 10,3,3,Josh Scobee 28 yard field goal good,2.760,3.000
1,4:22,,,JAX 35,3,3,"Josh Scobee kicks off 70 yards, returned by Josh Cribbs for 18 yards (tackle by Telvin Smith)",0.000,0.320
1,4:13,1,10,IND 13,3,3,Trent Richardson left end for 3 yards (tackle by Telvin Smith and J.T. Thomas),-0.320,-0.440
1,3:31,2,7,IND 16,3,3,Trent Richardson right end for -2 yards (tackle by Telvin Smith),-0.440,-1.300
1,2:46,3,9,IND 14,3,3,Andrew Luck pass incomplete short left intended for Reggie Wayne,-1.300,-2.470
1,2:40,4,9,IND 14,3,3,"Pat McAfee punts 53 yards, returned by Ace Sanders for 3 yards (tackle by Dewey McDonald)",-2.470,-1.330
1,2:28,1,10,JAX 36,3,3,Blake Bortles pass complete short right to Marqise Lee for 7 yards (tackle by Loucheiz Purifoy),1.330,1.740
1,1:53,2,3,JAX 43,3,3,"Denard Robinson left tackle for -2 yards (tackle by Arthur Jones). Denard Robinson fumbles (forced by Arthur Jones), recovered by D'Qwell Jackson at JAX-41 (tackle by Zane Beadles)",1.740,-2.850
1,1:44,1,10,JAX 41,3,3,Andrew Luck sacked by Chris Clemons for -5 yards,2.850,1.630
1,1:08,2,15,JAX 46,3,3,Dan Herron up the middle for 11 yards (tackle by Josh Evans),1.630,2.410
1,0:36,3,4,JAX 35,3,3,Andrew Luck pass complete short right to Coby Fleener for 14 yards,2.410,4.170
1,0:06,1,10,JAX 21,3,3,Dan Herron up the middle for 2 yards (tackle by Telvin Smith),4.170,3.900
Quarter,Time,Down,ToGo,Location,JAX,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,JAX 19,3,3,"Donte Moncrief right end for 4 yards (tackle by Telvin Smith). Penalty on J.T. Thomas: Unnecessary Roughness, 8 yards",3.900,5.600
2,14:40,1,7,JAX 7,3,3,"Dan Herron left end for no gain (tackle by Red Bryant). Dan Herron fumbles (forced by Red Bryant), recovered by Telvin Smith at JAX-7 (tackle by Dan Herron)",5.600,0.380
,,,,,,,"JAX challenged the runner was down by contact ruling, and the original play was overturned.",,
2,14:33,1,10,JAX 7,3,3,Denard Robinson left tackle for 3 yards (tackle by D'Qwell Jackson and Jerrell Freeman),-0.380,-0.560
2,14:04,2,7,JAX 10,3,3,Denard Robinson up the middle for 6 yards (tackle by Bjoern Werner),-0.560,-0.370
2,13:25,3,1,JAX 16,3,3,Denard Robinson right end for 2 yards (tackle by D'Qwell Jackson),-0.370,0.040
2,12:52,1,10,JAX 18,3,3,Denard Robinson up the middle for 9 yards (tackle by Josh Gordy and D'Qwell Jackson),0.040,0.820
2,12:30,2,1,JAX 27,3,3,Blake Bortles right end for 2 yards (tackle by Jerrell Freeman),0.820,0.870
2,11:51,1,10,JAX 29,3,3,Toby Gerhart left end for -1 yards (tackle by Montori Hughes),0.870,0.190
2,11:08,2,11,JAX 28,3,3,Toby Gerhart left tackle for 23 yards (tackle by Mike Adams and Sergio Brown),0.190,2.320
2,10:36,1,10,IND 49,3,3,Toby Gerhart left tackle for 1 yard (tackle by Jerrell Freeman and D'Qwell Jackson),2.320,1.920
2,9:54,2,9,IND 48,3,3,Blake Bortles pass incomplete short left intended for Denard Robinson (defended by Montori Hughes),1.920,1.220
2,9:50,3,9,IND 48,3,3,Blake Bortles pass complete short left to Jordan Todman for 4 yards (tackle by Vontae Davis),1.220,1.220
2,9:12,3,9,IND 48,3,3,Timeout #1 by Indianapolis Colts,1.220,0.330
2,9:11,4,5,IND 44,3,3,"Bryan Anger punts 34 yards, fair catch by Josh Cribbs",0.330,0.380
2,9:05,1,10,IND 10,3,3,Andrew Luck pass complete short right to Coby Fleener for 14 yards (tackle by Dwayne Gratz and Telvin Smith),-0.380,0.540
2,8:34,1,10,IND 24,3,3,"Andrew Luck pass complete short left to Coby Fleener for 2 yards (tackle by Demetrius McCray). Penalty on Hugh Thornton: Offensive Holding, 10 yards (no play)",0.540,-0.500
2,8:06,1,20,IND 14,3,3,Andrew Luck pass complete short right to Reggie Wayne for 8 yards (tackle by Telvin Smith),-0.500,-0.270
