Quarter,Time,Down,ToGo,Location,TAM,NYG,Detail,EPB,EPA
1,5:24,,,,0,0,Timeout #1 by New York Giants,0.000,3.970
1,5:24,1,10,TAM 24,0,0,Tiki Barber middle for 1 yard (tackle by Chris Hovan),3.970,3.570
1,4:55,2,9,TAM 23,0,0,Eli Manning pass complete short middle to Visanthe Shiancoe for 13 yards (tackle by Shelton Quarles),3.570,4.910
1,4:18,1,10,TAM 10,0,0,Tiki Barber right guard for 3 yards (tackle by Jermaine Phillips and Ellis Wyms),4.910,4.760
1,3:35,2,7,TAM 7,0,6,"Eli Manning pass complete short left to Plaxico Burress for 7 yards, touchdown",4.760,7.000
1,,,,TAM 2,0,7,Jay Feely kicks extra point good,0.000,0.000
1,,,,NYG 30,0,7,"Jay Feely kicks off 79 yards, touchback",0.000,0.280
1,3:27,1,10,TAM 20,0,7,Bruce Gradkowski pass incomplete short right intended for Michael Pittman (defended by Corey Webster),0.280,-0.270
1,3:21,2,10,TAM 20,0,7,Bruce Gradkowski pass complete short right to Cadillac Williams for 6 yards (tackle by Carlos Emmons),-0.270,-0.160
1,2:42,3,4,TAM 26,0,7,Bruce Gradkowski pass incomplete short middle intended for Alex Smith (defended by Michael Strahan),-0.160,-1.630
1,2:35,4,4,TAM 26,0,7,Josh Bidwell punts 22 yards,-1.630,-2.390
1,2:29,1,10,TAM 48,0,7,Tiki Barber left guard for -1 yards (tackle by Chris Hovan),2.390,1.710
1,1:51,2,11,TAM 49,0,7,Eli Manning pass incomplete short middle intended for Jeremy Shockey,1.710,1.030
1,1:44,3,11,TAM 49,0,7,Eli Manning pass incomplete deep middle intended for Jeremy Shockey,1.030,0.000
1,1:39,4,11,TAM 49,0,7,"Jeff Feagles punts 41 yards, returned by Ike Hilliard for 13 yards (tackle by Gerris Wilkinson)",0.000,-0.340
1,1:27,1,10,TAM 21,0,7,Cadillac Williams left guard for 4 yards (tackle by Michael Strahan),0.340,0.340
1,0:49,2,6,TAM 25,0,7,Cadillac Williams left guard for -1 yards (tackle by Mathias Kiwanuka),0.340,-0.490
Quarter,Time,Down,ToGo,Location,TAM,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,TAM 24,0,7,"Bruce Gradkowski sacked by Mathias Kiwanuka for -6 yards. Bruce Gradkowski fumbles (forced by Mathias Kiwanuka), recovered by Bruce Gradkowski at TAM-19",-0.490,-2.140
2,14:35,4,12,TAM 19,0,7,"Josh Bidwell punts 43 yards, returned by Chad Morton for 8 yards (tackle by Antoine Cash)",-2.140,-1.990
2,14:26,1,10,NYG 46,0,7,Tiki Barber left end for 2 yards (tackle by Ronde Barber and Shelton Quarles),1.990,1.720
2,13:54,2,8,NYG 48,0,7,Tiki Barber left end for 2 yards (tackle by Derrick Brooks and Shelton Quarles),1.720,1.290
2,13:15,3,6,NYG 50,0,7,Eli Manning pass incomplete short left intended for Amani Toomer (defended by Simeon Rice),1.290,-0.060
2,13:05,4,6,NYG 50,0,7,Jeff Feagles punts 46 yards,-0.060,0.380
2,12:56,1,10,TAM 4,0,7,Bruce Gradkowski pass incomplete short left intended for Joey Galloway,-0.380,-0.780
2,12:51,2,10,TAM 4,0,7,Cadillac Williams middle for -1 yards (tackle by Fred Robbins),-0.780,-1.540
2,12:13,3,11,TAM 3,0,7,Bruce Gradkowski pass incomplete short left intended for Joey Galloway (defended by Kevin Dockery),-1.540,-2.490
2,12:04,4,11,TAM 3,0,7,"Josh Bidwell punts 39 yards, returned by Chad Morton for 1 yard (tackle by Torrie Cox)",-2.490,-2.850
2,11:53,1,10,TAM 41,0,7,Eli Manning pass complete short right to Amani Toomer for 12 yards (tackle by Juran Bolden and Derrick Brooks). Penalty on Derrick Brooks: Illegal Contact (Declined),2.850,3.640
2,11:31,1,10,TAM 29,0,7,Brandon Jacobs left tackle for 1 yard (tackle by Chris Hovan and Shelton Quarles),3.640,3.240
2,10:42,,,,0,7,Timeout #2 by New York Giants,0.000,3.240
2,10:42,2,9,TAM 28,0,7,Eli Manning pass incomplete short right intended for Jeremy Shockey,3.240,2.540
2,10:35,3,9,TAM 28,0,7,Eli Manning pass incomplete short right intended for Jeremy Shockey,2.540,1.590
2,10:30,4,9,TAM 28,0,7,Eli Manning pass incomplete short middle intended for Jeremy Shockey,1.590,-0.810
2,10:24,1,10,TAM 28,0,7,"Bruce Gradkowski for no gain. Bruce Gradkowski fumbles, recovered by Fred Robbins at TAM-28",0.810,-3.710
2,10:19,1,10,TAM 28,0,7,Eli Manning pass complete deep left to Plaxico Burress for 25 yards (tackle by Will Allen),3.710,6.510
2,9:38,1,3,TAM 3,0,7,Tiki Barber left tackle for 2 yards (tackle by Ryan Nece and Ronde Barber),6.510,5.910
2,9:03,2,1,TAM 1,0,13,"Brandon Jacobs left guard for 1 yard, touchdown",5.910,7.000
2,,,,TAM 2,0,14,Jay Feely kicks extra point good,0.000,0.000
2,,,,NYG 30,0,14,Jay Feely kicks off 30 yards,0.000,1.600
2,8:45,1,10,TAM 40,0,14,Bruce Gradkowski pass incomplete short middle intended for Mike Alstott,1.600,1.050
2,8:43,2,10,TAM 40,0,14,Bruce Gradkowski pass complete short right to Cadillac Williams for 14 yards (tackle by Antonio Pierce),1.050,2.520
2,8:07,1,10,NYG 46,0,14,Bruce Gradkowski pass incomplete deep right intended for Joey Galloway,2.520,1.980
2,7:57,2,10,NYG 46,0,14,Bruce Gradkowski pass incomplete deep middle intended for Anthony Becht,1.980,1.290
2,7:52,3,10,NYG 46,0,14,Bruce Gradkowski pass incomplete deep middle intended for Joey Galloway,1.290,0.200
2,7:45,4,10,NYG 46,0,14,"Josh Bidwell punts 34 yards, fair catch by Chad Morton",0.200,0.350
2,7:37,1,10,NYG 12,0,14,Tiki Barber left end for 3 yards (tackle by Will Allen and Ryan Nece),-0.350,-0.500
2,6:54,2,7,NYG 15,0,14,"Eli Manning sacked by Simeon Rice for -7 yards. Eli Manning fumbles (forced by Simeon Rice), recovered by Eli Manning at NYG-10",-0.500,-1.650
2,6:18,3,12,NYG 10,0,14,Eli Manning pass incomplete deep right intended for Tim Carter,-1.650,-2.490
2,6:12,4,12,NYG 10,0,14,"Jeff Feagles punts 44 yards, muffed catch by Ike Hilliard, recovered by Ike Hilliard and returned for -5 yards (tackle by Kevin Dockery)",-2.490,-1.660
2,6:02,1,10,TAM 41,0,14,"Bruce Gradkowski sacked by Barry Cofield for 0 yards. Penalty on Sean Mahan: Offensive Holding, 10 yards (no play)",1.660,1.000
2,5:46,1,20,TAM 31,0,14,Bruce Gradkowski pass incomplete short middle intended for Cadillac Williams,1.000,-0.230
2,5:35,2,20,TAM 31,0,14,Michael Pittman left tackle for 1 yard (tackle by Michael Strahan and William Joseph),-0.230,-0.760
2,4:57,3,19,TAM 32,0,14,Bruce Gradkowski pass complete short left to Michael Pittman for 14 yards (tackle by James Butler),-0.760,-0.320
2,4:22,4,5,TAM 46,0,14,"Penalty on David Tyree: Neutral Zone Infraction, 5 yards (no play)",-0.320,2.320
2,4:09,1,10,NYG 49,0,14,Bruce Gradkowski pass incomplete short left intended for Joey Galloway,2.320,1.780
2,4:01,2,10,NYG 49,0,14,"Bruce Gradkowski pass complete short middle to Joey Galloway for 25 yards (tackle by Carlos Emmons). Penalty on Anthony Becht: Offensive Pass Interfere, 10 yards (no play)",1.780,0.430
2,3:34,2,20,TAM 41,0,14,Bruce Gradkowski pass complete short left to Alex Smith for 13 yards (tackle by Carlos Emmons),0.430,1.490
2,2:58,3,7,NYG 46,0,14,Bruce Gradkowski pass complete short left to Joey Galloway for 9 yards (tackle by Kevin Dockery),1.490,3.120
2,2:23,1,10,NYG 37,0,14,Bruce Gradkowski pass incomplete deep right intended for Alex Smith (defended by Gerris Wilkinson),3.120,2.570
2,2:07,,,,0,14,Timeout #1 by Tampa Bay Buccaneers,0.000,2.570
2,2:07,2,10,NYG 37,0,14,Bruce Gradkowski right end for 4 yards (tackle by Gibril Wilson),2.570,2.410
2,1:59,3,6,NYG 33,0,14,Bruce Gradkowski pass complete short left to Michael Pittman for 8 yards (tackle by Antonio Pierce and Will Demps),2.410,3.910
2,1:23,1,10,NYG 25,0,14,Bruce Gradkowski pass incomplete deep right intended for Michael Clayton,3.910,3.360
2,1:14,2,10,NYG 25,0,14,Bruce Gradkowski pass incomplete short right intended for Alex Smith (defended by Corey Webster),3.360,2.680
2,1:10,3,10,NYG 25,0,14,Bruce Gradkowski pass incomplete short left intended for Ike Hilliard,2.680,1.800
2,1:03,4,10,NYG 25,3,14,Matt Bryant 43 yard field goal good,1.800,3.000
2,,,,TAM 30,3,14,"Matt Bryant kicks off 56 yards, returned by Chad Morton for 21 yards (tackle by Wesly Mallard)",0.000,1.270
2,0:53,1,10,NYG 35,3,14,Tiki Barber left end for no gain (tackle by Torrie Cox),1.270,0.720
2,0:16,2,10,NYG 35,3,14,Tiki Barber middle for 2 yards (tackle by Ellis Wyms),0.720,0.300
Quarter,Time,Down,ToGo,Location,TAM,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 30,3,14,"Matt Bryant kicks off 59 yards, returned by Chad Morton for 14 yards (tackle by Wesly Mallard)",0.000,0.610
3,14:55,1,10,NYG 25,3,14,Tiki Barber middle for 22 yards (tackle by Juran Bolden),0.610,2.060
3,14:29,1,10,NYG 47,3,14,Tiki Barber left tackle for 1 yard (tackle by Derrick Brooks),2.060,1.650
3,13:48,2,9,NYG 48,3,14,Brandon Jacobs right end for 2 yards (tackle by Chris Hovan and Juran Bolden),1.650,1.220
3,13:06,3,7,NYG 50,3,14,Eli Manning pass incomplete short right intended for Jeremy Shockey,1.220,-0.060
3,12:57,4,7,NYG 50,3,14,"Jeff Feagles punts 37 yards, returned by Ike Hilliard for 8 yards (tackle by Adrian Awasom)",-0.060,-0.340
3,12:47,1,10,TAM 21,3,14,Bruce Gradkowski right guard for 14 yards (tackle by Gibril Wilson),0.340,1.270
3,12:08,1,10,TAM 35,3,14,Bruce Gradkowski pass complete short middle to Anthony Becht for 6 yards (tackle by Gerris Wilkinson),1.270,1.530
3,11:32,2,4,TAM 41,3,14,Bruce Gradkowski pass incomplete short middle intended for Cadillac Williams (defended by Barry Cofield),1.530,0.830
3,11:22,3,4,TAM 41,3,14,Bruce Gradkowski pass incomplete deep left intended for Joey Galloway,0.830,-0.650
3,11:15,4,4,TAM 41,3,14,Josh Bidwell punts 39 yards,-0.650,-0.280
3,11:01,1,10,NYG 20,3,14,Eli Manning pass complete short right to Plaxico Burress for 8 yards (tackle by Juran Bolden),0.280,0.810
3,10:29,2,2,NYG 28,3,14,Tiki Barber right end for 3 yards (tackle by Juran Bolden and Ellis Wyms),0.810,1.000
3,9:45,1,10,NYG 31,3,14,Eli Manning pass incomplete deep left intended for Plaxico Burress,1.000,0.460
3,9:36,2,10,NYG 31,3,14,Eli Manning pass complete short left to Tiki Barber for 7 yards (tackle by Shelton Quarles and Will Allen),0.460,0.700
3,8:55,3,3,NYG 38,3,14,Eli Manning sacked by Ellis Wyms for -6 yards,0.700,-1.240
3,8:29,4,9,NYG 32,3,14,"Jeff Feagles punts 32 yards, returned by Ike Hilliard for 16 yards (tackle by Adrian Awasom)",-1.240,-2.390
3,8:08,1,10,NYG 48,3,14,Bruce Gradkowski pass incomplete short left intended for Mike Alstott,2.390,1.850
3,8:03,2,10,NYG 48,3,14,Bruce Gradkowski pass complete short middle to Cadillac Williams for 5 yards (tackle by Antonio Pierce),1.850,1.820
3,7:22,3,5,NYG 43,3,14,Bruce Gradkowski pass complete short right to Alex Smith for -1 yards (tackle by Gerris Wilkinson),1.820,0.330
3,6:35,4,6,NYG 44,3,14,"Bruce Gradkowski pass complete short middle to Michael Clayton for 4 yards (tackle by Antonio Pierce). Michael Clayton fumbles (forced by Antonio Pierce), recovered by Bruce Gradkowski at NYG-45",0.330,-1.930
3,6:19,1,10,NYG 45,3,14,Tiki Barber left tackle for 2 yards (tackle by Jermaine Phillips),1.930,1.650
3,5:45,2,8,NYG 47,3,14,Eli Manning pass incomplete (defended by Greg Spires),1.650,0.960
3,5:29,3,8,NYG 47,3,14,Eli Manning pass complete short middle to Tiki Barber for 10 yards (tackle by Will Allen),0.960,2.720
3,4:51,1,10,TAM 43,3,14,Tiki Barber middle for -3 yards (tackle by Greg Spires),2.720,1.770
3,4:16,2,13,TAM 46,3,14,Eli Manning pass complete short left to Jeremy Shockey for 9 yards (tackle by Ryan Nece and Ronde Barber),1.770,2.280
3,3:35,3,4,TAM 37,3,14,Eli Manning pass incomplete short left intended for Jeremy Shockey (defended by Dewayne White),2.280,0.790
3,3:28,4,4,TAM 37,3,14,"Jeff Feagles punts 37 yards, touchback",0.790,-0.280
3,3:17,1,10,TAM 20,3,14,Cadillac Williams left guard for 16 yards (tackle by Will Demps),0.280,1.330
3,2:44,1,10,TAM 36,3,14,Bruce Gradkowski pass complete short left to Joey Galloway for 6 yards (tackle by R.W. McQuarters),1.330,1.600
3,2:08,2,4,TAM 42,3,14,"Bruce Gradkowski pass complete short middle to Anthony Becht for 10 yards (tackle by Gerris Wilkinson). Anthony Becht fumbles (forced by Gerris Wilkinson), recovered by Joey Galloway at NYG-41",1.600,2.850
3,1:22,1,10,NYG 41,3,14,Bruce Gradkowski pass complete short left to Cadillac Williams for 2 yards (tackle by Carlos Emmons and Mathias Kiwanuka),2.850,2.580
3,0:39,2,8,NYG 39,3,14,Bruce Gradkowski pass complete short right to Cadillac Williams for 7 yards (tackle by Corey Webster and Gibril Wilson),2.580,2.810
Quarter,Time,Down,ToGo,Location,TAM,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,NYG 32,3,14,Cadillac Williams right tackle for no gain (tackle by Antonio Pierce),2.810,1.310
4,14:25,4,1,NYG 32,3,14,Bruce Gradkowski pass incomplete,1.310,-1.070
4,14:13,1,10,NYG 32,3,14,Eli Manning pass complete short middle to Tiki Barber for 3 yards (tackle by Derrick Brooks and Shelton Quarles),1.070,0.930
4,13:39,2,7,NYG 35,3,14,Tiki Barber left guard for 4 yards (tackle by Dewayne White),0.930,0.760
4,12:58,3,3,NYG 39,3,14,Eli Manning pass incomplete deep right intended for Amani Toomer,0.760,-0.780
4,12:47,4,3,NYG 39,3,14,"Jeff Feagles punts 28 yards, returned by Ike Hilliard for 4 yards (tackle by Gerris Wilkinson)",-0.780,-1.400
4,12:37,1,10,TAM 37,3,14,Cadillac Williams middle for no gain (tackle by Antonio Pierce),1.400,0.860
4,12:08,2,10,TAM 37,3,14,Bruce Gradkowski pass incomplete short right intended for Alex Smith,0.860,0.170
4,11:58,3,10,TAM 37,3,14,Bruce Gradkowski sacked by Reggie Torbor for 0 yards,0.170,-0.910
4,11:27,4,10,TAM 37,3,14,"Josh Bidwell punts 30 yards, fair catch by R.W. McQuarters",-0.910,-1.140
4,11:20,1,10,NYG 33,3,14,Tiki Barber left tackle for no gain (tackle by Jon Bradley and Chris Hovan),1.140,0.590
4,10:40,2,10,NYG 33,3,14,Eli Manning pass complete short right to Plaxico Burress for 9 yards (tackle by Shelton Quarles),0.590,1.090
4,9:59,3,1,NYG 42,3,14,Brandon Jacobs middle for 4 yards (tackle by Ronde Barber and Kalvin Pearson),1.090,1.990
4,9:11,1,10,NYG 46,3,14,"Brandon Jacobs left end for 16 yards (tackle by Jermaine Phillips). Penalty on Brandon Jacobs: Taunting, 15 yards",1.990,2.060
4,8:44,1,10,NYG 47,3,14,Eli Manning pass complete short right to Jeremy Shockey for 6 yards,2.060,2.330
4,8:31,2,4,TAM 47,3,14,Brandon Jacobs left end for 14 yards (tackle by Ronde Barber and Jon Bradley),2.330,3.380
4,7:34,1,10,TAM 33,3,14,Tiki Barber left end for -2 yards (tackle by Derrick Brooks and Kalvin Pearson),3.380,2.570
4,6:59,2,12,TAM 35,3,14,Eli Manning pass complete short right to Plaxico Burress for 13 yards (tackle by Jermaine Phillips),2.570,4.110
4,6:19,1,10,TAM 22,3,14,Tiki Barber right tackle for 6 yards (tackle by Shelton Quarles),4.110,4.460
4,5:37,2,4,TAM 16,3,14,Eli Manning pass complete short right to Jeremy Shockey for no gain,4.460,3.740
4,4:54,3,4,TAM 16,3,14,Brandon Jacobs right end for 3 yards (tackle by Dewayne White and Shelton Quarles),3.740,2.720
4,3:49,4,1,TAM 13,3,17,Jay Feely 31 yard field goal good,2.720,3.000
4,,,,NYG 30,3,17,"Jay Feely kicks off 70 yards, touchback",0.000,0.280
4,3:43,1,10,TAM 20,3,17,Bruce Gradkowski pass complete short right to Michael Pittman for 5 yards (tackle by Corey Webster),0.280,0.410
4,3:38,2,5,TAM 25,3,17,Bruce Gradkowski pass incomplete short right intended for Michael Pittman,0.410,-0.300
4,3:34,3,5,TAM 25,3,17,Bruce Gradkowski pass incomplete short middle intended for Ike Hilliard,-0.300,-1.700
4,3:29,4,5,TAM 25,3,17,Josh Bidwell punts 56 yards,-1.700,-0.150
4,3:15,1,10,NYG 19,3,17,Tiki Barber left tackle for 1 yard (tackle by Derrick Brooks and Will Allen),0.150,-0.200
4,2:16,2,9,NYG 20,3,17,Tiki Barber right tackle for no gain (tackle by Shelton Quarles),-0.200,-0.940
4,2:09,,,,3,17,Timeout #1 by Tampa Bay Buccaneers,0.000,-0.940
4,2:09,3,9,NYG 20,3,17,Tiki Barber right end for -1 yards (tackle by Chris Hovan and Shelton Quarles),-0.940,-2.140
4,2:03,,,,3,17,Timeout #2 by Tampa Bay Buccaneers,0.000,-2.140
4,2:03,4,10,NYG 19,3,17,"Jeff Feagles punts 43 yards, muffed catch by Ike Hilliard, recovered by Ike Hilliard and returned for 3 yards (tackle by David Tyree)",-2.140,-1.660
4,1:54,1,10,TAM 41,3,17,Bruce Gradkowski pass complete short middle to Michael Pittman for 8 yards (tackle by Michael Strahan),1.660,2.200
4,1:34,2,2,TAM 49,3,17,Bruce Gradkowski pass complete short right to Joey Galloway for 12 yards (tackle by Corey Webster),2.200,2.980
4,1:30,1,10,NYG 39,3,17,"Bruce Gradkowski pass complete short right to Michael Pittman for 6 yards (tackle by Antonio Pierce). Penalty on Jeremy Trueblood: Offensive Holding, 10 yards (no play)",2.980,2.320
4,1:23,1,20,NYG 49,3,17,Bruce Gradkowski pass complete short right to Ike Hilliard for 3 yards (tackle by Corey Webster),2.320,1.500
4,1:03,2,17,NYG 46,3,17,"Bruce Gradkowski pass complete short left to Ike Hilliard for 11 yards (tackle by R.W. McQuarters and Kevin Dockery). Penalty on Mathias Kiwanuka: Illegal Contact, 5 yards (no play)",1.500,2.850
4,0:55,1,10,NYG 41,3,17,Bruce Gradkowski pass incomplete short right intended for Michael Pittman,2.850,2.310
4,0:48,2,10,NYG 41,3,17,"Bruce Gradkowski pass complete short right to Joey Galloway for 5 yards (tackle by Corey Webster). Penalty on Corey Webster: Face Mask (15 Yards), 15 yards",2.310,4.170
4,0:41,1,10,NYG 21,3,17,Bruce Gradkowski pass incomplete short middle intended for Mike Alstott,4.170,3.630
4,0:32,2,10,NYG 21,3,17,Bruce Gradkowski pass incomplete deep right intended for Michael Pittman,3.630,2.940
4,0:27,3,10,NYG 21,3,17,Bruce Gradkowski pass incomplete deep right intended for Joey Galloway,2.940,2.060
4,0:22,4,10,NYG 21,3,17,Bruce Gradkowski pass incomplete short middle intended for Michael Pittman,2.060,-0.340
4,0:14,1,10,NYG 21,3,17,Eli Manning kneels for -1 yards,0.340,-0.340
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
