Quarter,Time,Down,ToGo,Location,TAM,DET,Detail,EPB,EPA
1,3:46,1,10,TAM 29,3,0,Brad Johnson pass complete to Keyshawn Johnson for 18 yards (tackle by Eric Davis),0.870,2.060
1,3:01,1,10,TAM 47,3,0,Brad Johnson pass complete to Keenan McCardell for 19 yards,2.060,3.310
1,2:38,1,10,DET 34,3,0,Brad Johnson pass incomplete intended for Keyshawn Johnson,3.310,2.770
1,2:32,2,10,DET 34,3,0,"Brad Johnson pass complete to Aaron Stecker for 7 yards (tackle by Barrett Green). Penalty on James Hall: Defensive Offside, 5 yards (no play)",2.770,3.450
1,2:01,2,5,DET 29,3,0,Michael Pittman left end for 9 yards (tackle by Donte Curry and Eric Davis),3.450,4.240
1,1:14,1,10,DET 20,3,0,Brad Johnson pass complete to Michael Pittman for 10 yards (tackle by Barrett Green),4.240,4.910
1,0:27,1,10,DET 10,3,0,Mike Alstott left end for 3 yards (tackle by Chris Claiborne),4.910,4.760
Quarter,Time,Down,ToGo,Location,TAM,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,DET 7,3,0,Brad Johnson pass complete to Mike Alstott for 6 yards (tackle by Chris Cash),4.760,5.170
2,14:21,3,1,DET 1,9,0,"Mike Alstott left end for 1 yard, touchdown",5.170,7.000
2,14:21,,,DET 1,10,0,Martin Gramatica kicks extra point good,0.000,0.000
2,14:21,,,TAM 30,10,0,"Martin Gramatica kicks off 69 yards, returned by Eddie Drummond for 20 yards (tackle by Dwight Smith)",0.000,0.340
2,14:09,1,10,DET 21,10,0,Mike McMahon pass complete to Bill Schroeder for 13 yards (tackle by Warren Sapp),0.340,1.200
2,13:34,1,10,DET 34,10,0,Aveion Cason middle for 1 yard (tackle by Dexter Jackson),1.200,0.790
2,13:00,2,9,DET 35,10,0,Mike McMahon pass complete to Bill Schroeder for 46 yards (tackle by Brian Kelly),0.790,4.310
2,12:09,1,10,TAM 19,10,0,Aveion Cason right end for 1 yard (tackle by Anthony McFarland and Derrick Brooks),4.310,3.880
2,11:33,2,9,TAM 18,10,0,Mike McMahon pass incomplete intended for Germane Crowell (defended by Brian Kelly),3.880,3.140
2,11:30,3,9,TAM 18,10,6,"Mike McMahon pass complete to Bill Schroeder for 18 yards, touchdown",3.140,7.000
2,11:30,,,TAM 18,10,7,Jason Hanson kicks extra point good,0.000,0.000
2,11:30,,,DET 30,10,7,"Jason Hanson kicks off 61 yards, returned by Aaron Stecker for 16 yards (tackle by Clint Kriewaldt)",0.000,0.610
2,11:18,1,10,TAM 25,10,7,Brad Johnson pass complete to Rickey Dudley for 9 yards (tackle by Corey Harris),0.610,1.280
2,10:40,2,1,TAM 34,10,7,Mike Alstott middle for 2 yards (tackle by Kalimba Edwards),1.280,1.330
2,10:00,1,10,TAM 36,10,7,Brad Johnson pass incomplete intended for Keyshawn Johnson (defended by Barrett Green),1.330,0.790
2,9:57,2,10,TAM 36,10,7,Brad Johnson pass complete to Rickey Dudley for 4 yards (tackle by Andre' Goodman),0.790,0.630
2,9:25,3,6,TAM 40,10,7,"Penalty on Roman Oben: False Start, 5 yards (no play)",0.630,-0.030
2,8:54,3,6,TAM 40,,,Timeout #1 by Tampa Bay Buccaneers,0.630,-0.030
2,8:54,3,11,TAM 35,10,7,Brad Johnson pass incomplete intended for Joe Jurevicius,-0.030,-1.040
2,8:49,4,11,TAM 35,10,7,"Tom Tupa punts 27 yards, out of bounds",-1.040,-1.470
2,8:41,1,10,DET 38,10,7,Rafael Cooper middle for 16 yards (tackle by Brian Kelly and Dexter Jackson),1.470,2.520
2,8:06,1,10,TAM 46,10,7,Rafael Cooper left end for 18 yards (tackle by John Howell),2.520,3.710
2,7:26,1,10,TAM 28,10,7,Rafael Cooper middle for 2 yards (tackle by Nate Webster and Warren Sapp),3.710,3.440
2,6:51,2,8,TAM 26,10,7,Rafael Cooper right tackle for 1 yard (tackle by Brian Kelly),3.440,2.870
2,6:13,3,7,TAM 25,10,7,Mike McMahon pass complete to Cory Schlesinger for 6 yards (tackle by Derrick Brooks),2.870,2.340
2,5:39,4,1,TAM 19,10,10,Jason Hanson 37 yard field goal good,2.340,3.000
2,5:39,,,DET 30,10,10,"Jason Hanson kicks off 69 yards, returned by Aaron Stecker for 22 yards (tackle by Jimmy Wyrick)",0.000,0.480
2,5:27,1,10,TAM 23,10,10,Michael Pittman left tackle for 6 yards (tackle by Corey Harris),0.480,0.740
2,4:57,2,4,TAM 29,10,10,Michael Pittman left end for 5 yards (tackle by Donte Curry),0.740,1.200
2,4:22,1,10,TAM 34,10,10,Brad Johnson pass complete to Aaron Stecker for 5 yards (tackle by Andre' Goodman and Chris Claiborne),1.200,1.330
2,3:39,2,5,TAM 39,10,10,Michael Pittman left end for 5 yards (tackle by Barrett Green),1.330,1.860
2,3:01,1,10,TAM 44,10,10,Brad Johnson pass incomplete intended for Keyshawn Johnson (defended by Andre' Goodman),1.860,1.320
2,2:55,2,10,TAM 44,10,10,Brad Johnson pass incomplete intended for Keenan McCardell (defended by Corey Harris),1.320,0.630
2,2:49,3,10,TAM 44,10,10,Brad Johnson pass complete to Michael Pittman for 15 yards (tackle by Corey Harris),0.630,2.850
2,2:08,1,10,DET 41,10,10,Brad Johnson pass incomplete intended for Aaron Stecker,2.850,2.310
2,2:05,2,10,DET 41,10,10,Brad Johnson pass complete to Ken Dilger for 9 yards (tackle by Barrett Green and Todd Lyght),2.310,2.810
2,1:58,3,1,DET 32,10,10,Mike Alstott left end for 23 yards,2.810,5.140
2,1:14,1,9,DET 9,10,10,Brad Johnson pass incomplete intended for Keenan McCardell,5.140,4.380
2,1:09,2,9,DET 9,10,10,Michael Pittman right end for -1 yards (tackle by James Hall),4.380,3.130
2,0:26,3,10,DET 10,10,10,Brad Johnson pass incomplete intended for Keenan McCardell,3.130,2.760
2,0:18,4,10,DET 10,13,10,Martin Gramatica 28 yard field goal good,2.760,3.000
2,0:18,,,TAM 30,13,10,"Martin Gramatica kicks off 62 yards, returned by Eddie Drummond for 22 yards (tackle by Corey Ivy)",0.000,0.940
2,0:11,1,10,DET 30,13,10,Mike McMahon kneels for -1 yards,0.940,0.260
Quarter,Time,Down,ToGo,Location,TAM,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 30,13,10,"Martin Gramatica kicks off 71 yards, returned by Eddie Drummond for 46 yards (tackle by Martin Gramatica)",0.000,1.930
3,14:52,1,10,DET 45,13,10,Aveion Cason middle for 40 yards (tackle by Ronde Barber),1.930,4.580
3,14:17,1,10,TAM 15,13,10,Cory Schlesinger right end for 9 yards (tackle by John Howell),4.580,5.600
3,13:42,2,1,TAM 6,13,10,Rafael Cooper right tackle for no gain (tackle by Derrick Brooks),5.600,4.900
3,12:57,3,1,TAM 6,13,10,Aveion Cason left tackle for no gain (tackle by Dwight Smith and Shelton Quarles),4.900,3.020
3,12:05,4,1,TAM 6,13,13,Jason Hanson 25 yard field goal good,3.020,3.000
3,12:05,,,DET 30,13,13,"Jason Hanson kicks off 64 yards, returned by Aaron Stecker for 18 yards (tackle by Clint Kriewaldt)",0.000,0.540
3,11:57,1,10,TAM 24,13,13,Michael Pittman middle for 6 yards (tackle by Andre' Goodman),0.540,0.810
3,11:15,2,4,TAM 30,13,13,"Michael Pittman left end for 7 yards (tackle by Barrett Green). Penalty on Cosey Coleman: Tripping, 10 yards (no play)",0.810,-0.540
3,10:47,2,14,TAM 20,13,13,"Penalty on Cosey Coleman: False Start, 5 yards (no play)",-0.540,-1.350
3,10:30,2,19,TAM 15,13,13,"Penalty on Kenyatta Walker: False Start, 5 yards (no play)",-1.350,-1.800
3,10:05,2,24,TAM 10,13,13,Brad Johnson pass complete to Aaron Stecker for -1 yards (tackle by Chris Cash),-1.800,-3.180
3,9:23,3,25,TAM 9,13,13,Brad Johnson pass complete to Keyshawn Johnson for 21 yards (tackle by Barrett Green and Andre' Goodman),-3.180,-1.370
3,8:43,4,4,TAM 30,13,13,"Tom Tupa punts 48 yards, returned by Eddie Drummond for 2 yards (tackle by Nate Webster)",-1.370,-0.540
3,8:31,1,10,DET 24,13,13,Mike McMahon pass complete to Germane Crowell for 7 yards (tackle by Brian Kelly),0.540,0.940
3,7:52,2,3,DET 31,13,13,Cory Schlesinger right end for 1 yard (tackle by John Howell and Shelton Quarles),0.940,0.370
3,7:11,3,2,DET 32,13,13,Mike McMahon pass incomplete intended for Germane Crowell,0.370,-1.240
3,7:06,4,2,DET 32,13,13,"John Jett punts 52 yards, fair catch by Karl Williams",-1.240,0.140
3,6:58,1,10,TAM 16,13,13,Brad Johnson pass complete to Keenan McCardell for 6 yards (tackle by Barrett Green),-0.140,0.280
3,6:25,2,4,TAM 22,13,13,Brad Johnson pass incomplete intended for Mike Alstott,0.280,-0.570
3,6:21,3,4,TAM 22,13,13,"Brad Johnson pass incomplete intended for Keenan McCardell (defended by Andre' Goodman). Penalty on Andre' Goodman: Defensive Pass Interference, 9 yards (no play)",-0.570,1.000
3,6:10,1,10,TAM 31,13,13,"Aaron Stecker left end for 6 yards. Penalty on Roman Oben: Offensive Holding, 10 yards (no play)",1.000,0.340
3,5:54,1,20,TAM 21,13,13,Brad Johnson pass complete to Michael Pittman for 7 yards (tackle by Chris Cash),0.340,0.060
3,5:14,2,13,TAM 28,13,13,"Penalty on Cosey Coleman: False Start, 5 yards (no play)",0.060,-0.620
3,4:49,2,18,TAM 23,13,13,Brad Johnson pass incomplete intended for Joe Jurevicius,-0.620,-1.290
3,4:44,3,18,TAM 23,13,13,Aaron Stecker middle for 12 yards,-1.290,-1.040
3,4:03,4,6,TAM 35,13,13,"Tom Tupa punts 51 yards, returned by Eddie Drummond for no gain",-1.040,0.280
3,3:53,1,10,DET 14,13,13,Mike McMahon pass incomplete intended for Bill Schroeder,-0.280,-0.750
3,3:47,2,10,DET 14,13,13,Aveion Cason left tackle for 1 yard (tackle by Chartric Darby and Shelton Quarles),-0.750,-1.280
3,3:47,3,9,DET 15,13,13,"Penalty on Germane Crowell: False Start, 5 yards (no play)",-1.280,-1.890
3,2:46,3,14,DET 10,13,13,Mike McMahon pass incomplete intended for Scotty Anderson (defended by John Howell),-1.890,-2.490
3,2:39,4,14,DET 10,13,13,"John Jett punts 46 yards, returned by Karl Williams for -8 yards (tackle by Jimmy Wyrick)",-2.490,-1.330
3,2:26,1,10,TAM 36,13,13,Brad Johnson pass incomplete intended for Ken Dilger,1.330,0.790
3,2:21,2,10,TAM 36,13,13,Brad Johnson pass complete to Keyshawn Johnson for 6 yards (tackle by Kalimba Edwards),0.790,0.890
3,1:42,3,4,TAM 42,13,13,Brad Johnson pass incomplete intended for Keyshawn Johnson,0.890,-0.590
3,1:36,4,4,TAM 42,13,13,"Tom Tupa punts 46 yards, returned by Eddie Drummond for 9 yards. Penalty on Josh Thornhill: Offensive Holding, 7 yards",-0.590,0.380
3,1:25,1,10,DET 7,13,13,Rafael Cooper middle for 10 yards (tackle by Nate Webster),-0.380,-0.060
3,0:48,1,10,DET 17,13,13,Mike McMahon pass complete to Mikhael Ricks for 9 yards (tackle by Alshermond Singleton),-0.060,0.750
3,0:14,2,1,DET 26,13,13,Rafael Cooper left end for 2 yards (tackle by Simeon Rice and Nate Webster),0.750,0.810
Quarter,Time,Down,ToGo,Location,TAM,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DET 28,13,13,Rafael Cooper right tackle for 1 yard (tackle by Shelton Quarles),0.810,0.400
4,14:22,2,9,DET 29,13,13,"Penalty on Ray Brown: False Start, 5 yards (no play)",0.400,-0.280
4,14:02,2,14,DET 24,13,13,Mike McMahon pass complete to Aveion Cason for 37 yards (tackle by John Howell),-0.280,2.980
4,13:19,1,10,TAM 39,13,13,Mike McMahon pass incomplete intended for Germane Crowell is intercepted by Shelton Quarles at TAM-38 and returned for 4 yards,2.980,-1.730
4,13:12,1,10,TAM 42,13,13,Brad Johnson pass complete to Michael Pittman for 10 yards (tackle by Chris Claiborne),1.730,2.390
4,12:36,1,10,DET 48,13,13,Aaron Stecker middle for -2 yards (tackle by Shaun Rogers and Kelvin Pritchett),2.390,1.580
4,11:58,2,12,,13,13,Brad Johnson pass complete to Keyshawn Johnson for 30 yards (tackle by Eric Davis and Andre' Goodman),1.580,4.240
4,11:33,1,10,DET 20,13,13,Brad Johnson pass complete to Rickey Dudley for 16 yards (tackle by Chris Cash),4.240,6.280
4,10:55,1,4,DET 4,13,13,Mike Alstott left end for no gain (tackle by Eric Davis),6.280,5.340
4,10:12,2,4,DET 4,19,13,"Michael Pittman left tackle for 4 yards, touchdown",5.340,7.000
4,10:12,,,DET 4,20,13,Martin Gramatica kicks extra point good,0.000,0.000
4,10:12,,,TAM 30,20,13,"Martin Gramatica kicks off 66 yards, returned by Eddie Drummond for 91 yards (tackle by Martin Gramatica). Penalty on Martin Gramatica: Face Mask (5 Yards), 3 yards",0.000,6.740
4,9:50,1,2,TAM 2,20,19,"Mike McMahon right end for 2 yards, touchdown",6.740,7.000
4,9:50,,,TAM 2,20,20,Jason Hanson kicks extra point good,0.000,0.000
4,9:50,,,DET 30,20,20,"Jason Hanson kicks off 65 yards, returned by Aaron Stecker for 25 yards (tackle by Larry Foster)",0.000,0.940
4,9:37,1,10,TAM 30,20,20,Brad Johnson pass complete to Michael Pittman for 5 yards (tackle by Andre' Goodman),0.940,1.070
4,8:53,2,5,TAM 35,20,20,Michael Pittman middle for 1 yard (tackle by Robert Porcher and Shaun Rogers),1.070,0.500
4,8:14,3,4,TAM 36,20,20,Brad Johnson pass incomplete intended for Keenan McCardell (defended by Todd Lyght),0.500,-0.980
4,8:10,4,4,TAM 36,20,20,"Tom Tupa punts 57 yards, returned by Larry Foster for 10 yards (tackle by Jack Golden)",-0.980,0.060
4,7:55,1,10,DET 17,20,20,Cory Schlesinger middle for 1 yard (tackle by Greg Spires),-0.060,-0.420
4,7:23,2,9,DET 18,20,20,Mike McMahon pass incomplete intended for Bill Schroeder (defended by Ronde Barber),-0.420,-1.130
4,7:15,3,9,DET 18,20,20,Mike McMahon pass incomplete intended for Bill Schroeder (defended by John Howell),-1.130,-2.240
4,7:08,4,9,DET 18,20,20,"John Jett punts 54 yards, returned by Karl Williams for 6 yards (tackle by John Owens)",-2.240,-1.200
4,6:59,1,10,TAM 34,20,20,Brad Johnson pass incomplete intended for Keyshawn Johnson (defended by Barrett Green),1.200,0.660
4,6:54,2,10,TAM 34,20,20,Brad Johnson pass complete to Keyshawn Johnson for 7 yards (tackle by Chris Cash),0.660,0.890
4,6:23,3,3,TAM 41,20,20,Brad Johnson pass complete to Ken Dilger for 23 yards (tackle by Chris Cash),0.890,3.180
4,5:37,1,10,DET 36,20,20,Brad Johnson pass complete to Ken Dilger for 3 yards (tackle by Chris Cash),3.180,3.040
4,4:54,2,7,DET 33,20,20,Aaron Stecker left end for 10 yards (tackle by Kalimba Edwards),3.040,4.040
4,4:08,1,10,DET 23,20,20,Mike Alstott left end for no gain (tackle by James Hall),4.040,3.500
4,3:23,2,10,DET 23,20,20,Brad Johnson pass incomplete intended for Keyshawn Johnson (defended by Chris Cash),3.500,2.810
4,3:18,3,10,DET 23,20,20,Brad Johnson left end for 3 yards (tackle by Shaun Rogers and Robert Porcher),2.810,2.120
4,3:08,3,10,DET 23,,,Timeout #1 by Detroit Lions,2.810,2.120
4,3:08,4,7,DET 20,23,20,Martin Gramatica 38 yard field goal good,2.120,3.000
4,3:08,,,TAM 30,23,20,"Martin Gramatica kicks off 63 yards, returned by Larry Foster for 26 yards (tackle by Dwight Smith)",0.000,1.140
4,2:57,1,10,DET 33,23,20,Mike McMahon pass complete to Aveion Cason for 1 yard (tackle by Greg Spires),1.140,0.730
4,2:53,2,9,DET 34,23,20,Mike McMahon pass incomplete intended for Mikhael Ricks (defended by Alshermond Singleton). Penalty on Jeff Backus: Tripping (Declined),0.730,0.040
4,2:48,3,9,DET 34,23,20,"Mike McMahon pass incomplete intended for Mikhael Ricks (defended by Derrick Brooks). Penalty on Derrick Brooks: Defensive Pass Interference, 9 yards (no play)",0.040,1.800
4,2:43,1,10,DET 43,23,20,"Penalty on Eric Beverly: False Start, 5 yards (no play)",1.800,1.470
4,2:43,1,15,DET 38,23,20,Mike McMahon pass incomplete intended for Aveion Cason,1.470,0.580
4,2:41,2,15,DET 38,23,20,Mike McMahon pass incomplete intended for Cory Schlesinger,0.580,-0.100
4,2:36,3,15,DET 38,23,20,Mike McMahon pass complete to Bill Schroeder for 19 yards (tackle by John Howell). Penalty on Simeon Rice: Defensive Offside (Declined),-0.100,2.720
4,2:29,1,10,TAM 43,23,20,Mike McMahon pass complete to Scotty Anderson for 2 yards,2.720,2.450
4,2:24,2,8,TAM 41,23,20,Aveion Cason left tackle for 2 yards (tackle by Chartric Darby),2.450,2.010
4,2:00,3,6,TAM 39,23,20,Mike McMahon pass incomplete intended for Germane Crowell,2.010,0.660
4,1:56,3,6,TAM 39,,,Timeout #2 by Detroit Lions,2.010,0.660
4,1:56,4,6,TAM 39,23,20,Jason Hanson 57 yard field goal no good,0.660,-2.060
4,1:51,1,10,TAM 47,23,20,Mike Alstott left tackle for 1 yard (tackle by Shaun Rogers),2.060,1.650
4,1:46,1,10,TAM 47,,,Timeout #3 by Detroit Lions,2.060,1.650
4,1:46,2,9,TAM 48,23,20,Mike Alstott right tackle for 2 yards (tackle by Barrett Green),1.650,1.220
4,1:00,3,7,,23,20,Mike Alstott right end for 10 yards (tackle by Chris Cash),1.220,2.920
4,0:28,1,10,DET 40,23,20,Brad Johnson kneels for -1 yards,2.920,2.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
