#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:39,NOR 12,3,0:45,5,Interception
2,1,12:00,NOR 24,3,1:26,7,Punt
3,1,6:26,NOR 36,4,2:13,5,Punt
4,1,3:11,CHI 47,7,1:44,19,Downs
5,2,15:00,NOR 33,14,6:25,67,Touchdown
6,2,5:45,NOR 31,8,3:38,69,Touchdown
7,2,1:48,NOR 34,3,1:11,8,Punt
8,2,0:26,CHI 29,3,0:24,6,Interception
9,2,0:02,CHI 30,1,0:02,0,Field Goal
10,3,15:00,NOR 15,3,2:29,1,Punt
11,3,12:31,NOR 12,9,5:24,63,Downs
12,3,6:07,NOR 17,3,1:28,8,Punt
13,3,0:29,NOR 33,5,1:40,19,Fumble
14,4,11:29,NOR 32,8,3:29,35,Downs
15,4,5:25,NOR 4,1,0:11,-4,Safety
16,4,2:46,NOR 13,9,2:39,87,Touchdown
