Quarter,Time,Down,ToGo,Location,BAL,BUF,Detail,EPB,EPA
1,9:09,1,10,BUF 42,0,0,Marshawn Lynch left tackle for 3 yards (tackle by Dwan Edwards and Bart Scott),1.730,1.590
1,8:36,2,7,BUF 45,0,0,"Marshawn Lynch right guard for no gain (tackle by Terrell Suggs). Penalty on Samari Rolle: Defensive Offside, 5 yards (no play)",1.590,2.270
1,8:09,2,2,,0,0,Trent Edwards pass complete short right to Lee Evans for 9 yards (tackle by Dawan Landry),2.270,2.850
1,7:33,1,10,BAL 41,0,0,"Anthony Thomas right tackle for 4 yards (tackle by Ray Lewis and Bart Scott). Penalty on Langston Walker: Face Mask (15 Yards), 15 yards (no play)",2.850,1.860
1,7:14,1,25,BUF 44,0,0,Trent Edwards pass complete short right to Lee Evans for 13 yards (tackle by Corey Ivy),1.860,2.040
1,6:40,2,12,BAL 43,0,0,Marshawn Lynch right tackle for 23 yards (tackle by Kelly Gregg and Dawan Landry),2.040,4.240
1,5:52,1,10,BAL 20,0,0,Anthony Thomas left guard for -1 yards (tackle by Ray Lewis and Justin Bannan),4.240,3.560
1,5:18,2,11,BAL 21,0,0,Anthony Thomas left guard for 7 yards (tackle by Ray Lewis),3.560,3.890
1,4:41,3,4,BAL 14,0,0,Anthony Thomas right guard for 3 yards (tackle by Corey Ivy and Ray Lewis),3.890,2.850
1,3:54,4,1,BAL 11,0,3,Rian Lindell 29 yard field goal good,2.850,3.000
1,,,,BUF 30,0,3,"Rian Lindell kicks off 67 yards, returned by Yamon Figurs for 13 yards (tackle by Dwayne Wright)",0.000,-0.140
1,3:45,1,10,BAL 16,0,3,Kyle Boller pass incomplete deep right intended for Derrick Mason,-0.140,-0.660
1,3:35,2,10,BAL 16,0,3,Willis McGahee up the middle for -5 yards (tackle by John McCargo),-0.660,-2.010
1,2:53,3,15,BAL 11,0,3,Musa Smith left guard for 6 yards (tackle by Aaron Schobel),-2.010,-2.320
1,2:18,4,9,BAL 17,0,3,"Sam Koch punts 58 yards, returned by Roscoe Parrish for 20 yards (tackle by Justin Green)",-2.320,-1.930
1,2:06,1,10,BUF 45,0,3,Trent Edwards pass complete short right to Marshawn Lynch for 9 yards (tackle by Terrell Suggs),1.930,2.600
1,1:25,2,1,BAL 46,0,3,"Penalty on Michael Gaines: False Start, 5 yards (no play)",2.600,1.920
1,1:08,2,6,BUF 49,0,3,Trent Edwards pass incomplete (defended by Kelly Gregg),1.920,1.220
1,1:03,3,6,BUF 49,0,3,"Penalty on Haloti Ngata: Defensive Offside, 5 yards (no play)",1.220,1.880
1,0:39,3,1,BAL 46,0,3,Marshawn Lynch up the middle for 2 yards (tackle by Terrell Suggs),1.880,2.650
Quarter,Time,Down,ToGo,Location,BAL,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,BAL 44,0,3,Dwayne Wright left tackle for 3 yards (tackle by Samari Rolle and Justin Bannan),2.650,2.520
2,14:28,2,7,BAL 41,0,3,"Trent Edwards pass incomplete deep left intended for Roscoe Parrish (defended by Samari Rolle). Penalty on Samari Rolle: Defensive Pass Interference, 34 yards (no play)",2.520,5.600
2,14:22,1,7,BAL 7,0,3,Marshawn Lynch left guard for -1 yards (tackle by Corey Ivy and Ray Lewis),5.600,4.570
2,13:36,2,8,BAL 8,0,3,Trent Edwards pass incomplete short right intended for Robert Royal,4.570,3.580
2,13:28,3,8,BAL 8,0,3,Marshawn Lynch up the middle for no gain (tackle by Bart Scott),3.580,2.950
2,12:47,4,8,BAL 8,0,6,Rian Lindell 26 yard field goal good,2.950,3.000
2,,,,BUF 30,0,6,"Rian Lindell kicks off 66 yards, returned by Yamon Figurs for 22 yards (tackle by Anthony Hargrove). Penalty on Devard Darling: Offensive Holding, 9 yards",0.000,-0.380
2,12:37,1,10,BAL 9,0,6,Willis McGahee up the middle for no gain (tackle by Aaron Schobel and Donte Whitner),-0.380,-0.780
2,12:01,2,10,BAL 9,0,6,"Kyle Boller pass complete short right to Quinn Sypniewski for 11 yards (tackle by Angelo Crowell). Quinn Sypniewski fumbles (forced by Angelo Crowell), recovered by John DiGiorgio at BAL-23 (tackle by Mark Clayton)",-0.780,-4.040
2,11:52,1,10,BAL 23,0,6,Trent Edwards pass complete short right to Michael Gaines for 7 yards (tackle by Ed Reed),4.040,4.560
2,11:13,2,3,BAL 16,0,6,Marshawn Lynch right tackle for -1 yards (tackle by Ray Lewis),4.560,3.660
2,10:29,3,4,BAL 17,0,6,Trent Edwards pass incomplete deep left intended for Robert Royal,3.660,2.390
2,10:22,4,4,BAL 17,0,9,Rian Lindell 35 yard field goal good,2.390,3.000
2,,,,BUF 30,0,9,"Rian Lindell kicks off 73 yards, returned by Yamon Figurs for no gain",0.000,-0.140
2,10:14,1,10,BAL 16,0,9,Willis McGahee up the middle for 2 yards (tackle by Donte Whitner),-0.140,-0.350
2,9:39,2,8,BAL 18,0,9,Willis McGahee left guard for 3 yards (tackle by Angelo Crowell),-0.350,-0.700
2,9:06,3,5,BAL 21,0,9,Kyle Boller pass complete short right to Derrick Mason for 7 yards (tackle by Kiwaukee Thomas),-0.700,0.810
2,8:29,1,10,BAL 28,0,9,Kyle Boller pass complete short middle to Willis McGahee for 1 yard (tackle by Chris Kelsay),0.810,0.400
2,7:53,2,9,BAL 29,0,9,Kyle Boller pass incomplete short left intended for Willis McGahee,0.400,-0.300
2,7:47,3,9,BAL 29,0,9,Kyle Boller pass complete deep left to Mark Clayton for 26 yards (tackle by Donte Whitner),-0.300,2.590
2,7:14,1,10,BUF 45,0,9,Willis McGahee left tackle for 3 yards (tackle by Jason Jefferson and Keith Ellison),2.590,2.450
2,6:40,2,7,BUF 42,0,9,Willis McGahee left guard for 4 yards (tackle by Donte Whitner),2.450,2.280
2,6:02,3,3,BUF 38,0,9,Kyle Boller pass incomplete short middle intended for Derrick Mason. Penalty on BAL: Illegal Formation (Declined),2.280,0.720
2,5:58,4,3,BUF 38,0,9,"Sam Koch punts 38 yards, touchback",0.720,-0.280
2,5:50,1,10,BUF 20,0,9,Trent Edwards pass complete short right to Lee Evans for 9 yards (tackle by Corey Ivy),0.280,0.950
2,5:15,2,1,BUF 29,0,9,"Penalty on Justin Bannan: Neutral Zone Infraction, 5 yards (no play)",0.950,1.200
2,5:03,1,10,BUF 34,0,9,Marshawn Lynch right end for 1 yard (tackle by Kelly Gregg),1.200,0.790
2,4:26,2,9,BUF 35,0,9,Trent Edwards sacked by Dwan Edwards for -8 yards,0.790,-0.960
2,3:54,3,17,BUF 27,0,9,Trent Edwards pass incomplete deep right intended for Lee Evans (defended by Derrick Martin),-0.960,-1.570
2,3:47,4,17,BUF 27,0,9,"Brian Moorman punts 52 yards, returned by Yamon Figurs for 9 yards (tackle by Leon Joe). Penalty on Derrick Martin: Offensive Holding, 10 yards",-1.570,0.370
2,3:34,1,10,BAL 11,0,9,Willis McGahee right guard for 4 yards (tackle by Chris Kelsay),-0.370,-0.430
2,2:59,2,6,BAL 15,0,9,Kyle Boller pass complete short right to Mark Clayton for 11 yards (tackle by Terrence McGee),-0.430,0.670
2,2:25,1,10,BAL 26,0,9,Willis McGahee right tackle for 7 yards (tackle by Chris Kelsay and George Wilson),0.670,1.070
2,2:00,2,3,BAL 33,0,9,Willis McGahee up the middle for 18 yards (tackle by George Wilson),1.070,2.320
2,1:38,1,10,BUF 49,0,9,Kyle Boller pass complete short right to Quinn Sypniewski for 10 yards (tackle by Angelo Crowell),2.320,2.980
2,1:17,1,10,BUF 39,0,9,Kyle Boller pass incomplete short right intended for Quinn Sypniewski (defended by John McCargo),2.980,2.440
2,1:13,2,10,BUF 39,0,9,Kyle Boller pass incomplete deep left intended for Devard Darling,2.440,1.750
2,1:07,3,10,BUF 39,0,9,Kyle Boller pass incomplete short left intended for Mark Clayton,1.750,0.660
2,1:02,4,10,BUF 39,0,9,"Sam Koch punts 39 yards, touchback",0.660,-0.280
2,0:54,1,10,BUF 20,0,9,Marshawn Lynch up the middle for 4 yards (tackle by Ray Lewis),0.280,0.270
2,0:43,,,,0,9,Timeout #1 by Baltimore Ravens,0.000,0.270
2,0:43,2,6,BUF 24,0,9,Marshawn Lynch up the middle for 4 yards (tackle by Dwan Edwards and Dawan Landry),0.270,0.100
2,0:36,,,,0,9,Timeout #2 by Baltimore Ravens,0.000,0.100
2,0:36,3,2,BUF 28,0,9,Marshawn Lynch left tackle for 9 yards (tackle by Dawan Landry and Ed Reed),0.100,1.400
Quarter,Time,Down,ToGo,Location,BAL,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 30,0,9,"Rian Lindell kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,BAL 20,0,9,Willis McGahee right guard for 11 yards (tackle by Terrence McGee and Keith Ellison),0.280,1.000
3,14:28,1,10,BAL 31,0,9,Willis McGahee up the middle for 4 yards (tackle by Kyle Williams and Larry Tripplett),1.000,1.000
3,13:51,2,6,BAL 35,0,9,"Penalty on Ben Grubbs: False Start, 5 yards (no play)",1.000,0.320
3,13:34,2,11,BAL 30,0,9,"Penalty on Jared Gaither: False Start, 5 yards (no play)",0.320,-0.350
3,13:16,2,16,BAL 25,0,9,Kyle Boller pass complete short right to Derrick Mason for 8 yards (tackle by Terrence McGee),-0.350,0.040
3,12:38,3,8,BAL 33,0,9,Kyle Boller pass complete short right to Devard Darling for 10 yards,0.040,1.800
3,12:12,1,10,BAL 43,0,9,Willis McGahee left end for 11 yards (tackle by John DiGiorgio),1.800,2.520
3,11:31,1,10,BUF 46,6,9,"Willis McGahee up the middle for 46 yards, touchdown",2.520,7.000
3,,,,BUF 2,7,9,Matt Stover kicks extra point good,0.000,0.000
3,,,,BAL 30,7,9,"Matt Stover kicks off 72 yards, returned by Terrence McGee for 28 yards (tackle by Justin Green)",0.000,0.670
3,11:20,1,10,BUF 26,7,9,Trent Edwards pass incomplete short middle intended for Michael Gaines (defended by Ed Reed),0.670,0.130
3,11:08,2,10,BUF 26,7,9,Marshawn Lynch right tackle for 1 yard (tackle by Justin Bannan and Kelly Gregg),0.130,-0.430
3,10:28,3,9,BUF 27,7,9,Trent Edwards pass complete short left to Lee Evans for 13 yards (tackle by Bart Scott),-0.430,1.600
3,9:51,1,10,BUF 40,7,9,Marshawn Lynch up the middle for 5 yards (tackle by Kelly Gregg),1.600,1.730
3,9:13,2,5,BUF 45,7,9,Trent Edwards pass complete deep right to Josh Reed for 25 yards (tackle by Corey Ivy),1.730,3.580
3,8:33,1,10,BAL 30,7,9,Dwayne Wright up the middle for 4 yards (tackle by Dwan Edwards and Justin Bannan),3.580,3.570
3,7:57,2,6,BAL 26,7,9,Dwayne Wright up the middle for 3 yards (tackle by Gerome Sapp and Jarret Johnson),3.570,3.270
3,7:27,3,3,BAL 23,7,9,Trent Edwards pass incomplete (defended by Haloti Ngata),3.270,2.030
3,7:23,4,3,BAL 23,7,12,Rian Lindell 41 yard field goal good,2.030,3.000
3,,,,BUF 30,7,12,"Rian Lindell kicks off 68 yards, returned by Yamon Figurs for 31 yards (tackle by Rian Lindell)",0.000,1.140
3,7:12,1,10,BAL 33,7,12,Kyle Boller pass complete short right to Willis McGahee for no gain,1.140,0.590
3,6:31,2,10,BAL 33,7,12,Kyle Boller pass complete short right to Mark Clayton for 5 yards (tackle by Angelo Crowell),0.590,0.560
3,5:52,3,5,BAL 38,7,12,Kyle Boller sacked by Anthony Hargrove and John DiGiorgio for -10 yards,0.560,-1.500
3,5:23,4,15,BAL 28,7,12,"Sam Koch punts 55 yards, returned by Roscoe Parrish for 12 yards (tackle by Justin Green)",-1.500,-0.870
3,5:11,1,10,BUF 29,7,12,Trent Edwards pass complete deep middle to Lee Evans for 54 yards (tackle by Corey Ivy),0.870,4.440
3,4:24,1,10,BAL 17,7,12,Marshawn Lynch left guard for 2 yards (tackle by Kelly Gregg and Terrell Suggs),4.440,4.150
3,3:42,2,8,BAL 15,7,12,Trent Edwards pass complete short middle to Roscoe Parrish for 9 yards (tackle by Corey Ivy),4.150,5.830
3,3:05,1,6,BAL 6,7,12,Marshawn Lynch up the middle for 2 yards (tackle by Ray Lewis and Kelly Gregg),5.830,5.340
3,2:23,2,4,BAL 4,7,12,"Trent Edwards pass incomplete short right intended for Josh Reed (defended by Corey Ivy). Penalty on Bart Scott: Roughing the Passer (Declined), Penalty on Corey Ivy: Defensive Pass Interference, 3 yards (no play)",5.340,6.970
3,2:18,1,1,BAL 1,7,18,"Marshawn Lynch up the middle for 1 yard, touchdown",6.970,7.000
3,,,,BAL 2,7,19,Rian Lindell kicks extra point good,0.000,0.000
3,,,,BUF 30,7,19,"Rian Lindell kicks off 71 yards, touchback",0.000,0.280
3,2:14,1,10,BAL 20,7,19,Willis McGahee right guard for 2 yards (tackle by Jason Jefferson and Larry Tripplett),0.280,0.000
3,1:37,2,8,BAL 22,7,19,Kyle Boller pass complete short right to Mark Clayton for 8 yards (tackle by Terrence McGee),0.000,0.940
3,1:07,1,10,BAL 30,7,19,Willis McGahee right end for 1 yard (tackle by Terrence McGee),0.940,0.530
3,0:39,2,9,BAL 31,7,19,Kyle Boller pass complete short left to Derrick Mason for 3 yards (tackle by Jerametrius Butler),0.530,0.230
Quarter,Time,Down,ToGo,Location,BAL,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,BAL 34,7,19,Kyle Boller up the middle for 7 yards (tackle by John DiGiorgio),0.230,1.660
4,14:24,1,10,BAL 41,7,19,Mike Anderson up the middle for -3 yards (tackle by John McCargo),1.660,0.720
4,13:47,2,13,BAL 38,7,19,Kyle Boller pass complete short left to Mike Anderson for 2 yards (tackle by Ryan Neill),0.720,0.300
4,13:07,3,11,BAL 40,7,19,Kyle Boller pass complete deep middle to Derrick Mason for 27 yards (tackle by Jerametrius Butler),0.300,3.380
4,12:27,1,10,BUF 33,7,19,Mike Anderson left guard for 1 yard (tackle by Donte Whitner),3.380,2.970
4,11:49,2,9,BUF 32,7,19,Kyle Boller pass complete short right to Mark Clayton for -1 yards (tackle by Terrence McGee),2.970,2.150
4,11:08,3,10,BUF 33,7,19,Kyle Boller pass incomplete short left intended for Derrick Mason,2.150,1.150
4,11:03,4,10,BUF 33,7,19,Kyle Boller pass complete deep right to Demetrius Williams for 18 yards (tackle by Terrence McGee),1.150,4.580
4,10:25,1,10,BUF 15,7,19,Mike Anderson left guard for 2 yards (tackle by Donte Whitner and Angelo Crowell),4.580,4.280
4,9:50,2,8,BUF 13,7,19,Kyle Boller pass complete short middle to Derrick Mason for 5 yards (tackle by John DiGiorgio),4.280,4.450
4,9:10,3,3,BUF 8,7,19,Kyle Boller pass incomplete short right intended for Mark Clayton,4.450,2.980
4,9:07,4,3,BUF 8,7,19,Kyle Boller pass incomplete short left intended for Derrick Mason (defended by Jerametrius Butler),2.980,0.380
4,9:00,1,10,BUF 8,7,19,Marshawn Lynch left guard for no gain (tackle by Bart Scott),-0.380,-0.780
4,8:17,2,10,BUF 8,7,19,Marshawn Lynch right guard for no gain (tackle by Ray Lewis and Bart Scott),-0.780,-1.420
4,7:34,3,10,BUF 8,7,19,Trent Edwards pass incomplete short left intended for Lee Evans is intercepted by Samari Rolle at BUF-14,-1.420,-4.650
,,,,,,,"BUF challenged the runner was down by contact ruling, and the original play was overturned.",,
4,7:30,1,10,BUF 14,7,19,Mark Clayton pass incomplete short left intended for Kyle Boller,4.650,4.000
4,7:23,2,10,BUF 14,7,19,Willis McGahee up the middle for -1 yards (tackle by Aaron Schobel and Anthony Hargrove),4.000,3.060
4,6:44,3,11,BUF 15,7,19,Kyle Boller pass incomplete short middle intended for Demetrius Williams,3.060,2.440
4,6:39,4,11,BUF 15,13,19,"Kyle Boller pass complete short middle to Derrick Mason for 15 yards, touchdown",2.440,7.000
4,,,,BUF 2,14,19,Matt Stover kicks extra point good,0.000,0.000
4,,,,BAL 30,14,19,"Matt Stover kicks off 73 yards, returned by Terrence McGee for 9 yards (tackle by Justin Green)",0.000,-0.380
4,6:25,1,10,BUF 6,14,19,Trent Edwards pass complete short middle to Marshawn Lynch for 5 yards (tackle by Bart Scott),-0.380,-0.420
4,5:46,2,5,BUF 11,14,19,Marshawn Lynch right tackle for 1 yard (tackle by Ray Lewis and Dwan Edwards),-0.420,-0.720
4,5:06,3,4,BUF 12,14,19,Trent Edwards pass incomplete short right intended for Josh Reed (defended by Ray Lewis),-0.720,-2.490
4,4:59,4,4,BUF 12,14,19,"Brian Moorman punts 53 yards, returned by Ed Reed for -3 yards (tackle by Justin Jenkins)",-2.490,-1.070
4,4:50,1,10,BAL 32,14,19,Kyle Boller pass complete short middle to Quinn Sypniewski for 3 yards (tackle by John DiGiorgio),1.070,0.930
4,4:16,2,7,BAL 35,14,19,Willis McGahee left guard for no gain (tackle by Keith Ellison and Angelo Crowell),0.930,0.230
4,3:32,3,7,BAL 35,14,19,Kyle Boller pass incomplete short left intended for Demetrius Williams,0.230,-1.040
4,3:28,4,7,BAL 35,14,19,"Sam Koch punts 61 yards, returned by Roscoe Parrish for 10 yards (tackle by Justin Green)",-1.040,0.280
4,3:14,1,10,BUF 14,14,19,Marshawn Lynch right guard for 7 yards (tackle by Bart Scott),-0.280,0.280
4,3:07,,,,14,19,Timeout #1 by Baltimore Ravens,0.000,0.280
4,3:07,2,3,BUF 21,14,19,Marshawn Lynch up the middle for 1 yard (tackle by Ray Lewis and Jarret Johnson),0.280,-0.440
4,3:02,,,,14,19,Timeout #2 by Baltimore Ravens,0.000,-0.440
4,3:02,3,2,BUF 22,14,19,Marshawn Lynch up the middle for 1 yard (tackle by Terrell Suggs),-0.440,-1.830
4,3:02,4,1,BUF 23,14,19,"Penalty on Brian Moorman: Delay of Game, 5 yards (no play)",-1.830,-2.240
4,2:13,4,6,BUF 18,14,19,"Brian Moorman punts 39 yards, returned by Ed Reed for -1 yards (tackle by Mario Haggan)",-2.240,-1.730
4,2:04,1,10,BAL 42,14,19,Kyle Boller pass complete short middle to Quinn Sypniewski for 9 yards (tackle by Angelo Crowell),1.730,2.400
4,1:59,2,1,BUF 49,14,19,Kyle Boller pass incomplete deep right intended for Demetrius Williams,2.400,1.690
4,1:52,3,1,BUF 49,14,19,Kyle Boller pass incomplete short left intended for Mark Clayton (defended by Larry Tripplett),1.690,0.000
4,1:49,4,1,BUF 49,14,19,Kyle Boller pass incomplete short right intended for Musa Smith,0.000,-2.190
4,1:45,1,10,BUF 49,14,19,Marshawn Lynch left guard for -3 yards (tackle by Ed Reed and Haloti Ngata),2.190,1.240
4,1:39,,,,14,19,Timeout #3 by Baltimore Ravens,0.000,1.240
4,1:39,2,13,BUF 46,14,19,Marshawn Lynch left guard for 4 yards (tackle by Jarret Johnson and Ed Reed),1.240,1.090
4,0:54,3,9,,14,19,Marshawn Lynch right guard for no gain (tackle by Justin Bannan),1.090,-0.060
4,0:08,,,,14,19,Timeout #1 by Buffalo Bills,0.000,-0.060
4,0:08,4,9,,14,19,"Brian Moorman punts 34 yards, muffed catch by Yamon Figurs, recovered by Yamon Figurs and returned for no gain",-0.060,2.260
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
