#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,9:35,NOR 24,7,3:05,76,Touchdown
2,1,2:11,NOR 27,3,2:11,9,Punt
3,2,13:21,NOR 36,7,2:51,64,Touchdown
4,2,6:12,NOR 18,3,1:30,8,Punt
5,2,3:42,NOR 33,3,1:50,4,Punt
6,2,0:56,NOR 10,2,0:56,5,End of Half
7,3,15:00,MIN 37,4,2:04,37,Touchdown
8,3,7:35,NOR 35,3,1:06,1,Punt
9,3,1:59,NOR 31,3,1:59,2,Punt
10,4,14:10,MIN 7,3,1:31,7,Touchdown
11,4,9:37,NOR 5,3,1:40,9,Punt
12,4,4:58,NOR 19,3,2:21,8,Punt
13,4,0:07,NOR 48,2,0:07,0,End of Half
14,5,15:00,NOR 39,10,4:45,39,Field Goal
