Quarter,Time,Down,ToGo,Location,MIN,NOR,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Vikings won the coin toss, Vikings to receive the opening kickoff.",,
1,15:00,,,NOR 30,0,0,"Thomas Morstead kicks off 70 yards, touchback",0.000,0.280
1,15:00,1,10,MIN 20,0,0,Brett Favre pass incomplete short right intended for Visanthe Shiancoe (defended by Bobby McCray),0.280,-0.270
1,14:57,2,10,MIN 20,0,0,Brett Favre pass complete short left to Jim Kleinsasser for 12 yards (tackle by Tracy Porter),-0.270,1.070
1,14:18,1,10,MIN 32,0,0,Brett Favre pass complete short right to Percy Harvin for 5 yards (tackle by Scott Shanle and Roman Harper),1.070,1.200
1,13:40,2,5,MIN 37,0,0,Brett Favre pass complete short left to Bernard Berrian for 6 yards (tackle by Tracy Porter),1.200,1.800
1,13:00,1,10,MIN 43,0,0,Brett Favre pass complete short left to Bernard Berrian for 9 yards (tackle by Tracy Porter and Scott Fujita),1.800,2.470
1,12:24,2,1,NOR 48,0,0,Percy Harvin left end for 8 yards (tackle by Darren Sharper),2.470,2.920
1,11:44,1,10,NOR 40,0,0,Brett Favre pass complete short right to Chester Taylor for 4 yards (tackle by Scott Fujita),2.920,2.910
1,11:01,2,6,NOR 36,0,0,Brett Favre pass complete short middle to Adrian Peterson for 11 yards (tackle by Jabari Greer and Darren Sharper),2.910,3.910
1,10:20,1,10,NOR 25,0,0,Adrian Peterson right tackle for 6 yards (tackle by Jonathan Vilma and Jabari Greer),3.910,4.200
1,9:41,2,4,NOR 19,6,0,"Adrian Peterson left guard for 19 yards, touchdown",4.200,7.000
1,,,,NOR 2,7,0,Ryan Longwell kicks extra point good,0.000,0.000
1,,,,MIN 30,7,0,"Ryan Longwell kicks off 67 yards, returned by Courtney Roby for 21 yards (tackle by Heath Farwell)",0.000,0.540
1,9:28,1,10,NOR 24,7,0,Drew Brees pass complete short right to Lance Moore for 5 yards (tackle by Benny Sapp),0.540,0.670
1,9:02,2,5,NOR 29,7,0,Drew Brees pass incomplete deep right intended for Marques Colston,0.670,-0.030
1,8:55,3,5,NOR 29,7,0,Drew Brees pass complete short right to Robert Meachem for 7 yards (tackle by Chad Greenway and Benny Sapp),-0.030,1.330
1,8:19,1,10,NOR 36,7,0,Drew Brees pass complete short middle to Marques Colston for 13 yards (tackle by Chad Greenway and Jasper Brinkley),1.330,2.190
1,7:39,1,10,NOR 49,7,0,Pierre Thomas right tackle for 8 yards (tackle by Madieu Williams),2.190,2.730
1,7:01,2,2,MIN 43,7,0,"Penalty on Pat Williams: Defensive Offside, 5 yards (no play)",2.730,3.050
1,6:47,1,10,MIN 38,7,0,Drew Brees pass incomplete deep right intended for Devery Henderson,3.050,2.510
1,6:42,2,10,MIN 38,7,6,"Drew Brees pass complete short right to Pierre Thomas for 38 yards, touchdown",2.510,7.000
1,,,,MIN 2,7,7,Garrett Hartley kicks extra point good,0.000,0.000
1,,,,NOR 30,7,7,"Thomas Morstead kicks off 59 yards, returned by Percy Harvin for 16 yards (tackle by Marvin Mitchell)",0.000,0.740
1,6:26,1,10,MIN 27,7,7,Brett Favre pass incomplete deep left intended for Bernard Berrian,0.740,0.200
1,6:19,2,10,MIN 27,7,7,Brett Favre pass incomplete short right intended for Sidney Rice,0.200,-0.490
1,6:15,3,10,MIN 27,7,7,"Penalty on Bobby McCray: Defensive Offside, 5 yards (no play)",-0.490,0.170
1,6:15,3,5,MIN 32,7,7,"Brett Favre pass incomplete short middle intended for Percy Harvin. Penalty on Randall Gay: Defensive Holding, 5 yards (no play)",0.170,1.400
1,6:11,1,10,MIN 37,7,7,Brett Favre pass complete short left to Bernard Berrian for 15 yards (tackle by Scott Shanle),1.400,2.390
1,5:44,1,10,NOR 48,7,7,"Percy Harvin for 2 yards (tackle by Scott Shanle). Penalty on Bobby McCray: Unnecessary Roughness, 15 yards",2.390,3.510
1,5:15,1,10,NOR 31,7,7,Adrian Peterson left guard for 3 yards (tackle by Darren Sharper),3.510,3.370
1,4:33,2,7,NOR 28,7,7,Brett Favre pass incomplete deep right intended for Percy Harvin,3.370,2.680
1,4:27,3,7,NOR 28,7,7,Brett Favre pass complete short middle to Percy Harvin for 20 yards (tackle by Randall Gay),2.680,5.370
1,3:42,1,8,NOR 8,7,7,Adrian Peterson right end for 1 yard (tackle by Sedrick Ellis),5.370,4.760
1,2:59,2,7,NOR 7,7,7,Brett Favre pass complete short right to Percy Harvin for 2 yards (tackle by Jabari Greer),4.760,4.260
1,2:16,3,5,NOR 5,13,7,"Brett Favre pass complete short middle to Sidney Rice for 5 yards, touchdown",4.260,7.000
1,,,,NOR 2,14,7,Ryan Longwell kicks extra point good,0.000,0.000
1,,,,MIN 30,14,7,"Ryan Longwell kicks off 60 yards, returned by Courtney Roby for 17 yards (tackle by Madieu Williams)",0.000,0.740
1,2:05,1,10,NOR 27,14,7,Pierre Thomas left guard for -1 yards (tackle by Chad Greenway),0.740,0.060
1,1:42,2,11,NOR 26,14,7,Reggie Bush left end for 1 yard (tackle by Jared Allen),0.060,-0.490
1,0:50,3,10,NOR 27,14,7,Drew Brees pass complete short middle to Marques Colston for 9 yards (tackle by Chad Greenway),-0.490,-0.980
1,0:12,4,1,NOR 36,14,7,Thomas Morstead punts 49 yards,-0.980,0.140
Quarter,Time,Down,ToGo,Location,MIN,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIN 16,14,7,Adrian Peterson right guard for 2 yards (tackle by Roman Harper and Remi Ayodele),-0.140,-0.350
