Quarter,Time,Down,ToGo,Location,ARI,ATL,Detail,EPB,EPA
Quarter,Time,Down,ToGo,Location,ARI,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,ARI 30,3,6,Michael Vick pass incomplete short left intended for Alge Crumpler,3.170,2.480
2,14:55,3,8,ARI 30,3,6,Michael Vick sacked by Antonio Smith for -3 yards,2.480,1.150
2,14:50,4,11,ARI 33,3,9,Michael Koenen 51 yard field goal good,1.150,3.000
2,,,,ATL 30,3,9,"Michael Koenen kicks off 65 yards, returned by J.J. Arrington for 20 yards (tackle by Adam Jennings)",0.000,0.610
2,14:41,1,10,ARI 25,3,9,Kurt Warner pass complete short right to Leonard Pope for 18 yards (tackle by Jason Webster),0.610,1.800
2,14:00,1,10,ARI 43,3,9,Kurt Warner pass complete short right to Larry Fitzgerald for 9 yards (tackle by Jason Webster),1.800,2.470
2,13:24,2,1,ATL 48,3,9,Edgerrin James middle for -2 yards (tackle by Kevin Mathis),2.470,1.490
2,12:54,,,,3,9,Timeout #1 by Arizona Cardinals,0.000,1.490
2,12:54,3,3,ATL 50,3,9,"Kurt Warner sacked by Patrick Kerney for -7 yards. Kurt Warner fumbles (forced by Patrick Kerney), recovered by Milford Brown at ARI-40",1.490,-0.720
2,12:21,4,13,ARI 40,3,9,"Scott Player punts 49 yards, fair catch by Allen Rossum",-0.720,0.370
2,12:14,1,10,ATL 11,3,9,Warrick Dunn left tackle for 1 yard (tackle by Gerald Hayes),-0.370,-0.710
2,11:35,2,9,ATL 12,3,9,Michael Vick right end for 3 yards (tackle by Karlos Dansby),-0.710,-0.950
2,10:57,3,6,ATL 15,3,9,Michael Vick pass complete short right to Roddy White for 7 yards (tackle by Antrel Rolle and Gerald Hayes),-0.950,0.410
2,10:33,1,10,ATL 22,3,9,Warrick Dunn right tackle for 3 yards (tackle by Bertrand Berry),0.410,0.270
2,9:56,2,7,ATL 25,3,9,Warrick Dunn right end for 4 yards (tackle by Gerald Hayes),0.270,0.100
2,9:13,3,3,ATL 29,3,9,Michael Vick pass complete short left to Ashley Lelie for 10 yards (tackle by Eric Green),0.100,1.530
2,8:31,1,10,ATL 39,3,9,Michael Vick pass complete deep left to Ashley Lelie for 51 yards (tackle by Eric Green),1.530,4.910
2,7:58,1,10,ARI 10,3,9,Michael Vick left end for 1 yard (tackle by Aaron Francisco),4.910,4.380
2,7:28,2,9,ARI 9,3,9,Warrick Dunn right end for 1 yard (tackle by Antrel Rolle),4.380,3.580
2,6:46,3,8,ARI 8,3,9,"Michael Vick pass incomplete short left intended for Warrick Dunn. Penalty on Eric Green: Illegal Contact, 4 yards (no play)",3.580,6.280
2,6:40,1,4,ARI 4,3,9,Michael Vick left end for 1 yard (tackle by Adrian Wilson),6.280,5.530
2,6:18,,,,3,9,Timeout #2 by Arizona Cardinals,0.000,5.530
2,6:18,2,3,ARI 3,9,9,"Michael Vick pass incomplete intended for Michael Jenkins is intercepted by Adrian Wilson at ARI-1 and returned for 99 yards, touchdown",5.530,-7.000
2,,,,ATL 2,10,9,Neil Rackers kicks extra point good,0.000,0.000
2,,,,ARI 30,10,9,"Neil Rackers kicks off 70 yards, returned by Allen Rossum for 23 yards (tackle by A.J. Schable)",0.000,0.480
2,5:53,1,10,ATL 23,10,9,Warrick Dunn left tackle for no gain (tackle by Gerald Hayes),0.480,-0.070
2,5:16,2,10,ATL 23,10,9,Warrick Dunn middle for 3 yards (tackle by Antonio Smith),-0.070,-0.360
2,4:36,3,7,ATL 26,10,9,Michael Vick pass incomplete short middle intended for Alge Crumpler,-0.360,-1.630
2,4:30,4,7,ATL 26,10,9,"Michael Koenen punts 59 yards, returned by Troy Walters for 22 yards (tackle by Jordan Beck)",-1.630,-1.400
2,4:18,1,10,ARI 37,10,9,Kurt Warner pass incomplete short middle intended for Edgerrin James,1.400,0.860
2,4:12,2,10,ARI 37,10,9,Kurt Warner pass incomplete short right intended for Edgerrin James. Penalty on Oliver Ross: Illegal Touch Pass (Declined),0.860,0.170
2,4:07,,,,10,9,Timeout #1 by Atlanta Falcons,0.000,0.170
2,4:05,3,10,ARI 37,10,9,Kurt Warner pass complete short middle to Edgerrin James for 2 yards (tackle by Roderick Coleman),0.170,-0.780
2,3:33,4,8,ARI 39,10,9,Scott Player punts 51 yards,-0.780,0.380
2,3:26,1,10,ATL 10,10,9,Warrick Dunn middle for 10 yards (tackle by Calvin Pace),-0.380,0.280
2,2:56,1,10,ATL 20,10,9,"Warrick Dunn left tackle for -1 yards (tackle by Kendrick Clancy). Penalty on ARI: Defensive 12 On-field, 5 yards (no play)",0.280,1.010
2,2:35,1,5,ATL 25,10,9,Warrick Dunn middle for 8 yards (tackle by Kendrick Clancy),1.010,1.140
2,2:03,1,10,ATL 33,10,9,"Michael Vick pass incomplete deep left intended for Roddy White. Penalty on Eric Green: Illegal Contact, 5 yards (no play)",1.140,1.470
2,1:56,1,10,ATL 38,10,9,Warrick Dunn middle for 1 yard (tackle by Gerald Hayes and Adrian Wilson),1.470,1.060
2,1:25,2,9,ATL 39,10,9,Michael Vick pass complete short left to Roddy White for 7 yards (tackle by David Macklin),1.060,1.290
2,1:17,3,2,ATL 46,10,9,Michael Vick for 14 yards,1.290,2.920
2,1:11,1,10,ARI 40,10,9,Warrick Dunn middle for no gain (tackle by Karlos Dansby),2.920,2.370
2,0:52,2,10,ARI 40,10,9,Michael Vick pass complete short middle to Michael Jenkins for 19 yards (tackle by Karlos Dansby),2.370,4.170
2,0:46,,,,10,9,Timeout #2 by Atlanta Falcons,0.000,4.170
2,0:43,1,10,ARI 21,10,9,Michael Vick middle for 4 yards (tackle by Gerald Hayes),4.170,4.200
2,0:24,2,6,ARI 17,10,9,Michael Vick pass complete short right to Alge Crumpler for no gain,4.200,3.460
2,0:19,3,6,ARI 17,10,9,Michael Vick pass incomplete short right intended for Alge Crumpler (defended by Chike Okeafor),3.460,2.340
2,0:13,4,6,ARI 17,10,12,Morten Andersen 36 yard field goal good,2.340,3.000
2,,,,ATL 30,10,12,"Michael Koenen kicks off 70 yards, returned by J.J. Arrington for 12 yards (tackle by Allen Rossum)",0.000,-0.350
2,0:05,1,10,ARI 12,10,12,Kurt Warner kneels for -1 yards,-0.350,-0.850
Quarter,Time,Down,ToGo,Location,ARI,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,10,12,"Neil Rackers kicks off 72 yards, returned by Allen Rossum for 27 yards (tackle by Obafemi Ayanbadejo)",0.000,0.610
3,14:55,1,10,ATL 25,10,12,Michael Vick pass complete short middle to Roddy White for 6 yards (tackle by Orlando Huff),0.610,0.870
3,14:23,2,4,ATL 31,10,12,Warrick Dunn left tackle for -1 yards (tackle by Calvin Pace),0.870,0.040
3,13:50,3,5,ATL 30,10,12,Michael Vick left end for 6 yards (tackle by David Macklin),0.040,1.330
3,13:11,1,10,ATL 36,10,12,Michael Vick pass complete short right to Roddy White for 6 yards (tackle by Antrel Rolle),1.330,1.600
3,12:47,2,4,ATL 42,10,12,"Michael Vick pass complete short left to Alge Crumpler for 30 yards. Penalty on Roddy White: Offensive Holding, 10 yards",1.600,3.050
3,12:34,1,10,ARI 38,10,12,Michael Vick right tackle for 10 yards (tackle by Chris Cooper),3.050,3.710
3,12:04,1,10,ARI 28,10,12,Warrick Dunn right tackle for 2 yards,3.710,3.440
3,11:23,2,8,ARI 26,10,12,Michael Vick pass incomplete short left intended for Alge Crumpler,3.440,2.740
3,11:18,3,8,ARI 26,10,12,Michael Vick pass complete short left to Michael Jenkins for 7 yards (tackle by David Macklin),2.740,2.340
3,10:47,4,1,ARI 19,10,12,Michael Vick middle for 2 yards (tackle by Kendrick Clancy),2.340,4.440
3,10:06,1,10,ARI 17,10,12,Michael Vick left end for 8 yards (tackle by Bertrand Berry),4.440,5.290
3,9:22,2,2,ARI 9,10,12,Warrick Dunn right tackle for 2 yards (tackle by Calvin Pace),5.290,5.600
3,8:39,1,7,ARI 7,10,12,Michael Vick pass complete short left to Justin Griffith for -2 yards (tackle by David Macklin),5.600,4.380
3,8:00,2,9,ARI 9,10,12,Warrick Dunn right tackle for 1 yard (tackle by Antonio Smith),4.380,3.580
3,7:17,3,8,ARI 8,10,12,Michael Vick pass incomplete short left intended for Michael Jenkins,3.580,2.950
3,7:11,4,8,ARI 8,10,15,Morten Andersen 26 yard field goal good,2.950,3.000
3,,,,ATL 30,10,15,"Michael Koenen kicks off 69 yards, returned by J.J. Arrington for 16 yards (tackle by Omare Lowe)",0.000,-0.060
3,7:03,1,10,ARI 17,10,15,Edgerrin James middle for no gain (tackle by Michael Boley and Demorrio Williams),-0.060,-0.580
3,6:28,2,10,ARI 17,10,15,Kurt Warner pass complete short left to Edgerrin James for 8 yards (tackle by Patrick Kerney),-0.580,-0.240
3,5:47,3,2,ARI 25,10,15,Kurt Warner pass complete short right to Troy Walters for 2 yards (tackle by Chris Crocker),-0.240,0.740
3,5:07,1,10,ARI 27,10,21,"Kurt Warner pass incomplete is intercepted by DeAngelo Hall at ARI-37 and returned for 37 yards, touchdown",0.740,-7.000
3,,,,ARI 2,10,22,Morten Andersen kicks extra point good,0.000,0.000
3,,,,ATL 30,10,22,"Michael Koenen kicks off 62 yards, returned by J.J. Arrington for 16 yards (tackle by Ike Reese)",0.000,0.540
3,4:54,1,10,ARI 24,10,22,Edgerrin James left tackle for 8 yards (tackle by Demorrio Williams),0.540,1.080
3,4:25,2,2,ARI 32,10,22,Edgerrin James left tackle for 4 yards (tackle by Paul Carrington and Keith Brooking),1.080,1.330
3,3:54,1,10,ARI 36,10,22,Kurt Warner for -5 yards (tackle by Grady Jackson),1.330,0.120
3,3:16,2,15,ARI 31,10,22,"Penalty on Kurt Warner: Delay of Game, 5 yards (no play)",0.120,-0.560
3,3:00,2,20,ARI 26,10,22,"Kurt Warner pass complete deep right to Anquan Boldin for 16 yards (tackle by Lawyer Milloy). Penalty on Darrell Shropshire: Roughing the Passer, 15 yards",-0.560,2.720
3,2:33,1,10,ATL 43,10,22,Edgerrin James right tackle for 3 yards (tackle by Demorrio Williams),2.720,2.580
3,1:54,2,7,ATL 40,10,22,"Kurt Warner pass incomplete short right intended for Bryant Johnson. Penalty on Kevin Mathis: Illegal Use of Hands, 5 yards (no play)",2.580,3.250
3,1:49,1,10,ATL 35,10,22,Kurt Warner pass complete to Edgerrin James for 5 yards (tackle by Chauncey Davis),3.250,3.380
3,1:11,2,5,ATL 30,10,22,Edgerrin James middle for 4 yards (tackle by Michael Boley and Demorrio Williams),3.380,3.200
3,0:35,3,1,ATL 26,10,22,Edgerrin James left tackle for -1 yards (tackle by Demorrio Williams),3.200,1.800
Quarter,Time,Down,ToGo,Location,ARI,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,2,ATL 27,10,22,Edgerrin James right end for 3 yards (tackle by DeAngelo Hall),1.800,3.970
4,14:25,1,10,ATL 24,10,22,Edgerrin James left tackle for 1 yard (tackle by Michael Boley),3.970,3.570
4,13:44,2,9,ATL 23,10,22,Kurt Warner pass incomplete short right intended for Anquan Boldin (defended by DeAngelo Hall),3.570,2.870
4,13:38,,,,10,22,Timeout #1 by Arizona Cardinals,0.000,2.870
4,13:38,3,9,ATL 23,10,22,"Kurt Warner sacked by Michael Boley for -7 yards. Kurt Warner fumbles (forced by Michael Boley), recovered by Roderick Coleman at ATL-22 (tackle by Reggie Wells)",2.870,-0.410
4,13:30,1,10,ATL 22,10,28,"Jerious Norwood right end for 78 yards, touchdown",0.410,7.000
4,,,,ARI 2,10,29,Morten Andersen kicks extra point good,0.000,0.000
4,,,,ATL 30,10,29,"Michael Koenen kicks off 71 yards, returned by J.J. Arrington for 17 yards (tackle by Allen Rossum)",0.000,-0.140
4,13:13,1,10,ARI 16,10,29,Matt Leinart pass complete short left to Larry Fitzgerald for 5 yards (tackle by Lawyer Milloy),-0.140,0.150
4,12:40,2,5,ARI 21,10,29,"Matt Leinart for -7 yards (tackle by Grady Jackson). Matt Leinart fumbles (forced by Grady Jackson), recovered by Roderick Coleman at ARI-14",0.150,-4.650
4,12:30,1,10,ARI 14,10,29,Jerious Norwood middle for 7 yards (tackle by Robert Griffith and Kendrick Clancy),4.650,5.280
4,11:48,2,3,ARI 7,10,29,Jerious Norwood middle for -3 yards (tackle by Antrel Rolle),5.280,3.820
4,11:11,3,6,ARI 10,10,29,Michael Vick pass incomplete short left intended for Michael Jenkins,3.820,2.790
4,11:04,4,6,ARI 10,10,32,Morten Andersen 28 yard field goal good,2.790,3.000
4,,,,ATL 30,10,32,"Michael Koenen kicks off 70 yards, touchback",0.000,0.280
4,11:00,1,10,ARI 20,10,32,Matt Leinart pass complete short left to Adam Bergen for 4 yards (tackle by Michael Boley),0.280,0.270
4,10:22,2,6,ARI 24,10,32,Matt Leinart sacked by Patrick Kerney and Keith Brooking for -4 yards,0.270,-0.960
4,9:44,3,10,ARI 20,10,32,Matt Leinart pass complete short right to Larry Fitzgerald for 11 yards (tackle by Keith Brooking),-0.960,1.000
4,9:08,1,10,ARI 31,10,32,Edgerrin James middle for 1 yard (tackle by Paul Carrington and Darrell Shropshire),1.000,0.600
4,8:29,2,9,ARI 32,10,32,Matt Leinart pass complete short left to Leonard Pope for 14 yards (tackle by Lawyer Milloy and Keith Brooking),0.600,1.990
4,7:56,1,10,ARI 46,10,32,Edgerrin James left end for 7 yards (tackle by Lawyer Milloy),1.990,2.400
4,7:27,2,3,ATL 47,10,32,Edgerrin James left end for 5 yards (tackle by Lawyer Milloy),2.400,2.790
4,6:47,1,10,ATL 42,10,32,Matt Leinart pass incomplete short middle intended for Larry Fitzgerald,2.790,2.240
4,6:43,2,10,ATL 42,10,32,Matt Leinart pass complete short right to Anquan Boldin for 4 yards (tackle by Michael Boley),2.240,2.080
4,5:58,3,6,ATL 38,10,32,Matt Leinart pass complete short left to Anquan Boldin for 16 yards (tackle by Jason Webster),2.080,4.110
4,5:16,1,10,ATL 22,10,32,Matt Leinart pass incomplete short middle intended for Bryant Johnson is intercepted by Michael Boley at ATL-18 and returned for 4 yards,4.110,-0.410
4,5:07,1,10,ATL 22,10,32,Jerious Norwood left tackle for 19 yards (tackle by David Macklin),0.410,1.660
4,4:35,1,10,ATL 41,10,32,Jerious Norwood left tackle for 1 yard (tackle by Kendrick Clancy),1.660,1.260
4,3:51,2,9,ATL 42,10,32,Jerious Norwood right tackle for 4 yards (tackle by Antonio Smith and Gerald Hayes),1.260,1.090
4,3:07,3,5,ATL 46,10,32,Matt Schaub right end for 3 yards (tackle by Adrian Wilson),1.090,-0.130
4,3:01,4,2,ATL 49,10,32,"Michael Koenen punts 34 yards, fair catch by Troy Walters",-0.130,0.060
4,2:52,1,10,ARI 17,10,32,Edgerrin James left tackle for 3 yards (tackle by Chris Crocker),-0.060,-0.060
4,2:11,2,7,ARI 20,10,32,Matt Leinart pass incomplete short right intended for Robert Tate,-0.060,-0.870
4,2:02,3,7,ARI 20,10,32,J.J. Arrington left end for -2 yards (tackle by Demorrio Williams),-0.870,-2.240
4,1:57,4,9,ARI 18,10,32,Scott Player punts 26 yards,-2.240,-2.650
4,1:46,1,10,ARI 44,10,32,Matt Schaub kneels for -1 yards,2.650,1.980
4,1:05,2,11,ARI 45,10,32,Matt Schaub kneels for -1 yards,1.980,1.160
4,0:27,3,12,ARI 46,10,32,Matt Schaub kneels for -1 yards,1.160,0.130
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
