Quarter,Time,Down,ToGo,Location,MIN,SEA,Detail,EPB,EPA
1,2:33,1,10,MIN 14,7,0,Kirk Cousins pass complete short left to Alexander Mattison for 7 yards (tackle by Cody Barton),-0.280,0.280
1,1:49,2,3,MIN 21,7,0,Alexander Mattison right tackle for 10 yards (tackle by Bobby Wagner). Penalty on Benson Mayowa: Defensive Offside (Declined),0.280,1.000
1,1:28,1,10,MIN 31,7,0,Kirk Cousins pass incomplete deep middle intended for Justin Jefferson,1.000,0.460
1,1:22,2,10,MIN 31,7,0,Dalvin Cook right guard for 3 yards (tackle by Bobby Wagner and Ryan Neal),0.460,0.170
1,0:42,3,7,MIN 34,7,0,Kirk Cousins pass complete short left to Dalvin Cook for 7 yards (tackle by Quinton Dunbar),0.170,1.660
Quarter,Time,Down,ToGo,Location,MIN,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIN 41,7,0,Kirk Cousins pass complete short left to Adam Thielen for 9 yards (tackle by Cody Barton),1.660,2.340
2,14:28,2,1,MIN 50,7,0,Dalvin Cook left guard for no gain (tackle by Bryan Mone),2.340,1.620
2,13:49,3,1,MIN 50,7,0,Dalvin Cook up the middle for no gain (tackle by Bobby Wagner and Alton Robinson),1.620,-0.060
2,13:06,,,,,,Timeout #1 by Minnesota Vikings,,
2,13:06,4,1,MIN 50,7,0,Dalvin Cook left guard for 3 yards (tackle by Quinton Dunbar),-0.060,2.460
2,12:29,1,10,SEA 47,7,0,Dalvin Cook left guard for 8 yards (tackle by Cody Barton),2.460,2.990
2,11:49,2,2,SEA 39,7,0,Alexander Mattison left guard for 3 yards (tackle by Jarran Reed),2.990,3.180
2,11:13,1,10,SEA 36,7,0,"Kirk Cousins sacked by Cody Barton for no gain. Penalty on Dru Samia: Offensive Holding, 10 yards (no play)",3.180,2.520
2,10:45,1,20,SEA 46,7,0,Kirk Cousins sacked by L.J. Collier for -1 yards,2.520,1.150
2,10:03,2,21,SEA 47,7,0,Dalvin Cook up the middle for 4 yards (tackle by K.J. Wright),1.150,1.020
2,9:22,3,17,SEA 43,7,0,Kirk Cousins pass complete short left to Dalvin Cook for 9 yards (tackle by Damontre Moore and K.J. Wright),1.020,1.060
2,8:39,4,8,SEA 34,10,0,Dan Bailey 52 yard field goal good,1.060,3.000
2,8:33,,,MIN 35,10,0,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
2,8:33,1,10,SEA 25,10,0,Russell Wilson up the middle for 4 yards (tackle by Eric Kendricks),0.610,0.600
2,8:03,2,6,SEA 29,10,0,Chris Carson left guard for 7 yards (tackle by Cameron Dantzler and Anthony Harris),0.600,1.330
2,7:20,1,10,SEA 36,10,0,Russell Wilson sacked by Eric Wilson for -9 yards,1.330,-0.430
2,6:41,2,19,SEA 27,10,0,Russell Wilson pass complete short middle to Chris Carson for 3 yards (tackle by Eric Kendricks),-0.430,-0.690
2,5:59,3,16,SEA 30,10,0,Russell Wilson pass complete short left to Freddie Swain for 12 yards,-0.690,-0.590
2,5:36,4,4,SEA 42,10,0,"Michael Dickson punts 46 yards, returned by Chad Beebe for no gain (tackle by Ugo Amadi)",-0.590,0.350
2,5:28,1,10,MIN 12,10,0,Kirk Cousins pass complete short right to Justin Jefferson for 7 yards (tackle by Cody Barton),-0.350,0.100
2,4:55,2,3,MIN 19,10,0,Dalvin Cook right tackle for 2 yards (tackle by Cody Barton),0.100,-0.370
2,4:13,3,1,MIN 21,10,0,Dalvin Cook left guard for no gain (tackle by Jarran Reed and Benson Mayowa),-0.370,-1.960
2,3:24,4,1,MIN 21,10,0,Britton Colquitt punts 39 yards downed by Chad Beebe,-1.960,-1.600
2,3:14,1,10,SEA 40,10,0,Russell Wilson pass complete short left to Chris Carson for -6 yards (tackle by Eric Wilson),1.600,0.240
2,2:33,2,16,SEA 34,10,0,Russell Wilson sacked by James Lynch for -8 yards,0.240,-1.480
2,2:00,3,24,SEA 26,10,0,Russell Wilson sacked by Yannick Ngakoue for -1 yards,-1.480,-1.700
2,1:54,,,,,,Timeout #2 by Minnesota Vikings,,
2,1:54,4,25,SEA 25,10,0,"Michael Dickson punts 60 yards, muffed catch by Chad Beebe",-1.700,0.220
2,1:47,1,10,MIN 15,10,0,Kirk Cousins pass complete short right to Dalvin Cook for 10 yards (tackle by Shaquill Griffin),-0.220,0.610
2,1:42,1,10,MIN 25,10,0,Dalvin Cook left end for 6 yards (tackle by Quandre Diggs and Bobby Wagner),0.610,0.870
2,1:22,2,4,MIN 31,10,0,Kirk Cousins pass incomplete short middle intended for Chad Beebe,0.870,0.170
2,1:19,3,4,MIN 31,10,0,Kirk Cousins pass complete short right to Adam Thielen for 8 yards (tackle by Shaquill Griffin),0.170,1.530
2,1:15,1,10,MIN 39,10,0,Kirk Cousins pass complete short middle to Alexander Mattison for 14 yards (tackle by Ryan Neal),1.530,2.460
2,1:08,1,10,SEA 47,10,0,Dalvin Cook left guard for 7 yards (tackle by Quandre Diggs and Bobby Wagner),2.460,2.860
2,0:49,2,3,SEA 40,10,0,Kirk Cousins pass complete short right to Adam Thielen for 9 yards (tackle by Ugo Amadi),2.860,3.510
2,0:29,1,10,SEA 31,10,0,Kirk Cousins pass complete short middle to Dalvin Cook for 3 yards (tackle by Bobby Wagner),3.510,3.370
2,0:24,,,,,,Timeout #3 by Minnesota Vikings,,
2,0:24,2,7,SEA 28,10,0,Kirk Cousins pass incomplete short middle intended for Kyle Rudolph,3.370,2.680
2,0:20,3,7,SEA 28,10,0,Kirk Cousins pass incomplete deep right intended for Adam Thielen (defended by Shaquill Griffin),2.680,1.590
2,0:15,4,7,SEA 28,13,0,Dan Bailey 46 yard field goal good,1.590,3.000
2,0:10,,,MIN 35,13,0,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
2,0:10,1,10,SEA 25,13,0,Russell Wilson up the middle for 12 yards (tackle by Eric Kendricks),0.610,1.400
2,0:02,,,,,,Timeout #1 by Seattle Seahawks,,
2,0:02,1,10,SEA 37,13,0,Russell Wilson pass complete short right to Tyler Lockett for 9 yards (tackle by Mike Hughes),1.400,2.070
Quarter,Time,Down,ToGo,Location,MIN,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,13,0,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,SEA 25,13,0,Chris Carson right tackle for 3 yards (tackle by Eric Wilson and Jaleel Johnson),0.610,0.470
3,14:24,2,7,SEA 28,13,0,Chris Carson right guard for 6 yards (tackle by Jaleel Johnson),0.470,0.560
3,13:51,3,1,SEA 34,13,0,Chris Carson up the middle for no gain (tackle by Eric Kendricks),0.560,-1.110
3,13:16,4,1,SEA 34,13,0,"Michael Dickson punts 48 yards, returned by Chad Beebe for 7 yards (tackle by Linden Stephens). Penalty on Cameron Dantzler: Illegal Block Above the Waist, 10 yards",-1.110,0.220
3,13:05,1,10,MIN 15,13,0,Kirk Cousins pass complete short right to Dalvin Cook for -5 yards (tackle by Ryan Neal). Penalty on Dru Samia: Ineligible Downfield Pass (Declined),-0.220,-1.150
3,12:32,2,15,MIN 10,13,0,Kirk Cousins pass incomplete short left intended for Adam Thielen (defended by Quinton Dunbar),-1.150,-2.010
3,12:25,3,15,MIN 10,13,0,Alexander Mattison right guard for 6 yards (tackle by Quandre Diggs and Bobby Wagner),-2.010,-2.390
3,11:51,4,9,MIN 16,13,0,"Britton Colquitt punts 57 yards, returned by David Moore for 15 yards (tackle by Mike Boone)",-2.390,-1.730
3,11:37,1,10,SEA 42,13,0,Russell Wilson pass complete short right to Chris Carson for 13 yards (tackle by Eric Kendricks),1.730,2.590
3,10:55,1,10,MIN 45,13,0,Russell Wilson pass complete short right to Greg Olsen for 20 yards (tackle by Anthony Harris),2.590,3.910
3,10:37,1,10,MIN 25,13,0,Travis Homer left guard for 6 yards (tackle by Ifeadi Odenigbo),3.910,4.200
3,10:00,2,4,MIN 19,13,6,"Russell Wilson pass complete deep left to Will Dissly for 19 yards, touchdown",4.200,7.000
3,9:55,,,MIN 15,13,7,Jason Myers kicks extra point good,0.000,0.000
3,9:55,,,SEA 35,13,7,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,9:55,1,10,MIN 25,13,7,Alexander Mattison left tackle for 3 yards (tackle by Bobby Wagner),0.610,0.470
3,9:17,2,7,MIN 28,13,7,"Kirk Cousins pass incomplete deep right. Penalty on Dru Samia: Offensive Holding, 10 yards (no play)",0.470,-0.980
3,9:12,2,17,MIN 18,13,7,Kirk Cousins pass incomplete short right intended for Adam Thielen (defended by Shaquill Griffin),-0.980,-1.720
3,9:06,3,17,MIN 18,13,7,"Kirk Cousins sacked by Damontre Moore for no gain. Kirk Cousins fumbles (forced by Damontre Moore), recovered by K.J. Wright at MIN-15",-1.720,-4.580
3,8:58,1,10,MIN 15,13,7,Russell Wilson pass complete short left to Freddie Swain for 2 yards (tackle by Cameron Dantzler),4.580,4.280
3,8:23,2,8,MIN 13,13,13,"Russell Wilson pass complete short middle to D.K. Metcalf for 13 yards, touchdown",4.280,7.000
3,8:19,,,MIN 15,13,14,Jason Myers kicks extra point good,0.000,0.000
3,8:19,,,SEA 35,13,14,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,8:19,1,10,MIN 25,13,14,Kirk Cousins pass short right intended for Justin Jefferson is intercepted by K.J. Wright at MIN-36 and returned for 7 yards,0.610,-3.640
3,8:09,1,10,MIN 29,13,20,"Chris Carson right guard for 29 yards, touchdown",3.640,7.000
3,8:02,,,MIN 15,13,21,Jason Myers kicks extra point good,0.000,0.000
3,8:02,,,SEA 35,13,21,"Jason Myers kicks off 59 yards, returned by Ameer Abdullah for 17 yards (tackle by Damontre Moore)",0.000,0.480
3,7:58,1,10,MIN 23,13,21,"Alexander Mattison right tackle for 3 yards (tackle by Quandre Diggs). Penalty on Dru Samia: Offensive Holding, 10 yards",0.480,-0.250
3,7:39,1,17,MIN 16,13,21,Kirk Cousins pass complete short middle to Alexander Mattison for 3 yards (tackle by Bobby Wagner and Poona Ford),-0.250,-0.670
3,7:06,2,14,MIN 19,13,21,"Kirk Cousins pass complete deep left to Irv Smith for 25 yards (tackle by Tre Flowers). Penalty on Tre Flowers: Unnecessary Roughness, 15 yards",-0.670,2.850
3,6:46,1,10,SEA 41,13,21,Kirk Cousins pass complete short right to Adam Thielen for 9 yards,2.850,3.520
3,6:21,2,1,SEA 32,13,21,Alexander Mattison left guard for 2 yards (tackle by Jonathan Bullard and Cody Barton),3.520,3.580
3,5:45,1,10,SEA 30,13,21,Kirk Cousins pass incomplete short right intended for Adam Thielen,3.580,3.030
3,5:41,2,10,SEA 30,13,21,Kirk Cousins pass complete short right to Adam Thielen for 10 yards (tackle by Quandre Diggs),3.030,4.240
3,5:05,1,10,SEA 20,13,21,Alexander Mattison left tackle for 3 yards (tackle by L.J. Collier),4.240,4.120
3,4:27,2,7,SEA 17,13,21,Kirk Cousins pass incomplete deep right intended for C.J. Ham (defended by Ryan Neal),4.120,3.360
3,4:22,3,7,SEA 17,13,21,Kirk Cousins pass complete short right to Adam Thielen for 14 yards (tackle by Shaquill Griffin),3.360,6.510
3,3:44,1,3,SEA 3,19,21,"Kirk Cousins pass complete short right to Adam Thielen for 3 yards, touchdown. Penalty on Shaquill Griffin: Defensive Holding (Declined)",6.510,7.000
3,3:39,,,SEA 2,19,21,"Two Point Attempt: Kirk Cousins rushes, conversion fails.",1.000,-1.000
3,3:39,,,MIN 35,19,21,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
3,3:39,1,10,SEA 25,19,21,Russell Wilson up the middle for 6 yards (tackle by Eric Kendricks),0.610,0.870
3,3:04,2,4,SEA 31,19,21,Russell Wilson pass complete short right to Chris Carson for 8 yards (tackle by Eric Wilson),0.870,1.530
3,2:39,1,10,SEA 39,19,21,Russell Wilson pass complete short left to Tyler Lockett for 1 yard (tackle by Cameron Dantzler),1.530,1.120
3,1:55,2,9,SEA 40,19,21,Russell Wilson pass complete short left to Tyler Lockett for 17 yards (tackle by Anthony Harris),1.120,2.720
3,1:22,1,10,MIN 43,19,21,Travis Homer left guard for 3 yards (tackle by Jalyn Holmes and Armon Watts),2.720,2.580
3,0:39,2,7,MIN 40,19,21,Russell Wilson pass incomplete deep left intended for David Moore,2.580,1.880
3,0:32,3,7,MIN 40,19,21,Russell Wilson pass incomplete deep left intended for D.K. Metcalf,1.880,0.590
3,0:26,4,7,MIN 40,19,21,Michael Dickson punts 37 yards downed by Ugo Amadi,0.590,0.380
3,0:19,1,10,MIN 3,19,21,Alexander Mattison left guard for 2 yards (tackle by Alton Robinson and L.J. Collier),-0.380,-0.630
Quarter,Time,Down,ToGo,Location,MIN,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,MIN 5,19,21,Alexander Mattison left tackle for 3 yards (tackle by Cody Barton and Tre Flowers),-0.630,-0.840
4,14:16,3,5,MIN 8,19,21,Kirk Cousins pass complete short right to Adam Thielen for 12 yards (tackle by Tre Flowers),-0.840,0.280
4,13:39,1,10,MIN 20,19,21,Kirk Cousins pass incomplete short right,0.280,-0.270
4,13:34,2,10,MIN 20,19,21,Alexander Mattison up the middle for 20 yards (tackle by Ryan Neal),-0.270,1.600
4,12:49,1,10,MIN 40,19,21,Mike Boone left end for 7 yards (tackle by Tre Flowers),1.600,2.000
4,12:17,2,3,MIN 47,19,21,Kirk Cousins pass complete short right to Justin Jefferson for 11 yards (tackle by Shaquill Griffin),2.000,2.790
4,11:37,1,10,SEA 42,19,21,Alexander Mattison left tackle for 3 yards (tackle by Cody Barton and Bobby Wagner),2.790,2.650
4,10:58,2,7,SEA 39,19,21,Alexander Mattison left tackle for 4 yards (tackle by Cody Barton),2.650,2.480
4,10:25,,,,,,Timeout #1 by Seattle Seahawks,,
4,10:25,3,3,SEA 35,19,21,"Penalty on Benson Mayowa: Neutral Zone Infraction, 5 yards (no play)",2.480,3.580
4,10:25,1,10,SEA 30,19,21,Alexander Mattison left tackle for 12 yards (tackle by Cody Barton),3.580,4.370
4,9:48,1,10,SEA 18,19,21,Alexander Mattison up the middle for -2 yards (tackle by Ryan Neal),4.370,3.560
4,9:13,2,12,SEA 20,19,21,Kirk Cousins pass complete short middle to Irv Smith for 11 yards (tackle by Bobby Wagner),3.560,4.740
4,8:31,3,1,SEA 9,19,21,Kirk Cousins up the middle for 2 yards (tackle by Alton Robinson),4.740,5.600
4,7:52,1,7,SEA 7,19,21,Alexander Mattison left end for 1 yard (tackle by K.J. Wright and Shaquill Griffin),5.600,4.950
4,7:13,2,6,SEA 6,25,21,"Kirk Cousins pass complete short left to Adam Thielen for 6 yards, touchdown",4.950,7.000
4,7:08,,,SEA 15,26,21,Dan Bailey kicks extra point good,0.000,0.000
4,7:08,,,MIN 35,26,21,"Dan Bailey kicks off 65 yards, touchback.",0.000,0.610
4,7:08,1,10,SEA 25,26,21,Russell Wilson pass incomplete deep left intended for D.K. Metcalf,0.610,0.060
4,7:03,2,10,SEA 25,26,21,"Russell Wilson pass incomplete short right intended for Greg Olsen (defended by Shamar Stephen). Penalty on Jaleel Johnson: Defensive Offside, 5 yards (no play)",0.060,0.740
4,6:58,2,5,SEA 30,26,21,Russell Wilson pass complete short left to D.K. Metcalf for 7 yards (tackle by Cameron Dantzler),0.740,1.400
4,6:32,1,10,SEA 37,26,21,Chris Carson right end for 1 yard (tackle by Shamar Stephen),1.400,0.990
4,5:56,2,9,SEA 38,26,21,Russell Wilson pass deep right intended for Chris Carson is intercepted by Eric Wilson at MIN-43 and returned for 7 yards,0.990,-2.260
4,5:45,1,10,MIN 50,26,21,Alexander Mattison left tackle for 25 yards (tackle by Quandre Diggs),2.260,3.910
4,5:06,1,10,SEA 25,26,21,Alexander Mattison right tackle for 6 yards (tackle by Quinton Dunbar and Quandre Diggs),3.910,4.200
4,4:20,2,4,SEA 19,26,21,Alexander Mattison left guard for 4 yards (tackle by Bobby Wagner and Cody Barton),4.200,4.580
4,3:36,1,10,SEA 15,26,21,Alexander Mattison left tackle for 4 yards (tackle by Ryan Neal and Poona Ford),4.580,4.640
4,2:50,2,6,SEA 11,26,21,"Mike Boone right end for 5 yards (tackle by Bobby Wagner). Penalty on Brian O'Neill: Offensive Holding, 10 yards (no play)",4.640,3.210
4,2:44,2,16,SEA 21,26,21,Mike Boone right guard for 12 yards (tackle by Shaquill Griffin),3.210,4.220
4,2:35,,,,,,Timeout #2 by Seattle Seahawks,,
4,2:35,,,,,,Timeout #1 by Minnesota Vikings,,
4,2:35,3,4,SEA 9,26,21,Adam Thielen right end for 3 yards (tackle by Benson Mayowa and Damontre Moore),4.220,3.020
4,2:00,4,1,SEA 6,26,21,Alexander Mattison right guard for no gain (tackle by Benson Mayowa and Bobby Wagner),3.020,0.380
4,1:57,1,10,SEA 6,26,21,Russell Wilson up the middle for 17 yards (tackle by Eric Wilson),-0.380,0.480
4,1:37,1,10,SEA 23,26,21,Russell Wilson pass incomplete short left intended for David Moore,0.480,-0.070
4,1:33,2,10,SEA 23,26,21,Russell Wilson pass incomplete deep middle intended for David Moore,-0.070,-0.760
4,1:27,3,10,SEA 23,26,21,Russell Wilson pass incomplete deep right,-0.760,-1.830
4,1:21,4,10,SEA 23,26,21,Russell Wilson pass complete deep left to D.K. Metcalf for 39 yards (tackle by Cameron Dantzler),-1.830,3.050
4,1:14,1,10,MIN 38,26,21,Russell Wilson pass incomplete deep left intended for D.K. Metcalf,3.050,2.510
4,1:09,2,10,MIN 38,26,21,Russell Wilson pass complete short right to Tyler Lockett for 17 yards (tackle by Anthony Harris),2.510,4.170
4,1:00,1,10,MIN 21,26,21,Russell Wilson pass incomplete short left,4.170,3.630
4,0:56,2,10,MIN 21,26,21,Russell Wilson pass complete short right to D.K. Metcalf for 15 yards (tackle by Harrison Smith),3.630,5.830
4,0:32,1,6,MIN 6,26,21,Russell Wilson pass incomplete short left intended for Tyler Lockett,5.830,4.950
4,0:28,2,6,MIN 6,26,21,Russell Wilson pass incomplete short right intended for D.K. Metcalf (defended by Mike Hughes),4.950,4.040
4,0:24,3,6,MIN 6,26,21,Russell Wilson pass incomplete short right intended for D.K. Metcalf,4.040,2.990
4,0:20,,,,,,Timeout #3 by Seattle Seahawks,,
4,0:20,4,6,MIN 6,26,27,"Russell Wilson pass complete short right to D.K. Metcalf for 6 yards, touchdown",2.990,7.000
4,0:15,,,MIN 2,26,27,"Two Point Attempt: Russell Wilson pass incomplete intended for Chris Carson, conversion fails",1.000,-1.000
4,0:15,,,SEA 35,26,27,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
4,0:15,1,10,MIN 25,26,27,Kirk Cousins pass complete short right to Kyle Rudolph for 10 yards (tackle by Shaquill Griffin),0.610,1.270
4,0:10,1,10,MIN 35,26,27,"Kirk Cousins sacked by Benson Mayowa for no gain. Kirk Cousins fumbles (forced by Benson Mayowa), recovered by Kyle Rudolph at MIN-38",1.270,0.720
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
