Quarter,Time,Down,ToGo,Location,MIA,NWE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Dolphins won the coin toss, Patriots to receive the opening kickoff.",,
1,15:00,,,MIA 35,0,0,"Jason Sanders kicks off 65 yards, touchback.",,
1,15:00,1,10,NWE 25,0,0,Damien Harris right guard for 35 yards (tackle by Jason McCourty),,
1,14:29,1,10,MIA 40,0,0,Damien Harris right guard for 3 yards (tackle by Eric Rowe),,
1,13:56,2,7,MIA 37,0,0,Jonnu Smith right tackle for 6 yards (tackle by Jerome Baker),,
1,13:13,3,1,MIA 31,0,0,James White left guard for 1 yard (tackle by Samuel Eguavoen and Adam Butler),,
1,12:33,1,10,MIA 30,0,0,"Mac Jones sacked by. Mac Jones fumbles, recovered by Jonnu Smith at MIA-43",,
1,11:50,2,23,MIA 43,0,0,James White up the middle for 2 yards (tackle by Emmanuel Ogbah and Samuel Eguavoen),,
1,11:25,3,21,MIA 41,0,0,Mac Jones pass complete short middle to James White for 4 yards (tackle by Eric Rowe and Jason McCourty),,
1,10:43,4,17,MIA 37,0,0,"Jake Bailey punts 37 yards, touchback.",,
1,10:34,1,10,MIA 20,0,0,Tua Tagovailoa pass complete short middle to Jaylen Waddle for 17 yards (tackle by J.C. Jackson and Devin McCourty),,
1,9:53,1,10,MIA 37,0,0,Myles Gaskin for 2 yards (tackle by Lawrence Guy),,
1,9:13,2,8,MIA 39,0,0,Tua Tagovailoa pass complete short right to Jaylen Waddle for 5 yards (tackle by Kyle Dugger),,
1,8:47,3,3,MIA 44,0,0,Myles Gaskin left guard for 15 yards (tackle by Devin McCourty),,
1,8:21,1,10,NWE 41,0,0,Myles Gaskin right guard for 4 yards (tackle by Kyle Dugger and Christian Barmore),,
1,7:41,2,6,NWE 37,0,0,Tua Tagovailoa pass complete short right to Durham Smythe for 9 yards (tackle by J.C. Jackson),,
1,7:16,1,10,NWE 28,0,0,Myles Gaskin right tackle for -1 yards (tackle by Matt Judon),,
1,6:34,2,11,NWE 29,0,0,Tua Tagovailoa pass complete short left to Salvon Ahmed for 18 yards (tackle by Devin McCourty),,
1,5:59,1,10,NWE 11,0,0,Myles Gaskin right guard for 8 yards (tackle by Devin McCourty),,
1,5:35,2,2,NWE 3,6,0,"Tua Tagovailoa right tackle for 3 yards, touchdown",,
1,5:29,,,NWE 15,7,0,Jason Sanders kicks extra point good,,
1,5:29,,,MIA 35,7,0,"Penalty on Deatrich Wise: Unnecessary Roughness / Defense, 15 yards (accepted)",,
1,5:29,1,10,MIA 50,7,0,"Jason Sanders kicks off 41 yards, returned by Gunner Olszewski for 17 yards (tackle by Jamal Perry)",,
1,5:22,1,10,NWE 26,7,0,Mac Jones pass complete short left to Nelson Agholor for 7 yards (tackle by Byron Jones and Brennan Scarlett),,
1,4:44,2,3,NWE 33,7,0,Rhamondre Stevenson for 2 yards (tackle by John Jenkins),,
1,4:13,3,1,NWE 35,7,0,Mac Jones pass complete short right to Jakobi Meyers for 4 yards (tackle by Xavien Howard),,
