Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Quan Bray,IND,3,93,31.0,0,60,0,0,,0,0
Colt Anderson,IND,1,5,5.0,0,5,0,0,,0,0
Jack Doyle,IND,1,12,12.0,0,12,0,0,,0,0
T.Y. McGill,IND,1,15,15.0,0,15,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Antonio Brown,PIT,0,0,,0,0,2,74,37.0,1,71
Jacoby Jones,PIT,1,19,19.0,0,19,1,0,0.0,0,0
