Quarter,Time,Down,ToGo,Location,IND,PIT,Detail,EPB,EPA
1,10:19,1,10,PIT 20,3,0,Ben Roethlisberger pass complete short right to Jesse James for 5 yards (tackle by D'Qwell Jackson),0.280,0.410
1,9:42,2,5,PIT 25,3,0,Ben Roethlisberger pass complete short left to Darrius Heyward-Bey for 21 yards (tackle by Mike Adams),0.410,1.990
1,8:59,1,10,PIT 46,3,0,Ben Roethlisberger pass complete short middle to Jesse James for 5 yards (tackle by D'Qwell Jackson),1.990,2.130
1,8:14,2,5,IND 49,3,0,Ben Roethlisberger pass complete short middle to Jesse James for 20 yards (tackle by Darius Butler),2.130,3.640
1,7:38,1,10,IND 29,3,0,Ben Roethlisberger pass complete short right to DeAngelo Williams for no gain,3.640,3.100
1,6:58,2,10,IND 29,3,0,Ben Roethlisberger pass complete short right to Antonio Brown for 16 yards (tackle by D'Qwell Jackson),3.100,4.710
1,6:20,1,10,IND 13,3,0,DeAngelo Williams right guard for 2 yards (tackle by Sio Moore and Robert Mathis),4.710,4.390
1,5:39,2,8,IND 11,3,0,Ben Roethlisberger pass incomplete short left intended for Antonio Brown,4.390,3.450
1,5:34,3,8,IND 11,3,0,Ben Roethlisberger pass incomplete short left intended for Markus Wheaton,3.450,2.700
1,5:30,4,8,IND 11,3,3,Chris Boswell 29 yard field goal good,2.700,3.000
1,5:30,,,PIT 35,3,3,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.280
1,5:27,1,10,IND 20,3,3,Matt Hasselbeck pass complete short right to T.Y. Hilton for 10 yards,0.280,0.940
1,4:59,1,10,IND 30,3,3,Matt Hasselbeck sacked by Will Allen for -5 yards,0.940,-0.280
1,4:15,2,15,IND 25,3,3,Matt Hasselbeck pass incomplete short right intended for Frank Gore,-0.280,-0.960
1,4:11,3,15,IND 25,3,3,Matt Hasselbeck pass incomplete short left intended for Griff Whalen is intercepted by Brandon Boykin at IND-38 and returned for 1 yard,-0.960,-3.120
1,4:04,1,10,IND 37,3,3,DeAngelo Williams right guard for 5 yards (tackle by D'Qwell Jackson),3.120,3.250
1,3:33,2,5,IND 32,3,3,Ben Roethlisberger pass incomplete deep left intended for Jesse James (defended by Nate Irving),3.250,2.540
1,3:26,3,5,IND 32,3,3,Ben Roethlisberger pass incomplete deep right intended for Darrius Heyward-Bey (defended by Greg Toler),2.540,1.260
1,3:19,4,5,IND 32,3,6,Chris Boswell 51 yard field goal good,1.260,3.000
1,3:19,,,PIT 35,3,6,"Chris Boswell kicks off 67 yards, returned by Quan Bray for 28 yards (tackle by Terence Garvin)",0.000,-0.670
1,3:09,1,10,IND 26,3,6,Frank Gore right tackle for 3 yards (tackle by Vince Williams),0.670,0.540
1,2:29,2,7,IND 29,3,6,Matt Hasselbeck pass complete short left to Coby Fleener for 5 yards (tackle by Vince Williams),0.540,0.500
1,1:41,3,2,IND 34,3,6,Matt Hasselbeck pass complete short left to Griff Whalen for 4 yards (tackle by Vince Williams),0.500,1.470
1,0:57,1,10,IND 38,3,6,Matt Hasselbeck pass incomplete deep middle intended for T.Y. Hilton (defended by Ross Cockrell),1.470,0.920
1,0:50,2,10,IND 38,3,6,Frank Gore left guard for 7 yards (tackle by Lawrence Timmons),0.920,1.160
1,0:05,3,3,IND 45,3,6,Matt Hasselbeck pass complete short left to Dan Herron for 3 yards (tackle by Vince Williams),1.160,2.130
Quarter,Time,Down,ToGo,Location,IND,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,IND 48,3,6,"Matt Hasselbeck left guard for 1 yard (tackle by Cameron Heyward). Penalty on Joe Reitz: Offensive Holding, 10 yards (no play)",2.130,1.470
2,14:38,1,20,IND 38,3,6,Frank Gore middle for 12 yards (tackle by Mike Mitchell),1.470,1.850
2,13:56,2,8,IND 50,3,6,Frank Gore left guard for 7 yards (tackle by Lawrence Timmons and Vince Williams),1.850,2.080
2,13:17,3,1,PIT 43,3,6,Frank Gore middle for no gain (tackle by Vince Williams),2.080,0.400
2,12:36,4,1,PIT 43,3,6,"Pat McAfee punts 33 yards, fair catch by Jacoby Jones",0.400,0.380
2,12:29,1,10,PIT 10,3,6,Ben Roethlisberger pass incomplete deep left intended for Markus Wheaton,-0.380,-0.780
2,12:22,2,10,PIT 10,3,6,DeAngelo Williams left guard for -4 yards (tackle by D'Qwell Jackson),-0.780,-1.890
2,11:43,3,14,PIT 6,3,6,"Penalty on Darrius Heyward-Bey: False Start, 3 yards (no play)",-1.890,-2.240
2,11:36,3,17,PIT 3,3,6,Ben Roethlisberger pass complete short right to Antonio Brown for 6 yards (tackle by Dwight Lowery),-2.240,-2.490
2,11:01,4,11,PIT 9,3,6,"Jordan Berry punts 37 yards, fair catch by Griff Whalen",-2.490,-2.520
2,10:54,1,10,PIT 46,3,6,Matt Hasselbeck pass complete short left to Andre Johnson for 16 yards (tackle by Lawrence Timmons),2.520,2.520
2,10:05,1,10,PIT 46,3,6,Timeout #1 by Indianapolis Colts,2.520,3.580
2,10:05,1,10,PIT 30,3,6,Matt Hasselbeck pass complete deep left to Andre Johnson for 28 yards (tackle by William Gay),3.580,6.740
2,9:44,1,2,PIT 2,3,6,Frank Gore middle for -2 yards (tackle by James Harrison and Will Allen),6.740,5.340
2,8:57,2,4,PIT 4,3,6,"Penalty on Matt Hasselbeck: Delay of Game, 5 yards (no play)",5.340,4.380
2,8:32,2,9,PIT 9,9,6,"Matt Hasselbeck pass complete short middle to Frank Gore for 9 yards, touchdown",4.380,7.000
2,8:32,,,PIT 9,10,6,Adam Vinatieri kicks extra point good,0.000,0.000
2,8:32,,,IND 35,10,6,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
2,8:26,1,10,PIT 20,10,6,Ben Roethlisberger pass incomplete short middle intended for Antonio Brown (defended by T.Y. McGill),0.280,-0.270
2,8:22,2,10,PIT 20,10,6,Ben Roethlisberger pass complete short right to Martavis Bryant for 7 yards (tackle by Greg Toler),-0.270,-0.030
2,7:39,3,3,PIT 27,10,6,Ben Roethlisberger pass complete short right to Antonio Brown for 3 yards (tackle by Greg Toler),-0.030,0.940
2,7:11,1,10,PIT 30,10,6,DeAngelo Williams left end for 3 yards (tackle by Mike Adams),0.940,0.800
2,6:56,2,7,PIT 33,10,6,Ben Roethlisberger pass complete deep right to Martavis Bryant for 26 yards (tackle by Dwight Lowery),0.800,2.850
2,6:25,1,10,IND 41,10,6,DeAngelo Williams left guard for no gain (tackle by Sio Moore),2.850,2.310
2,5:51,2,10,IND 41,10,6,Ben Roethlisberger pass complete deep left to Antonio Brown for 26 yards (tackle by Mike Adams),2.310,4.580
2,5:22,1,10,IND 15,10,6,Ben Roethlisberger pass complete short left to DeAngelo Williams for 2 yards (tackle by D'Qwell Jackson),4.580,4.280
2,4:37,2,8,IND 13,10,6,DeAngelo Williams middle for 6 yards (tackle by Mike Adams),4.280,4.680
2,4:08,3,2,IND 7,10,12,"Ben Roethlisberger pass complete short left to Antonio Brown for 7 yards, touchdown",4.680,7.000
2,4:08,3,,IND 7,10,14,"Two Point Attempt: Ben Roethlisberger pass complete to Will Johnson, conversion succeeds. Penalty on Jonathan Newsome: Defensive Holding, 5 yards",4.680,1.000
2,4:08,,,PIT 40,10,14,"Chris Boswell kicks off 60 yards, touchback",0.000,-0.280
2,4:04,1,10,IND 20,10,14,Matt Hasselbeck pass complete short left to Frank Gore for 6 yards (tackle by William Gay),0.280,0.540
2,3:23,2,4,IND 26,10,14,Frank Gore left guard for 2 yards (tackle by Lawrence Timmons and Cameron Heyward),0.540,0.100
2,2:38,3,2,IND 28,10,14,Matt Hasselbeck pass complete short left to Coby Fleener for 1 yard (tackle by Lawrence Timmons),0.100,-1.440
2,2:00,4,1,IND 29,10,14,"Pat McAfee punts 39 yards, muffed catch by Jacoby Jones, recovered by Darrius Heyward-Bey and returned for no gain",-1.440,-1.600
2,1:48,1,10,PIT 40,10,14,Ben Roethlisberger pass incomplete short left intended for Markus Wheaton,1.600,1.050
2,1:44,2,10,PIT 40,10,14,Ben Roethlisberger pass complete short right to DeAngelo Williams for 10 yards (tackle by Greg Toler),1.050,2.260
2,1:11,1,10,PIT 50,10,14,Ben Roethlisberger pass complete deep right to Markus Wheaton for 18 yards (tackle by Mike Adams),2.260,2.260
2,1:03,1,10,PIT 50,10,14,Timeout #1 by Pittsburgh Steelers,2.260,3.450
2,1:03,1,10,IND 32,10,14,"Ben Roethlisberger pass complete deep right to Antonio Brown for 22 yards (tackle by Greg Toler). Penalty on Cody Wallace: Unnecessary Roughness, 15 yards (no play)",3.450,2.460
2,0:54,1,25,IND 47,10,14,Ben Roethlisberger pass complete short middle to DeAngelo Williams for 15 yards (tackle by Clayton Geathers),2.460,2.900
2,0:31,2,10,IND 32,10,14,Ben Roethlisberger pass complete deep middle to Markus Wheaton for 27 yards (tackle by Mike Adams),2.900,2.900
2,0:24,2,10,IND 32,10,14,Timeout #2 by Pittsburgh Steelers,2.900,6.060
2,0:24,1,5,IND 5,10,14,Ben Roethlisberger pass incomplete short middle intended for Martavis Bryant (defended by Greg Toler),6.060,5.150
2,0:19,2,5,IND 5,10,14,Ben Roethlisberger pass incomplete short right intended for DeAngelo Williams,5.150,4.260
2,0:14,3,5,IND 5,10,20,"Ben Roethlisberger pass complete short right to Markus Wheaton for 5 yards, touchdown",4.260,7.000
2,0:14,,,IND 5,10,21,Chris Boswell kicks extra point good,0.000,0.000
2,0:14,,,PIT 35,10,21,"Chris Boswell kicks off 33 yards, returned by Colt Anderson for 5 yards (tackle by Jarvis Jones)",0.000,-1.400
2,0:05,1,10,IND 37,10,21,Matt Hasselbeck kneels for -1 yards,1.400,0.720
Quarter,Time,Down,ToGo,Location,IND,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,10,21,"Chris Boswell kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,IND 20,10,21,Matt Hasselbeck pass incomplete short left intended for Frank Gore,0.280,-0.270
3,14:58,2,10,IND 20,10,21,Frank Gore left guard for 3 yards (tackle by Ryan Shazier),-0.270,-0.560
3,14:17,3,7,IND 23,10,21,Matt Hasselbeck pass incomplete short right intended for Griff Whalen (defended by Brandon Boykin),-0.560,-1.830
3,14:10,4,7,IND 23,10,21,"Pat McAfee punts 55 yards, returned by Antonio Brown for 3 yards (tackle by Clayton Geathers)",-1.830,-0.610
3,13:58,1,10,PIT 25,10,21,Ben Roethlisberger pass complete short left to DeAngelo Williams for 4 yards (tackle by Vontae Davis),0.610,0.600
3,13:24,2,6,PIT 29,10,21,DeAngelo Williams middle for 3 yards (tackle by Nate Irving),0.600,0.300
3,12:44,3,3,PIT 32,10,27,"Ben Roethlisberger pass complete deep right to Martavis Bryant for 68 yards, touchdown",0.300,7.000
3,12:44,,,IND 32,10,28,Chris Boswell kicks extra point good,0.000,0.000
3,12:44,,,PIT 35,10,28,"Chris Boswell kicks off 48 yards, returned by T.Y. McGill for 15 yards (tackle by Anthony Chickillo)",0.000,-1.070
3,12:30,1,10,IND 32,10,28,Matt Hasselbeck pass complete deep right to T.Y. Hilton for 19 yards,1.070,2.320
3,12:22,1,10,PIT 49,10,28,Matt Hasselbeck pass complete short right to Dwayne Allen for 6 yards (tackle by Arthur Moats),2.320,2.590
3,11:51,2,4,PIT 43,10,28,Frank Gore right guard for no gain (tackle by Ryan Shazier and Arthur Moats),2.590,1.880
3,11:09,3,4,PIT 43,10,28,Matt Hasselbeck pass incomplete short right intended for Zurlon Tipton (defended by Arthur Moats),1.880,0.400
3,11:05,4,4,PIT 43,10,28,Pat McAfee punts 35 yards,0.400,0.380
3,10:55,1,10,PIT 8,10,28,Ben Roethlisberger pass incomplete short left intended for Roosevelt Nix (defended by D'Qwell Jackson),-0.380,-0.780
3,10:47,2,10,PIT 8,10,28,DeAngelo Williams right guard for 7 yards (tackle by D'Qwell Jackson),-0.780,-0.600
3,10:06,3,3,PIT 15,10,28,"Ben Roethlisberger sacked by Trent Cole for -4 yards. Penalty on Vontae Davis: Defensive Holding, 5 yards (no play)",-0.600,0.280
3,9:49,1,10,PIT 20,10,28,DeAngelo Williams right tackle for 2 yards (tackle by David Parry),0.280,0.000
3,9:13,2,8,PIT 22,10,28,DeAngelo Williams for 16 yards,0.000,1.470
3,8:40,1,10,PIT 38,10,28,DeAngelo Williams middle for 13 yards (tackle by D'Qwell Jackson),1.470,2.320
3,8:01,1,10,IND 49,10,28,Ben Roethlisberger pass incomplete deep right intended for Antonio Brown,2.320,1.780
3,7:54,2,10,IND 49,10,28,DeAngelo Williams left tackle for 13 yards (tackle by Vontae Davis and Mike Adams),1.780,3.180
3,7:15,1,10,IND 36,10,28,Fitzgerald Toussaint left tackle for 7 yards (tackle by Dwight Lowery),3.180,3.580
3,6:59,2,3,IND 29,10,28,Fitzgerald Toussaint left guard for -1 yards (tackle by Zach Kerr),3.580,2.740
3,6:18,3,4,IND 30,10,28,Ben Roethlisberger pass incomplete deep right intended for Martavis Bryant,2.740,1.460
3,6:13,4,4,IND 30,10,28,Chris Boswell 47 yard field goal no good,1.460,-1.400
3,6:08,1,10,IND 37,10,28,Matt Hasselbeck pass complete short middle to Coby Fleener for 6 yards (tackle by Ryan Shazier),1.400,1.670
3,5:42,2,4,IND 43,10,28,Matt Hasselbeck pass complete short right to Frank Gore for 34 yards (tackle by Cameron Heyward),1.670,4.040
3,5:01,1,10,PIT 23,10,28,Matt Hasselbeck pass complete short right to T.Y. Hilton for 7 yards (tackle by Ross Cockrell),4.040,4.560
3,4:33,2,3,PIT 16,10,28,Matt Hasselbeck pass incomplete short right intended for Coby Fleener,4.560,3.850
3,4:30,3,3,PIT 16,10,28,"Penalty on Matt Hasselbeck: Delay of Game, 5 yards (no play)",3.850,3.070
3,4:30,3,8,PIT 21,10,28,Matt Hasselbeck pass complete short middle to Zurlon Tipton for 7 yards (tackle by Ryan Shazier and Stephon Tuitt),3.070,2.660
3,3:44,4,1,PIT 14,10,28,Matt Hasselbeck pass incomplete short right intended for Griff Whalen (defended by Ross Cockrell),2.660,0.220
3,3:34,1,10,PIT 15,10,28,DeAngelo Williams middle for 3 yards (tackle by Dwight Lowery),-0.220,-0.280
3,3:00,2,7,PIT 18,10,28,Ben Roethlisberger pass incomplete deep left intended for Jesse James,-0.280,-1.000
3,2:55,3,7,PIT 18,10,28,Ben Roethlisberger middle for 13 yards (tackle by Mike Adams),-1.000,1.000
3,2:12,1,10,PIT 31,10,28,DeAngelo Williams left tackle for 5 yards (tackle by T.Y. McGill),1.000,1.140
3,1:28,2,5,PIT 36,10,28,"DeAngelo Williams left end for 4 yards (tackle by Mike Adams). DeAngelo Williams fumbles (forced by Mike Adams), recovered by DeAngelo Williams at PIT-40",1.140,0.960
3,0:51,3,1,PIT 40,10,28,DeAngelo Williams right guard for 4 yards (tackle by Nate Irving and Billy Winn),0.960,1.860
3,0:09,1,10,PIT 44,10,28,Ben Roethlisberger pass complete deep left to Antonio Brown for 48 yards (tackle by Vontae Davis),1.860,5.370
Quarter,Time,Down,ToGo,Location,IND,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,8,IND 8,10,28,DeAngelo Williams middle for 3 yards (tackle by Jonathan Newsome),5.370,5.150
4,14:20,2,5,IND 5,10,28,Ben Roethlisberger pass incomplete short middle intended for Martavis Bryant,5.150,4.260
4,14:15,3,5,IND 5,10,34,"Ben Roethlisberger pass complete short left to Antonio Brown for 5 yards, touchdown",4.260,7.000
4,14:15,,,IND 5,10,35,Chris Boswell kicks extra point good,0.000,0.000
4,14:15,,,PIT 35,10,35,"Chris Boswell kicks off 67 yards, returned by Quan Bray for 60 yards (tackle by Chris Boswell). Penalty on Chris Boswell: Face Mask (15 Yards), 15 yards",0.000,-3.780
4,13:59,1,10,PIT 27,10,35,Frank Gore middle for 6 yards (tackle by Lawrence Timmons and Vince Williams),3.780,4.040
4,13:23,2,4,PIT 21,10,35,Matt Hasselbeck pass complete short left to Coby Fleener for 8 yards (tackle by William Gay),4.040,4.710
4,12:59,1,10,PIT 13,10,35,"Matt Hasselbeck sacked by James Harrison for -9 yards. Matt Hasselbeck fumbles (forced by James Harrison), recovered by Vince Williams at PIT-22 (tackle by Joe Reitz)",4.710,-0.410
4,12:53,1,10,PIT 22,10,35,DeAngelo Williams left tackle for 2 yards (tackle by D'Qwell Jackson and Zach Kerr),0.410,0.140
4,12:13,2,8,PIT 24,10,35,DeAngelo Williams left tackle for 2 yards (tackle by Zach Kerr),0.140,-0.290
4,11:28,3,6,PIT 26,10,35,Ben Roethlisberger pass complete short right to Martavis Bryant for 13 yards (tackle by Greg Toler),-0.290,1.530
4,10:53,1,10,PIT 39,10,35,DeAngelo Williams right tackle for 6 yards (tackle by David Parry),1.530,1.800
4,10:11,2,4,PIT 45,10,35,Ben Roethlisberger pass complete short right to Antonio Brown for 7 yards (tackle by Greg Toler),1.800,2.390
4,9:31,1,10,IND 48,10,35,DeAngelo Williams middle for no gain (tackle by Zach Kerr),2.390,1.850
4,8:47,2,10,IND 48,10,35,DeAngelo Williams middle for 18 yards (tackle by Mike Adams),1.850,3.580
4,8:04,1,10,IND 30,10,35,Fitzgerald Toussaint middle for 3 yards (tackle by D'Qwell Jackson and Kendall Langford),3.580,3.440
4,7:21,2,7,IND 27,10,35,Fitzgerald Toussaint left guard for 3 yards (tackle by Billy Winn and Jonathan Newsome),3.440,3.140
4,6:39,3,4,IND 24,10,35,Ben Roethlisberger pass incomplete deep middle intended for Martavis Bryant,3.140,1.940
4,6:33,4,4,IND 24,10,38,Chris Boswell 42 yard field goal good,1.940,3.000
4,6:33,,,PIT 35,10,38,"Chris Boswell kicks off 67 yards, muffed catch by Quan Bray, recovered by Quan Bray at IND-8, and returned for 5 yards",0.000,0.320
4,6:24,1,10,IND 13,10,38,Charlie Whitehurst pass complete short left to Dan Herron for 6 yards (tackle by William Gay and Ryan Shazier),-0.320,0.030
4,5:43,2,4,IND 19,10,38,Dan Herron left tackle for 3 yards (tackle by James Harrison and William Gay),0.030,-0.350
4,5:00,3,1,IND 22,10,38,Zurlon Tipton middle for no gain (tackle by James Harrison and Antwon Blake),-0.350,-1.900
4,4:18,4,1,IND 22,10,44,"Pat McAfee punts 49 yards, returned by Antonio Brown for 71 yards, touchdown. Penalty on Antonio Brown: Unsportsmanlike Conduct, 15 yards",-1.900,-7.000
4,4:01,,,IND 22,10,45,Chris Boswell kicks extra point good,0.000,0.000
4,4:01,,,PIT 20,10,45,"Chris Boswell kicks off 47 yards, returned by Jack Doyle for 12 yards (tackle by Darrius Heyward-Bey)",0.000,-1.930
4,3:56,1,10,IND 45,10,45,Charlie Whitehurst sacked by James Harrison for -5 yards,1.930,0.710
4,3:23,2,15,IND 40,10,45,Dan Herron middle for 5 yards (tackle by Cam Thomas),0.710,0.700
4,2:52,3,10,IND 45,10,45,Charlie Whitehurst pass incomplete short right intended for Griff Whalen,0.700,0.700
4,2:48,3,10,IND 45,10,45,Timeout #1 by Indianapolis Colts,0.700,-0.390
4,2:47,4,10,IND 45,10,45,Charlie Whitehurst pass complete short middle to Donte Moncrief for 33 yards (tackle by Mike Mitchell),-0.390,4.110
4,2:38,1,10,PIT 22,10,45,Charlie Whitehurst pass incomplete deep middle intended for Coby Fleener (defended by James Harrison),4.110,3.560
4,2:33,2,10,PIT 22,10,45,Charlie Whitehurst pass complete short left to Dan Herron for 7 yards (tackle by Ross Cockrell),3.560,3.930
4,2:01,3,3,PIT 15,10,45,Charlie Whitehurst pass complete short middle to Griff Whalen for 5 yards (tackle by James Harrison and Lawrence Timmons),3.930,4.910
4,1:57,1,10,PIT 10,10,45,Charlie Whitehurst sacked by James Harrison for -7 yards,4.910,3.240
4,1:25,2,17,PIT 17,10,45,Charlie Whitehurst pass incomplete short right intended for T.Y. Hilton,3.240,2.740
4,1:20,3,17,PIT 17,10,45,Charlie Whitehurst sacked by Arthur Moats for -8 yards,2.740,1.800
4,0:47,4,25,PIT 25,10,45,Charlie Whitehurst pass incomplete deep middle intended for Coby Fleener,1.800,-0.610
4,0:42,1,10,PIT 25,10,45,Landry Jones kneels for -1 yards,0.610,-0.070
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
