Quarter,Time,Tm,Detail,DEN,LAC
1.0,12:53,Chargers,Michael Badgley 37 yard field goal,0,3
2.0,8:23,Chargers,Austin Ekeler 9 yard pass from Justin Herbert (Michael Badgley kick),0,10
,2:38,Chargers,Michael Badgley 43 yard field goal,0,13
3.0,5:07,Broncos,Brandon McManus 30 yard field goal,3,13
4.0,14:50,Chargers,Michael Badgley 25 yard field goal,3,16
,11:18,Broncos,Brandon McManus 50 yard field goal,6,16
,6:31,Broncos,Drew Lock 1 yard rush (Brandon McManus kick),13,16
,2:42,Broncos,Brandon McManus 52 yard field goal,16,16
,0:41,Chargers,Michael Badgley 37 yard field goal,16,19
