Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Melvin Gordon,DEN,16,79,0,4,44,2.8,35,2.2,0,
Drew Lock,DEN,5,15,1,2,14,2.8,1,0.2,0,
LeVante Bellamy,DEN,3,11,0,,8,2.7,3,1.0,0,
Royce Freeman,DEN,2,16,0,1,9,4.5,7,3.5,0,
KJ Hamler,DEN,1,3,0,,3,3.0,0,0.0,0,
Diontae Spencer,DEN,1,9,0,1,6,6.0,3,3.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Austin Ekeler,LAC,10,45,0,2,29,2.9,16,1.6,1,10.0
Kalen Ballage,LAC,4,14,0,,4,1.0,10,2.5,1,4.0
Justin Herbert,LAC,4,26,0,1,19,4.8,7,1.8,1,4.0
Justin Jackson,LAC,2,4,0,,3,1.5,1,0.5,0,
