Quarter,Time,Tm,Detail,TEN,JAX
1.0,9:05,Titans,Rob Bironas 45 yard field goal,3,0
,4:45,Jaguars,Marcedes Lewis 4 yard pass from Chad Henne (Josh Scobee kick),3,7
2.0,1:55,Titans,Rob Bironas 52 yard field goal,6,7
,0:43,Jaguars,Mike Brown 7 yard pass from Chad Henne (Josh Scobee kick failed),6,13
3.0,9:22,Jaguars,Josh Scobee 36 yard field goal,6,16
,4:01,Titans,Shonn Greene 1 yard rush (Rob Bironas kick),13,16
4.0,14:25,Titans,Nate Washington 30 yard pass from Ryan Fitzpatrick (Rob Bironas kick),20,16
