Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chargers won the coin toss, Broncos to receive the opening kickoff.",,
1,15:00,,,SDG 35,0,0,"Nick Novak kicks off 64 yards, returned by Omar Bolden for 33 yards (tackle by Eric Weddle)",0.000,-1.200
1,14:50,1,10,DEN 34,0,0,C.J. Anderson for 9 yards (tackle by Jahleel Addae),1.200,1.870
1,14:18,2,1,DEN 43,0,0,"C.J. Anderson up the middle for no gain (tackle by Eric Weddle and Corey Liuget). Penalty on Melvin Ingram: Defensive Offside, 5 yards (no play)",1.870,2.130
1,13:59,1,10,DEN 48,0,0,"Peyton Manning sacked by Melvin Ingram for -7 yards. Peyton Manning fumbles (forced by Melvin Ingram), recovered by Ryan Clady at DEN-41",2.130,0.370
1,13:12,2,19,DEN 39,0,0,C.J. Anderson up the middle for 2 yards (tackle by Manti Te'o),0.370,-0.030
1,12:30,3,17,DEN 41,0,0,C.J. Anderson up the middle for 2 yards (tackle by Manti Te'o),-0.030,-0.520
1,11:49,4,15,DEN 43,0,0,"Britton Colquitt punts 32 yards, returned by Keenan Allen for 3 yards (tackle by Lamin Barrow)",-0.520,-0.810
1,11:40,1,10,SDG 28,0,0,Branden Oliver right tackle for 5 yards (tackle by Brandon Marshall),0.810,0.940
1,11:05,2,5,SDG 33,0,0,Philip Rivers pass incomplete short left intended for Keenan Allen,0.940,0.230
1,11:01,3,5,SDG 33,0,0,Philip Rivers pass incomplete short left intended for Keenan Allen,0.230,-1.180
1,10:55,4,5,SDG 33,0,0,"Penalty on Kavell Conner: False Start, 5 yards (no play)",-1.180,-1.500
1,10:55,4,10,SDG 28,0,0,"Mat McBriar punts 46 yards, returned by Wes Welker for 5 yards (tackle by Seyi Ajirotutu)",-1.500,-1.000
1,10:46,1,10,DEN 31,0,0,C.J. Anderson right tackle for 5 yards (tackle by Melvin Ingram and Donald Butler),1.000,1.140
1,10:09,2,5,DEN 36,0,0,C.J. Anderson right guard for 6 yards (tackle by Marcus Gilchrist),1.140,1.730
1,9:29,1,10,DEN 42,0,0,Peyton Manning pass complete deep middle to Demaryius Thomas for 36 yards (tackle by Brandon Flowers),1.730,4.110
1,8:58,1,10,SDG 22,0,0,C.J. Anderson left guard for 5 yards (tackle by Corey Liuget),4.110,4.290
1,8:23,2,5,SDG 17,0,0,Peyton Manning pass complete short left to C.J. Anderson for 8 yards (tackle by Andrew Gachkar and Jahleel Addae),4.290,5.140
1,7:43,1,9,SDG 9,0,0,C.J. Anderson up the middle for 8 yards (tackle by Jahleel Addae),5.140,5.910
1,7:07,2,1,SDG 1,0,0,Peyton Manning pass incomplete short right intended for Demaryius Thomas,5.910,5.170
1,7:04,3,1,SDG 1,0,0,Peyton Manning pass incomplete short right intended for Demaryius Thomas,5.170,3.550
1,6:59,4,1,SDG 1,3,0,Connor Barth 19 yard field goal good,3.550,3.000
1,6:59,,,DEN 35,3,0,"Brandon McManus kicks off 67 yards, returned by Chris Davis for 26 yards (tackle by Steven Johnson)",0.000,-0.540
1,6:48,1,10,SDG 24,3,0,Branden Oliver right guard for no gain (tackle by Sylvester Williams and Terrance Knighton),0.540,0.000
1,6:20,2,10,SDG 24,3,0,Branden Oliver up the middle for 5 yards (tackle by Danny Trevathan),0.000,-0.030
1,5:40,3,5,SDG 29,3,0,Philip Rivers pass incomplete (defended by Malik Jackson),-0.030,-1.440
,,,,,,,"Replay Assistant challenged the fumble ruling, and the original play was overturned.",,
1,5:37,4,5,SDG 29,3,0,"Mat McBriar punts 51 yards, returned by Wes Welker for 11 yards (tackle by John Phillips)",-1.440,-1.000
1,5:27,1,10,DEN 31,3,0,C.J. Anderson left guard for 3 yards (tackle by Jarret Johnson),1.000,0.870
1,4:46,2,7,DEN 34,3,0,C.J. Anderson left end for -3 yards (tackle by Marcus Gilchrist),0.870,-0.230
