Quarter,Time,Down,ToGo,Location,JAX,CLE,Detail,EPB,EPA
1,7:20,3,3,CLE 26,0,0,Blake Bortles pass complete short left to Marqise Lee for 16 yards (tackle by Briean Boddy-Calhoun),3.070,4.910
1,6:59,1,10,CLE 10,6,0,"Blake Bortles pass complete short right to Marcedes Lewis for 10 yards, touchdown",4.910,7.000
1,6:54,,,CLE 15,7,0,Josh Lambo kicks extra point good,0.000,0.000
1,6:54,,,JAX 35,7,0,"Josh Lambo kicks onside 12 yards, recovered by Josh Lambo (onside kick successful). Penalty on Donald Payne: Offside on Free Kick, 5 yards (no play)",0.000,0.000
1,6:54,,,JAX 30,7,0,"Josh Lambo kicks off 70 yards, touchback",0.000,-0.610
1,6:54,1,10,CLE 25,7,0,Duke Johnson left tackle for 7 yards (tackle by Tashaun Gipson),0.610,1.010
1,6:28,2,3,CLE 32,7,0,DeShone Kizer left tackle for no gain (tackle by Telvin Smith),1.010,0.300
1,5:51,3,3,CLE 32,7,0,"DeShone Kizer sacked by Yannick Ngakoue for -7 yards. DeShone Kizer fumbles (forced by Yannick Ngakoue), recovered by DeShone Kizer at CLE-22",0.300,-1.900
1,5:15,4,13,CLE 22,7,0,"Britton Colquitt punts 60 yards, muffed catch by Jaydon Mickens, recovered by Jaydon Mickens and returned for 7 yards (tackle by Seth Devalve)",-1.900,-0.610
1,5:06,1,10,JAX 25,7,0,"Blake Bortles for -3 yards. Blake Bortles fumbles, recovered by Blake Bortles at JAX-28",0.610,-0.340
1,4:31,2,13,JAX 22,7,0,Blake Bortles pass complete short right to Marqise Lee for 6 yards (tackle by Christian Kirksey),-0.340,-0.230
1,3:45,3,7,JAX 28,7,0,Blake Bortles pass incomplete short left intended for Marqise Lee,-0.230,-1.500
1,3:40,4,7,JAX 28,7,0,"Brad Nortman punts 45 yards, out of bounds",-1.500,-0.740
1,3:30,1,10,CLE 27,7,0,Isaiah Crowell left guard for 4 yards (tackle by Myles Jack),0.740,0.740
1,3:05,2,6,CLE 31,7,0,DeShone Kizer pass incomplete short left intended for Ricardo Louis,0.740,0.040
1,3:01,3,6,CLE 31,7,0,DeShone Kizer pass incomplete short middle intended for Seth Devalve (defended by Myles Jack),0.040,-1.310
1,2:57,4,6,CLE 31,7,0,"Britton Colquitt punts 45 yards, returned by Jaydon Mickens for 9 yards (tackle by Matthew Dayes)",-1.310,-1.140
1,2:47,1,10,JAX 33,7,0,Leonard Fournette right tackle for 29 yards (tackle by Joe Schobert),1.140,3.050
1,2:24,1,10,CLE 38,7,0,Chris Ivory left tackle for -1 yards (tackle by Larry Ogunjobi and James Burgess),3.050,2.370
1,1:44,2,11,CLE 39,7,0,T.J. Yeldon right tackle for 9 yards (tackle by Jabrill Peppers and Christian Kirksey),2.370,2.870
1,0:58,3,2,CLE 30,7,0,Blake Bortles right end for 3 yards (tackle by James Burgess),2.870,3.780
1,0:27,1,10,CLE 27,7,0,Leonard Fournette right tackle for -1 yards (tackle by James Burgess),3.780,3.100
Quarter,Time,Down,ToGo,Location,JAX,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,11,CLE 28,7,0,Blake Bortles pass incomplete short left intended for Dede Westbrook,3.100,2.410
2,14:57,3,11,CLE 28,7,0,Blake Bortles pass complete short left to Marqise Lee for 8 yards (tackle by Christian Kirksey),2.410,2.220
2,14:18,4,3,CLE 20,10,0,Josh Lambo 38 yard field goal good,2.220,3.000
2,14:14,,,JAX 35,10,0,"Josh Lambo kicks off 40 yards, returned by Nate Orchard for 9 yards (tackle by Larry Pinkard)",0.000,-1.200
2,14:10,1,10,CLE 34,10,0,DeShone Kizer pass complete deep right to Corey Coleman for 20 yards (tackle by Jalen Ramsey),1.200,2.520
2,13:32,1,10,JAX 46,10,0,DeShone Kizer pass complete short right to Corey Coleman for 8 yards (tackle by Jalen Ramsey),2.520,3.060
2,12:58,2,2,JAX 38,10,0,Isaiah Crowell left guard for 1 yard (tackle by Paul Posluszny),3.060,2.480
2,12:17,3,1,JAX 37,10,0,DeShone Kizer right guard for 10 yards (tackle by Barry Church),2.480,3.780
2,11:33,1,10,JAX 27,10,6,"DeShone Kizer pass complete deep right to Duke Johnson for 27 yards, touchdown",3.780,7.000
2,11:28,,,JAX 15,10,7,Zane Gonzalez kicks extra point good,0.000,0.000
2,11:28,,,CLE 35,10,7,"Zane Gonzalez kicks off 65 yards, touchback",0.000,-0.610
2,11:28,1,10,JAX 25,10,7,Blake Bortles pass incomplete short right intended for Marqise Lee (defended by Emmanuel Ogbah),0.610,0.060
2,11:24,2,10,JAX 25,10,7,Leonard Fournette right guard for 2 yards (tackle by Myles Garrett),0.060,-0.360
2,10:48,3,8,JAX 27,10,7,"Penalty on Cam Robinson: False Start, 5 yards (no play)",-0.360,-1.020
2,10:33,3,13,JAX 22,10,7,Blake Bortles pass complete short right to T.J. Yeldon for 5 yards (tackle by Christian Kirksey). Penalty on Jaydon Mickens: Illegal Motion (Declined),-1.020,-1.570
2,10:25,4,8,JAX 27,10,7,"Brad Nortman punts 33 yards, fair catch by Jabrill Peppers",-1.570,-1.600
2,10:20,1,10,CLE 40,10,7,Isaiah Crowell left guard for no gain (tackle by Dawuane Smoot and Barry Church),1.600,1.050
2,9:45,2,10,CLE 40,10,7,DeShone Kizer pass incomplete,1.050,0.000
2,9:37,,,,,,Timeout #1 by Cleveland Browns,0.000,-0.370
2,9:37,3,10,CLE 40,10,7,DeShone Kizer pass incomplete short middle intended for Rashard Higgins,0.370,-0.720
2,9:31,4,10,CLE 40,10,7,"Britton Colquitt punts 53 yards, returned by Jaydon Mickens for 12 yards (tackle by Ricardo Louis)",-0.720,-0.150
2,9:21,1,10,JAX 19,10,7,Leonard Fournette left guard for 2 yards (tackle by Jason McCourty),0.150,-0.060
2,8:37,2,8,JAX 21,10,7,Leonard Fournette left guard for no gain (tackle by Larry Ogunjobi and Derrick Kindred),-0.060,-0.810
2,7:58,3,8,JAX 21,10,7,Blake Bortles pass complete deep left to Dede Westbrook for 28 yards (tackle by Jamar Taylor),-0.810,2.190
2,7:21,1,10,JAX 49,10,7,Leonard Fournette right guard for 2 yards (tackle by Larry Ogunjobi and Joe Schobert),2.190,1.920
2,6:45,2,8,CLE 49,10,7,T.J. Yeldon left end for -3 yards (tackle by Myles Garrett and Joe Schobert),1.920,0.830
2,5:59,3,11,JAX 48,10,7,Blake Bortles pass incomplete short left intended for Marqise Lee (defended by Emmanuel Ogbah),0.830,-0.190
2,5:55,4,11,JAX 48,10,7,"Brad Nortman punts 46 yards, returned by Jabrill Peppers for 10 yards (tackle by Dawuane Smoot)",-0.190,0.140
2,5:43,1,10,CLE 16,10,7,Isaiah Crowell right end for -1 yards (tackle by Tashaun Gipson),-0.140,-0.780
2,5:04,2,11,CLE 15,10,7,DeShone Kizer pass incomplete short left intended for Rashard Higgins,-0.780,-1.470
2,5:01,3,11,CLE 15,10,7,DeShone Kizer pass incomplete deep right intended for Corey Coleman,-1.470,-2.440
2,4:54,4,11,CLE 15,10,7,"Britton Colquitt punts 53 yards, returned by Jaydon Mickens for 10 yards (tackle by Matthew Dayes)",-2.440,-1.730
2,4:44,1,10,JAX 42,10,7,Blake Bortles pass complete short middle to Leonard Fournette for 9 yards (tackle by James Burgess and Christian Kirksey),1.730,2.400
2,4:06,2,1,CLE 49,10,7,Blake Bortles pass incomplete,2.400,1.690
2,4:02,3,1,CLE 49,10,7,T.J. Yeldon right guard for no gain (tackle by Myles Garrett and Derrick Kindred),1.690,0.000
2,3:11,4,1,CLE 49,10,7,Blake Bortles middle for 2 yards (tackle by Larry Ogunjobi),0.000,2.460
2,2:39,1,10,CLE 47,10,7,"Leonard Fournette left guard for 5 yards (tackle by Larry Ogunjobi and Emmanuel Ogbah). Penalty on A.J. Cann: Offensive Holding, 10 yards (no play)",2.460,1.800
2,2:12,1,20,JAX 43,10,7,Blake Bortles pass complete short right to Dede Westbrook for 5 yards (tackle by James Burgess),1.800,1.240
2,2:00,2,15,JAX 48,10,7,Blake Bortles pass complete short left to Marcedes Lewis for 16 yards (tackle by Derrick Kindred),1.240,3.180
2,1:15,1,10,CLE 36,10,7,Blake Bortles pass incomplete short right intended for Leonard Fournette,3.180,0.000
2,1:09,,,,,,Timeout #1 by Jacksonville Jaguars,0.000,-2.640
2,1:09,2,10,CLE 36,10,7,Blake Bortles pass complete short right to James O'Shaughnessy for 12 yards (tackle by Christian Kirksey and Joe Schobert),2.640,0.000
2,1:03,,,,,,Timeout #2 by Jacksonville Jaguars,0.000,-3.970
2,1:03,1,10,CLE 24,10,7,Blake Bortles pass incomplete short right intended for Dede Westbrook (defended by Jabrill Peppers),3.970,3.430
2,0:59,2,10,CLE 24,10,7,"Blake Bortles pass complete short left to Dede Westbrook for 2 yards (tackle by Jamar Taylor). Dede Westbrook fumbles (forced by Jamar Taylor), ball out of bounds at CLE-22",3.430,3.010
2,0:48,3,8,CLE 22,10,7,"T.J. Yeldon left end for 1 yard (tackle by Joe Schobert). T.J. Yeldon fumbles (forced by Joe Schobert), recovered by Keelan Cole at CLE-21. Penalty on Chris Reed: Offensive Holding, 10 yards",3.010,1.820
2,0:37,3,17,CLE 31,10,7,T.J. Yeldon left end for 8 yards (tackle by Christian Kirksey),1.820,1.930
2,0:34,4,9,CLE 23,10,7,Josh Lambo 41 yard field goal no good,1.930,-1.000
2,0:30,1,10,CLE 31,10,7,DeShone Kizer kneels for -1 yards,1.000,0.320
Quarter,Time,Down,ToGo,Location,JAX,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,10,7,"Zane Gonzalez kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,JAX 25,10,7,Leonard Fournette right guard for -1 yards (tackle by James Burgess),0.610,-0.070
3,14:21,2,11,JAX 24,10,7,Blake Bortles pass complete short middle to Keelan Cole for 8 yards (tackle by James Burgess and Christian Kirksey),-0.070,0.300
3,13:40,3,3,JAX 32,10,7,Blake Bortles pass incomplete short right intended for Keelan Cole,0.300,-1.240
3,13:36,4,3,JAX 32,10,7,"Brad Nortman punts 41 yards, returned by Jabrill Peppers for -1 yards (tackle by Peyton Thompson)",-1.240,-0.670
3,13:29,1,10,CLE 26,10,7,Isaiah Crowell left guard for 1 yard (tackle by Calais Campbell),0.670,0.270
3,12:54,2,9,CLE 27,10,7,Isaiah Crowell left guard for 3 yards (tackle by Paul Posluszny and Telvin Smith),0.270,-0.030
3,12:11,3,6,CLE 30,10,7,DeShone Kizer pass complete short left to David Njoku for 13 yards (tackle by A.J. Bouye),-0.030,1.800
3,11:48,1,10,CLE 43,10,7,DeShone Kizer pass incomplete short right intended for Corey Coleman,1.800,1.250
3,11:45,2,10,CLE 43,10,7,DeShone Kizer pass incomplete short right intended for Duke Johnson,1.250,0.560
3,11:41,3,10,CLE 43,10,7,DeShone Kizer pass incomplete short left intended for Duke Johnson,0.560,-0.520
3,11:37,4,10,CLE 43,10,7,"Britton Colquitt punts 34 yards, out of bounds",-0.520,-0.480
3,11:32,1,10,JAX 23,10,7,Blake Bortles pass incomplete deep right intended for Dede Westbrook,0.480,-0.070
,,,,,,,"JAX challenged the incomplete pass ruling, and the play was upheld.",,
3,11:26,2,10,JAX 23,10,7,Leonard Fournette right guard for 2 yards (tackle by James Burgess),-0.070,-0.490
3,10:44,3,8,JAX 25,10,7,Blake Bortles pass incomplete short middle intended for T.J. Yeldon,-0.490,-1.700
3,10:37,4,8,JAX 25,10,7,"Brad Nortman punts 34 yards, muffed catch by Jabrill Peppers, recovered by Jarrod Wilson and returned for no gain",-1.700,3.510
3,10:23,1,10,CLE 31,10,7,Blake Bortles pass incomplete short middle intended for Keelan Cole (defended by Danny Shelton),3.510,2.970
3,10:20,2,10,CLE 31,10,7,Leonard Fournette right guard for 4 yards (tackle by Joe Schobert and James Burgess),2.970,2.810
3,9:34,3,6,CLE 27,10,7,"Blake Bortles sacked by Christian Kirksey for -7 yards. Blake Bortles fumbles (forced by Christian Kirksey), recovered by Myles Garrett at CLE-29 (tackle by Brandon Linder)",2.810,-0.870
3,9:27,1,10,CLE 29,10,7,DeShone Kizer pass complete short left to Corey Coleman for 14 yards (tackle by Tashaun Gipson),0.870,1.800
3,8:55,1,10,CLE 43,10,7,Isaiah Crowell left guard for 3 yards (tackle by Paul Posluszny and Tashaun Gipson),1.800,1.660
3,8:22,2,7,CLE 46,10,7,DeShone Kizer pass complete deep right to Corey Coleman for 18 yards (tackle by Jalen Ramsey),1.660,3.180
3,7:49,1,10,JAX 36,10,7,Isaiah Crowell right guard for 1 yard (tackle by Marcell Dareus),3.180,2.770
3,7:20,2,9,JAX 35,10,7,DeShone Kizer sacked by Dante Fowler for -8 yards,2.770,1.020
3,6:36,3,17,JAX 43,10,7,DeShone Kizer pass complete short middle to Duke Johnson for 1 yard (tackle by Telvin Smith),1.020,0.460
3,6:01,4,16,JAX 42,10,7,"Britton Colquitt punts 42 yards, touchback",0.460,-0.280
3,5:53,1,10,JAX 20,10,7,Leonard Fournette left tackle for 4 yards (tackle by Christian Kirksey),0.280,0.270
3,5:21,2,6,JAX 24,10,7,Leonard Fournette right tackle for 9 yards (tackle by Derrick Kindred),0.270,1.140
3,4:41,1,10,JAX 33,10,7,Leonard Fournette right guard for 2 yards (tackle by Nate Orchard),1.140,0.860
3,4:09,2,8,JAX 35,10,7,Leonard Fournette right tackle for 2 yards (tackle by Nate Orchard),0.860,0.430
3,3:23,3,6,JAX 37,10,7,Blake Bortles pass complete short middle to Marqise Lee for 6 yards (tackle by Joe Schobert),0.430,1.800
3,2:40,1,10,JAX 43,10,7,Leonard Fournette left guard for 4 yards (tackle by Joe Schobert),1.800,1.790
3,2:02,2,6,JAX 47,10,7,Leonard Fournette right guard for 5 yards (tackle by Larry Ogunjobi),1.790,1.750
3,1:21,3,1,CLE 48,10,7,Leonard Fournette right guard for 3 yards (tackle by James Burgess and Danny Shelton),1.750,2.590
3,0:48,1,10,CLE 45,10,7,Chris Ivory right tackle for no gain (tackle by Danny Shelton and Christian Kirksey),2.590,2.040
3,0:12,2,10,CLE 45,10,7,Chris Ivory right guard for 1 yard (tackle by Carl Nassib),2.040,0.000
3,,,,,10,7,--,0.000,-1.490
Quarter,Time,Down,ToGo,Location,JAX,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,CLE 44,10,7,Blake Bortles sacked by James Burgess for -7 yards,1.490,-0.130
4,14:29,4,16,JAX 49,10,7,"Brad Nortman punts 37 yards, out of bounds",-0.130,0.280
4,14:25,1,10,CLE 14,10,7,DeShone Kizer pass complete short right to Corey Coleman for 4 yards (tackle by Telvin Smith and Jalen Ramsey),-0.280,-0.210
4,13:49,2,6,CLE 18,10,7,DeShone Kizer pass complete short right to Kenny Britt for 2 yards (tackle by Jalen Ramsey),-0.210,-0.680
4,13:13,3,4,CLE 20,10,7,DeShone Kizer pass complete short left to Kenny Britt for 3 yards (tackle by A.J. Bouye),-0.680,-1.830
4,12:11,4,1,CLE 23,10,7,Britton Colquitt punts 54 yards,-1.830,-0.480
4,11:59,1,10,JAX 23,10,7,Leonard Fournette left guard for 1 yard (tackle by Trevon Coley),0.480,0.070
4,11:26,2,9,JAX 24,10,7,Leonard Fournette left guard for no gain (tackle by Danny Shelton),0.070,-0.630
4,10:47,3,9,JAX 24,10,7,Blake Bortles pass incomplete deep left intended for Marqise Lee (defended by Jason McCourty),-0.630,-1.770
4,10:40,4,9,JAX 24,10,7,"Brad Nortman punts 43 yards, muffed catch by Jabrill Peppers, ball out of bounds at CLE-33",-1.770,-1.140
4,10:34,1,10,CLE 33,10,7,Isaiah Crowell right tackle for no gain (tackle by Dawuane Smoot),1.140,0.590
4,9:56,2,10,CLE 33,10,7,DeShone Kizer left guard for 8 yards (tackle by Paul Posluszny),0.590,0.960
4,9:11,3,2,CLE 41,10,7,Duke Johnson right end for 3 yards (tackle by Marcell Dareus),0.960,1.860
4,8:28,1,10,CLE 44,10,7,DeShone Kizer pass incomplete short left intended for Corey Coleman is intercepted by A.J. Bouye at JAX-48,1.860,-2.130
4,8:23,1,10,JAX 48,10,7,Leonard Fournette left guard for 12 yards (tackle by Jabrill Peppers and James Burgess),2.130,2.920
4,7:51,1,10,CLE 40,10,7,Leonard Fournette right guard for 2 yards (tackle by James Burgess),2.920,2.640
4,7:17,2,8,CLE 38,10,7,Chris Ivory right guard for 2 yards (tackle by Jamar Taylor),2.640,2.210
4,6:26,3,6,CLE 36,10,7,Blake Bortles pass complete short left to Marqise Lee for 9 yards (tackle by Christian Kirksey),2.210,3.780
4,5:40,1,10,CLE 27,10,7,Leonard Fournette left guard for 3 yards (tackle by Christian Kirksey and Carl Nassib),3.780,3.640
4,5:00,2,7,CLE 24,10,7,Blake Bortles pass complete short left to Leonard Fournette for -2 yards (tackle by Nate Orchard),3.640,2.680
4,4:14,3,9,CLE 26,10,7,Blake Bortles pass complete short middle to Keelan Cole for 5 yards (tackle by Christian Kirksey),2.680,2.130
4,3:35,4,4,CLE 21,13,7,Josh Lambo 39 yard field goal good,2.130,3.000
4,3:31,,,JAX 35,13,7,"Josh Lambo kicks off 52 yards, returned by Matthew Dayes for 9 yards (tackle by Lerentee McCray)",0.000,-0.410
4,3:28,1,10,CLE 22,13,7,DeShone Kizer pass complete short right to Seth Devalve for 5 yards (tackle by Aaron Colvin),0.410,0.540
4,2:56,2,5,CLE 27,13,7,DeShone Kizer pass complete short middle to Duke Johnson for 7 yards (tackle by Myles Jack and Aaron Colvin),0.540,1.200
4,2:15,1,10,CLE 34,13,7,DeShone Kizer right end for 5 yards (tackle by Tyler Patmon and Jalen Ramsey),1.200,1.330
4,2:06,2,5,CLE 39,13,7,DeShone Kizer pass complete short right to Duke Johnson for 21 yards (tackle by Barry Church),1.330,2.920
4,1:59,1,10,JAX 40,13,7,DeShone Kizer pass incomplete deep middle intended for Seth Devalve (defended by Jalen Ramsey),2.920,2.370
4,1:52,2,10,JAX 40,13,7,DeShone Kizer pass incomplete short left intended for Corey Coleman,2.370,1.680
4,1:48,3,10,JAX 40,13,7,"DeShone Kizer sacked by Calais Campbell and Yannick Ngakoue for -5 yards. DeShone Kizer fumbles (forced by Calais Campbell), recovered by Dante Fowler at JAX-44",1.680,-1.860
4,1:44,1,10,JAX 44,13,7,"Penalty on Chris Reed: False Start, 5 yards (no play)",1.860,1.530
4,1:44,1,15,JAX 39,13,7,Leonard Fournette left tackle for 2 yards (tackle by Joe Schobert and James Burgess),1.530,0.000
4,1:40,,,,,,Timeout #1 by Cleveland Browns,0.000,-0.910
4,1:37,2,13,JAX 41,13,7,Leonard Fournette right tackle for 3 yards (tackle by Danny Shelton),0.910,0.000
4,1:35,,,,,,Timeout #1 by Cleveland Browns,0.000,-0.630
4,1:35,3,10,JAX 44,13,7,Chris Ivory right tackle for 2 yards (tackle by Jamar Taylor),0.630,0.000
4,1:30,,,,,,Timeout #3 by Cleveland Browns,0.000,0.320
4,1:30,4,8,JAX 46,13,7,"Brad Nortman punts 54 yards, touchback",-0.320,-0.280
4,1:24,1,10,CLE 20,19,7,"DeShone Kizer sacked by Yannick Ngakoue for -11 yards. DeShone Kizer fumbles (forced by Yannick Ngakoue), recovered by Telvin Smith at CLE--2, touchdown",0.280,-7.000
4,,,,,19,7,Two Point Attempt: conversion fails,,
4,1:14,,,JAX 35,19,7,"Josh Lambo kicks off 41 yards, returned by Dan Vitale for 18 yards (tackle by Corey Grant)",0.000,-1.730
4,1:09,1,10,CLE 42,19,7,DeShone Kizer pass complete deep right to Corey Coleman for 16 yards,1.730,2.790
4,1:02,1,10,JAX 42,19,7,DeShone Kizer pass complete short right to Ricardo Louis for 15 yards (tackle by Telvin Smith),2.790,3.780
4,0:37,1,10,JAX 27,19,7,DeShone Kizer pass incomplete short right intended for Ricardo Louis,3.780,3.230
4,0:29,2,10,JAX 27,19,7,DeShone Kizer pass incomplete short middle intended for Matthew Dayes,3.230,2.540
4,0:25,3,10,JAX 27,19,7,DeShone Kizer pass complete short right to Matthew Dayes for 5 yards,2.540,2.040
4,0:20,4,5,JAX 22,19,7,DeShone Kizer pass incomplete short left intended for Ricardo Louis,2.040,-0.410
4,0:16,1,10,JAX 22,19,7,Blake Bortles kneels for -1 yards,0.410,-0.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
