Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Raiders won the coin toss and deferred, Chiefs to receive the opening kickoff.",,
1,15:00,,,OAK 35,0,0,"Daniel Carlson kicks off 65 yards, (tackle by Karl Joseph). Penalty on Demetrius Harris: Offensive Holding, 10 yards",0.000,-0.140
1,14:55,1,10,KAN 16,0,0,Patrick Mahomes pass incomplete short left intended for Demarcus Robinson (defended by Gareon Conley),-0.140,-0.660
1,14:51,2,10,KAN 16,0,0,Patrick Mahomes pass incomplete short middle intended for Tyreek Hill,-0.660,-1.320
1,14:46,3,10,KAN 16,0,0,Patrick Mahomes pass complete short left to Anthony Sherman for 12 yards (tackle by Gareon Conley),-1.320,0.810
1,14:05,1,10,KAN 28,0,0,Damien Williams middle for 4 yards (tackle by Arden Key),0.810,0.800
1,13:34,2,6,KAN 32,0,0,Damien Williams middle for 1 yard (tackle by Frostee Rucker and Tahir Whitehead),0.800,0.230
1,12:51,3,5,KAN 33,0,6,"Patrick Mahomes pass complete deep left to Tyreek Hill for 67 yards, touchdown",0.230,7.000
1,12:41,,,OAK 15,0,7,Harrison Butker kicks extra point good,0.000,0.000
1,12:41,,,KAN 35,0,7,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
1,12:41,1,10,OAK 25,0,7,Doug Martin left guard for 3 yards (tackle by Justin Houston),0.610,0.470
1,12:11,2,7,OAK 28,0,7,Derek Carr pass complete short right to Jordy Nelson for 12 yards (tackle by Kendall Fuller),0.470,1.600
1,11:35,1,10,OAK 40,0,7,Derek Carr pass complete short middle to Seth Roberts for 8 yards (tackle by Kendall Fuller),1.600,2.130
1,11:01,2,2,OAK 48,0,7,"Doug Martin up the middle for -3 yards (tackle by Allen Bailey). Doug Martin fumbles (forced by Allen Bailey), recovered by Allen Bailey at OAK-45",2.130,-2.590
1,10:53,1,10,OAK 45,0,7,Patrick Mahomes pass complete short middle to Tyreek Hill for 5 yards,2.590,2.720
1,10:12,2,5,OAK 40,0,7,Patrick Mahomes pass incomplete short middle intended for Travis Kelce,2.720,2.010
1,10:10,3,5,OAK 40,0,7,Patrick Mahomes pass incomplete short middle intended for Travis Kelce,2.010,0.590
1,10:04,4,5,OAK 40,0,7,"Dustin Colquitt punts 28 yards, fair catch by Dwayne Harris at OAK-12",0.590,0.350
1,9:57,1,10,OAK 12,0,7,Derek Carr pass complete short right to Jordy Nelson for 4 yards (tackle by Charvarius Ward),-0.350,-0.370
1,9:31,2,6,OAK 16,0,7,Seth Roberts left end for -4 yards (tackle by Kendall Fuller and Anthony Hitchens),-0.370,-1.420
1,8:45,3,10,OAK 12,0,7,Derek Carr pass complete short middle to Seth Roberts for 10 yards (tackle by Kendall Fuller),-1.420,0.410
1,8:02,1,10,OAK 22,0,7,Doug Martin right guard for 15 yards (tackle by Jordan Lucas),0.410,1.400
1,7:18,1,10,OAK 37,0,7,Derek Carr pass incomplete deep left intended for Marcell Ateman,1.400,0.860
1,7:12,2,10,OAK 37,0,7,Derek Carr pass complete short right to Jordy Nelson for 8 yards (tackle by Charvarius Ward),0.860,1.220
1,6:35,,,,,,Timeout #1 by Oakland Raiders,,
1,6:35,3,2,OAK 45,0,7,Doug Martin up the middle for 5 yards (tackle by Kendall Fuller and Anthony Hitchens),1.220,2.260
1,6:00,1,10,OAK 50,0,7,Derek Carr pass incomplete deep right intended for Jordy Nelson (defended by Charvarius Ward),2.260,1.710
1,5:54,2,10,OAK 50,0,13,"Derek Carr pass short right intended for Jared Cook is intercepted by Daniel Sorensen at KC-46 and returned for 54 yards, touchdown",1.710,-7.000
1,5:44,,,KAN 35,0,14,"Harrison Butker kicks off 63 yards, returned by Dwayne Harris for 23 yards (tackle by Anthony Sherman)",0.000,0.610
1,5:39,1,10,OAK 25,0,14,Doug Martin left guard for 2 yards (tackle by Breeland Speaks and Reggie Ragland),0.610,0.330
1,5:01,2,8,OAK 27,0,14,Doug Martin left guard for 8 yards (tackle by Steven Nelson),0.330,1.270
1,4:27,1,10,OAK 35,0,14,Derek Carr pass complete short left to Jordy Nelson for 6 yards (tackle by Steven Nelson),1.270,1.530
1,3:55,2,4,OAK 41,0,14,Derek Carr pass complete short right to Darren Waller for 4 yards (tackle by Charvarius Ward),1.530,1.930
1,3:13,1,10,OAK 45,0,14,Derek Carr pass complete short right to Marcell Ateman for 7 yards (tackle by Charvarius Ward),1.930,2.330
1,2:37,2,3,KAN 48,0,14,Doug Martin up the middle for 4 yards (tackle by Derrick Nnadi and Reggie Ragland),2.330,2.650
1,1:49,1,10,KAN 44,0,14,"Penalty on OAK: Delay of Game, 5 yards (no play)",2.650,2.320
1,1:29,1,15,KAN 49,0,14,Derek Carr pass complete short left to Seth Roberts for 5 yards (tackle by Kendall Fuller),2.320,2.110
1,0:50,2,10,KAN 44,0,14,Derek Carr pass complete short middle to Jordy Nelson for 9 yards (tackle by Kendall Fuller),2.110,2.610
1,0:13,3,1,KAN 35,0,14,"Penalty on Brandon Parker: False Start, 5 yards (no play)",2.610,1.950
Quarter,Time,Down,ToGo,Location,OAK,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,KAN 40,0,14,Derek Carr pass complete short right to Jared Cook for 7 yards (tackle by Charvarius Ward),1.950,3.380
2,14:21,1,10,KAN 33,0,14,Derek Carr pass incomplete short left intended for Marcell Ateman (defended by Steven Nelson),3.380,2.840
2,14:18,2,10,KAN 33,0,14,"Derek Carr sacked by Justin Houston for -7 yards. Derek Carr fumbles (forced by Justin Houston), recovered by Justin Houston at KC-40 (tackle by Kolton Miller)",2.840,-1.600
2,14:11,1,10,KAN 40,0,14,Patrick Mahomes pass incomplete deep left intended for Travis Kelce (defended by Tahir Whitehead),1.600,1.050
2,14:04,2,10,KAN 40,0,14,Damien Williams left end for 6 yards (tackle by Nicholas Morrow and Clinton McDonald),1.050,1.160
2,13:19,3,4,KAN 46,0,14,Patrick Mahomes pass complete short left to Travis Kelce for 8 yards (tackle by Marcus Gilchrist),1.160,2.520
2,12:57,1,10,OAK 46,0,14,Patrick Mahomes pass complete short right to Damien Williams for 8 yards (tackle by Tahir Whitehead),2.520,3.060
2,12:24,2,2,OAK 38,0,14,Patrick Mahomes pass complete short middle to Travis Kelce for 19 yards (tackle by Marcus Gilchrist and Nicholas Morrow),3.060,4.310
2,11:38,1,10,OAK 19,0,14,Patrick Mahomes pass complete short left to Kelvin Benjamin for 9 yards (tackle by Gareon Conley),4.310,5.360
2,10:57,2,1,OAK 10,0,14,Darrel Williams left tackle for 4 yards (tackle by Tahir Whitehead and Erik Harris),5.360,5.830
2,10:14,1,6,OAK 6,0,14,Patrick Mahomes left end for 2 yards (tackle by Nick Nelson),5.830,5.340
2,9:38,2,4,OAK 4,0,20,"Damien Williams middle for 4 yards, touchdown. Penalty on Tyreek Hill: Taunting, 15 yards",5.340,7.000
2,9:31,,,OAK 15,0,21,Harrison Butker kicks extra point good,0.000,0.000
2,9:31,,,KAN 20,0,21,"Harrison Butker kicks off 69 yards, returned by Dwayne Harris for 34 yards (tackle by Charcandrick West)",0.000,1.930
2,9:22,1,10,OAK 45,0,21,Doug Martin up the middle for 4 yards (tackle by Reggie Ragland and Daniel Sorensen),1.930,1.920
