Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Doug Martin,OAK,21,100,0,7,36,1.7,64,3.0,5,4.2
DeAndre Washington,OAK,4,30,0,2,15,3.8,15,3.8,1,4.0
Jalen Richard,OAK,3,1,0,,-5,-1.7,6,2.0,1,3.0
Seth Roberts,OAK,1,-4,0,0,-4,-4.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Damien Williams,KAN,11,51,1,3,39,3.5,12,1.1,1,11.0
Darrel Williams,KAN,11,31,0,3,8,0.7,23,2.1,4,2.8
Patrick Mahomes,KAN,2,1,0,0,1,0.5,0,0.0,0,
Chad Henne,KAN,1,3,0,0,2,2.0,1,1.0,0,
Tyreek Hill,KAN,1,15,1,1,15,15.0,0,0.0,0,
Charcandrick West,KAN,1,-2,0,,-2,-2.0,0,0.0,1,1.0
