Quarter,Time,Down,ToGo,Location,GNB,MIN,Detail,EPB,EPA
1,6:31,1,10,GNB 36,0,0,"Adrian Peterson middle for 2 yards (tackle by Aaron Kampman and Brandon Chillar). Penalty on Brandon Chillar: Taunting, 15 yards",3.180,4.310
1,6:05,1,10,GNB 19,0,0,Brett Favre pass complete short left to Bernard Berrian for 3 yards (tackle by Charles Woodson),4.310,4.180
1,5:38,2,7,GNB 16,0,0,Brett Favre pass complete short right to Sidney Rice for 4 yards (tackle by Derrick Martin and Brandon Chillar),4.180,4.190
1,5:05,3,3,GNB 12,0,0,Brett Favre pass complete short right to Bernard Berrian for 2 yards (tackle by Aaron Kampman),4.190,2.910
1,4:45,4,1,GNB 10,0,0,Adrian Peterson left guard for 2 yards (tackle by Ryan Pickett and A.J. Hawk),2.910,5.370
1,4:08,1,8,GNB 8,0,0,Adrian Peterson left end for 7 yards (tackle by B.J. Raji and Nick Barnett),5.370,5.910
1,3:26,2,1,GNB 1,0,6,"Brett Favre pass complete short left to Visanthe Shiancoe for 1 yard, touchdown",5.910,7.000
1,,,,GNB 2,0,7,Ryan Longwell kicks extra point good,0.000,0.000
1,,,,MIN 30,0,7,"Ryan Longwell kicks off 64 yards, returned by Will Blackmon for 27 yards (tackle by Eric Frampton)",0.000,1.140
1,3:15,1,10,GNB 33,0,7,Aaron Rodgers pass incomplete short right intended for Greg Jennings (defended by Antoine Winfield),1.140,0.590
1,3:09,2,10,GNB 33,0,7,John Kuhn middle for 5 yards (tackle by Jared Allen),0.590,0.560
1,2:27,3,5,GNB 38,6,7,"Aaron Rodgers pass complete deep middle to Jermichael Finley for 62 yards, touchdown",0.560,7.000
1,,,,MIN 2,7,7,Mason Crosby kicks extra point good,0.000,0.000
1,,,,GNB 30,7,7,"Mason Crosby kicks off 68 yards, returned by Percy Harvin for 16 yards (tackle by Korey Hall)",0.000,0.040
1,2:06,1,10,MIN 18,7,7,Brett Favre pass incomplete deep middle intended for Bernard Berrian,0.040,-0.490
1,2:01,2,10,MIN 18,7,7,Brett Favre pass complete short right to Percy Harvin for -4 yards (tackle by Brandon Chillar),-0.490,-1.820
1,1:11,3,14,MIN 14,7,7,Brett Favre pass incomplete short left intended for Chester Taylor,-1.820,-2.470
1,1:06,4,14,MIN 14,7,7,"Chris Kluwe punts 45 yards, returned by Will Blackmon for no gain",-2.470,-1.660
1,0:57,1,10,GNB 41,7,7,Aaron Rodgers pass complete short left to Jermichael Finley for 9 yards (tackle by Tyrell Johnson),1.660,2.340
1,0:20,2,1,,7,7,Ryan Grant right guard for 7 yards (tackle by E.J. Henderson and Madieu Williams),2.340,2.720
Quarter,Time,Down,ToGo,Location,GNB,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIN 43,7,7,Aaron Rodgers sacked by Ben Leber for -7 yards,2.720,1.230
2,14:25,2,17,,7,7,Ryan Grant left guard for 7 yards (tackle by Tyrell Johnson),1.230,1.490
2,13:40,3,10,MIN 43,7,7,Aaron Rodgers pass complete short left to Donald Driver for 7 yards (tackle by Cedric Griffin),1.490,0.890
2,13:08,4,3,MIN 36,7,7,Aaron Rodgers pass complete short middle to Greg Jennings for 4 yards,0.890,3.450
2,12:27,1,10,MIN 32,7,7,Ryan Grant right end for -1 yards (tackle by Antoine Winfield),3.450,2.770
2,11:47,2,11,MIN 33,7,7,Aaron Rodgers pass incomplete short right intended for Greg Jennings is intercepted by Antoine Winfield at MIN-23,2.770,-0.480
2,11:42,1,10,MIN 23,7,7,Adrian Peterson right guard for 3 yards (tackle by Brandon Chillar and Cullen Jenkins),0.480,0.340
2,10:57,2,7,MIN 26,7,7,Adrian Peterson right end for 5 yards (tackle by Nick Barnett and Brandon Chillar),0.340,0.300
2,10:14,3,2,MIN 31,7,7,Brett Favre pass complete short right to Sidney Rice for 24 yards (tackle by Tramon Williams),0.300,2.590
2,9:38,1,10,GNB 45,7,7,Adrian Peterson middle for 12 yards (tackle by Ryan Pickett and Al Harris),2.590,3.380
2,8:53,1,10,GNB 33,7,7,"Brett Favre pass incomplete deep middle intended for Bernard Berrian. Penalty on Charles Woodson: Defensive Holding, 5 yards (no play)",3.380,3.710
2,8:46,1,10,GNB 28,7,7,Adrian Peterson right end for -1 yards (tackle by Johnny Jolly and Clay Matthews),3.710,3.030
2,8:05,2,11,GNB 29,7,7,Brett Favre pass complete short left to Adrian Peterson for no gain,3.030,2.340
2,7:20,3,11,GNB 29,7,7,Brett Favre pass complete short left to Bernard Berrian for 16 yards (tackle by Derrick Martin),2.340,4.710
2,6:34,1,10,GNB 13,7,7,Adrian Peterson right end for -1 yards (tackle by Clay Matthews and Aaron Kampman),4.710,3.900
2,5:50,2,11,GNB 14,7,7,Brett Favre pass complete short left to Naufahu Tahi for no gain,3.900,3.080
2,5:04,3,11,GNB 14,7,13,"Brett Favre pass complete short middle to Sidney Rice for 14 yards, touchdown",3.080,7.000
2,,,,GNB 2,7,14,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 30,7,14,"Ryan Longwell kicks off 64 yards, returned by Will Blackmon for 19 yards (tackle by Kenny Onatolu)",0.000,0.610
2,4:54,1,10,GNB 25,7,14,Aaron Rodgers pass incomplete short right intended for DeShawn Wynn,0.610,0.060
2,4:50,2,10,GNB 25,7,14,Aaron Rodgers pass complete short middle to Donald Lee for 5 yards (tackle by Tyrell Johnson and Pat Williams),0.060,0.040
2,4:50,3,5,GNB 30,7,14,Aaron Rodgers sacked by Jared Allen for -7 yards,0.040,-1.830
2,3:42,4,12,GNB 23,7,14,"Jeremy Kapinos punts 51 yards, returned by Jaymar Johnson for 18 yards (tackle by Brett Goode)",-1.830,-1.860
2,3:30,1,10,MIN 44,13,14,"Adrian Peterson left end for -2 yards (tackle by Clay Matthews). Adrian Peterson fumbles (forced by Clay Matthews), recovered by Clay Matthews at MIN-42 and returned for 42 yards, touchdown",1.860,-7.000
2,,,,MIN 2,14,14,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,14,14,"Mason Crosby kicks off 71 yards, returned by Percy Harvin for 17 yards (tackle by Korey Hall)",0.000,-0.140
2,3:14,1,10,MIN 16,14,14,Brett Favre pass incomplete deep left intended for Bernard Berrian,-0.140,-0.660
2,3:08,2,10,MIN 16,14,14,Chester Taylor right guard for 3 yards (tackle by Brandon Chillar),-0.660,-0.950
2,2:23,3,7,MIN 19,14,14,Brett Favre pass complete deep middle to Sidney Rice for 16 yards (tackle by Al Harris),-0.950,1.270
2,2:00,1,10,MIN 35,14,14,Brett Favre pass complete short middle to Chester Taylor for 19 yards (tackle by Nick Barnett),1.270,2.520
2,1:22,1,10,GNB 46,14,14,Brett Favre pass complete deep middle to Percy Harvin for 43 yards (tackle by Tramon Williams and Clay Matthews),2.520,6.510
2,0:38,1,3,GNB 3,14,14,"Brett Favre pass incomplete short middle intended for Sidney Rice is intercepted by Charles Woodson at GNB--8. Penalty on Charles Woodson: Defensive Pass Interfere, 2 yards, Penalty on Brady Poppinga: Defensive Offside (Declined) (no play)",6.510,6.970
2,0:33,1,1,GNB 1,14,20,"Adrian Peterson middle for 1 yard, touchdown. Penalty on Brady Poppinga: Defensive Offside (Declined)",6.970,7.000
2,,,,GNB 2,14,21,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 30,14,21,"Ryan Longwell kicks off 63 yards, returned by Jordy Nelson for 26 yards (tackle by Cedric Griffin). Penalty on Evan Dietrich-Smith: Offensive Holding, 10 yards",0.000,0.480
2,0:25,1,10,GNB 23,14,21,Aaron Rodgers pass incomplete short middle intended for DeShawn Wynn,0.480,-0.070
2,0:21,2,10,GNB 23,14,21,DeShawn Wynn middle for 4 yards (tackle by Ray Edwards),-0.070,-0.230
2,0:15,,,,14,21,Timeout #1 by Minnesota Vikings,0.000,-0.230
2,0:15,3,6,GNB 27,14,21,Aaron Rodgers pass complete short right to DeShawn Wynn for 11 yards,-0.230,1.470
2,0:06,1,10,GNB 38,14,21,Aaron Rodgers pass complete short middle to Greg Jennings for 14 yards (tackle by Benny Sapp),1.470,2.390
2,0:01,,,,14,21,Timeout #2 by Green Bay Packers,0.000,2.390
2,0:01,1,10,MIN 48,14,21,Aaron Rodgers pass incomplete deep right intended for Donald Driver,2.390,1.850
Quarter,Time,Down,ToGo,Location,GNB,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,14,21,"Mason Crosby kicks off 74 yards, touchback",0.000,0.280
3,15:00,1,10,MIN 20,14,21,Adrian Peterson left guard for 1 yard (tackle by Johnny Jolly). Penalty on Phil Loadholt: Illegal Formation (Declined),0.280,-0.130
3,14:45,2,9,MIN 21,14,21,Brett Favre pass complete short right to Naufahu Tahi for 8 yards (tackle by Tramon Williams),-0.130,0.230
3,14:02,3,1,MIN 29,14,21,Adrian Peterson left tackle for 5 yards (tackle by B.J. Raji),0.230,1.200
3,13:18,1,10,MIN 34,14,21,Adrian Peterson right end for 2 yards (tackle by Nick Barnett),1.200,0.930
3,12:56,2,8,MIN 36,14,21,Brett Favre pass complete short right to Visanthe Shiancoe for 8 yards (tackle by Nick Barnett),0.930,1.860
3,12:12,1,10,MIN 44,14,21,Adrian Peterson left end for no gain (tackle by B.J. Raji and Brandon Chillar),1.860,1.320
3,11:24,2,10,MIN 44,14,21,Brett Favre pass complete deep middle to Jeff Dugan for 25 yards (tackle by Nick Collins),1.320,3.510
3,10:45,1,10,GNB 31,14,27,"Brett Favre pass complete deep left to Bernard Berrian for 31 yards, touchdown",3.510,7.000
3,,,,GNB 2,14,28,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,MIN 30,14,28,"Ryan Longwell kicks off 68 yards, returned by Jordy Nelson for 26 yards (tackle by Karl Paymah). Penalty on Spencer Havner: Offensive Holding, 10 yards",0.000,0.040
3,10:32,1,10,GNB 18,14,28,Aaron Rodgers for 5 yards,0.040,0.280
3,10:04,2,5,GNB 23,14,28,Aaron Rodgers sacked by Jared Allen for -2 yards,0.280,-0.790
3,9:28,3,7,GNB 21,14,28,Aaron Rodgers pass complete short right to Jordy Nelson for 10 yards (tackle by Antoine Winfield),-0.790,1.000
3,8:43,1,10,GNB 31,14,28,Aaron Rodgers pass complete short right to Jordy Nelson for 4 yards (tackle by Antoine Winfield),1.000,1.000
3,8:12,2,6,GNB 35,14,28,Ryan Grant middle for 4 yards (tackle by Chad Greenway),1.000,0.830
3,7:27,3,2,GNB 39,14,28,Aaron Rodgers pass complete short middle to Donald Driver for 24 yards (tackle by E.J. Henderson and Cedric Griffin),0.830,3.120
3,6:43,1,10,MIN 37,14,28,Ryan Grant left end for 2 yards (tackle by Madieu Williams),3.120,2.840
3,6:13,2,8,MIN 35,14,28,Aaron Rodgers pass complete short left to Donald Driver for 14 yards (tackle by Cedric Griffin),2.840,4.170
3,5:32,1,10,MIN 21,14,28,Aaron Rodgers sacked by Brian Robison for -4 yards,4.170,3.090
3,4:54,2,14,MIN 25,14,28,Aaron Rodgers pass complete short left to Ryan Grant for 20 yards (tackle by Tyrell Johnson),3.090,6.060
3,4:03,1,5,MIN 5,14,28,Ryan Grant right guard for 4 yards (tackle by E.J. Henderson),6.060,5.910
3,3:34,2,1,MIN 1,14,28,John Kuhn left guard for no gain (tackle by Chad Greenway),5.910,5.170
3,3:04,3,1,MIN 1,14,28,Aaron Rodgers pass complete short right to Jermichael Finley for no gain,5.170,3.550
3,2:18,,,,14,28,Timeout #1 by Green Bay Packers,0.000,3.550
3,2:18,4,1,MIN 1,14,28,Aaron Rodgers pass incomplete short middle intended for Donald Lee,3.550,0.380
3,2:12,1,10,MIN 1,14,28,Jeff Dugan middle for 2 yards (tackle by Ryan Pickett),-0.380,-0.630
3,1:31,2,8,MIN 3,14,28,Brett Favre pass incomplete deep left intended for Bernard Berrian,-0.630,-1.190
3,1:26,3,8,MIN 3,14,28,Brett Favre pass complete short left to Visanthe Shiancoe for 9 yards (tackle by Al Harris),-1.190,-0.350
3,0:55,1,10,MIN 12,14,28,Adrian Peterson left end for 3 yards (tackle by Ryan Pickett),-0.350,-0.500
3,0:15,2,7,MIN 15,14,28,Brett Favre pass complete short middle to Bernard Berrian for 7 yards (tackle by Al Harris),-0.500,0.410
Quarter,Time,Down,ToGo,Location,GNB,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,MIN 22,14,28,Brett Favre pass incomplete short middle intended for Chester Taylor,0.410,-0.130
4,14:55,2,10,MIN 22,14,28,Adrian Peterson right guard for 3 yards (tackle by Ryan Pickett and Johnny Jolly),-0.130,-0.430
4,14:11,3,7,MIN 25,14,28,Brett Favre pass complete short right to Sidney Rice for 12 yards (tackle by Al Harris),-0.430,1.400
4,13:48,1,10,MIN 37,14,28,Sidney Rice pass incomplete,1.400,0.860
4,13:39,2,10,MIN 37,14,28,Brett Favre pass incomplete deep left intended for Sidney Rice,0.860,0.170
4,13:34,3,10,MIN 37,14,28,Brett Favre pass complete short left to Chester Taylor for 5 yards (tackle by Aaron Kampman and Nick Barnett),0.170,-0.590
4,13:00,4,5,MIN 42,14,28,"Chris Kluwe punts 43 yards, fair catch by Jordy Nelson",-0.590,0.220
4,12:53,1,10,GNB 15,14,28,Aaron Rodgers sacked by Jimmy Kennedy for -7 yards,-0.220,-1.290
4,12:33,2,17,GNB 8,14,28,Ryan Grant middle for 10 yards (tackle by Antoine Winfield),-1.290,-1.000
4,11:49,3,7,GNB 18,14,28,DeShawn Wynn right tackle for 6 yards (tackle by Antoine Winfield),-1.000,-1.770
4,11:17,4,1,GNB 24,14,28,"Jeremy Kapinos punts 51 yards, returned by Jaymar Johnson for 24 yards (tackle by DeShawn Wynn)",-1.770,-2.190
4,11:03,1,10,MIN 49,14,28,Adrian Peterson left end for -1 yards (tackle by Charles Woodson),2.190,1.510
4,10:17,2,11,MIN 48,14,28,Adrian Peterson right end for -1 yards (tackle by Ryan Pickett and Aaron Kampman),1.510,0.700
4,9:32,3,12,MIN 47,14,28,Brett Favre pass complete short middle to Chester Taylor for 11 yards (tackle by Nick Barnett),0.700,0.460
4,9:00,4,1,GNB 42,14,28,Chris Kluwe punts 41 yards,0.460,0.380
4,8:49,1,10,GNB 1,14,28,Aaron Rodgers pass complete short right to Ryan Grant for no gain,-0.380,-0.780
4,8:10,2,10,GNB 1,14,28,Ryan Grant middle for no gain (tackle by Antoine Winfield and Chad Greenway),-0.780,-1.420
4,7:25,3,10,GNB 1,14,30,"Aaron Rodgers sacked by Jared Allen for -1 yards, safety",-1.420,-2.000
,,,,,,,"GNB challenged the fumble ruling, and the original play was overturned.",,
4,,,,GNB 20,14,30,"Jeremy Kapinos kicks off 59 yards, returned by Percy Harvin for 19 yards (tackle by Korey Hall)",0.000,1.600
4,7:13,1,10,MIN 40,14,30,Adrian Peterson right guard for no gain (tackle by Ryan Pickett and Nick Barnett),1.600,1.050
4,6:32,2,10,MIN 40,14,30,Brett Favre pass complete short right to Jeff Dugan for 1 yard (tackle by A.J. Hawk),1.050,0.500
4,5:49,3,9,MIN 41,14,30,Chester Taylor left guard for 5 yards (tackle by Nick Barnett),0.500,-0.320
4,5:08,4,4,MIN 46,14,30,Chris Kluwe punts 50 yards,-0.320,0.380
4,4:59,1,10,GNB 4,14,30,Ryan Grant right tackle for 15 yards (tackle by Madieu Williams),-0.380,0.150
4,4:32,1,10,GNB 19,14,30,Aaron Rodgers pass incomplete short left intended for James Jones,0.150,-0.390
4,4:27,2,10,GNB 19,14,30,Aaron Rodgers pass complete short middle to Jermichael Finley for 37 yards (tackle by Jared Allen),-0.390,2.650
4,4:01,1,10,MIN 44,14,30,Aaron Rodgers left end for 11 yards (tackle by Chad Greenway),2.650,3.380
4,3:52,1,10,MIN 33,14,30,Aaron Rodgers pass incomplete short right intended for Jermichael Finley,3.380,2.840
4,3:49,2,10,MIN 33,20,30,"Aaron Rodgers pass complete short middle to Jordy Nelson for 33 yards, touchdown",2.840,7.000
4,,,,,20,30,"Penalty on Kevin Williams: Neutral Zone Infraction, 5 yards",0.000,1.000
4,,,,,20,30,"Two Point Attempt: Aaron Rodgers pass incomplete intended for Ryan Grant, conversion fails",1.000,-1.000
4,,,,GNB 35,20,30,Mason Crosby kicks onside 10 yards,0.000,2.590
4,3:39,1,10,GNB 45,20,30,Adrian Peterson middle for no gain (tackle by Jarius Wynn and B.J. Raji),2.590,2.040
4,3:35,,,,20,30,Timeout #2 by Green Bay Packers,0.000,2.040
4,3:35,2,10,GNB 45,20,30,Adrian Peterson left end for no gain (tackle by Brandon Chillar),2.040,1.360
4,3:27,,,,20,30,Timeout #3 by Green Bay Packers,0.000,1.360
4,3:27,3,10,GNB 45,20,30,Brett Favre pass incomplete deep right intended for Bernard Berrian,1.360,0.270
4,3:20,4,10,GNB 45,20,30,"Chris Kluwe punts 33 yards, muffed catch by Jordy Nelson, recovered by John Kuhn and returned for no gain",0.270,-0.040
4,3:10,1,10,GNB 18,20,30,Aaron Rodgers pass complete short middle to Donald Driver for 10 yards (tackle by Chad Greenway),0.040,0.810
4,2:47,1,10,GNB 28,20,30,Aaron Rodgers pass incomplete deep right intended for Jordy Nelson,0.810,0.260
4,2:41,2,10,GNB 28,20,30,Aaron Rodgers pass complete short right to Donald Lee for -2 yards (tackle by Kevin Williams),0.260,-0.690
4,2:12,3,12,GNB 26,20,30,Aaron Rodgers pass complete short right to James Jones for 34 yards (tackle by E.J. Henderson and Tyrell Johnson),-0.690,2.920
4,2:00,1,10,MIN 40,20,30,"Penalty on Jared Allen: Defensive Offside, 5 yards (no play)",2.920,3.650
4,2:00,1,5,MIN 35,20,30,Aaron Rodgers pass complete short left to Ryan Grant for 17 yards,3.650,4.370
4,1:54,1,10,MIN 18,20,30,Aaron Rodgers sacked by Jared Allen for -5 yards,4.370,3.150
4,1:29,2,15,MIN 23,20,30,Aaron Rodgers pass complete short middle to Donald Lee for 9 yards (tackle by E.J. Henderson),3.150,3.630
4,1:07,3,6,MIN 14,20,30,Aaron Rodgers pass incomplete short right intended for Greg Jennings,3.630,2.530
4,0:59,4,6,MIN 14,23,30,Mason Crosby 31 yard field goal good,2.530,3.000
4,,,,GNB 30,23,30,Mason Crosby kicks onside 9 yards,0.000,2.980
4,0:55,1,10,GNB 39,23,30,Brett Favre kneels for -1 yards,2.980,2.300
4,0:22,2,11,GNB 40,23,30,Brett Favre kneels for -1 yards,2.300,1.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
