Quarter,Time,Down,ToGo,Location,CLE,PIT,Detail,EPB,EPA
1,11:24,1,10,PIT 30,7,7,Duce Staley left tackle for no gain (tackle by Chaun Thompson),0.940,0.390
1,10:50,2,10,PIT 30,7,7,"Penalty on Alvin McKinley: Encroachment, 5 yards (no play)",0.390,1.070
1,10:35,2,5,PIT 35,7,7,Duce Staley middle for 4 yards (tackle by Ebenezer Ekuban and Earl Little),1.070,0.890
1,9:55,3,1,PIT 39,7,7,Duce Staley right guard for 4 yards (tackle by Kevin Bentley and Chris Crocker),0.890,1.800
1,9:16,1,10,PIT 43,7,7,Ben Roethlisberger pass complete to Plaxico Burress for 48 yards (tackle by Anthony Henry),1.800,5.140
1,8:25,1,9,CLE 9,7,7,Duce Staley middle for 3 yards (tackle by Andra Davis and Warrick Holdman),5.140,4.950
1,7:45,2,6,CLE 6,7,13,"Ben Roethlisberger left tackle for 6 yards, touchdown",4.950,7.000
1,7:45,,,CLE 6,7,14,Jeff Reed kicks extra point good,0.000,0.000
1,7:45,,,PIT 30,7,14,"Jeff Reed kicks off 64 yards, returned by Dee Brown for 16 yards (tackle by Verron Haynes)",0.000,0.410
1,7:34,1,10,CLE 22,7,14,William Green left end for 11 yards (tackle by Deshea Townsend and Chris Hope),0.410,1.140
1,7:06,1,10,CLE 33,7,14,Jeff Garcia pass complete to Aaron Shea for 35 yards (tackle by Chris Hope),1.140,3.450
,,,,,,,"PIT challenged the ruling, and the play was upheld.",,
1,6:36,1,10,PIT 32,7,14,Jeff Garcia pass complete to Terrelle Smith for 3 yards (tackle by Chris Hope),3.450,3.310
1,5:54,2,7,PIT 29,7,14,Jeff Garcia pass complete to Andre' Davis for 17 yards (tackle by Chris Hope),3.310,4.780
1,5:14,1,10,PIT 12,7,14,Lee Suggs left end for 1 yard (tackle by Larry Foote),4.780,4.270
1,4:37,2,9,PIT 11,7,14,Jeff Garcia pass incomplete intended for Steve Heiden,4.270,3.290
1,4:30,2,9,PIT 11,7,14,Timeout #1 by Cleveland Browns,4.270,3.290
1,4:30,3,9,PIT 11,7,14,Jeff Garcia pass complete to Dennis Northcutt for 4 yards (tackle by James Farrior),3.290,2.980
1,3:52,4,5,PIT 7,10,14,Phil Dawson 24 yard field goal good,2.980,3.000
1,3:52,,,CLE 30,10,14,"Phil Dawson kicks off 61 yards, returned by Ricardo Colclough for 18 yards (tackle by Michael Lehan)",0.000,0.740
1,3:43,1,10,PIT 27,10,14,Duce Staley left end for 2 yards (tackle by Anthony Henry),0.740,0.470
1,3:07,2,8,PIT 29,10,14,Duce Staley middle for 5 yards (tackle by Andra Davis),0.470,0.430
1,2:29,3,3,PIT 34,10,14,"Ben Roethlisberger pass complete to Antwaan Randle El for 14 yards (tackle by Earl Little). Penalty on Oliver Ross: Unnecessary Roughness, 15 yards (no play)",0.430,-1.650
1,1:45,3,18,PIT 19,10,14,Ben Roethlisberger pass complete to Plaxico Burress for 12 yards (tackle by Daylon McCutcheon),-1.650,-1.310
1,1:45,4,6,PIT 31,10,14,"Chris Gardocki punts 40 yards, returned by Dennis Northcutt for 2 yards (tackle by Russell Stuvaints). Penalty on Lewis Sanders: Offensive Holding, 10 yards",-1.310,-0.340
1,1:13,1,10,CLE 21,10,14,Dennis Northcutt right end for no gain (tackle by Larry Foote),0.340,-0.200
1,1:06,2,10,CLE 21,10,14,Lee Suggs middle for -1 yards (tackle by Clark Haggans),-0.200,-1.020
1,0:26,3,11,CLE 20,10,14,Jeff Garcia pass incomplete intended for Dennis Northcutt (defended by Deshea Townsend),-1.020,-2.030
1,0:22,4,11,CLE 20,10,14,"Derrick Frost punts 38 yards, returned by Antwaan Randle El for 9 yards (tackle by Lewis Sanders)",-2.030,-2.320
1,0:13,1,10,CLE 49,10,14,Ben Roethlisberger pass complete to Hines Ward for 16 yards (tackle by Daylon McCutcheon),2.320,3.380
Quarter,Time,Down,ToGo,Location,CLE,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CLE 33,10,14,Duce Staley left tackle for -1 yards (tackle by Robert Griffith and Kevin Bentley),3.380,2.700
2,14:22,2,11,CLE 34,10,14,Duce Staley left guard for 5 yards (tackle by Warrick Holdman and Earl Little),2.700,2.680
2,13:41,3,6,CLE 29,10,14,Ben Roethlisberger pass incomplete intended for Antwaan Randle El,2.680,1.520
2,13:35,4,6,CLE 29,10,17,Jeff Reed 47 yard field goal good,1.520,3.000
2,13:35,,,PIT 30,10,17,"Jeff Reed kicks off 69 yards, returned by Dee Brown for 18 yards (tackle by Clint Kriewaldt)",0.000,0.150
2,13:25,1,10,CLE 19,10,17,Jeff Garcia pass incomplete intended for Aaron Shea,0.150,-0.390
2,13:19,2,10,CLE 19,10,17,Lee Suggs middle for 11 yards (tackle by Chad Scott and Troy Polamalu),-0.390,0.940
2,12:43,1,10,CLE 30,10,17,Jeff Garcia pass complete to Lee Suggs for 7 yards (tackle by James Farrior),0.940,1.340
2,12:04,2,3,CLE 37,10,17,Lee Suggs middle for 1 yard (tackle by Kimo von Oelhoffen and Clark Haggans),1.340,0.760
2,11:21,3,2,CLE 38,10,17,Jeff Garcia pass incomplete intended for Lee Suggs (defended by Deshea Townsend),0.760,-0.850
2,11:21,4,2,CLE 38,10,17,"Penalty on Warrick Holdman: False Start, 5 yards (no play)",-0.850,-1.180
2,11:17,4,7,CLE 33,10,17,"Derrick Frost punts 37 yards, returned by Antwaan Randle El for -1 yards (tackle by Leigh Bodden)",-1.180,-0.870
2,11:09,1,10,PIT 29,10,17,Ben Roethlisberger pass complete to Plaxico Burress for 12 yards (tackle by Anthony Henry),0.870,1.660
2,10:45,1,10,PIT 41,10,17,Duce Staley right guard for 3 yards (tackle by Kenard Lang),1.660,1.530
2,10:05,2,7,PIT 44,10,17,Duce Staley middle for 4 yards (tackle by Orpheus Roye and Ebenezer Ekuban),1.530,1.360
2,9:21,3,3,PIT 48,10,17,Ben Roethlisberger pass complete to Antwaan Randle El for 14 yards (tackle by Daylon McCutcheon),1.360,3.050
2,8:39,1,10,CLE 38,10,17,Ben Roethlisberger pass incomplete intended for Plaxico Burress (defended by Anthony Henry),3.050,2.510
2,8:33,2,10,CLE 38,10,17,Ben Roethlisberger middle for 1 yard (tackle by Orpheus Roye),2.510,1.950
2,7:45,3,9,CLE 37,10,23,"Ben Roethlisberger pass complete to Plaxico Burress for 37 yards, touchdown",1.950,7.000
2,7:45,,,CLE 37,10,24,Jeff Reed kicks extra point good,0.000,0.000
2,7:45,,,PIT 30,10,24,"Jeff Reed kicks off 63 yards, returned by Dee Brown for 11 yards (tackle by James Harrison). Penalty on Kevin Bentley: Illegal Block Above the Waist, 9 yards",0.000,-0.380
2,7:32,1,10,CLE 9,10,24,Lee Suggs right guard for 6 yards (tackle by Chad Scott and James Farrior),-0.380,-0.280
2,7:01,2,4,CLE 15,10,24,Lee Suggs left end for 6 yards (tackle by Deshea Townsend),-0.280,0.340
2,6:30,1,10,CLE 21,10,24,"Jeff Garcia right end for 10 yards (tackle by James Farrior). Penalty on Troy Polamalu: Unnecessary Roughness, 15 yards",0.340,1.990
2,6:04,1,10,CLE 46,10,24,Jeff Garcia pass complete to Andre' Davis for 23 yards (tackle by Chad Scott),1.990,3.510
2,5:24,1,10,PIT 31,10,24,Lee Suggs left end for 3 yards (tackle by Joey Porter),3.510,3.370
2,4:44,2,7,PIT 28,10,24,Jeff Garcia right end for 9 yards,3.370,4.310
2,4:05,1,10,PIT 19,10,24,Lee Suggs middle for no gain (tackle by Brett Keisel),4.310,3.750
2,3:23,2,10,PIT 19,10,24,Jeff Garcia left tackle for 3 yards (tackle by Kimo von Oelhoffen),3.750,3.410
2,2:48,2,10,PIT 19,10,24,Timeout #2 by Cleveland Browns,3.750,3.410
2,2:48,3,7,PIT 16,10,24,Jeff Garcia pass incomplete intended for Dennis Northcutt,3.410,2.380
2,2:41,4,7,PIT 16,13,24,Phil Dawson 34 yard field goal good,2.380,3.000
2,2:41,,,CLE 30,13,24,"Phil Dawson kicks off 56 yards, returned by Ricardo Colclough for 18 yards (tackle by Eric Westmoreland)",0.000,1.070
2,2:34,1,10,PIT 32,13,24,Duce Staley middle for 4 yards (tackle by Michael Myers),1.070,1.070
2,2:00,2,6,PIT 36,13,24,Verron Haynes right guard for 2 yards (tackle by Chris Crocker and Orpheus Roye),1.070,0.630
2,1:20,3,4,PIT 38,13,24,Ben Roethlisberger pass complete to Hines Ward for 6 yards (tackle by Kevin Bentley),0.630,1.860
2,0:58,1,10,PIT 44,13,24,"Ben Roethlisberger pass incomplete intended for Plaxico Burress. Penalty on Chris Crocker: Illegal Contact, 5 yards (no play)",1.860,2.190
2,0:55,1,10,PIT 49,13,24,Ben Roethlisberger pass incomplete intended for Antwaan Randle El,2.190,1.650
2,0:50,2,10,PIT 49,13,24,Ben Roethlisberger pass complete to Hines Ward for 6 yards (tackle by Daylon McCutcheon),1.650,1.750
2,0:40,2,10,PIT 49,13,24,Timeout #2 by Pittsburgh Steelers,1.650,1.750
2,0:40,3,4,CLE 45,13,24,Ben Roethlisberger pass complete to Antwaan Randle El for 15 yards (tackle by Robert Griffith),1.750,3.580
2,0:34,1,10,CLE 30,13,24,Ben Roethlisberger pass complete to Lee Mays for 6 yards (tackle by Michael Lehan),3.580,3.840
2,0:28,1,10,CLE 30,13,24,Timeout #3 by Pittsburgh Steelers,3.580,3.840
2,0:28,2,4,CLE 24,13,24,Ben Roethlisberger pass incomplete intended for Plaxico Burress (defended by Anthony Henry),3.840,3.140
2,0:24,3,4,CLE 24,13,24,Ben Roethlisberger pass complete to Hines Ward for 16 yards (tackle by Robert Griffith),3.140,5.370
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:04,3,4,CLE 24,13,24,Timeout #3 by Cleveland Browns,3.140,5.370
2,0:04,1,8,CLE 8,13,27,Jeff Reed 26 yard field goal good,5.370,3.000
Quarter,Time,Down,ToGo,Location,CLE,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,13,27,"Jeff Reed kicks off 56 yards, returned by Dee Brown for 16 yards (tackle by Mike Logan)",0.000,0.940
3,14:56,1,10,CLE 30,13,27,Jeff Garcia pass complete to William Green for 3 yards (tackle by Joey Porter and James Farrior),0.940,0.800
3,14:14,2,7,CLE 33,13,27,Jeff Garcia sacked by Aaron Smith for -1 yards,0.800,-0.030
3,13:41,3,8,CLE 32,13,27,Jeff Garcia sacked by Travis Kirschke for -2 yards,-0.030,-1.370
3,13:14,4,10,CLE 30,13,27,"Derrick Frost punts 34 yards, returned by Antwaan Randle El for 1 yard (tackle by Leigh Bodden)",-1.370,-1.400
3,13:07,1,10,PIT 37,13,27,Duce Staley middle for 11 yards (tackle by Anthony Henry and Michael Myers),1.400,2.130
3,12:25,1,10,PIT 48,13,27,Duce Staley middle for 3 yards (tackle by Ebenezer Ekuban and Robert Griffith),2.130,1.990
3,11:49,2,7,CLE 49,13,27,Duce Staley left guard for 16 yards (tackle by Chaun Thompson),1.990,3.380
3,11:07,1,10,CLE 33,13,27,Ben Roethlisberger pass complete to Hines Ward for 12 yards (tackle by Robert Griffith),3.380,4.170
3,10:37,1,10,CLE 21,13,27,Jerome Bettis middle for 8 yards (tackle by Earl Little and Warrick Holdman),4.170,4.950
3,9:53,2,2,CLE 13,13,27,Duce Staley right guard for 9 yards (tackle by Kevin Bentley),4.950,6.280
3,9:12,1,4,CLE 4,13,27,Duce Staley middle for 1 yard (tackle by Ebenezer Ekuban and Orpheus Roye),6.280,5.530
3,8:30,2,3,CLE 3,13,33,"Jerome Bettis middle for 3 yards, touchdown",5.530,7.000
3,8:30,,,CLE 3,13,34,Jeff Reed kicks extra point good,0.000,0.000
3,8:30,,,PIT 30,13,34,"Jeff Reed kicks off 52 yards, returned by Dee Brown for 15 yards (tackle by Verron Haynes)",0.000,1.140
3,8:20,1,10,CLE 33,13,34,William Green left end for 14 yards (tackle by Troy Polamalu),1.140,2.060
3,7:54,1,10,CLE 47,13,34,"Jeff Garcia pass complete to William Green for no gain. Penalty on Ross Verba: Offensive Holding, 10 yards (no play)",2.060,1.400
3,7:26,1,20,CLE 37,13,34,Jeff Garcia pass complete to Quincy Morgan for 15 yards (tackle by Chad Scott),1.400,2.190
3,6:51,2,5,PIT 48,13,34,Lee Suggs left tackle for no gain (tackle by Joey Porter and Casey Hampton),2.190,1.490
3,6:11,3,5,PIT 48,13,34,Jeff Garcia pass complete to Dennis Northcutt for 19 yards (tackle by Troy Polamalu),1.490,3.640
3,5:42,1,10,PIT 29,13,34,Jeff Garcia pass incomplete intended for Lee Suggs (defended by James Farrior),3.640,3.100
3,5:36,2,10,PIT 29,13,34,"Penalty on Ross Verba: False Start, 5 yards (no play)",3.100,2.420
3,5:36,2,15,PIT 34,13,34,Jeff Garcia pass incomplete intended for Andre' Davis,2.420,1.750
3,5:30,3,15,PIT 34,13,34,Jeff Garcia pass complete to Dennis Northcutt for 6 yards (tackle by Deshea Townsend),1.750,1.590
3,4:47,4,9,PIT 28,16,34,Phil Dawson 46 yard field goal good,1.590,3.000
3,4:47,,,CLE 30,16,34,"Phil Dawson kicks off 69 yards, muffed catch by Antwaan Randle El, recovered by Antwaan Randle El at PIT-1 and returned for 15 yards. Penalty on Dan Kreider: Offensive Holding, 8 yards",0.000,-0.380
3,4:37,1,10,PIT 8,16,34,Duce Staley middle for 4 yards (tackle by Andra Davis and Michael Myers),-0.380,-0.490
3,4:02,2,6,PIT 12,16,34,Duce Staley middle for 7 yards (tackle by Andra Davis),-0.490,0.150
3,3:22,1,10,PIT 19,16,34,Jerome Bettis right end for 4 yards (tackle by Andra Davis),0.150,0.210
3,2:41,2,6,PIT 23,16,34,Jerome Bettis right tackle for 1 yard (tackle by Alvin McKinley and Tyrone Rogers),0.210,-0.420
3,1:59,3,5,PIT 24,16,34,Ben Roethlisberger pass complete to Verron Haynes for -1 yards (tackle by Kevin Bentley),-0.420,-1.830
3,1:22,4,6,PIT 23,16,34,Chris Gardocki punts 51 yards,-1.830,-0.670
3,1:09,1,10,CLE 26,16,34,Lee Suggs middle for 3 yards (tackle by Joey Porter),0.670,0.540
3,0:38,2,7,CLE 29,16,34,Jeff Garcia pass incomplete intended for Lee Suggs (defended by Joey Porter),0.540,-0.160
3,0:34,2,7,CLE 29,16,34,Timeout #1 by Cleveland Browns,0.540,-0.160
3,0:34,3,7,CLE 29,16,34,Jeff Garcia pass incomplete intended for Andre' Davis (defended by Troy Polamalu),-0.160,-1.440
3,0:28,4,7,CLE 29,16,34,"Derrick Frost punts 41 yards, fair catch by Antwaan Randle El",-1.440,-0.940
3,0:21,1,10,PIT 30,16,34,Ben Roethlisberger pass complete to Plaxico Burress for 16 yards (tackle by Anthony Henry),0.940,1.990
Quarter,Time,Down,ToGo,Location,CLE,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PIT 46,16,34,Jerome Bettis middle for 3 yards (tackle by Orpheus Roye),1.990,1.860
4,14:19,2,7,PIT 49,16,34,Jerome Bettis middle for 2 yards (tackle by Andra Davis and Tyrone Rogers),1.860,1.420
4,13:35,3,5,CLE 49,16,34,Ben Roethlisberger pass complete to Hines Ward for 5 yards (tackle by Kevin Bentley),1.420,2.650
4,12:56,1,10,CLE 44,16,34,Jerome Bettis middle for -1 yards (tackle by Ebenezer Ekuban),2.650,1.980
4,12:12,2,11,CLE 45,16,34,Jerome Bettis left tackle for 1 yard (tackle by Kenard Lang),1.980,1.420
4,11:30,3,10,CLE 44,16,34,Ben Roethlisberger right end for 9 yards,1.420,1.000
4,10:55,3,10,CLE 44,16,34,Timeout #2 by Cleveland Browns,1.420,1.000
4,10:55,4,1,CLE 35,16,34,Jerome Bettis middle for no gain (tackle by Andra Davis),1.000,-1.270
4,10:50,1,10,CLE 35,16,34,Jeff Garcia pass complete to Lee Suggs for 13 yards (tackle by Joey Porter),1.270,2.130
4,10:23,1,10,CLE 48,16,34,"Penalty on Joaquin Gonzalez: False Start, 5 yards (no play)",2.130,1.800
4,10:10,1,15,CLE 43,16,34,Jeff Garcia pass complete to Andre' Davis for 50 yards (tackle by Chad Scott),1.800,5.600
4,9:38,1,7,PIT 7,16,34,Jeff Garcia pass incomplete intended for Dennis Northcutt,5.600,4.760
4,9:32,2,7,PIT 7,16,34,Lee Suggs left end for no gain (tackle by James Farrior),4.760,3.810
4,8:51,2,7,PIT 7,16,34,Timeout #3 by Cleveland Browns,4.760,3.810
4,8:50,3,7,PIT 7,22,34,"Jeff Garcia pass complete to Andre' Davis for 7 yards, touchdown",3.810,7.000
4,8:50,,,PIT 7,23,34,Phil Dawson kicks extra point good,0.000,0.000
4,8:50,,,CLE 30,23,34,"Phil Dawson kicks off 55 yards, returned by Ricardo Colclough for 15 yards (tackle by Eric Westmoreland)",0.000,0.940
4,8:39,1,10,PIT 30,23,34,Jerome Bettis middle for 3 yards (tackle by Kenard Lang and Alvin McKinley),0.940,0.800
4,7:56,2,7,PIT 33,23,34,Jerome Bettis left end for 6 yards (tackle by Earl Little),0.800,0.890
4,7:13,3,1,PIT 39,23,34,Jerome Bettis right end for -2 yards (tackle by Alvin McKinley and Kevin Bentley),0.890,-0.910
4,6:29,4,3,PIT 37,23,34,"Chris Gardocki punts 50 yards, returned by Dennis Northcutt for 10 yards (tackle by Chidi Iwuoma)",-0.910,-0.480
4,6:18,1,10,CLE 23,23,34,Jeff Garcia pass incomplete intended for Quincy Morgan,0.480,-0.070
4,6:13,2,10,CLE 23,23,34,Jeff Garcia pass complete to Dennis Northcutt for 4 yards (tackle by James Farrior),-0.070,-0.230
4,5:45,3,6,CLE 27,23,34,Jeff Garcia pass complete to Andre' Davis for 4 yards (tackle by Chad Scott),-0.230,-1.310
4,5:16,4,2,CLE 31,23,34,Jeff Garcia right end for 6 yards (tackle by Chris Hope),-1.310,1.400
4,4:47,1,10,CLE 37,23,34,Jeff Garcia pass incomplete intended for Quincy Morgan (defended by Ricardo Colclough),1.400,0.860
4,4:40,2,10,CLE 37,23,34,Jeff Garcia pass incomplete intended for Lee Suggs (defended by Deshea Townsend),0.860,0.170
4,4:36,3,10,CLE 37,23,34,"Jeff Garcia pass incomplete intended for Andre' Davis. Penalty on Chris Hope: Personal Foul, 15 yards (no play)",0.170,2.390
4,4:36,1,10,PIT 48,23,34,"Jeff Garcia for no gain. Jeff Garcia fumbles, recovered by Clark Haggans at CLE-43 (tackle by Jeff Garcia)",2.390,-2.720
4,4:26,1,10,CLE 43,23,34,Jerome Bettis middle for 6 yards (tackle by Alvin McKinley and Kenard Lang),2.720,2.990
4,3:42,2,4,CLE 37,23,34,Jerome Bettis middle for no gain (tackle by Robert Griffith),2.990,2.280
4,3:08,3,4,CLE 37,23,34,"Penalty on Oliver Ross: False Start, 5 yards (no play)",2.280,1.620
4,2:30,3,9,CLE 42,23,34,Verron Haynes left end for 4 yards (tackle by Kevin Bentley and Kenard Lang),1.620,0.720
4,2:10,4,5,CLE 38,23,34,"Chris Gardocki punts 38 yards, touchback",0.720,-0.280
4,2:03,1,10,CLE 20,23,34,Jeff Garcia for 13 yards (tackle by Clark Haggans),0.280,1.140
4,1:53,1,10,CLE 33,23,34,Jeff Garcia pass incomplete intended for Lee Suggs (defended by Troy Polamalu),1.140,0.590
4,1:47,2,10,CLE 33,23,34,Jeff Garcia pass incomplete intended for Andre' Davis,0.590,-0.100
4,1:47,3,10,CLE 33,23,34,Jeff Garcia pass incomplete intended for Andre King (defended by Chad Scott),-0.100,-1.180
4,1:32,4,10,CLE 33,23,34,Jeff Garcia pass complete to Lee Suggs for no gain,-1.180,-3.380
4,1:24,1,10,CLE 33,23,34,Ben Roethlisberger kneels for -1 yards,3.380,2.700
4,0:43,2,11,CLE 34,23,34,Ben Roethlisberger kneels for -1 yards,2.700,1.880
4,0:22,3,12,CLE 35,23,34,Ben Roethlisberger kneels for -1 yards,1.880,0.880
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
