Quarter,Time,Down,ToGo,Location,CLE,GNB,Detail,EPB,EPA
1,10:25,2,8,GNB 44,0,7,Fozzy Whittaker left tackle for 7 yards (tackle by Jamari Lattimore and A.J. Hawk),2.250,2.480
1,9:43,3,1,GNB 37,0,7,Brandon Weeden pass incomplete short right intended for Fozzy Whittaker (defended by Jamari Lattimore),2.480,0.790
1,9:40,4,1,GNB 37,0,7,Brandon Weeden pass incomplete short left intended for Davone Bess is intercepted by Davon House at GNB-33 and returned for 11 yards (tackle by Davone Bess),0.790,-1.860
1,9:33,1,10,GNB 44,0,7,Aaron Rodgers pass incomplete deep left intended for Jordy Nelson,1.860,1.320
1,9:27,2,10,GNB 44,0,7,Aaron Rodgers pass complete short right to Jarrett Boykin for 2 yards (tackle by Chris Owens and Tashaun Gipson),1.320,0.890
1,8:47,3,8,GNB 46,0,7,Aaron Rodgers pass complete short right to Jarrett Boykin for 15 yards (tackle by Chris Owens),0.890,2.980
1,8:08,1,10,CLE 39,0,7,Eddie Lacy left end for 1 yard (tackle by Craig Robertson),2.980,2.580
1,7:28,2,9,CLE 38,0,7,Eddie Lacy right tackle for 6 yards (tackle by Barkevious Mingo),2.580,2.680
1,6:49,3,3,CLE 32,0,7,Aaron Rodgers right end for 5 yards (tackle by T.J. Ward),2.680,3.780
1,6:06,1,10,CLE 27,0,7,Aaron Rodgers pass incomplete short right intended for Andrew Quarless,3.780,3.230
1,6:01,2,10,CLE 27,0,7,Eddie Lacy left tackle for 5 yards (tackle by John Hughes),3.230,3.200
1,5:16,3,5,CLE 22,0,7,Eddie Lacy left tackle for 13 yards (tackle by Tashaun Gipson),3.200,5.140
1,4:32,1,9,CLE 9,0,7,Eddie Lacy right end for 8 yards (tackle by T.J. Ward),5.140,5.910
1,3:48,2,1,CLE 1,0,13,"Eddie Lacy left tackle for 1 yard, touchdown",5.910,7.000
1,3:48,,,CLE 2,0,14,Mason Crosby kicks extra point good,0.000,0.000
1,3:48,,,GNB 35,0,14,"Tim Masthay kicks off 62 yards, returned by Fozzy Whittaker for 31 yards (tackle by Tim Masthay)",0.000,-1.200
1,3:38,1,10,CLE 34,0,14,Brandon Weeden pass incomplete short right intended for Gary Barnidge,1.200,0.660
1,3:35,2,10,CLE 34,0,14,Willis McGahee right end for 5 yards (tackle by Jamari Lattimore and A.J. Hawk),0.660,0.630
1,2:55,3,5,CLE 39,0,14,Brandon Weeden pass complete short left to Jordan Cameron for 4 yards (tackle by Micah Hyde),0.630,-0.520
1,2:27,4,1,CLE 43,0,14,Chris Ogbonnaya left end for 1 yard (tackle by Jerron McMillian),-0.520,1.860
,,,,,,,"GNB challenged the first down ruling, and the play was upheld.",,
1,2:14,1,10,CLE 44,0,14,Brandon Weeden pass incomplete short left intended for Fozzy Whittaker,1.860,1.320
1,2:09,2,10,CLE 44,0,14,Willis McGahee left tackle for no gain (tackle by Jamari Lattimore),1.320,0.630
1,1:27,3,10,CLE 44,0,14,Brandon Weeden pass incomplete short middle intended for Greg Little (defended by Morgan Burnett),0.630,-0.460
1,1:21,4,10,CLE 44,0,14,"Spencer Lanning punts 56 yards, touchback",-0.460,-0.280
1,1:12,1,10,GNB 20,0,14,Aaron Rodgers pass complete short left to Jarrett Boykin for 5 yards (tackle by Craig Robertson),0.280,0.410
1,0:29,2,5,GNB 25,0,14,Eddie Lacy left end for -1 yards (tackle by T.J. Ward),0.410,-0.430
Quarter,Time,Down,ToGo,Location,CLE,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,GNB 24,0,14,"Aaron Rodgers pass complete short middle to Jordy Nelson for 13 yards (tackle by Armonty Bryant). Penalty on Paul Kruger: Personal Foul, 15 yards",-0.430,2.390
2,14:31,1,10,CLE 48,0,14,"Aaron Rodgers pass complete short middle to Jermichael Finley for 22 yards (tackle by Tashaun Gipson). Penalty on Don Barclay: Offensive Holding, 10 yards (no play)",2.390,1.730
2,14:01,1,20,GNB 42,0,14,Eddie Lacy left tackle for no gain (tackle by Paul Kruger),1.730,0.500
2,13:20,2,20,GNB 42,0,14,Aaron Rodgers pass complete short left to Jordy Nelson for 5 yards (tackle by Joe Haden),0.500,0.500
2,13:20,3,15,GNB 47,0,14,"Penalty on Jermichael Finley: False Start, 5 yards (no play)",0.500,-0.160
2,12:18,3,20,GNB 42,0,14,Aaron Rodgers pass complete short right to Jermichael Finley for 11 yards (tackle by D'Qwell Jackson),-0.160,0.130
2,11:45,4,9,CLE 47,0,14,"Tim Masthay punts 35 yards, returned by Davone Bess for no gain",0.130,0.350
2,11:36,1,10,CLE 12,0,14,Chris Ogbonnaya left end for 9 yards (tackle by A.J. Hawk),-0.350,0.420
2,10:58,2,1,CLE 21,0,14,Chris Ogbonnaya right end for no gain (tackle by Morgan Burnett and Andy Mulumba),0.420,-0.370
2,10:19,3,1,CLE 21,0,14,Willis McGahee right guard for 2 yards (tackle by Nate Palmer and M.D. Jennings),-0.370,0.480
2,9:57,1,10,CLE 23,0,14,"Brandon Weeden pass incomplete deep middle intended for Josh Gordon. Penalty on Tramon Williams: Unnecessary Roughness, 15 yards (no play)",0.480,1.470
2,9:57,1,10,CLE 38,0,14,Fozzy Whittaker up the middle for no gain (tackle by Nate Palmer),1.470,0.920
2,9:12,2,10,CLE 38,0,14,Brandon Weeden pass complete short middle to Fozzy Whittaker for 3 yards (tackle by Jamari Lattimore and A.J. Hawk),0.920,0.630
2,8:30,3,7,CLE 41,0,14,Brandon Weeden pass complete short right to Jordan Cameron for 15 yards (tackle by Micah Hyde),0.630,2.650
2,8:04,1,10,GNB 44,0,14,Willis McGahee right end for 6 yards (tackle by M.D. Jennings and A.J. Hawk),2.650,2.920
2,7:26,2,4,GNB 38,0,14,Brandon Weeden pass complete short right to Greg Little for 7 yards (tackle by Davon House),2.920,3.510
2,6:56,1,10,GNB 31,0,14,Willis McGahee right tackle for 2 yards (tackle by Jamari Lattimore and A.J. Hawk),3.510,3.240
2,6:21,2,8,GNB 29,0,14,Brandon Weeden sacked by Mike Daniels for -10 yards,3.240,1.220
2,5:41,3,18,GNB 39,0,14,Brandon Weeden for 11 yards (tackle by Jamari Lattimore),1.220,1.590
2,5:15,4,7,GNB 28,3,14,Billy Cundiff 46 yard field goal good,1.590,3.000
2,5:15,,,CLE 35,3,14,"Billy Cundiff kicks off 53 yards, returned by John Kuhn for 19 yards (tackle by Eric Martin)",0.000,-1.000
2,5:06,1,10,GNB 31,3,14,Eddie Lacy right guard for 7 yards (tackle by T.J. Ward),1.000,1.410
2,4:43,2,3,GNB 38,3,14,Eddie Lacy left end for 1 yard (tackle by D'Qwell Jackson),1.410,0.830
2,4:09,3,2,GNB 39,3,14,Aaron Rodgers pass complete short left to Jordy Nelson for 6 yards (tackle by Joe Haden),0.830,1.930
2,3:42,1,10,GNB 45,3,14,"Aaron Rodgers for 4 yards (tackle by Buster Skrine). Penalty on Craig Robertson: Defensive Holding, 5 yards",1.930,2.520
2,3:13,1,10,CLE 46,3,14,Aaron Rodgers right end for 4 yards (tackle by T.J. Ward),2.520,2.520
2,2:32,2,6,CLE 42,3,14,Eddie Lacy up the middle for 9 yards (tackle by Tashaun Gipson and T.J. Ward),2.520,3.380
2,2:09,1,10,CLE 33,3,14,"Aaron Rodgers pass incomplete short middle intended for Jarrett Boykin (defended by D'Qwell Jackson). Penalty on CLE: Defensive 12 On-field, 5 yards (no play)",3.380,4.110
2,2:06,1,5,CLE 28,3,14,Aaron Rodgers pass complete short middle to Eddie Lacy for 5 yards (tackle by Phil Taylor),4.110,4.040
2,1:59,1,10,CLE 23,3,14,Aaron Rodgers pass incomplete deep left intended for Johnathan Franklin,4.040,3.500
2,1:53,2,10,CLE 23,3,14,Aaron Rodgers pass complete short middle to Myles White for 9 yards (tackle by Craig Robertson),3.500,4.280
2,1:11,3,1,CLE 14,3,14,Johnathan Franklin left tackle for 4 yards (tackle by Barkevious Mingo),4.280,4.910
2,0:48,1,10,CLE 10,3,14,Johnathan Franklin up the middle for 2 yards (tackle by Desmond Bryant),4.910,4.570
2,0:16,2,8,CLE 8,3,14,Aaron Rodgers pass incomplete short left intended for Myles White (defended by Tashaun Gipson),4.570,4.570
2,0:14,2,8,CLE 8,3,14,Timeout #2 by Cleveland Browns,4.570,3.580
2,0:14,3,8,CLE 8,3,14,Aaron Rodgers pass incomplete,3.580,2.950
2,0:06,4,8,CLE 8,3,17,Mason Crosby 26 yard field goal good,2.950,3.000
2,0:06,,,GNB 35,3,17,"Tim Masthay kicks off 58 yards, returned by Fozzy Whittaker for 16 yards (tackle by Micah Hyde)",0.000,1.270
Quarter,Time,Down,ToGo,Location,CLE,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,3,17,"Billy Cundiff kicks off no gain, returned by Johnathan Franklin for 26 yards (tackle by Tank Carder)",0.000,0.670
3,14:53,1,10,GNB 26,3,17,Aaron Rodgers pass complete short middle to Eddie Lacy for 6 yards (tackle by Tashaun Gipson),0.670,0.940
3,14:53,2,4,GNB 32,3,17,Eddie Lacy right end for 6 yards (tackle by Buster Skrine and Phil Taylor),0.940,1.470
3,13:59,1,10,GNB 38,3,17,Aaron Rodgers pass complete short left to Jarrett Boykin for 6 yards (tackle by Chris Owens),1.470,1.730
3,13:28,2,4,GNB 44,3,17,Aaron Rodgers pass complete short left to Jarrett Boykin for 12 yards (tackle by Chris Owens),1.730,2.650
3,12:58,1,10,CLE 44,3,17,Aaron Rodgers pass complete short middle to Jordy Nelson for 17 yards (tackle by Tashaun Gipson),2.650,3.780
3,12:23,1,10,CLE 27,3,17,Eddie Lacy right end for no gain (tackle by John Hughes and Paul Kruger),3.780,3.230
3,11:43,2,10,CLE 27,3,17,Aaron Rodgers pass incomplete short right intended for Eddie Lacy,3.230,2.540
3,11:36,3,10,CLE 27,3,17,Aaron Rodgers sacked by Chris Owens and Paul Kruger for -7 yards,2.540,1.060
3,11:01,4,17,CLE 34,3,17,Mason Crosby 52 yard field goal no good,1.060,-1.730
3,10:56,1,10,CLE 42,3,17,Fozzy Whittaker right end for 5 yards (tackle by Jamari Lattimore),1.730,1.860
3,10:13,2,5,CLE 47,3,17,Brandon Weeden sacked by Jamari Lattimore for -2 yards,1.860,0.890
3,9:34,3,7,CLE 45,3,17,"Penalty on Mitchell Schwartz: False Start, 5 yards (no play)",0.890,0.230
3,9:13,3,12,CLE 40,3,17,Brandon Weeden pass complete short left to Greg Little for 11 yards (tackle by A.J. Hawk),0.230,0.000
3,8:45,4,1,GNB 49,3,17,"Spencer Lanning punts 40 yards, fair catch by Micah Hyde",0.000,0.380
3,8:37,1,10,GNB 9,3,17,Eddie Lacy up the middle for 2 yards (tackle by Ishmaa'ily Kitchen),-0.380,-0.630
3,8:04,2,8,GNB 11,3,17,"Eddie Lacy left end for 6 yards (tackle by Buster Skrine). Penalty on Andrew Quarless: Offensive Holding, 5 yards (no play)",-0.630,-1.000
3,7:35,2,13,GNB 6,3,17,Aaron Rodgers pass incomplete,-1.000,-1.770
3,7:28,3,13,GNB 6,3,17,Aaron Rodgers pass complete short middle to John Kuhn for 8 yards (tackle by Ahtyba Rubin),-1.770,-2.470
3,6:56,4,5,GNB 14,3,17,"Tim Masthay punts 32 yards, fair catch by Travis Benjamin",-2.470,-2.520
3,6:48,1,10,GNB 46,3,17,Brandon Weeden pass complete short middle to Davone Bess for 11 yards (tackle by Tramon Williams and A.J. Hawk),2.520,3.250
3,6:16,1,10,GNB 35,3,17,Brandon Weeden pass incomplete,3.250,2.700
3,6:08,2,10,GNB 35,3,17,"Brandon Weeden sacked by Tramon Williams for -4 yards. Penalty on A.J. Hawk: Face Mask (15 Yards), 15 yards",2.700,3.970
3,5:47,1,10,GNB 24,3,17,MarQueis Gray up the middle for -2 yards (tackle by Johnny Jolly),3.970,3.160
3,5:18,2,12,GNB 26,3,17,Brandon Weeden pass incomplete deep left intended for Josh Gordon (defended by Sam Shields),3.160,3.160
3,5:13,2,12,GNB 26,3,17,Timeout #1 by Cleveland Browns,3.160,2.480
3,5:13,3,12,GNB 26,3,17,Brandon Weeden pass complete short right to Davone Bess for no gain,2.480,1.740
3,5:07,4,12,GNB 26,6,17,Billy Cundiff 44 yard field goal good,1.740,3.000
3,5:07,,,CLE 35,6,17,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
3,5:03,1,10,GNB 20,6,17,Aaron Rodgers pass complete short left to Eddie Lacy for 7 yards (tackle by John Hughes),0.280,0.680
3,4:31,2,3,GNB 27,6,17,Aaron Rodgers pass complete short left to Eddie Lacy for 4 yards (tackle by Tashaun Gipson),0.680,1.000
3,4:02,1,10,GNB 31,6,17,Aaron Rodgers pass incomplete short left intended for Eddie Lacy,1.000,0.460
3,3:50,2,10,GNB 31,6,17,Eddie Lacy right tackle for 3 yards (tackle by Ahtyba Rubin),0.460,0.170
3,3:13,3,7,GNB 34,6,17,Aaron Rodgers pass complete short left to Jermichael Finley for 15 yards (tackle by Craig Robertson),0.170,2.190
3,2:48,1,10,GNB 49,6,17,Aaron Rodgers pass complete short middle to Eddie Lacy for 4 yards (tackle by T.J. Ward),2.190,2.190
3,2:15,2,6,CLE 47,6,17,Aaron Rodgers pass incomplete deep left intended for Jarrett Boykin,2.190,1.490
3,2:08,3,6,CLE 47,6,17,"Aaron Rodgers pass complete deep middle to Jarrett Boykin for 21 yards (tackle by Chris Owens). Penalty on David Bakhtiari: Offensive Holding, 10 yards (no play)",1.490,0.170
3,1:36,3,16,GNB 43,6,17,Aaron Rodgers pass incomplete,0.170,-0.520
3,1:28,4,16,GNB 43,6,17,"Tim Masthay punts 56 yards. Penalty on Andrew Quarless: Ineligible Downfield Kick, 5 yards (no play)",-0.520,-0.850
3,1:16,4,21,GNB 38,6,17,"Tim Masthay punts 23 yards, out of bounds. Penalty on Eric Martin: Unnecessary Roughness, 15 yards",-0.850,-0.540
3,1:10,1,10,CLE 24,6,17,Fozzy Whittaker right end for -4 yards (tackle by Johnny Jolly),0.540,-0.540
3,0:34,2,14,CLE 20,6,17,Brandon Weeden pass complete short middle to Greg Little for 12 yards (tackle by Chris Banjo),-0.540,0.370
Quarter,Time,Down,ToGo,Location,CLE,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,CLE 32,6,17,Brandon Weeden pass complete short middle to Fozzy Whittaker for 10 yards (tackle by Jamari Lattimore),0.370,1.730
4,14:22,1,10,CLE 42,6,17,Brandon Weeden pass complete short middle to Josh Gordon for 7 yards (tackle by A.J. Hawk and Jamari Lattimore),1.730,2.130
4,13:46,2,3,CLE 49,6,17,Willis McGahee right guard for 8 yards (tackle by Jamari Lattimore),2.130,2.720
4,13:15,1,10,GNB 43,6,17,Willis McGahee left end for 6 yards (tackle by B.J. Raji),2.720,2.990
4,12:31,2,4,GNB 37,6,17,Brandon Weeden pass incomplete short middle intended for Davone Bess,2.990,2.280
4,12:27,3,4,GNB 37,6,17,Brandon Weeden pass complete short left to Jordan Cameron for 11 yards (tackle by Micah Hyde),2.280,3.840
4,11:55,1,10,GNB 26,6,17,Brandon Weeden pass incomplete deep left intended for MarQueis Gray,3.840,3.300
4,11:49,2,10,GNB 26,6,17,Brandon Weeden pass incomplete short left intended for Willis McGahee,3.300,2.610
4,11:45,3,10,GNB 26,6,17,"Brandon Weeden pass complete short left to Jordan Cameron for 6 yards (tackle by Chris Banjo). Penalty on CLE: Illegal Formation, 5 yards (no play)",2.610,1.950
4,11:20,3,15,GNB 31,6,17,Brandon Weeden pass incomplete deep right intended for Greg Little,1.950,1.320
4,11:15,4,15,GNB 31,6,17,Brandon Weeden pass incomplete deep left intended for Josh Gordon (defended by Davon House),1.320,-1.000
4,11:09,1,10,GNB 31,6,17,Eddie Lacy left tackle for 3 yards (tackle by Tashaun Gipson),1.000,0.870
4,10:31,2,7,GNB 34,6,17,"Aaron Rodgers pass complete short middle to Jermichael Finley for 10 yards (tackle by T.J. Ward). Penalty on Tashaun Gipson: Unnecessary Roughness, 15 yards",0.870,2.850
4,10:03,1,10,CLE 41,6,17,Eddie Lacy up the middle for 1 yard (tackle by John Hughes and Phil Taylor),2.850,2.440
4,9:25,2,9,CLE 40,6,17,Aaron Rodgers pass complete deep left to Jarrett Boykin for 39 yards (tackle by T.J. Ward),2.440,2.440
4,8:33,2,9,CLE 40,6,17,Timeout #1 by Green Bay Packers,2.440,6.970
4,8:33,1,1,CLE 1,6,23,"Aaron Rodgers pass complete short left to Jordy Nelson for 1 yard, touchdown",6.970,7.000
4,8:33,,,CLE 2,6,24,Mason Crosby kicks extra point good,0.000,0.000
4,8:33,,,GNB 35,6,24,"Tim Masthay kicks off 71 yards, returned by Travis Benjamin for 86 yards (tackle by Micah Hyde)",0.000,-4.240
4,8:18,1,10,GNB 20,6,24,Brandon Weeden pass incomplete short right intended for Chris Ogbonnaya,4.240,3.690
4,8:13,2,10,GNB 20,6,24,Brandon Weeden up the middle for 9 yards (tackle by Sam Shields),3.690,4.590
4,7:41,3,1,GNB 11,6,24,Chris Ogbonnaya right guard for 5 yards (tackle by A.J. Hawk and M.D. Jennings),4.590,5.830
4,7:02,1,6,GNB 6,6,24,Brandon Weeden pass incomplete short middle intended for Josh Gordon,5.830,4.950
4,6:59,2,6,GNB 6,6,24,Willis McGahee left tackle for 2 yards (tackle by Nate Palmer and Tramon Williams),4.950,4.490
4,6:21,3,4,GNB 4,6,24,Brandon Weeden pass incomplete short left intended for Josh Gordon (defended by Davon House),4.490,3.030
4,6:17,4,4,GNB 4,6,24,"Brandon Weeden pass incomplete short left intended for Jordan Cameron. Penalty on Mike Neal: Defensive Offside, 2 yards (no play)",3.030,3.250
4,6:13,4,2,GNB 2,12,24,"Brandon Weeden pass complete short middle to Jordan Cameron for 2 yards, touchdown",3.250,7.000
4,6:13,,,GNB 2,13,24,Billy Cundiff kicks extra point good,0.000,0.000
4,6:13,,,CLE 35,13,24,"Billy Cundiff kicks onside 18 yards. Penalty on Eric Martin: Offside on Free Kick, 5 yards (no play)",0.000,0.000
4,6:13,,,CLE 30,13,24,"Billy Cundiff kicks onside 9 yards. Penalty on Joe Haden: Illegal Touch Kick, Penalty on Johnny Jolly: Unsportsmanlike Conduct, 15 yards",0.000,-1.990
4,6:07,1,10,GNB 46,13,24,Eddie Lacy right guard for 11 yards (tackle by Tashaun Gipson),1.990,2.720
4,5:27,1,10,CLE 43,13,24,Eddie Lacy left end for -2 yards (tackle by Ishmaa'ily Kitchen and D'Qwell Jackson),2.720,1.910
4,4:41,2,12,CLE 45,13,24,"Aaron Rodgers pass incomplete deep left intended for Jarrett Boykin. Penalty on Buster Skrine: Defensive Pass Interference, 21 yards (no play)",1.910,3.970
4,4:36,1,10,CLE 24,13,24,Eddie Lacy right end for 4 yards (tackle by Craig Robertson and T.J. Ward),3.970,3.970
4,3:52,2,6,CLE 20,13,30,"Aaron Rodgers pass complete short right to Jarrett Boykin for 20 yards, touchdown",3.970,7.000
4,3:52,,,CLE 2,13,31,Mason Crosby kicks extra point good,0.000,0.000
4,3:52,,,GNB 35,13,31,"Tim Masthay kicks off 68 yards, returned by Fozzy Whittaker for 56 yards (tackle by Davon House)",0.000,-2.460
4,3:33,1,10,GNB 47,13,31,Brandon Weeden pass complete short middle to Jordan Cameron for 5 yards (tackle by Tramon Williams),2.460,2.590
4,3:06,2,5,GNB 42,13,31,Brandon Weeden pass complete short middle to Jordan Cameron for 4 yards (tackle by Micah Hyde),2.590,2.410
4,2:43,3,1,GNB 38,13,31,Fozzy Whittaker right end for 3 yards (tackle by Jamari Lattimore),2.410,3.250
4,2:22,1,10,GNB 35,13,31,Brandon Weeden pass complete short middle to Jordan Cameron for 14 yards (tackle by Morgan Burnett),3.250,4.170
4,2:00,1,10,GNB 21,13,31,Brandon Weeden pass incomplete short left intended for Jordan Cameron,4.170,3.630
4,1:55,2,10,GNB 21,13,31,Brandon Weeden pass incomplete short right intended for Chris Ogbonnaya,3.630,2.940
4,1:49,3,10,GNB 21,13,31,Brandon Weeden pass complete short left to Josh Gordon for 14 yards (tackle by Davon House),2.940,5.600
4,1:44,1,7,GNB 7,13,31,Brandon Weeden pass incomplete short left intended for Fozzy Whittaker,5.600,4.760
4,1:40,2,7,GNB 7,13,31,Brandon Weeden pass incomplete,4.760,3.810
4,1:31,3,7,GNB 7,13,31,Brandon Weeden pass incomplete short middle intended for Jordan Cameron (defended by Chris Banjo),3.810,2.970
4,1:26,4,7,GNB 7,13,31,Brandon Weeden pass incomplete short left intended for Greg Little,2.970,0.380
4,1:21,1,10,GNB 7,13,31,Eddie Lacy left end for 2 yards (tackle by Tashaun Gipson),-0.380,-0.630
4,0:38,2,8,GNB 9,13,31,Eddie Lacy left end for 2 yards (tackle by Ishmaa'ily Kitchen),-0.630,-0.630
4,0:31,2,8,GNB 9,13,31,Timeout #2 by Cleveland Browns,-0.630,-0.950
4,0:31,3,6,GNB 11,13,31,John Kuhn left end for 4 yards (tackle by T.J. Ward),-0.950,-0.950
4,0:24,3,6,GNB 11,13,31,Timeout #3 by Cleveland Browns,-0.950,-2.440
4,0:24,4,2,GNB 15,13,31,"Tim Masthay punts 44 yards. Penalty on Paul Hazel: Defensive Holding, 10 yards (no play)",-2.440,0.610
4,0:12,1,10,GNB 25,13,31,Aaron Rodgers kneels for -1 yards,0.610,-0.070
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
