Quarter,Time,Down,ToGo,Location,CIN,BAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Ravens won the coin toss and deferred, Bengals to receive the opening kickoff.",,
1,15:00,,,BAL 35,0,0,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,CIN 20,0,0,Andy Dalton pass complete short middle to A.J. Green for 9 yards (tackle by Chykie Brown),0.280,0.950
1,14:29,2,1,CIN 29,0,0,Andy Dalton pass complete short left to Mohamed Sanu for 6 yards (tackle by Asa Jackson),0.950,1.270
1,14:01,1,10,CIN 35,0,0,Giovani Bernard left guard for 4 yards (tackle by Darian Stewart and C.J. Mosley),1.270,1.260
1,13:22,2,6,CIN 39,0,0,Andy Dalton pass incomplete deep right intended for A.J. Green,1.260,0.560
1,13:16,3,6,CIN 39,0,0,"Andy Dalton pass incomplete short middle intended for Mohamed Sanu. Penalty on Jermaine Gresham: False Start, 5 yards (no play)",0.560,-0.100
1,13:16,3,11,CIN 34,0,0,Andy Dalton pass complete short left to Giovani Bernard for 16 yards (tackle by C.J. Mosley),-0.100,2.260
1,12:45,1,10,CIN 50,0,0,Andy Dalton pass complete short right to Giovani Bernard for 4 yards (tackle by Daryl Smith),2.260,2.250
1,12:22,2,6,BAL 46,0,0,Giovani Bernard right guard for 7 yards (tackle by Chris Canty and Haloti Ngata),2.250,2.980
1,11:49,1,10,BAL 39,0,0,A.J. Green left end for 5 yards (tackle by Daryl Smith and Matt Elam),2.980,2.980
1,11:12,1,10,BAL 39,0,0,Timeout #1 by Cincinnati Bengals,2.980,3.120
1,11:12,2,5,BAL 34,0,0,Andy Dalton pass incomplete short right intended for Giovani Bernard,3.120,2.410
1,11:07,3,5,BAL 34,0,0,Andy Dalton pass complete short left to Tyler Eifert for 3 yards (tackle by Jimmy Smith),2.410,1.400
1,10:30,4,2,BAL 31,3,0,Mike Nugent 49 yard field goal good,1.400,3.000
1,10:30,,,CIN 35,3,0,"Mike Nugent kicks off 69 yards, returned by Jacoby Jones for 17 yards (tackle by Taylor Mays). Penalty on Kamar Aiken: Unnecessary Roughness, 6 yards",0.000,0.380
1,10:19,1,10,BAL 7,3,0,Joe Flacco pass incomplete short left intended for Steve Smith,-0.380,-0.780
1,10:13,2,10,BAL 7,3,0,Joe Flacco pass complete short middle to Dennis Pitta for 8 yards (tackle by Terence Newman),-0.780,-0.480
1,9:29,3,2,BAL 15,3,0,"Joe Flacco pass complete short left to Steve Smith for 3 yards (tackle by Leon Hall). Penalty on Leon Hall: Face Mask (15 Yards), 15 yards",-0.480,1.140
1,9:22,1,10,BAL 33,3,0,Bernard Pierce left tackle for 3 yards (tackle by Adam Jones and Emmanuel Lamur),1.140,1.000
1,8:36,2,7,BAL 36,3,0,Justin Forsett left guard for 2 yards (tackle by Carlos Dunlap and Domata Peko),1.000,0.560
1,8:03,3,5,BAL 38,3,0,Joe Flacco pass incomplete short right intended for Steve Smith (defended by Leon Hall),0.560,-0.850
1,7:59,4,5,BAL 38,3,0,"Sam Koch punts 45 yards, fair catch by Brandon Tate",-0.850,0.060
1,7:49,1,10,CIN 17,3,0,Andy Dalton right guard for 3 yards (tackle by C.J. Mosley),-0.060,-0.060
1,7:11,2,7,CIN 20,3,0,Andy Dalton pass complete deep right to Tyler Eifert for 20 yards (tackle by Chykie Brown),-0.060,1.600
1,6:46,1,10,CIN 40,3,0,Andy Dalton up the middle for 2 yards (tackle by Terrell Suggs),1.600,1.320
1,6:22,2,8,CIN 42,3,0,Giovani Bernard right guard for 6 yards (tackle by Darian Stewart and Jimmy Smith),1.320,1.420
1,5:41,3,2,CIN 48,3,0,Andy Dalton left guard for no gain (tackle by DeAngelo Tyson),1.420,-0.190
1,5:41,4,2,CIN 48,3,0,"Kevin Huber punts 33 yards, fair catch by Jacoby Jones",-0.190,-0.150
1,5:05,1,10,BAL 19,3,0,Bernard Pierce right tackle for 3 yards (tackle by Terence Newman),0.150,0.070
1,4:40,2,7,BAL 22,3,0,Joe Flacco pass incomplete short left intended for Kyle Juszczyk,0.070,-0.680
1,4:28,3,7,BAL 22,3,0,Joe Flacco pass incomplete short right intended for Torrey Smith,-0.680,-1.900
1,4:24,4,7,BAL 22,3,0,"Sam Koch punts 52 yards, returned by Adam Jones for 45 yards (tackle by C.J. Mosley)",-1.900,-3.640
1,4:07,1,10,BAL 29,3,0,Andy Dalton pass complete short left to Giovani Bernard for 6 yards (tackle by Darian Stewart),3.640,3.910
1,3:41,2,4,BAL 23,3,0,Andy Dalton pass complete short middle to Tyler Eifert for 14 yards (tackle by Darian Stewart and C.J. Mosley),3.910,5.140
1,3:19,1,9,BAL 9,3,0,Giovani Bernard right guard for 3 yards (tackle by Brandon Williams and Chris Canty),5.140,5.140
1,2:47,1,9,BAL 9,3,0,Timeout #1 by Baltimore Ravens,5.140,4.950
1,2:47,2,6,BAL 6,3,0,Giovani Bernard right guard for 2 yards (tackle by Darian Stewart and Timmy Jernigan),4.950,4.490
1,2:10,3,4,BAL 4,3,0,Andy Dalton up the middle for no gain (tackle by Chris Canty),4.490,3.030
1,1:28,4,4,BAL 4,6,0,Mike Nugent 22 yard field goal good,3.030,3.000
1,1:28,,,CIN 35,6,0,"Mike Nugent kicks off 66 yards, returned by Jacoby Jones for 24 yards (tackle by Taylor Mays)",0.000,-0.480
1,1:16,1,10,BAL 23,6,0,Joe Flacco pass complete short middle to Justin Forsett for 4 yards (tackle by Vontaze Burfict),0.480,0.470
1,0:37,2,6,BAL 27,6,0,Justin Forsett right tackle for 5 yards (tackle by Brandon Thompson),0.470,0.430
1,0:01,3,1,BAL 32,6,0,Joe Flacco pass incomplete short middle intended for Steve Smith (defended by Vontaze Burfict),0.430,-1.240
Quarter,Time,Down,ToGo,Location,CIN,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,BAL 32,6,0,"Sam Koch punts 33 yards, fair catch by Brandon Tate",-1.240,-1.270
2,14:53,1,10,CIN 35,6,0,Andy Dalton pass complete short right to A.J. Green for 8 yards (tackle by Darian Stewart and Jimmy Smith),1.270,1.800
2,14:24,2,2,CIN 43,6,0,Jeremy Hill right guard for 4 yards (tackle by DeAngelo Tyson and Terrell Suggs),1.800,2.060
2,13:50,1,10,CIN 47,6,0,Andy Dalton pass complete short left to Brandon Tate for 7 yards (tackle by Daryl Smith and Chykie Brown),2.060,2.460
2,13:13,2,3,BAL 46,6,0,Jeremy Hill left guard for 8 yards (tackle by Matt Elam),2.460,3.050
2,12:40,1,10,BAL 38,6,0,Andy Dalton pass complete short right to Mohamed Sanu for 11 yards (tackle by Asa Jackson),3.050,3.780
2,12:11,1,10,BAL 27,6,0,Jeremy Hill left guard for 3 yards (tackle by Terrell Suggs and Jimmy Smith),3.780,3.640
2,11:31,2,7,BAL 24,6,0,"Andy Dalton pass complete short left to Giovani Bernard for -1 yards (tackle by Daryl Smith). Penalty on C.J. Mosley: Unnecessary Roughness, 13 yards",3.640,4.780
2,11:08,1,10,BAL 12,6,0,Giovani Bernard left end for 2 yards (tackle by Brandon Williams),4.780,4.450
2,10:25,2,8,BAL 10,6,0,Andy Dalton pass incomplete short middle intended for Jermaine Gresham (defended by Pernell McPhee),4.450,4.450
2,10:21,2,8,BAL 10,6,0,Timeout #2 by Cincinnati Bengals,4.450,3.480
2,10:21,3,8,BAL 10,6,0,Andy Dalton pass incomplete short middle intended for A.J. Green,3.480,2.760
2,10:16,4,8,BAL 10,9,0,Mike Nugent 28 yard field goal good,2.760,3.000
2,10:16,,,CIN 35,9,0,"Mike Nugent kicks off 72 yards, returned by Jacoby Jones for 47 yards (tackle by Mike Nugent)",0.000,-1.600
2,10:05,1,10,BAL 40,9,0,Joe Flacco pass incomplete deep middle intended for Steve Smith,1.600,1.050
2,10:00,2,10,BAL 40,9,0,Joe Flacco pass incomplete deep right intended for Torrey Smith,1.050,0.370
2,9:53,3,10,BAL 40,9,0,"Joe Flacco pass incomplete short right intended for Torrey Smith. Penalty on Terence Newman: Defensive Pass Interference, 15 yards (no play)",0.370,2.590
2,9:45,1,10,CIN 45,9,0,Bernard Pierce left guard for 6 yards (tackle by Brandon Thompson),2.590,2.850
2,9:20,2,4,CIN 39,9,0,Bernard Pierce left guard for 6 yards (tackle by Reggie Nelson),2.850,3.380
2,8:45,1,10,CIN 33,9,0,Bernard Pierce left tackle for -4 yards (tackle by Vontaze Burfict),3.380,2.300
2,8:07,2,14,CIN 37,9,0,Joe Flacco pass incomplete short middle intended for Jacoby Jones (defended by Wallace Gilberry),2.300,1.620
2,8:02,3,14,CIN 37,9,0,Joe Flacco pass incomplete short right intended for Marlon Brown,1.620,0.790
2,7:56,4,14,CIN 37,9,0,Justin Tucker 55 yard field goal no good,0.790,-1.930
2,7:51,1,10,CIN 45,9,0,Giovani Bernard left guard for no gain (tackle by Daryl Smith and Terrell Suggs),1.930,1.380
2,7:16,2,10,CIN 45,9,0,Andy Dalton pass incomplete short left intended for Giovani Bernard (defended by Haloti Ngata),1.380,1.380
2,7:12,2,10,CIN 45,9,0,Timeout #3 by Cincinnati Bengals,1.380,0.700
2,7:12,3,10,CIN 45,9,0,Andy Dalton pass complete short left to Jermaine Gresham for 12 yards (tackle by Daryl Smith and Haloti Ngata),0.700,2.720
2,6:30,1,10,BAL 43,9,0,Andy Dalton pass complete short left to Mohamed Sanu for 13 yards (tackle by Chykie Brown),2.720,3.580
2,6:07,1,10,BAL 30,9,0,Giovani Bernard right end for -4 yards (tackle by Terrell Suggs),3.580,2.490
2,5:28,2,14,BAL 34,9,0,Andy Dalton pass incomplete deep right intended for Brandon Tate (defended by Jimmy Smith),2.490,1.820
2,5:21,3,14,BAL 34,9,0,Andy Dalton pass complete short left to Mohamed Sanu for 6 yards (tackle by Asa Jackson),1.820,1.590
2,4:42,4,8,BAL 28,12,0,Mike Nugent 46 yard field goal good,1.590,3.000
2,4:42,,,CIN 35,12,0,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.280
2,4:36,1,10,BAL 20,12,0,"Bernard Pierce right guard for 3 yards (tackle by Vontaze Burfict). Bernard Pierce fumbles (forced by Vontaze Burfict), recovered by Vontaze Burfict at BAL-23 (tackle by Bernard Pierce)",0.280,-4.040
2,4:30,1,10,BAL 23,12,0,"Andy Dalton right end for 1 yard (tackle by Daryl Smith). Penalty on Russell Bodine: Offensive Holding, 10 yards (no play)",4.040,3.380
2,4:13,1,20,BAL 33,12,0,Andy Dalton pass complete short right to Brandon Tate for 4 yards (tackle by Asa Jackson),3.380,2.690
2,3:40,2,16,BAL 29,12,0,Andy Dalton pass complete short middle to Jermaine Gresham for 4 yards (tackle by Daryl Smith),2.690,2.540
2,2:52,3,12,BAL 25,12,0,Andy Dalton pass complete short middle to Brandon Tate for 5 yards (tackle by C.J. Mosley),2.540,2.120
2,2:11,4,7,BAL 20,15,0,Mike Nugent 38 yard field goal good,2.120,3.000
2,2:11,,,CIN 35,15,0,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.280
2,2:07,1,10,BAL 20,15,0,Joe Flacco pass complete short middle to Owen Daniels for 6 yards (tackle by Vontaze Burfict),0.280,0.540
2,2:00,2,4,BAL 26,15,0,Joe Flacco pass complete short right to Torrey Smith for 15 yards (tackle by George Iloka),0.540,1.660
