Quarter,Time,Down,ToGo,Location,BAL,TEN,Detail,EPB,EPA
1,1:38,1,10,BAL 25,0,10,Lamar Jackson left end for no gain (tackle by Desmond King),0.610,0.060
1,0:56,2,10,BAL 25,0,10,J.K. Dobbins right tackle for 3 yards (tackle by Rashaan Evans and DaQuan Jones),0.060,-0.230
1,0:14,3,7,BAL 28,0,10,Lamar Jackson pass complete deep right to Mark Andrews for 17 yards (tackle by Kenny Vaccaro),-0.230,1.930
Quarter,Time,Down,ToGo,Location,BAL,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,BAL 45,0,10,Lamar Jackson right end for 3 yards (tackle by Kevin Byard),1.930,1.790
2,14:21,2,7,BAL 48,0,10,Lamar Jackson pass complete short left to Willie Snead for 5 yards (tackle by Malcolm Butler),1.790,1.750
2,13:39,3,2,TEN 47,0,10,Gus Edwards left end for 5 yards (tackle by Kenny Vaccaro),1.750,2.790
2,13:00,1,10,TEN 42,0,10,J.K. Dobbins left tackle for no gain (tackle by David Long and Harold Landry),2.790,2.240
2,12:18,2,10,TEN 42,0,10,Lamar Jackson pass complete deep right to Marquise Brown for 28 yards (tackle by Adoree' Jackson),2.240,4.650
2,11:32,1,10,TEN 14,0,10,Lamar Jackson pass incomplete short right intended for Mark Andrews (defended by Malcolm Butler),4.650,4.000
2,11:27,2,10,TEN 14,0,10,Lamar Jackson left end for 4 yards (tackle by Desmond King and Rashaan Evans),4.000,3.820
2,10:41,3,6,TEN 10,0,10,Lamar Jackson sacked by Brooks Reed for -5 yards,3.820,2.440
2,10:02,4,11,TEN 15,3,10,Justin Tucker 33 yard field goal good,2.440,3.000
2,9:59,,,BAL 35,3,10,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,9:59,1,10,TEN 25,3,10,Derrick Henry left tackle for 1 yard (tackle by Derek Wolfe and Brandon Williams),0.610,0.200
2,9:16,2,9,TEN 26,3,10,"Ryan Tannehill pass complete short left to MyCole Pruitt for 4 yards (tackle by Chuck Clark). Penalty on Jimmy Smith: Illegal Use of Hands, 5 yards (no play)",0.200,1.000
2,8:57,1,10,TEN 31,3,10,Derrick Henry right tackle for no gain (tackle by Malik Harrison and Pernell McPhee),1.000,0.460
2,8:17,2,10,TEN 31,3,10,Ryan Tannehill pass complete short right to Geoff Swaim for 5 yards (tackle by DeShon Elliott),0.460,0.430
2,7:27,3,5,TEN 36,3,10,Ryan Tannehill sacked by Derek Wolfe for -7 yards,0.430,-1.440
2,6:43,4,12,TEN 29,3,10,Brett Kern punts 53 yards out of bounds,-1.440,-0.040
2,6:35,1,10,BAL 18,3,10,Lamar Jackson pass complete short left to Marquise Brown for 9 yards (tackle by Adoree' Jackson),0.040,0.820
2,6:11,2,1,BAL 27,3,10,Gus Edwards left tackle for 8 yards (tackle by Kevin Byard and Malcolm Butler),0.820,1.270
2,5:30,1,10,BAL 35,3,10,Lamar Jackson right guard for 1 yard (tackle by Nick Dzubnar),1.270,0.860
2,4:43,2,9,BAL 36,3,10,Marquise Brown left end for 15 yards (tackle by Harold Landry). Penalty on Wyatt Ray: Defensive Offside (Declined),0.860,2.320
2,4:18,1,10,TEN 49,3,10,Lamar Jackson sacked by Matt Dickerson for -1 yards,2.320,1.650
2,3:32,2,11,BAL 50,3,10,J.K. Dobbins right tackle for 2 yards (tackle by Harold Landry),1.650,1.220
2,2:45,3,9,TEN 48,9,10,"Lamar Jackson up the middle for 48 yards, touchdown",1.220,7.000
2,2:32,,,TEN 15,10,10,Justin Tucker kicks extra point good,0.000,0.000
2,2:32,,,BAL 35,10,10,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,2:32,1,10,TEN 25,10,10,Ryan Tannehill pass complete short middle to Ryan Tannehill for -10 yards (tackle by Jihad Ward),0.610,-1.430
2,2:00,2,20,TEN 15,10,10,Ryan Tannehill pass incomplete short right intended for A.J. Brown,-1.430,-2.350
2,1:55,3,20,TEN 15,10,10,Jeremy McNichols up the middle for 4 yards (tackle by Pernell McPhee),-2.350,-2.140
2,1:51,,,,,,Timeout #1 by Baltimore Ravens,,
2,1:51,4,16,TEN 19,10,10,Brett Kern punts 50 yards out of bounds,-2.140,-1.000
2,1:44,1,10,BAL 31,10,10,Lamar Jackson pass incomplete short left intended for Dez Bryant,1.000,0.460
2,1:41,2,10,BAL 31,10,10,Lamar Jackson sacked by Harold Landry for no gain,0.460,-0.230
2,0:58,3,10,BAL 31,10,10,Lamar Jackson pass complete short right to Marquise Brown for 19 yards (tackle by David Long),-0.230,2.260
2,0:37,1,10,BAL 50,10,10,Lamar Jackson pass complete short left to J.K. Dobbins for -6 yards (tackle by Rashaan Evans),2.260,0.900
2,0:29,,,,,,Timeout #2 by Baltimore Ravens,,
2,0:29,2,16,BAL 44,10,10,Lamar Jackson sacked by DaQuan Jones for -8 yards,0.900,-0.820
2,0:19,,,,,,Timeout #1 by Tennessee Titans,,
2,0:19,3,24,BAL 36,10,10,"J.K. Dobbins right tackle for 8 yards (tackle by Jeffery Simmons). Penalty on Dez Bryant: Unnecessary Roughness, 15 yards",-0.820,-1.440
2,0:12,4,31,BAL 29,10,10,"Sam Koch punts 43 yards, fair catch by Kalif Raymond at TEN-28. Penalty on Daren Bates: Defensive Holding, 5 yards (no play)",-1.440,1.200
2,0:05,1,10,BAL 34,10,10,Lamar Jackson kneels for -1 yards,1.200,0.520
Quarter,Time,Down,ToGo,Location,BAL,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,10,10,"Stephen Gostkowski kicks off 62 yards, returned by Devin Duvernay for 20 yards (tackle by Nick Westbrook-Ikhine)",0.000,0.480
3,14:55,1,10,BAL 23,10,10,Lamar Jackson pass complete short right to Patrick Ricard for 11 yards (tackle by Adoree' Jackson),0.480,1.200
3,14:21,1,10,BAL 34,10,10,Lamar Jackson pass complete short left to Mark Andrews for 4 yards (tackle by Adoree' Jackson),1.200,1.200
3,13:46,2,6,BAL 38,10,10,Lamar Jackson left end for 10 yards (tackle by Rashaan Evans and Kenny Vaccaro),1.200,2.130
3,12:59,1,10,BAL 48,10,10,Lamar Jackson up the middle for -1 yards (tackle by Jeffery Simmons),2.130,1.450
3,12:25,2,11,BAL 47,10,10,J.K. Dobbins left end for 9 yards (tackle by Desmond King and Kevin Byard),1.450,1.950
3,11:46,3,2,TEN 44,10,10,Lamar Jackson right end for 23 yards (tackle by Adoree' Jackson),1.950,4.170
3,11:07,1,10,TEN 21,10,10,Lamar Jackson pass complete short left to Patrick Ricard for 6 yards (tackle by Malcolm Butler),4.170,4.550
3,10:27,2,4,TEN 15,10,10,Lamar Jackson up the middle for 2 yards (tackle by DaQuan Jones),4.550,4.240
3,9:46,3,2,TEN 13,10,10,Lamar Jackson pass complete short right to Patrick Ricard for 9 yards (tackle by Harold Landry),4.240,6.280
3,9:05,1,4,TEN 4,16,10,"J.K. Dobbins left tackle for 4 yards, touchdown",6.280,7.000
3,9:01,,,TEN 15,17,10,Justin Tucker kicks extra point good,0.000,0.000
3,9:01,,,BAL 35,17,10,"Justin Tucker kicks off 66 yards, returned by Darrynton Evans for 25 yards (tackle by Jordan Richards)",0.000,0.540
3,8:55,1,10,TEN 24,17,10,Derrick Henry left end for 2 yards (tackle by Pernell McPhee),0.540,0.270
3,8:11,2,8,TEN 26,17,10,Derrick Henry up the middle for 4 yards (tackle by Patrick Queen),0.270,0.100
3,7:24,3,4,TEN 30,17,10,Ryan Tannehill pass complete short right to Cameron Batson for 6 yards (tackle by Marcus Peters),0.100,1.330
3,6:42,1,10,TEN 36,17,10,Ryan Tannehill pass complete short left to Derrick Henry for 7 yards (tackle by DeShon Elliott),1.330,1.740
3,6:07,2,3,TEN 43,17,10,Darrynton Evans left tackle for 1 yard (tackle by Justin Madubuike),1.740,1.160
3,5:24,3,2,TEN 44,17,10,Ryan Tannehill pass incomplete short right intended for Corey Davis (defended by Marlon Humphrey),1.160,-0.460
3,5:16,4,2,TEN 44,17,10,"Brett Kern punts 49 yards, fair catch by Devin Duvernay at BAL-7",-0.460,0.380
3,5:09,1,10,BAL 7,17,10,Marquise Brown left end for 4 yards (tackle by Malcolm Butler),-0.380,-0.490
3,4:36,2,6,BAL 11,17,10,Lamar Jackson pass complete short right to Mark Andrews for 3 yards (tackle by Desmond King),-0.490,-0.600
3,3:55,3,3,BAL 14,17,10,Lamar Jackson up the middle for -2 yards (tackle by Harold Landry and Jeffery Simmons),-0.600,-2.490
3,3:21,4,5,BAL 12,17,10,"Sam Koch punts 48 yards, returned by Kalif Raymond for 2 yards (tackle by Tyus Bowser and Devin Duvernay)",-2.490,-1.730
3,3:11,1,10,TEN 42,17,10,"Ryan Tannehill pass complete deep right to A.J. Brown for 18 yards (tackle by Marcus Peters). Penalty on Derek Wolfe: Roughing the Passer, 15 yards",1.730,3.910
3,2:50,1,10,BAL 25,17,10,Derrick Henry right tackle for 3 yards (tackle by Calais Campbell and Tyus Bowser),3.910,3.770
3,2:13,2,7,BAL 22,17,10,Ryan Tannehill pass complete short left to Nick Westbrook-Ikhine for 12 yards (tackle by DeShon Elliott and Marlon Humphrey),3.770,4.910
3,1:37,1,10,BAL 10,17,10,Derrick Henry up the middle for 2 yards (tackle by Brandon Williams and Derek Wolfe),4.910,4.570
3,0:56,2,8,BAL 8,17,10,Ryan Tannehill pass complete short middle to A.J. Brown for 3 yards (tackle by Patrick Queen),4.570,4.260
3,0:11,3,5,BAL 5,17,10,Ryan Tannehill pass complete short right to Derrick Henry for -2 yards (tackle by L.J. Fort),4.260,2.970
Quarter,Time,Down,ToGo,Location,BAL,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,7,BAL 7,17,13,Stephen Gostkowski 25 yard field goal good,2.970,3.000
4,14:56,,,TEN 35,17,13,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
4,14:56,1,10,BAL 25,17,13,Lamar Jackson pass complete deep left to Marquise Brown for 17 yards (tackle by Adoree' Jackson),0.610,1.730
4,14:17,1,10,BAL 42,17,13,Lamar Jackson left end for 1 yard (tackle by Harold Landry),1.730,1.320
4,13:39,2,9,BAL 43,17,13,Lamar Jackson pass complete short left to Marquise Brown for 20 yards (tackle by Kenny Vaccaro),1.320,3.120
4,13:05,1,10,TEN 37,17,13,Gus Edwards right guard for 3 yards (tackle by Rashaan Evans),3.120,2.980
4,12:24,2,7,TEN 34,17,13,Lamar Jackson pass incomplete short right intended for Patrick Ricard,2.980,2.280
4,12:21,3,7,TEN 34,17,13,Lamar Jackson pass incomplete deep right intended for Marquise Brown,2.280,1.060
4,12:16,4,7,TEN 34,17,13,Justin Tucker 52 yard field goal no good,1.060,-1.730
4,12:11,1,10,TEN 42,17,13,Derrick Henry right guard for no gain (tackle by Matt Judon),1.730,1.190
4,11:33,2,10,TEN 42,17,13,Ryan Tannehill pass complete short right to A.J. Brown for 10 yards (tackle by Marcus Peters),1.190,2.390
4,10:52,1,10,BAL 48,17,13,Derrick Henry left tackle for 8 yards (tackle by Derek Wolfe),2.390,2.930
4,10:13,2,2,BAL 40,17,13,Ryan Tannehill pass incomplete deep left intended for A.J. Brown,2.930,2.210
4,10:10,3,2,BAL 40,17,13,Ryan Tannehill pass incomplete short left intended for Jonnu Smith (defended by DeShon Elliott),2.210,0.590
4,10:06,4,2,BAL 40,17,13,"Brett Kern punts 25 yards, fair catch by Devin Duvernay at BAL-15",0.590,0.220
4,10:00,1,10,BAL 15,17,13,J.K. Dobbins right end for 12 yards (tackle by Adoree' Jackson),-0.220,0.740
4,9:29,1,10,BAL 27,17,13,Lamar Jackson pass complete short left to Marquise Brown for 9 yards (tackle by David Long),0.740,1.410
4,8:51,2,1,BAL 36,17,13,J.K. Dobbins up the middle for 2 yards (tackle by David Long and Rashaan Evans),1.410,1.470
4,8:08,1,10,BAL 38,17,13,Lamar Jackson pass complete short left to Mark Andrews for 17 yards (tackle by Harold Landry and Kenny Vaccaro),1.470,2.590
4,7:20,1,10,TEN 45,17,13,Lamar Jackson up the middle for 14 yards (tackle by Kenny Vaccaro),2.590,3.510
4,6:42,1,10,TEN 31,17,13,Lamar Jackson sacked by Harold Landry for no gain,3.510,2.970
4,6:02,2,10,TEN 31,17,13,Gus Edwards right guard for 4 yards (tackle by Rashaan Evans and David Long),2.970,2.810
4,5:16,3,6,TEN 27,17,13,Lamar Jackson pass complete short left to Willie Snead for 4 yards (tackle by Desmond King),2.810,2.050
4,4:28,4,2,TEN 23,17,13,"Lamar Jackson pass complete short right to J.K. Dobbins for 3 yards (tackle by Rashaan Evans). Penalty on Willie Snead: Offensive Pass Interference, 10 yards (no play)",2.050,1.150
4,4:23,4,12,TEN 33,20,13,Justin Tucker 51 yard field goal good,1.150,3.000
4,4:19,,,BAL 35,20,13,"Justin Tucker kicks off 65 yards, returned by Darrynton Evans for 21 yards (tackle by Anthony Averett)",0.000,0.340
4,4:13,1,10,TEN 21,20,13,Ryan Tannehill pass complete short middle to Derrick Henry for 6 yards (tackle by Tyus Bowser),0.340,0.610
4,3:50,2,4,TEN 27,20,13,Derrick Henry up the middle for 3 yards (tackle by Calais Campbell and Derek Wolfe),0.610,0.300
4,3:11,3,1,TEN 30,20,13,Derrick Henry up the middle for no gain (tackle by Jihad Ward and Chuck Clark),0.300,-1.370
4,2:41,4,1,TEN 30,20,13,Ryan Tannehill up the middle for 2 yards (tackle by Jihad Ward),-1.370,1.070
4,2:10,1,10,TEN 32,20,13,Ryan Tannehill pass complete short right to Nick Westbrook-Ikhine for 5 yards (tackle by Marcus Peters),1.070,1.200
4,2:00,2,5,TEN 37,20,13,"Ryan Tannehill pass deep right intended for Kalif Raymond is intercepted by Marcus Peters at BAL-40 and returned for 13 yards Penalty on BAL: Taunting, 15 yards",1.200,-1.470
4,1:50,1,10,BAL 38,20,13,Lamar Jackson pass incomplete deep right intended for Marquise Brown,1.470,0.920
4,1:45,2,10,BAL 38,20,13,Lamar Jackson right tackle for 33 yards (tackle by Kevin Byard),0.920,3.640
4,1:37,,,,,,Timeout #1 by Tennessee Titans,,
4,1:37,1,10,TEN 29,20,13,Gus Edwards up the middle for 5 yards (tackle by Kenny Vaccaro),3.640,3.780
4,1:32,,,,,,Timeout #2 by Tennessee Titans,,
4,1:32,2,5,TEN 24,20,13,Gus Edwards right tackle for 4 yards (tackle by Kenny Vaccaro and Rashaan Evans),3.780,3.600
4,1:25,,,,,,Timeout #3 by Tennessee Titans,,
4,1:25,3,1,TEN 20,20,13,Gus Edwards right guard for 5 yards (tackle by Larrell Murchison and Kevin Byard),3.600,4.580
4,0:39,1,10,TEN 15,20,13,Lamar Jackson kneels for -1 yards,4.580,3.810
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
