Quarter,Time,Down,ToGo,Location,STL,ARI,Detail,EPB,EPA
2,1:22,3,2,ARI 31,14,14,Ryan Lindley pass complete short right to Michael Floyd for 5 yards (tackle by Trumaine Johnson). Penalty on Michael Brockers: Defensive Offside (Declined),0.300,1.330
2,1:16,1,10,ARI 36,14,14,Ryan Lindley pass complete short middle to William Powell for 10 yards (tackle by Cortland Finnegan),1.330,1.990
2,0:54,1,10,ARI 46,14,14,Ryan Lindley pass complete short left to Andre Roberts for 2 yards (tackle by Craig Dahl),1.990,0.000
2,0:46,,,,14,14,Timeout #2 by Arizona Cardinals,0.000,1.720
2,0:46,2,8,ARI 48,14,14,Ryan Lindley pass complete short left to Rob Housler for 7 yards (tackle by Jo-Lonn Dunbar),1.720,1.950
2,0:41,3,1,STL 45,14,14,Ryan Lindley up the middle for 1 yard (tackle by Michael Brockers),1.950,2.650
2,0:23,1,10,STL 44,14,14,Ryan Lindley pass complete short right to Michael Floyd for 5 yards (tackle by Jo-Lonn Dunbar),2.650,2.780
2,0:16,2,5,STL 39,14,14,Ryan Lindley pass complete short middle to William Powell for 25 yards (tackle by Janoris Jenkins),2.780,4.650
2,0:07,1,10,STL 14,14,14,Ryan Lindley pass incomplete short right intended for Andre Roberts,4.650,4.000
2,0:03,2,10,STL 14,14,17,Jay Feely 32 yard field goal good,4.000,3.000
Quarter,Time,Down,ToGo,Location,STL,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 35,14,17,"Greg Zuerlein kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,ARI 20,14,17,Chris Wells left tackle for 5 yards (tackle by James Laurinaitis),0.280,0.410
3,14:29,2,5,ARI 25,14,17,William Powell right tackle for 11 yards (tackle by Michael Brockers and James Laurinaitis),0.410,1.330
3,13:53,1,10,ARI 36,14,17,Chris Wells right tackle for 4 yards (tackle by James Laurinaitis),1.330,1.330
3,13:14,2,6,ARI 40,14,17,Ryan Lindley pass complete short right to William Powell for 9 yards (tackle by Cortland Finnegan and James Laurinaitis),1.330,2.190
3,12:38,1,10,ARI 49,14,17,William Powell left tackle for 2 yards (tackle by Rocky McIntosh and Jo-Lonn Dunbar),2.190,1.920
3,12:01,2,8,STL 49,14,17,Ryan Lindley pass incomplete short right intended for Andre Roberts (defended by Quintin Mikell),1.920,1.220
3,11:56,3,8,STL 49,14,17,"Ryan Lindley pass complete short right to Michael Floyd for 7 yards (tackle by Quintin Mikell). Penalty on Robert Quinn: Defensive Offside, 5 yards (no play)",1.220,1.880
3,11:24,3,3,STL 44,14,17,Ryan Lindley pass incomplete short middle intended for Larry Fitzgerald. Penalty on Rob Housler: Offensive Pass Interference (Declined),1.880,0.330
3,11:17,4,3,STL 44,14,17,"Dave Zastudil punts 36 yards, fair catch by Austin Pettis",0.330,0.380
3,11:11,1,10,STL 8,14,17,Steven Jackson right tackle for 46 yards (tackle by Kerry Rhodes),-0.380,2.520
3,10:31,1,10,ARI 46,14,17,Daryl Richardson up the middle for 9 yards (tackle by Quentin Groves),2.520,3.190
3,10:06,2,1,ARI 37,20,17,"Sam Bradford pass complete deep left to Chris Givens for 37 yards, touchdown",3.190,7.000
3,10:06,,,ARI 2,21,17,Greg Zuerlein kicks extra point good,0.000,0.000
3,9:58,,,STL 35,21,17,"Greg Zuerlein kicks off 71 yards, returned by William Powell for 25 yards (tackle by Quintin Mikell)",0.000,0.150
3,9:54,1,10,ARI 19,21,17,Ryan Lindley pass complete short right to Andre Roberts for 12 yards (tackle by Cortland Finnegan),0.150,1.000
3,9:16,1,10,ARI 31,21,17,Chris Wells up the middle for -1 yards (tackle by Rocky McIntosh and James Laurinaitis),1.000,0.320
3,8:37,2,11,ARI 30,21,17,Ryan Lindley pass incomplete deep middle intended for Larry Fitzgerald is intercepted by Craig Dahl at 50 and returned for 38 yards (tackle by Daryn Colledge),0.320,-4.780
3,8:24,1,10,ARI 12,21,17,Steven Jackson up the middle for 4 yards (tackle by Paris Lenon),4.780,4.830
3,7:44,2,6,ARI 8,21,17,"Steven Jackson left tackle for 7 yards (tackle by Daryl Washington). Penalty on Rodger Saffold: Offensive Holding, 10 yards (no play)",4.830,3.310
3,7:15,2,16,ARI 18,21,17,"Sam Bradford sacked by Quentin Groves for -8 yards. Sam Bradford fumbles (forced by Quentin Groves), recovered by Sam Bradford at ARI-20",3.310,2.480
3,6:37,3,18,ARI 20,21,17,Daryl Richardson up the middle for 3 yards (tackle by Daryl Washington),2.480,2.310
3,6:37,4,15,ARI 17,21,17,Greg Zuerlein 35 yard field goal no good,2.310,-0.610
3,5:53,1,10,ARI 25,21,17,Ryan Lindley sacked by Rocky McIntosh for -1 yards,0.610,-0.070
3,5:53,2,11,ARI 24,21,17,Chris Wells left tackle for no gain (tackle by Kendall Langford),-0.070,-0.760
3,4:38,3,11,ARI 24,21,17,Ryan Lindley pass incomplete short middle intended for William Powell (defended by Kendall Langford),-0.760,-1.770
3,4:32,4,11,ARI 24,21,17,"Dave Zastudil punts 49 yards, returned by Austin Pettis for 1 yard (tackle by Justin Bethel)",-1.770,-0.810
3,4:23,1,10,STL 28,21,17,Daryl Richardson left tackle for 7 yards (tackle by Quentin Groves),0.810,1.210
3,3:49,2,3,STL 35,21,17,Daryl Richardson left tackle for 7 yards (tackle by Gregory Toler),1.210,1.730
3,3:13,1,10,STL 42,21,17,Sam Bradford pass incomplete,1.730,1.190
3,3:05,2,10,STL 42,21,17,Sam Bradford pass incomplete deep left intended for Brian Quick,1.190,0.500
3,2:58,3,10,STL 42,21,17,Sam Bradford pass incomplete short right intended for Austin Pettis,0.500,-0.590
3,2:51,4,10,STL 42,21,17,"John Hekker punts 48 yards, returned by Patrick Peterson for 12 yards (tackle by Rocky McIntosh)",-0.590,-0.410
3,2:39,1,10,ARI 22,27,17,"Ryan Lindley pass incomplete deep left intended for Larry Fitzgerald is intercepted by Janoris Jenkins at ARI-39 and returned for 39 yards, touchdown",0.410,-7.000
3,,,,ARI 2,28,17,Greg Zuerlein kicks extra point good,0.000,0.000
3,2:28,,,STL 35,28,17,"Greg Zuerlein kicks off 67 yards, returned by William Powell for 18 yards (tackle by Quinton Pointer)",0.000,-0.140
3,2:22,1,10,ARI 16,28,17,Chris Wells right tackle for 2 yards (tackle by Jo-Lonn Dunbar),-0.140,-0.350
3,1:44,2,8,ARI 18,28,17,Ryan Lindley pass complete short middle to Rob Housler for 7 yards (tackle by Cortland Finnegan and Jo-Lonn Dunbar),-0.350,-0.200
3,1:08,3,1,ARI 25,28,17,Chris Wells left tackle for no gain (tackle by Eugene Sims and James Laurinaitis),-0.200,-1.700
3,0:22,4,1,ARI 25,28,17,"Dave Zastudil punts 51 yards, fair catch by Austin Pettis",-1.700,-0.540
3,0:14,1,10,STL 24,28,17,Steven Jackson up the middle for 3 yards (tackle by Adrian Wilson),0.540,0.400
Quarter,Time,Down,ToGo,Location,STL,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,STL 27,28,17,Steven Jackson up the middle for 4 yards (tackle by Quentin Groves),0.400,0.230
4,14:25,3,3,STL 31,28,17,Steven Jackson up the middle for 2 yards (tackle by Quentin Groves and Daryl Washington),0.230,-1.180
4,13:38,4,1,STL 33,28,17,"John Hekker punts 43 yards, out of bounds",-1.180,-0.540
4,13:30,1,10,ARI 24,28,17,Ryan Lindley pass incomplete deep left intended for Rob Housler,0.540,0.000
4,13:23,2,10,ARI 24,28,17,Ryan Lindley pass complete short right to Andre Roberts for 5 yards (tackle by James Laurinaitis),0.000,-0.030
4,12:43,3,5,ARI 29,28,17,Ryan Lindley pass incomplete short right intended for Andre Roberts,-0.030,-1.440
4,12:38,4,5,ARI 29,28,17,"Dave Zastudil punts 54 yards, returned by Austin Pettis for 10 yards (tackle by Michael Adams)",-1.440,-0.740
4,12:26,1,10,STL 27,28,17,Steven Jackson left end for 9 yards (tackle by Paris Lenon),0.740,1.410
4,12:26,2,1,STL 36,28,17,"Penalty on Robert Turner: False Start, 5 yards (no play)",1.410,0.740
4,11:32,2,6,STL 31,28,17,Steven Jackson up the middle for 5 yards (tackle by Kerry Rhodes and Daryl Washington),0.740,0.700
4,11:32,3,1,STL 36,28,17,Steven Jackson right tackle for 15 yards (tackle by Kerry Rhodes),0.700,2.320
4,10:20,1,10,ARI 49,28,17,Daryl Richardson left tackle for 5 yards (tackle by Patrick Peterson),2.320,2.460
4,9:37,2,5,ARI 44,28,17,Daryl Richardson up the middle for -1 yards (tackle by Dan Williams),2.460,1.620
4,8:51,3,6,ARI 45,28,17,Sam Bradford pass complete deep left to Chris Givens for 22 yards (tackle by Kerry Rhodes),1.620,4.040
4,8:19,1,10,ARI 23,28,17,"Steven Jackson up the middle for 1 yard (tackle by Ronald Talley). Penalty on Ronald Talley: Unnecessary Roughness, 11 yards",4.040,4.840
4,7:39,1,10,ARI 11,28,17,Steven Jackson right tackle for 3 yards (tackle by Daryl Washington and Ronald Talley),4.840,4.700
4,6:58,2,7,ARI 8,28,17,Steven Jackson up the middle for 6 yards (tackle by Daryl Washington),4.700,5.120
4,6:18,3,1,ARI 2,28,17,Steven Jackson right tackle for no gain (tackle by Kerry Rhodes),5.120,0.000
4,5:32,,,,28,17,Timeout #1 by St. Louis Rams,0.000,3.250
4,5:32,4,1,ARI 2,31,17,Greg Zuerlein 19 yard field goal good,3.250,3.000
4,5:27,,,STL 35,31,17,"Greg Zuerlein kicks off 65 yards, touchback",0.000,0.280
4,5:27,1,10,ARI 20,31,17,Ryan Lindley pass complete short right to Andre Roberts for 5 yards (tackle by Cortland Finnegan),0.280,0.410
4,5:05,2,5,ARI 25,31,17,Ryan Lindley pass complete short left to Rob Housler for 7 yards (tackle by James Laurinaitis),0.410,1.070
4,4:45,1,10,ARI 32,31,17,Ryan Lindley pass complete to William Powell for 5 yards (tackle by James Laurinaitis),1.070,1.200
4,4:27,2,5,ARI 37,31,17,Ryan Lindley pass complete short left to Andre Roberts for 20 yards (tackle by Quintin Mikell),1.200,2.720
4,4:03,1,10,STL 43,31,17,Ryan Lindley pass complete to Michael Floyd for 15 yards (tackle by Trumaine Johnson),2.720,3.710
4,3:56,1,10,STL 28,31,17,"Ryan Lindley pass incomplete intended for LaRon Byrd. Penalty on Jo-Lonn Dunbar: Unnecessary Roughness, 14 yards",3.710,4.650
4,3:45,1,10,STL 14,31,17,Ryan Lindley pass incomplete intended for Andre Roberts,4.650,4.000
4,3:40,2,10,STL 14,31,17,Ryan Lindley pass incomplete short middle intended for William Powell,4.000,3.110
4,3:35,3,10,STL 14,31,17,Ryan Lindley pass complete to William Powell for 4 yards (tackle by Trumaine Johnson),3.110,2.790
4,3:00,4,6,STL 10,31,17,Ryan Lindley pass incomplete short right intended for Larry Fitzgerald is intercepted by James Laurinaitis at STL-8 and returned for 18 yards (tackle by Ryan Lindley),2.790,-0.670
4,2:49,1,10,STL 26,31,17,Steven Jackson up the middle for 1 yard (tackle by Dan Williams and Patrick Peterson),0.670,0.270
4,2:44,2,9,STL 27,31,17,Steven Jackson up the middle for -1 yards (tackle by Dan Williams),0.270,-0.560
4,2:41,3,10,STL 26,31,17,"Daryl Richardson right tackle for no gain. Penalty on Scott Wells: Offensive Holding, 10 yards (no play)",-0.560,-2.230
4,2:33,3,20,STL 16,31,17,Daryl Richardson left tackle for 2 yards (tackle by Dan Williams),-2.230,-2.240
4,2:28,4,18,STL 18,31,17,"John Hekker punts 36 yards, returned by Patrick Peterson for 21 yards (tackle by Jacob McQuaide)",-2.240,-3.380
4,2:19,1,10,STL 33,31,17,Ryan Lindley pass complete short right to Andre Roberts for 12 yards (tackle by James Laurinaitis),3.380,4.170
4,2:00,1,10,STL 21,31,17,Ryan Lindley pass incomplete deep right intended for Larry Fitzgerald,4.170,3.630
4,1:55,2,10,STL 21,31,17,Ryan Lindley pass incomplete deep right intended for William Powell,3.630,2.940
4,1:49,3,10,STL 21,31,17,Ryan Lindley pass complete short right to Michael Floyd for 10 yards (tackle by Bradley Fletcher),2.940,4.840
4,1:44,1,10,STL 11,31,17,Ryan Lindley sacked by William Hayes for -10 yards,4.840,2.940
4,1:19,2,20,STL 21,31,17,Ryan Lindley pass incomplete short left intended for Larry Fitzgerald,2.940,2.280
4,1:14,3,20,STL 21,31,17,Ryan Lindley pass complete short right to William Powell for 10 yards (tackle by Bradley Fletcher),2.280,2.700
4,0:49,4,10,STL 11,31,17,Ryan Lindley pass complete short right to Rob Housler for 8 yards (tackle by Jo-Lonn Dunbar),2.700,0.380
4,0:44,1,10,STL 3,31,17,Sam Bradford kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
