Quarter,Time,Down,ToGo,Location,STL,SFO,Detail,EPB,EPA
2,7:12,2,10,SFO 20,3,3,Frank Gore middle for 4 yards (tackle by Victor Adeyanju),-0.270,-0.430
2,6:58,3,6,SFO 24,3,3,Alex Smith pass incomplete short middle intended for Bryan Gilmore,-0.430,-1.770
2,6:52,4,6,SFO 24,3,3,"Andy Lee punts 46 yards, returned by Shaun McDonald for 30 yards (tackle by Michael Robinson)",-1.770,-2.920
2,6:39,1,10,SFO 40,3,3,Stephen Davis middle for 6 yards (tackle by Jeff Ulbrich),2.920,3.180
2,6:01,2,4,SFO 34,3,3,Marc Bulger pass complete deep right to Joe Klopfenstein for 11 yards (tackle by Mark Roman),3.180,4.040
2,5:27,1,10,SFO 23,3,3,Marc Bulger pass complete short right to Stephen Davis for 2 yards (tackle by Brandon Moore),4.040,3.770
2,4:51,2,8,SFO 21,3,3,Stephen Davis right guard for 2 yards (tackle by Bryant Young),3.770,3.340
2,4:11,3,6,SFO 19,3,3,Marc Bulger pass complete short middle to Kevin Curtis for 6 yards (tackle by Mike Adams),3.340,4.710
2,3:36,,,,3,3,Timeout #1 by San Francisco 49ers,0.000,4.710
2,3:36,1,10,SFO 13,3,3,Steven Jackson left tackle for 11 yards (tackle by Brandon Moore),4.710,6.740
2,3:00,1,2,SFO 2,3,3,Steven Jackson right guard for -1 yards (tackle by Isaac Sopoaga),6.740,5.530
2,2:21,2,3,SFO 3,9,3,"Marc Bulger pass complete short right to Torry Holt for 3 yards, touchdown",5.530,7.000
2,,,,SFO 2,10,3,Jeff Wilkins kicks extra point good,0.000,0.000
2,,,,STL 30,10,3,"Jeff Wilkins kicks off 61 yards, returned by Maurice Hicks for 19 yards (tackle by Madison Hedgecock)",0.000,0.810
2,2:10,1,10,SFO 28,10,3,Alex Smith pass incomplete short right intended for Arnaz Battle,0.810,0.260
2,2:05,2,10,SFO 28,10,3,Alex Smith pass complete short left to Frank Gore for 13 yards (tackle by Pisa Tinoisamoa),0.260,1.660
2,1:58,1,10,SFO 41,10,3,Alex Smith pass incomplete short right intended for Frank Gore (defended by Leonard Little),1.660,1.120
2,1:51,2,10,SFO 41,10,3,Frank Gore left tackle for 7 yards (tackle by Will Witherspoon),1.120,1.360
2,1:19,3,3,SFO 48,10,3,Alex Smith pass incomplete deep middle intended for Antonio Bryant,1.360,-0.190
2,1:10,4,3,SFO 48,10,3,Andy Lee punts 46 yards,-0.190,0.380
2,0:57,1,10,STL 6,10,3,Stephen Davis middle for 2 yards (tackle by Brandon Moore),-0.380,-0.630
2,0:15,2,8,STL 8,10,3,Marc Bulger kneels for -1 yards,-0.630,-1.300
Quarter,Time,Down,ToGo,Location,STL,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 30,10,3,"Jeff Wilkins kicks off 63 yards, returned by Maurice Hicks for 59 yards (tackle by Tye Hill)",0.000,3.310
3,14:49,1,10,STL 34,10,3,Frank Gore left tackle for 2 yards (tackle by Will Witherspoon),3.310,3.040
3,14:12,2,8,STL 32,10,9,"Frank Gore middle for 32 yards, touchdown",3.040,7.000
3,,,,STL 2,10,10,Joe Nedney kicks extra point good,0.000,0.000
3,,,,SFO 30,10,10,"Joe Nedney kicks off 71 yards, returned by Kevin Curtis for 21 yards (tackle by Marcus Hudson)",0.000,0.280
3,13:59,1,10,STL 20,10,10,Marc Bulger sacked by Manny Lawson for -12 yards,0.280,-1.660
3,13:31,2,22,STL 8,10,10,Steven Jackson middle for 2 yards (tackle by Melvin Oliver),-1.660,-2.590
3,12:47,3,20,STL 10,10,10,Marc Bulger pass complete short left to Steven Jackson for 19 yards (tackle by Tony Parrish),-2.590,-1.440
3,12:09,4,1,STL 29,10,10,"Matt Turk punts 41 yards, fair catch by Arnaz Battle",-1.440,-0.940
3,12:00,1,10,SFO 30,10,10,--,0.940,0.610
3,12:00,1,15,SFO 25,10,10,Frank Gore right end for 3 yards (tackle by Will Witherspoon),0.610,0.120
3,11:31,2,12,SFO 28,10,10,Alex Smith pass complete short right to Chris Hetherington for no gain,0.120,-0.560
3,10:54,3,12,SFO 28,10,16,"Alex Smith pass complete deep right to Antonio Bryant for 72 yards, touchdown",-0.560,7.000
3,,,,STL 2,10,17,Joe Nedney kicks extra point good,0.000,0.000
3,,,,SFO 30,10,17,"Joe Nedney kicks off 59 yards, returned by J.R. Reed for 17 yards (tackle by T.J. Slaughter)",0.000,0.810
3,10:36,1,10,STL 28,10,17,Steven Jackson left guard for 5 yards (tackle by Derek Smith),0.810,0.940
3,9:53,2,5,STL 33,10,17,Marc Bulger pass complete short left to Torry Holt for 3 yards (tackle by Walt Harris),0.940,0.630
3,9:08,3,2,STL 36,10,17,"Penalty on Todd Steussie: False Start, 5 yards (no play)",0.630,-0.030
3,8:47,3,7,STL 31,10,17,Marc Bulger pass complete deep right to Isaac Bruce for 19 yards (tackle by Shawntae Spencer),-0.030,2.260
3,8:19,1,10,,10,17,Marc Bulger pass incomplete deep middle intended for Torry Holt,2.260,1.710
3,8:11,2,10,,10,17,Steven Jackson left end for 13 yards (tackle by Jeff Ulbrich),1.710,3.120
3,7:34,1,10,SFO 37,10,17,Steven Jackson right tackle for 2 yards (tackle by Mark Roman),3.120,2.840
3,7:13,2,8,SFO 35,10,17,Marc Bulger pass complete short left to Kevin Curtis for 5 yards (tackle by Walt Harris),2.840,2.810
3,6:21,3,3,SFO 30,10,17,Marc Bulger pass complete short middle to Kevin Curtis for 2 yards (tackle by Chad Williams),2.810,1.720
3,5:30,4,1,SFO 28,10,17,Marc Bulger pass complete short left to Torry Holt for 2 yards (tackle by Mike Adams),1.720,3.840
3,4:54,,,,10,17,Timeout #1 by St. Louis Rams,0.000,3.840
3,4:54,1,10,SFO 26,10,17,Marc Bulger pass incomplete short left intended for Madison Hedgecock,3.840,3.300
3,4:49,2,10,SFO 26,10,17,Steven Jackson left end for -2 yards (tackle by Manny Lawson),3.300,2.350
3,4:08,3,12,SFO 28,10,17,Marc Bulger pass incomplete short right intended for Isaac Bruce,2.350,1.590
3,4:02,4,12,SFO 28,10,17,Jeff Wilkins 46 yard field goal no good,1.590,-1.330
3,3:58,1,10,SFO 36,10,17,Frank Gore middle for 1 yard (tackle by Will Witherspoon),1.330,0.930
3,3:23,2,9,SFO 37,10,17,Alex Smith pass complete short left to Antonio Bryant for 9 yards (tackle by Fakhir Brown),0.930,1.990
3,2:55,,,,10,17,Timeout #1 by San Francisco 49ers,0.000,1.990
3,2:55,1,10,SFO 46,10,17,Frank Gore left tackle for 9 yards (tackle by Fakhir Brown),1.990,2.670
3,2:15,2,1,STL 45,10,17,Frank Gore middle for 8 yards (tackle by Jimmy Kennedy),2.670,3.120
3,1:34,1,10,STL 37,10,17,Frank Gore right guard for 7 yards (tackle by Corey Chavous),3.120,3.520
3,0:57,2,3,STL 30,10,17,Michael Robinson middle for 1 yard (tackle by Will Witherspoon and Travis Fisher),3.520,2.940
3,0:14,3,2,STL 29,10,17,Frank Gore right end for -4 yards (tackle by Leonard Little),2.940,1.160
Quarter,Time,Down,ToGo,Location,STL,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,6,STL 33,10,17,"Penalty on La'Roi Glover: Encroachment, 5 yards (no play)",1.160,1.720
4,15:00,4,1,STL 28,10,17,Joe Nedney 46 yard field goal no good,1.720,-1.330
4,14:56,1,10,STL 36,10,17,Marc Bulger pass incomplete short middle intended for Torry Holt,1.330,0.790
4,14:49,2,10,STL 36,10,17,"Steven Jackson right end for 4 yards (tackle by Tony Parrish). Penalty on Isaac Bruce: Offensive Holding, 10 yards",0.790,-0.020
4,14:23,2,16,STL 30,10,17,Marc Bulger pass complete deep left to Isaac Bruce for 23 yards (tackle by Mike Adams),-0.020,2.460
4,13:57,1,10,SFO 47,10,17,Marc Bulger pass incomplete deep left intended for Torry Holt (defended by Walt Harris),2.460,1.910
4,13:48,2,10,SFO 47,10,17,Steven Jackson left guard for 7 yards (tackle by Jeff Ulbrich),1.910,2.150
4,13:11,3,3,SFO 40,10,17,Marc Bulger pass complete deep left to Joe Klopfenstein for 23 yards (tackle by Walt Harris),2.150,4.440
4,12:28,1,10,SFO 17,10,17,Marc Bulger pass complete short left to Isaac Bruce for 2 yards (tackle by Walt Harris),4.440,4.150
4,11:50,2,8,SFO 15,10,17,Steven Jackson right tackle for 2 yards (tackle by Bryant Young),4.150,3.680
4,11:11,3,6,SFO 13,10,17,Marc Bulger sacked by Chad Williams for -9 yards,3.680,1.990
4,11:06,4,15,SFO 22,13,17,Jeff Wilkins 40 yard field goal good,1.990,3.000
4,,,,STL 30,13,17,"Jeff Wilkins kicks off 54 yards, returned by Michael Robinson for 19 yards (tackle by Madison Hedgecock)",0.000,1.270
4,10:56,1,10,SFO 35,13,17,Frank Gore middle for 3 yards (tackle by Jimmy Kennedy and Dexter Coakley),1.270,1.130
4,10:20,2,7,SFO 38,13,17,Alex Smith pass complete short right to Arnaz Battle for 14 yards,1.130,2.390
4,9:43,1,10,STL 48,13,17,Frank Gore middle for 3 yards (tackle by O.J. Atogwe),2.390,2.250
4,9:02,2,7,STL 45,13,17,Alex Smith pass incomplete short right intended for Frank Gore (defended by Brandon Chillar),2.250,1.550
4,8:57,3,7,STL 45,13,17,Alex Smith pass incomplete short left intended for Antonio Bryant,1.550,0.270
4,8:53,4,7,STL 45,13,17,"Andy Lee punts 34 yards, fair catch by Shaun McDonald",0.270,0.370
4,8:46,1,10,STL 11,13,17,Steven Jackson right tackle for 11 yards (tackle by Mark Roman),-0.370,0.410
4,8:13,1,10,STL 22,13,17,"Marc Bulger sacked by Marques Douglas for -6 yards. Marc Bulger fumbles (forced by Marques Douglas), recovered by Isaac Sopoaga at STL-17 (tackle by Todd Steussie)",0.410,-4.440
4,8:03,1,10,STL 17,13,17,Frank Gore right tackle for -3 yards (tackle by Leonard Little and Corey Chavous),4.440,3.490
4,7:21,2,13,STL 20,13,17,Alex Smith pass complete short middle to Antonio Bryant for 16 yards (tackle by Travis Fisher),3.490,6.280
4,6:36,1,4,STL 4,13,17,Alex Smith right end for 1 yard (tackle by Leonard Little),6.280,5.530
4,6:12,2,3,STL 3,13,17,Frank Gore middle for 1 yard (tackle by O.J. Atogwe),5.530,4.950
4,5:26,,,,13,17,Timeout #2 by San Francisco 49ers,0.000,4.950
4,5:26,3,2,STL 2,13,17,Alex Smith pass incomplete short right intended for Antonio Bryant,4.950,3.250
4,5:23,4,2,STL 2,13,20,Joe Nedney 20 yard field goal good,3.250,3.000
4,,,,SFO 30,13,20,"Joe Nedney kicks off 71 yards, returned by J.R. Reed for 40 yards (tackle by Tony Parrish)",0.000,1.530
4,5:14,1,10,STL 39,13,20,Marc Bulger pass complete short right to Steven Jackson for 2 yards (tackle by Walt Harris),1.530,1.260
4,4:36,2,8,STL 41,13,20,Marc Bulger sacked by Bryant Young for 0 yards,1.260,0.560
4,3:53,3,8,STL 41,13,20,Marc Bulger pass incomplete short right intended for Kevin Curtis (defended by Shawntae Spencer),0.560,-0.650
4,3:45,4,8,STL 41,13,20,"Matt Turk punts 44 yards, fair catch by Arnaz Battle",-0.650,0.220
4,3:38,1,10,SFO 15,13,20,Frank Gore right end for 7 yards (tackle by Fakhir Brown),-0.220,0.350
4,3:32,2,3,SFO 22,13,20,Frank Gore middle for 2 yards (tackle by Anthony Hargrove),0.350,-0.270
4,2:47,3,1,SFO 24,13,20,Frank Gore middle for 1 yard (tackle by Dexter Coakley),-0.270,0.610
4,2:43,,,,13,20,Timeout #2 by St. Louis Rams,0.000,0.610
4,2:43,1,10,SFO 25,13,20,Frank Gore middle for 4 yards (tackle by Will Witherspoon),0.610,0.600
4,2:00,2,6,SFO 29,13,20,Frank Gore middle for 10 yards (tackle by O.J. Atogwe),0.600,1.530
4,1:54,,,,13,20,Timeout #3 by St. Louis Rams,0.000,1.530
4,1:54,1,10,SFO 39,13,20,Frank Gore middle for 4 yards (tackle by Dexter Coakley),1.530,1.530
4,1:10,2,6,SFO 43,13,20,Alex Smith kneels for -1 yards,1.530,0.700
4,0:29,3,7,SFO 42,13,20,Alex Smith kneels for -1 yards,0.700,-0.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
