Quarter,Time,Down,ToGo,Location,IND,MIA,Detail,EPB,EPA
1,9:00,1,5,MIA 19,0,0,Ricky Williams left tackle for 4 yards (tackle by Rob Morris),0.530,0.550
1,8:50,2,1,MIA 23,0,0,Brian Griese pass incomplete intended for Randy McMichael,0.550,-0.320
1,8:40,3,1,MIA 23,0,0,Ricky Williams up the middle for 2 yards (tackle by Walt Harris and Raheem Brock),-0.320,0.610
1,8:40,1,10,MIA 25,0,0,Brian Griese pass incomplete intended for Derrius Thompson (defended by Walt Harris),0.610,0.060
1,8:16,2,10,MIA 25,0,0,Ricky Williams up the middle for no gain (tackle by Rob Morris),0.060,-0.620
1,7:35,3,10,MIA 25,0,0,Brian Griese pass incomplete intended for Derrius Thompson,-0.620,-1.700
1,6:55,4,10,MIA 25,0,0,"Matt Turk punts 46 yards, fair catch by Troy Walters",-1.700,-0.870
1,6:34,1,10,IND 29,0,0,Peyton Manning pass complete to Brandon Stokley for 9 yards (tackle by Terrell Buckley),0.870,1.540
1,6:34,2,1,IND 38,0,0,Edgerrin James right tackle for no gain (tackle by Zach Thomas),1.540,0.830
1,5:31,3,1,IND 38,0,0,Edgerrin James right guard for 7 yards (tackle by Zach Thomas and Patrick Surtain),0.830,1.930
1,4:55,1,10,IND 45,0,0,Edgerrin James up the middle for no gain (tackle by Junior Seau),1.930,1.380
1,4:22,2,10,IND 45,0,0,Peyton Manning pass complete to Marvin Harrison for 9 yards (tackle by Patrick Surtain),1.380,1.880
1,3:42,3,1,MIA 46,0,0,Edgerrin James right guard for no gain (tackle by Junior Seau),1.880,0.200
1,3:22,4,1,MIA 46,0,0,Edgerrin James up the middle for no gain (tackle by Tim Bowens),0.200,-2.060
1,2:47,1,10,MIA 47,0,0,Ricky Williams right guard for 3 yards (tackle by Marcus Washington and Mike Doss),2.060,1.920
1,2:20,2,7,IND 50,0,0,Brian Griese pass complete to Randy McMichael for 46 yards (tackle by Nick Harper),1.920,6.280
1,1:36,1,4,IND 4,0,0,Ricky Williams up the middle for 1 yard (tackle by Rob Morris),6.280,5.530
1,1:03,2,3,IND 3,0,6,"Ricky Williams left guard for 3 yards, touchdown",5.530,7.000
1,,,,IND 2,0,7,Olindo Mare kicks extra point good,0.000,0.000
1,,,,MIA 30,0,7,"Olindo Mare kicks off 69 yards, returned by Troy Walters for 20 yards (tackle by Shawn Wooden)",0.000,0.340
1,0:35,1,10,IND 21,0,7,Edgerrin James right end for 3 yards (tackle by Morlon Greenwood),0.340,0.210
1,0:01,2,7,IND 24,0,7,Peyton Manning pass incomplete intended for Reggie Wayne,0.210,-0.490
Quarter,Time,Down,ToGo,Location,IND,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,IND 24,0,7,Peyton Manning pass incomplete intended for Marvin Harrison,-0.490,-1.770
2,14:55,4,7,IND 24,0,7,"Hunter Smith punts 51 yards, returned by Sam Simmons for 20 yards (tackle by Donald Strickland)",-1.770,-1.930
2,14:42,1,10,MIA 45,0,7,Brian Griese pass complete to Ricky Williams for 1 yard (tackle by Dwight Freeney),1.930,1.520
2,14:04,2,9,MIA 46,0,7,Ricky Williams right tackle for 6 yards (tackle by Marcus Washington),1.520,1.620
2,13:25,3,3,IND 48,0,7,"Brian Griese sacked by Dwight Freeney for -9 yards. Brian Griese fumbles (forced by Dwight Freeney), recovered by Brad Scioli at MIA-46 (tackle by Todd Perry)",1.620,-2.590
2,13:19,1,10,MIA 45,0,7,Peyton Manning pass complete to Edgerrin James for 14 yards (tackle by Brock Marion),2.590,3.510
2,12:37,1,10,MIA 31,0,7,Edgerrin James up the middle for 1 yard (tackle by Zach Thomas and Adewale Ogunleye),3.510,3.100
2,12:08,2,9,MIA 30,0,7,Peyton Manning pass complete to Edgerrin James for -1 yards (tackle by Zach Thomas),3.100,2.280
2,12:08,3,10,MIA 31,0,7,Peyton Manning pass incomplete intended for Troy Walters,2.280,1.320
2,11:16,4,10,MIA 31,3,7,Mike Vanderjagt 50 yard field goal good,1.320,3.000
2,,,,IND 30,3,7,"Mike Vanderjagt kicks off 62 yards, returned by Travis Minor for 22 yards (tackle by Robert Mathis)",0.000,0.940
2,10:53,1,10,MIA 30,3,7,Brian Griese pass complete to Randy McMichael for 19 yards (tackle by Idrees Bashir),0.940,2.190
2,10:21,1,10,MIA 49,3,7,Ricky Williams up the middle for 2 yards (tackle by Raheem Brock),2.190,1.920
2,9:43,2,8,IND 49,3,7,Brian Griese pass complete to Ricky Williams for no gain,1.920,1.220
2,9:21,3,8,IND 49,3,7,Brian Griese pass incomplete intended for Randy McMichael,1.220,0.000
2,9:21,4,8,IND 49,3,7,Matt Turk punts 39 yards,0.000,0.380
2,9:05,1,10,IND 10,3,7,Edgerrin James left tackle for 11 yards (tackle by Sammy Knight and Brock Marion),-0.380,0.340
2,8:25,1,10,IND 21,3,7,Edgerrin James left tackle for 10 yards (tackle by Junior Seau),0.340,1.000
2,7:57,1,10,IND 31,3,7,Edgerrin James left tackle for 2 yards (tackle by Tim Bowens),1.000,0.730
2,7:26,2,8,IND 33,3,7,Peyton Manning pass complete to Brandon Stokley for 5 yards (tackle by Junior Seau),0.730,0.700
2,6:37,3,3,IND 38,3,7,Peyton Manning pass complete to Marvin Harrison for 6 yards (tackle by Terrell Buckley),0.700,1.860
2,5:57,1,10,IND 44,3,7,Edgerrin James up the middle for 2 yards (tackle by Zach Thomas and Jeff Zgonina),1.860,1.590
2,5:23,2,8,IND 46,3,7,Peyton Manning pass complete to Brandon Stokley for 20 yards (tackle by Sammy Knight),1.590,3.310
2,4:33,1,10,MIA 34,3,7,Peyton Manning pass incomplete (defended by Dario Romero),3.310,2.770
2,4:28,2,10,MIA 34,3,7,Peyton Manning pass complete to Edgerrin James for 4 yards (tackle by Zach Thomas),2.770,2.610
2,3:55,3,6,MIA 30,3,7,Peyton Manning pass complete to Marvin Harrison for 6 yards (tackle by Sam Madison),2.610,3.970
2,3:19,1,10,MIA 24,3,7,Peyton Manning pass incomplete intended for Edgerrin James,3.970,3.430
2,3:19,2,10,MIA 24,3,7,Peyton Manning pass complete to Edgerrin James for -1 yards (tackle by Zach Thomas),3.430,2.610
2,2:30,,,,3,7,Timeout #1 by Indianapolis Colts,0.000,2.610
2,2:29,3,11,MIA 25,3,7,Peyton Manning pass incomplete,2.610,1.800
2,2:29,4,11,MIA 25,6,7,Mike Vanderjagt 44 yard field goal good,1.800,3.000
2,,,,IND 30,6,7,"Mike Vanderjagt kicks off 49 yards, returned by Sam Simmons for 15 yards (tackle by Mike Doss)",0.000,1.330
2,2:13,1,10,MIA 36,6,7,Brian Griese pass complete to Rob Konrad for 4 yards (tackle by Mike Doss),1.330,1.330
2,2:00,2,6,MIA 40,6,7,Brian Griese pass incomplete intended for Chris Chambers (defended by David Macklin),1.330,0.630
2,1:54,3,6,MIA 40,6,7,Brian Griese pass incomplete intended for Chris Chambers,0.630,-0.720
2,1:35,4,6,MIA 40,6,7,"Matt Turk punts 50 yards, returned by Troy Walters for 11 yards (tackle by Obafemi Ayanbadejo)",-0.720,-0.340
2,1:35,1,10,IND 21,6,7,Peyton Manning pass complete to Marcus Pollard for 17 yards (tackle by Brock Marion),0.340,1.470
2,1:19,1,10,IND 38,6,7,Peyton Manning pass complete to Marcus Pollard for 51 yards (tackle by Patrick Surtain),1.470,4.840
2,0:48,,,,6,7,Timeout #1 by Miami Dolphins,0.000,4.840
2,0:48,1,10,MIA 11,6,7,"Peyton Manning pass complete to Marcus Pollard for 11 yards. Penalty on Ryan Diem: Offensive Holding, 10 yards (no play)",4.840,4.170
2,0:41,1,20,MIA 21,6,7,Peyton Manning sacked by Adewale Ogunleye for -4 yards,4.170,2.400
2,0:34,,,,6,7,Timeout #2 by Indianapolis Colts,0.000,2.400
2,0:34,2,24,MIA 25,6,7,Dominic Rhodes right guard for 3 yards (tackle by Zach Thomas and Adewale Ogunleye),2.400,2.150
2,0:11,3,21,MIA 22,6,7,"Peyton Manning pass complete to Joe D. Davenport for 7 yards (tackle by Arturo Freeman). Penalty on Sam Madison: Unnecessary Roughness, 8 yards",2.150,5.600
2,0:01,1,7,MIA 7,9,7,Mike Vanderjagt 25 yard field goal good,5.600,3.000
Quarter,Time,Down,ToGo,Location,IND,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIA 30,9,7,"Olindo Mare kicks off 66 yards, returned by Troy Walters for 22 yards (tackle by Morlon Greenwood)",0.000,0.670
3,14:54,1,10,IND 26,9,7,Peyton Manning sacked by Jason Taylor for -6 yards,0.670,-0.680
3,14:24,2,16,IND 20,9,7,Edgerrin James left tackle for no gain (tackle by Jason Taylor and Jeff Zgonina),-0.680,-1.350
3,13:48,3,16,IND 20,9,7,Peyton Manning pass complete to Dominic Rhodes for 27 yards (tackle by Brock Marion),-1.350,2.060
3,13:21,1,10,IND 47,9,7,Edgerrin James up the middle for 7 yards (tackle by Sammy Knight and Patrick Surtain),2.060,2.460
3,12:52,2,3,MIA 46,9,7,Edgerrin James up the middle for 1 yard (tackle by Zach Thomas and Adewale Ogunleye),2.460,1.880
3,12:52,3,2,MIA 45,9,7,Peyton Manning pass complete to Marvin Harrison for 30 yards (tackle by Sammy Knight),1.880,4.580
3,11:29,1,10,MIA 15,9,7,Dominic Rhodes left end for 2 yards (tackle by Zach Thomas),4.580,4.280
3,10:35,2,8,MIA 13,9,7,Peyton Manning pass complete to Reggie Wayne for 12 yards (tackle by Sam Madison),4.280,6.970
3,10:02,1,1,MIA 1,9,7,Peyton Manning pass incomplete intended for Marcus Pollard,6.970,5.910
3,10:02,2,1,MIA 1,9,7,Edgerrin James up the middle for no gain (tackle by Jason Taylor and Jeff Zgonina),5.910,5.170
3,9:24,3,1,MIA 1,15,7,"Edgerrin James right tackle for 1 yard, touchdown",5.170,7.000
3,,,,MIA 2,16,7,Mike Vanderjagt kicks extra point good,0.000,0.000
3,,,,IND 30,16,7,"Mike Vanderjagt kicks off 58 yards, returned by Travis Minor for 19 yards (tackle by Robert Mathis)",0.000,1.000
3,9:13,1,10,MIA 31,16,7,Brian Griese pass complete to Ricky Williams for 7 yards (tackle by Nick Harper),1.000,1.410
3,8:39,2,3,MIA 38,16,7,Travis Minor up the middle for 11 yards (tackle by Idrees Bashir),1.410,2.190
3,8:05,1,10,MIA 49,16,7,Brian Griese pass complete to Donald Lee for 23 yards (tackle by Nick Harper),2.190,3.710
3,7:35,1,10,IND 28,16,13,"Brian Griese pass complete to Chris Chambers for 28 yards, touchdown",3.710,7.000
3,,,,IND 2,16,14,Olindo Mare kicks extra point good,0.000,0.000
3,,,,MIA 30,16,14,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
3,7:27,1,10,IND 20,16,14,Peyton Manning pass incomplete intended for Marvin Harrison,0.280,-0.270
3,7:20,2,10,IND 20,16,14,Edgerrin James up the middle for 1 yard (tackle by Tim Bowens and Zach Thomas),-0.270,-0.820
3,7:02,3,9,IND 21,16,14,Peyton Manning pass incomplete intended for Marvin Harrison,-0.820,-1.960
3,6:28,4,9,IND 21,16,14,"Hunter Smith punts 48 yards, returned by Sam Simmons for 4 yards (tackle by Marcus Washington)",-1.960,-1.270
3,6:17,1,10,MIA 35,16,14,Brian Griese pass complete to Rob Konrad for 9 yards (tackle by David Thornton),1.270,1.940
3,5:49,2,1,MIA 44,16,14,Ricky Williams left guard for 2 yards (tackle by Nick Harper),1.940,1.990
3,5:25,1,10,MIA 46,16,14,Brian Griese pass complete to Randy McMichael for 1 yard (tackle by Raheem Brock),1.990,1.590
3,4:44,2,9,MIA 47,16,14,Brian Griese sacked by Dwight Freeney for -11 yards,1.590,-0.560
3,4:10,3,20,MIA 36,16,14,Brian Griese pass complete to Ricky Williams for 15 yards (tackle by Idrees Bashir),-0.560,0.000
3,3:22,4,5,IND 49,16,14,Matt Turk punts 40 yards,0.000,0.380
3,2:58,1,10,IND 9,16,14,Edgerrin James right end for 3 yards (tackle by Zach Thomas),-0.380,-0.560
3,2:32,2,7,IND 12,16,14,Peyton Manning pass complete to Reggie Wayne for 8 yards (tackle by Zach Thomas),-0.560,0.280
3,1:45,1,10,IND 20,16,14,"Peyton Manning pass complete to Marvin Harrison for 4 yards (tackle by Patrick Surtain). Penalty on Jeff Saturday: Ineligible Downfield Pass, 5 yards (no play)",0.280,-0.310
3,1:18,1,15,IND 15,16,14,"Peyton Manning pass complete to Edgerrin James for 3 yards (tackle by Zach Thomas). Penalty on Zach Thomas: Face Mask (5 Yards), 15 yards",-0.310,1.140
3,0:50,1,10,IND 33,16,14,Peyton Manning pass complete to Marvin Harrison for 4 yards (tackle by Junior Seau),1.140,1.130
3,0:15,2,6,IND 37,16,14,Edgerrin James left end for 9 yards (tackle by Sam Madison),1.130,1.990
Quarter,Time,Down,ToGo,Location,IND,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,IND 46,16,14,Troy Walters right end for 6 yards (tackle by Adewale Ogunleye),1.990,2.260
4,14:26,2,4,MIA 48,16,14,Edgerrin James left end for 9 yards (tackle by Terrell Buckley and Adewale Ogunleye),2.260,2.980
4,13:45,1,10,MIA 39,16,14,Peyton Manning pass complete to Troy Walters for 19 yards (tackle by Brock Marion),2.980,4.240
4,12:31,1,10,MIA 20,16,14,"Dominic Rhodes right end for 3 yards (tackle by Tim Bowens). Penalty on Junior Seau: Defensive Offside, 5 yards (no play)",4.240,5.190
4,12:27,1,5,MIA 15,16,14,Peyton Manning sacked by Adewale Ogunleye for -5 yards,5.190,3.690
4,12:08,2,10,MIA 20,16,14,Dominic Rhodes left guard for 10 yards (tackle by Brock Marion),3.690,4.910
4,11:33,1,10,MIA 10,16,14,Dominic Rhodes up the middle for 2 yards (tackle by Zach Thomas),4.910,4.570
4,11:33,2,8,MIA 8,16,14,Dominic Rhodes left guard for 5 yards (tackle by Zach Thomas),4.570,4.720
4,9:47,3,3,MIA 3,22,14,"Peyton Manning pass complete to Troy Walters for 3 yards, touchdown",4.720,7.000
4,,,,MIA 2,23,14,Mike Vanderjagt kicks extra point good,0.000,0.000
4,,,,IND 30,23,14,"Mike Vanderjagt kicks off 67 yards, returned by Travis Minor for 20 yards (tackle by Donald Strickland)",0.000,0.480
4,9:33,1,10,MIA 23,23,14,Brian Griese pass complete to Chris Chambers for 15 yards (tackle by Walt Harris),0.480,1.470
4,9:11,1,10,MIA 38,23,14,"Brian Griese pass incomplete. Penalty on Brian Griese: Intentional Grounding, 10 yards",1.470,-0.430
4,9:04,2,20,MIA 28,23,14,Brian Griese pass complete to Randy McMichael for 9 yards (tackle by David Thornton),-0.430,0.100
4,8:26,3,11,MIA 37,23,14,Brian Griese pass incomplete intended for Derrius Thompson (defended by Nick Harper),0.100,-0.910
4,8:20,4,11,MIA 37,23,14,"Matt Turk punts 50 yards, returned by Troy Walters for 26 yards (tackle by Travis Minor)",-0.910,-1.530
4,8:05,1,10,IND 39,23,14,Edgerrin James right tackle for 2 yards (tackle by Jason Taylor),1.530,1.260
4,7:37,2,8,IND 41,23,14,Peyton Manning pass complete to Troy Walters for 9 yards (tackle by Zach Thomas),1.260,2.260
4,6:46,1,10,MIA 50,23,14,Peyton Manning pass incomplete intended for Reggie Wayne,2.260,1.710
4,6:39,2,10,MIA 50,23,14,Edgerrin James up the middle for 4 yards (tackle by Dario Romero and Tim Bowens),1.710,1.550
4,6:16,,,,23,14,Timeout #1 by Miami Dolphins,0.000,1.550
4,6:16,3,6,MIA 46,23,14,"Peyton Manning pass complete to Marvin Harrison for 5 yards (tackle by Arturo Freeman). Terrell Buckley fumbles (forced by Reggie Wayne), recovered by Sam Madison at MIA-45 (tackle by Reggie Wayne)",1.550,-1.930
4,6:02,1,10,MIA 45,23,14,Brian Griese pass complete to Randy McMichael for 9 yards (tackle by David Thornton),1.930,2.600
4,5:48,2,1,IND 46,23,14,Brian Griese pass complete to Rob Konrad for 3 yards (tackle by David Thornton),2.600,2.720
4,4:57,1,10,IND 43,23,14,Brian Griese pass complete to Donald Lee for 25 yards (tackle by Walt Harris),2.720,4.370
4,4:18,1,10,IND 18,23,14,Brian Griese pass complete to Chris Chambers for 13 yards (tackle by Nick Harper),4.370,6.060
4,4:18,1,5,IND 5,23,14,Brian Griese sacked by Marcus Washington for -4 yards,6.060,4.380
4,3:59,2,9,IND 9,23,14,Brian Griese pass incomplete intended for James McKnight,4.380,3.360
4,3:50,3,9,IND 9,23,14,Brian Griese pass complete to Randy McMichael for 4 yards (tackle by Chad Bratzke),3.360,3.010
4,3:11,4,5,IND 5,23,17,Olindo Mare 23 yard field goal good,3.010,3.000
4,,,,MIA 30,23,17,"Olindo Mare kicks off 64 yards, returned by Troy Walters for 10 yards (tackle by Brendon Ayanbadejo)",0.000,-0.140
4,3:06,1,10,IND 16,23,17,Edgerrin James up the middle for 8 yards (tackle by Zach Thomas),-0.140,0.550
4,3:06,,,,23,17,Timeout #2 by Miami Dolphins,0.000,0.550
4,2:55,2,2,IND 24,23,17,Edgerrin James up the middle for no gain (tackle by Tim Bowens),0.550,-0.320
4,2:50,,,,23,17,Timeout #3 by Miami Dolphins,0.000,-0.320
4,2:50,3,2,IND 24,23,17,"Penalty on Tarik Glenn: False Start, 5 yards (no play)",-0.320,-0.950
4,2:50,3,7,IND 19,23,17,Peyton Manning pass incomplete intended for Reggie Wayne is intercepted by Terrell Buckley at IND-16 and returned for 1 yard (tackle by Reggie Wayne). Penalty on Troy Walters: Offensive Pass Interference (Declined),-0.950,-4.580
4,2:45,1,10,IND 15,23,17,Ricky Williams right end for 2 yards (tackle by Dwight Freeney),4.580,4.280
4,2:17,2,8,IND 13,23,17,"Brian Griese sacked by Dwight Freeney for -11 yards. Brian Griese fumbles (forced by Dwight Freeney), recovered by Raheem Brock at IND-23 (tackle by Ricky Williams)",4.280,-0.480
4,1:55,1,10,IND 23,23,17,Peyton Manning kneels for -1 yards,0.480,-0.200
4,1:15,2,11,IND 22,23,17,Peyton Manning kneels for no gain,-0.200,-0.890
4,0:06,3,11,IND 22,23,17,Peyton Manning kneels for -1 yards,-0.890,-1.960
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
