Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Fred Jackson,BUF,0,0,,0,0,1,0,0.0,0,0
Leodis McKelvin,BUF,0,0,,0,0,1,14,14.0,0,14
C.J. Spiller,BUF,1,29,29.0,0,29,0,0,,0,0
Frank Summers,BUF,1,11,11.0,0,11,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Santonio Holmes,CHI,0,0,,0,0,1,-1,-1.0,0,-1
Senorise Perry,CHI,1,21,21.0,0,21,0,0,,0,0
